NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS
samuel kalu,23,19.0,FW,4,2,222,0,0,0,0,0,0,0.4,0.1,0,6,1,0,7,148
moussa sissoko,31,19.0,MF,36,36,3220,2,1,0,0,5,0,3.8,3.1,0,73,4,0,85,148
jay rodriguez,32,18.0,FW,29,13,1382,2,2,0,0,3,0,4.8,2.1,0,15,6,0,60,108
mads bech sørensen,22,13.0,DF,11,9,835,0,0,0,0,3,0,0.1,0.4,0,14,2,0,22,4
daniel amartey,26,8.0,DF,28,23,2123,0,0,0,0,4,0,0.0,0.2,0,40,5,0,55,51
conor gallagher,21,12.0,MF,34,33,2845,8,3,0,0,10,0,6.3,3.1,0,38,11,0,140,66
cameron archer,20,14.0,"FW,MF",3,0,27,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,6
neal maupay,24,9.0,FW,32,25,2276,8,2,1,1,7,0,8.7,2.4,0,31,7,0,98,41
moises caicedo,19,9.0,MF,8,8,660,1,1,0,0,2,0,0.8,0.3,0,6,4,0,27,79
dan burn,29,10.0,DF,29,28,2462,1,1,0,0,8,0,2.3,0.9,0,60,18,0,184,129
shola shoretire,17,6.0,MF,1,0,16,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
mathias jensen,25,13.0,MF,31,19,1601,0,1,0,0,0,0,2.9,3.2,0,30,3,0,54,132
frank onyeka,23,13.0,MF,20,12,1045,0,0,0,0,4,0,0.8,0.2,0,19,3,0,35,38
kieran tierney,24,5.0,DF,22,22,1915,1,3,0,0,0,0,0.6,1.8,0,21,11,0,106,37
pablo mari,27,5.0,DF,2,2,180,0,0,0,0,1,0,0.1,0.1,0,4,0,0,1,0
josh dasilva,22,13.0,"MF,FW",9,2,257,0,0,0,0,0,1,0.1,0.1,,,,,,81
jeffrey schlupp,28,12.0,"MF,FW",32,20,1851,4,1,0,0,1,0,3.4,1.6,0,19,8,0,86,89
chris wood,29,14.5,FW,34,32,2694,5,0,1,0,1,0,7.3000000000000007,1.6,0,82,12,0,182,53
yves bissouma,24,9.0,MF,26,25,2111,1,2,0,0,10,0,0.9,0.8,0,28,7,0,66,27
rico henry,24,13.0,DF,34,33,2776,3,0,0,0,2,0,1.5,1.7,0,41,9,0,108,112
nicolas pepe,26,5.0,"FW,MF",20,5,696,1,2,0,0,0,0,2.6,1.7,0,9,2,0,45,0
vladimir coufal,28,7.0,DF,28,25,2209,0,4,0,0,5,1,0.8,2.1,1,36,6,0,70,58
ashley westwood,31,18.0,MF,27,26,2287,0,3,0,0,7,0,0.6,4.1,0,40,4,0,63,53
bruno fernandes,26,6.0,MF,36,35,3111,10,6,0,2,10,0,9.7,9.0,,,,,,176
kieran trippier,30,11.0,DF,6,5,429,2,0,0,0,0,0,0.2,0.3,0,5,1,0,28,198
ruben loftus-cheek,25,3.0,"MF,DF",24,13,1394,0,2,0,0,1,0,1.2,2.4,0,21,5,0,52,46
eric bailly,27,6.0,DF,4,3,217,0,0,0,0,1,0,0.0,0.0,1,4,0,0,2,0
kristoffer ajer,23,13.0,DF,24,23,1995,1,3,0,0,5,0,0.8,1.7,0,32,8,0,81,29
victor lindelof,27,6.0,DF,28,26,2355,0,2,0,0,4,0,0.2,0.6,0,47,6,0,66,57
naby keita,26,2.0,MF,23,14,1173,3,1,0,0,3,0,2.2,1.9,0,6,8,0,65,10
dwight gayle,30,11.0,"FW,DF",8,0,38,0,0,0,0,1,0,0.6,0.3,0,0,0,0,7,0
cedric soares,29,5.0,DF,21,16,1486,1,1,0,0,3,0,0.6,1.6,0,27,3,0,48,10
alex telles,28,6.0,DF,21,18,1660,0,4,0,0,1,0,0.4,1.9,,,,,,0
caoimhin kelleher,22,2.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,2,1,6,8,2
joe willock,21,11.0,MF,29,24,2038,2,0,0,0,0,0,3.2,1.2,,,,,,123
joe rodon,23,4.0,DF,3,0,89,0,0,0,0,0,0,0.0,0.0,0,3,0,0,3,0
jarrad branthwaite,19,16.0,DF,6,4,388,1,0,0,0,0,1,0.5,0.0,0,17,0,0,7,0
marcus rashford,23,6.0,"FW,MF",25,13,1235,4,2,0,0,2,0,2.9,2.1,0,28,2,0,63,205
luis diaz,24,2.0,FW,13,11,958,4,3,0,0,0,0,3.6,2.6,0,4,6,0,64,62
timothy castagne,25,8.0,DF,27,22,2127,1,0,0,0,1,0,0.7,1.5,0,30,6,0,75,114
aaron wan-bissaka,20,12.0,DF,35,35,3134,0,3,0,0,4,1,0.5,2.1,0,47,12,0,120,127
jeffrey schlupp,25,12.0,"MF,FW",30,18,1670,4,1,0,0,1,0,3.2,1.2,0,26,4,0,91,51
danny rose,28,4.0,DF,26,20,1798,0,3,0,0,5,0,0.7,2.2,0,16,8,0,86,47
harry maguire,25,9.0,DF,31,31,2596,3,0,0,0,6,1,2.4,0.8,0,41,6,0,92,123
james tarkowski,25,15.0,DF,35,35,3086,3,1,0,0,8,0,3.3,0.3,0,63,7,0,97,143
alex mccarthy,28,16.0,GK,25,25,2250,0,0,0,0,1,0,0.0,0.0,0,44,4,78,73,104
james maddison,21,9.0,"MF,FW",36,35,2831,7,7,1,1,4,1,7.4,8.2,0,44,8,0,137,125
callum slattery,19,16.0,MF,3,1,112,0,0,0,0,0,0,0.1,0.0,0,1,0,0,4,0
james milner,32,2.0,"MF,DF",31,19,1789,5,4,3,0,6,1,3.4,5.3,0,13,9,0,101,49
phil jagielka,35,8.0,DF,7,4,331,1,0,0,0,0,1,0.6,0.3,0,4,2,0,22,6
yerry mina,23,8.0,DF,13,10,892,1,0,0,0,3,0,0.3,0.1,0,13,3,0,36,78
matteo darmian,28,6.0,DF,6,5,443,0,0,0,0,0,0,0.0,0.1,0,8,1,0,14,0
sead kolasinac,25,5.0,"DF,MF",24,22,1887,0,5,0,0,5,0,0.4,6.0,1,29,5,0,81,55
morgan schneiderlin,28,8.0,MF,14,10,834,0,1,0,0,2,0,0.1,0.4,0,9,5,0,28,18
andrew robertson,24,2.0,DF,36,36,3216,0,11,0,0,4,0,0.7,7.2,0,20,21,0,213,181
jurgen locadia,24,17.0,"FW,MF",26,12,1236,2,0,0,0,1,0,2.7,1.0,0,21,3,0,52,3
christian kabasele,27,11.0,DF,21,19,1586,0,0,0,0,4,1,1.5,0.6,0,29,3,0,36,73
nathaniel chalobah,23,11.0,MF,9,3,270,0,0,0,0,2,0,0.1,0.3,0,7,0,0,10,36
roberto pereyra,27,11.0,MF,33,33,2815,6,1,0,0,3,0,5.4,3.2,0,53,6,0,122,60
georginio wijnaldum,27,2.0,MF,35,32,2725,3,0,0,0,3,0,3.0,1.8,0,16,18,0,108,107
javier manquillo,24,13.0,DF,18,12,1101,0,3,0,0,2,0,0.1,0.7,0,16,4,0,53,65
nacho monreal,32,5.0,DF,22,21,1861,1,3,0,0,5,0,1.3,1.7,0,24,5,0,77,10
nathan ake,23,14.0,DF,38,38,3411,4,0,0,0,3,0,3.4,1.0,0,70,10,0,120,79
kyle walker,28,1.0,DF,132,120,11116,4,4,0,0,12,0,3.2,7.6,0,42,40,0,356,114
kepa arrizabalaga,23,3.0,GK,36,36,3240,0,0,0,0,2,0,0.0,0.0,0,39,14,82,142,90
ben johnson,18,10.0,DF,1,1,62,0,0,0,0,0,0,0.0,0.0,0,1,0,0,2,6
isaac success,22,11.0,"FW,MF",30,9,1052,1,1,0,0,4,0,3.5,2.8,0,21,2,0,42,4
theo walcott,29,8.0,"FW,MF",37,24,2119,5,2,0,0,1,0,5.7,2.7,0,33,6,0,101,63
michy batshuayi,24,12.0,FW,11,9,750,5,0,0,0,0,0,4.0,0.1,0,11,3,0,48,28
craig cathcart,29,11.0,DF,36,35,3096,3,0,0,0,2,0,1.5,0.2,2,54,6,0,93,77
pedro obiang,26,10.0,MF,24,12,1128,0,1,0,0,0,0,0.6,1.0,0,21,2,0,43,0
cenk tosun,27,8.0,FW,25,10,1059,3,3,0,0,3,0,5.0,0.9,0,17,1,0,56,24
kyle walker-peters,21,4.0,DF,24,16,1504,0,12,0,0,4,0,1.2,2.0,0,42,40,0,356,114
pedro,31,3.0,FW,744,504,42672,192,48,0,0,48,0,127.19999999999996,84.0,0,516,102,582,1638,153
cheikhou kouyate,28,12.0,MF,31,21,1899,0,2,0,0,3,0,1.1,1.1,0,30,9,0,67,85
phil jones,26,6.0,DF,18,15,1263,0,1,0,0,1,0,0.4,0.5,0,17,3,0,43,2
david silva,32,1.0,MF,33,28,2401,6,8,0,0,2,0,7.8,8.5,0,14,16,0,143,139
charlie austin,29,16.0,FW,25,11,983,2,2,0,1,1,0,3.6,0.9,0,17,5,0,46,0
ashley barnes,28,15.0,FW,37,26,2388,12,2,2,0,8,0,13.8,3.3,1,41,7,0,122,61
jack simpson,21,14.0,DF,6,4,403,0,0,0,0,0,0,0.1,0.0,1,9,1,0,10,4
luka milivojevic,27,12.0,MF,38,38,3420,12,2,10,1,10,0,10.9,3.0,0,53,12,0,166,81
lys mousset,22,14.0,FW,24,1,368,1,0,0,0,1,0,1.4,0.3,0,15,0,0,28,84
sergio aguero,30,1.0,FW,33,31,2459,21,8,2,0,4,0,18.1,5.0,0,15,17,0,201,132
eric dier,24,4.0,"MF,DF",20,18,1506,3,0,0,0,4,0,1.0,1.0,0,18,5,0,56,36
kelechi iheanacho,21,9.0,"FW,MF",30,9,941,1,3,0,0,2,0,2.1,1.6,0,16,1,0,58,64
wesley hoedt,24,16.0,DF,13,13,1170,0,0,0,0,2,0,0.4,0.0,2,24,4,0,29,0
roberto firmino,26,2.0,"FW,MF",34,31,2607,12,6,1,0,0,0,13.6,5.5,0,15,19,0,160,155
dejan lovren,29,2.0,DF,13,11,986,1,0,0,0,1,0,0.7,0.1,0,7,6,0,63,18
patrick van aanholt,27,12.0,DF,36,36,3195,3,2,0,0,3,0,2.6,4.4,0,46,12,0,140,109
juan mata,30,6.0,"FW,MF",22,16,1289,3,2,0,0,3,0,1.6,2.9,0,15,5,0,70,38
anthony martial,22,6.0,FW,27,18,1621,10,2,1,0,2,0,6.2,2.9,0,25,5,0,122,200
carl jenkinson,26,5.0,DF,3,2,166,0,0,0,0,0,0,0.0,0.0,0,3,0,0,4,0
mathew ryan,26,17.0,GK,34,34,3060,0,0,0,0,2,0,0.0,0.0,0,55,6,97,104,135
emerson palmieri,23,3.0,DF,10,7,663,0,0,0,0,0,0,0.3,0.3,0,11,2,0,22,19
andros townsend,27,12.0,"FW,MF",38,34,3009,6,4,0,0,1,0,4.6,3.6,0,46,11,0,135,48
hamza choudhury,20,9.0,MF,9,7,595,0,0,0,0,0,0,0.5,0.4,0,4,4,0,20,35
federico fernandez,29,13.0,DF,19,17,1484,0,1,0,0,2,0,0.2,0.5,0,24,3,0,47,102
antonio rudiger,25,3.0,DF,33,33,2871,1,0,0,0,7,0,2.5,0.6,0,35,12,0,116,63
jonjo shelvey,26,13.0,MF,16,10,948,1,1,0,0,1,0,0.9,1.7,0,13,5,0,39,105
danny welbeck,27,5.0,"FW,MF",8,1,153,1,1,0,0,0,0,0.8,0.3,0,3,0,0,19,39
andy carroll,29,10.0,FW,12,3,461,0,0,0,0,2,0,2.2,0.4,0,7,0,0,12,34
carlos sanchez,32,10.0,MF,7,2,245,0,0,0,0,0,0,0.1,0.1,0,4,0,0,9,7
declan rice,19,10.0,MF,34,34,3003,2,0,0,0,4,0,1.2,0.4,0,47,6,0,92,105
dan gosling,28,14.0,MF,25,19,1739,2,1,0,0,8,0,1.9,1.5,0,33,4,0,54,54
bernard,25,8.0,"FW,MF",510,375,31740,15,45,0,0,75,0,39.000000000000007,34.5,0,350,150,0,1405,116
adam smith,27,14.0,"DF,MF",25,25,2066,1,1,0,0,5,1,0.5,0.6,0,33,8,0,70,49
robbie brady,26,15.0,MF,16,6,720,0,1,0,0,3,1,0.6,1.4,0,17,1,0,20,32
rachid ghezzal,26,9.0,"FW,MF",19,8,743,1,0,0,0,3,0,1.4,1.7,0,13,1,0,28,0
eric bailly,24,6.0,DF,12,8,638,0,0,0,0,0,1,0.2,0.0,0,13,1,0,16,9
davy propper,26,17.0,MF,30,30,2546,1,1,0,0,2,0,0.9,1.3,0,45,4,0,72,78
javier hernandez,30,10.0,FW,25,14,1334,7,1,0,0,2,0,6.6,1.4,0,20,6,0,86,9
james mcarthur,30,12.0,MF,38,36,3058,3,6,0,0,7,0,4.1,3.3,0,49,11,0,121,92
andreas christensen,22,3.0,DF,8,6,617,0,0,0,0,1,0,0.0,0.0,0,7,3,0,22,34
max meyer,22,12.0,MF,29,15,1416,1,2,0,0,3,0,1.8,1.2,0,24,6,0,60,23
mario lemina,24,16.0,MF,21,18,1613,1,1,0,0,5,0,1.1,1.1,0,37,4,0,50,0
danilo,27,1.0,DF,11,9,807,1,0,0,0,1,0,0.4,0.2,0,7,4,0,46,0
harvey barnes,20,9.0,"MF,FW",16,11,1004,1,2,0,0,0,0,3.9,1.7,0,16,1,0,43,133
luke dreher,19,12.0,FW,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
phil bardsley,33,15.0,DF,19,19,1670,0,0,0,0,9,0,0.3,1.1,1,27,4,0,33,78
paul pogba,25,6.0,MF,35,34,3006,13,9,7,3,6,0,15.0,4.7,0,43,8,0,179,51
asmir begovic,31,14.0,GK,24,24,2160,0,0,0,0,0,0,0.0,0.0,0,47,5,59,63,0
dominic calvert-lewin,21,8.0,FW,35,19,1784,6,2,0,0,3,0,5.5,1.4,0,26,8,0,92,126
victor wanyama,27,4.0,MF,13,4,516,1,0,0,0,2,0,1.0,0.1,0,4,3,0,24,1
timothy fosu-mensah,20,19.0,DF,12,10,793,0,0,0,0,3,0,0.1,0.4,1,18,1,0,14,7
jack cork,29,15.0,MF,37,37,3312,1,2,0,0,6,0,1.4,2.2,0,63,8,0,87,70
ben davies,25,4.0,DF,27,20,1844,0,0,0,0,2,0,0.5,2.1,0,26,6,0,66,41
alex oxlade-chamberlain,24,2.0,MF,2,0,21,0,0,0,0,0,0,0.5,0.1,0,0,0,0,2,76
james mccarthy,27,8.0,MF,1,0,15,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,41
diogo dalot,19,6.0,"DF,FW",16,12,1013,0,2,0,0,3,0,0.7,2.3,0,18,1,0,27,4
sadio mane,26,2.0,FW,36,35,3077,22,1,0,0,2,0,15.1,4.5,0,21,19,0,231,221
fred,25,6.0,MF,340,260,20820,20,20,0,0,40,0,16.000000000000004,20.0,0,410,65,0,835,85
diego rico,25,14.0,"DF,MF",12,5,612,0,0,0,0,1,0,0.2,1.1,0,19,0,0,8,84
bruno,37,17.0,DF,56,56,4524,0,4,0,0,8,0,0.4,2.4,0,168,28,0,286,117
romain saiss,28,7.0,"MF,DF",19,12,1149,2,0,0,0,7,0,1.4,0.6,0,17,3,0,47,103
tom davies,20,8.0,MF,16,10,980,0,0,0,0,3,0,0.3,0.5,0,19,2,0,26,59
maya yoshida,29,16.0,DF,17,17,1518,0,1,0,0,0,0,1.9,0.5,0,29,3,0,44,10
kevin de bruyne,27,1.0,MF,19,11,975,2,2,0,0,2,0,1.4,5.7,0,3,6,0,59,251
wayne hennessey,31,12.0,GK,18,17,1576,0,0,0,0,0,0,0.0,0.0,0,26,5,44,67,7
diogo jota,21,7.0,"FW,MF",33,29,2355,9,5,0,0,11,0,8.8,5.3,0,29,10,0,139,105
alisson,25,2.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.0,0,22,21,76,176,122
morgan gibbs-white,18,7.0,"MF,FW",26,5,663,0,1,0,0,1,0,1.1,1.3,0,12,4,0,37,11
mark travers,19,14.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,5,1,9,9,1
jacob murphy,23,13.0,"MF,DF",9,3,302,0,1,0,0,0,0,0.1,0.6,0,8,1,0,16,0
danny ward,26,18.0,FW,28,8,890,2,0,0,0,0,0,1.2,0.6,0,14,0,0,22,0
leon balogun,30,17.0,DF,8,5,594,1,0,0,0,2,0,0.1,0.0,0,10,0,0,15,0
jamaal lascelles,24,13.0,DF,32,32,2745,0,1,0,0,4,0,0.6,0.9,0,36,10,0,95,73
jack stephens,24,16.0,DF,24,19,1700,1,0,0,0,4,0,1.0,0.2,0,35,3,0,47,85
andre gray,27,11.0,FW,29,13,1366,7,2,0,0,2,0,5.0,1.9,0,23,4,0,83,39
charlie daniels,31,14.0,DF,21,17,1585,1,0,0,0,4,0,0.4,0.6,0,34,4,0,44,3
arthur masuaku,24,10.0,DF,23,19,1759,0,1,0,0,2,0,0.1,0.8,0,29,4,0,49,26
robert snodgrass,30,10.0,MF,33,25,2220,2,5,0,0,10,0,2.3,5.6,0,33,5,0,85,87
lucas digne,25,8.0,DF,35,33,2965,4,4,0,0,5,1,1.3,7.1,1,38,13,0,158,120
ilkay gundogan,27,1.0,MF,31,23,2137,6,3,0,0,3,0,4.1,4.3,0,15,13,0,113,65
joe hart,31,15.0,GK,19,19,1710,0,0,0,0,0,0,0.0,0.1,0,41,4,77,69,0
simon francis,33,14.0,DF,17,13,1229,0,2,0,0,1,0,0.1,0.6,0,24,4,0,40,16
john stones,24,1.0,DF,24,20,1764,0,0,0,0,1,0,0.3,0.2,0,15,9,0,83,34
troy deeney,30,11.0,FW,32,28,2545,9,5,1,0,4,1,9.5,4.6,0,44,5,0,116,109
stuart armstrong,26,16.0,MF,29,16,1432,3,2,0,0,2,0,2.0,1.5,0,26,5,0,75,98
cedric soares,26,16.0,DF,18,16,1495,1,2,0,0,4,0,0.3,1.0,0,31,4,0,52,61
callum wilson,26,14.0,FW,30,29,2528,14,9,1,1,3,0,13.4,5.4,0,47,9,0,168,116
ciaran clark,28,13.0,DF,11,9,858,3,0,0,0,1,0,0.5,0.1,0,15,2,0,42,49
victor lindelof,24,6.0,DF,30,29,2601,1,1,0,0,1,0,0.7,1.2,1,40,6,0,85,116
david luiz,31,3.0,DF,36,36,3238,3,2,0,0,3,0,2.6,2.9,0,36,16,0,164,94
nicolas otamendi,30,1.0,DF,18,14,1236,0,0,0,0,1,0,1.3,0.2,0,7,9,0,70,82
joshua king,26,14.0,"FW,MF",35,34,2961,12,3,5,1,3,0,13.5,3.8,0,57,10,0,141,99
ben mee,28,15.0,DF,38,38,3420,0,2,0,0,9,0,1.6,1.1,2,68,8,0,81,110
alireza jahanbakhsh,24,17.0,"FW,MF",19,12,1020,0,0,0,0,2,0,0.8,0.2,0,16,5,0,33,28
sebastian prodl,31,11.0,DF,1,0,13,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1
leroy sane,22,1.0,FW,31,21,1867,10,10,0,0,1,0,6.7,7.4,0,14,9,0,156,1
alex iwobi,22,5.0,"FW,MF",35,22,1970,3,6,0,0,0,0,3.5,7.0,0,32,4,0,99,52
scott dann,31,12.0,DF,10,7,663,0,1,0,0,1,0,0.2,0.7,0,10,2,0,23,51
matthew lowton,29,15.0,DF,21,19,1750,0,0,0,0,7,0,0.6,0.7,0,41,4,0,34,48
oriol romeu,26,16.0,MF,31,25,2136,1,0,0,0,11,0,0.9,1.0,0,37,6,0,55,51
christian eriksen,26,4.0,MF,35,30,2774,8,12,0,0,3,0,5.4,7.4,0,37,8,0,161,48
richarlison,21,8.0,"FW,MF",35,32,2665,13,1,0,0,5,1,9.4,2.0,0,36,11,0,153,165
marko arnautovic,29,10.0,FW,28,24,1990,10,4,1,0,3,0,8.9,4.4,0,34,4,0,117,0
ben gibson,25,15.0,DF,1,1,62,1,0,0,0,1,0,0.7,0.0,0,3,0,0,6,0
adam masina,24,11.0,DF,14,11,1004,0,1,0,0,5,0,0.1,0.8,0,20,2,0,26,66
martin montoya,27,17.0,DF,25,24,2167,0,1,0,0,4,0,0.2,1.2,0,41,3,0,45,62
oliver skipp,17,4.0,MF,8,2,220,0,0,0,0,0,0,0.1,0.0,0,1,2,0,12,7
bernardo,23,17.0,DF,132,114,10512,0,6,0,0,24,0,2.4,3.6,0,153,51,0,579,116
demarai gray,22,9.0,"FW,MF",34,23,1985,4,1,0,0,2,0,4.5,1.3,0,29,6,0,84,44
michel vorm,34,4.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,4,0,9,5,0
moussa sissoko,28,4.0,"MF,FW",29,27,2330,0,3,0,0,2,0,0.9,2.5,0,28,11,0,76,69
kenedy,22,13.0,"MF,DF",25,14,1348,1,1,0,1,1,0,2.2,0.7,0,18,6,0,50,0
virgil van dijk,27,2.0,DF,38,38,3384,4,2,0,0,1,0,3.1,1.4,0,22,20,0,208,178
jeff hendrick,26,15.0,"MF,FW",32,25,2063,3,0,0,0,4,0,1.8,0.8,0,44,4,0,73,67
joel ward,28,12.0,DF,7,6,552,1,0,0,0,1,0,0.6,0.1,0,14,0,0,13,77
sam surridge,20,14.0,"MF,FW",2,0,13,0,0,0,0,0,0,0.3,0.0,0,0,0,0,2,4
ruben loftus-cheek,22,3.0,"MF,FW",24,6,998,6,2,0,0,0,0,2.8,0.8,0,9,5,0,79,12
kasper schmeichel,31,9.0,GK,38,38,3420,0,0,0,0,3,0,0.1,0.4,0,48,10,90,120,156
jamie vardy,31,9.0,FW,34,30,2726,18,4,4,1,3,1,18.3,5.1,0,36,11,0,174,210
luke amos,21,4.0,MF,1,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
riyad mahrez,27,1.0,"FW,MF",27,14,1343,7,4,0,1,0,0,5.5,4.6,0,9,4,0,102,175
youri tielemans,21,9.0,MF,13,13,1086,3,4,0,0,2,0,1.8,2.5,0,14,3,0,63,117
rob holding,22,5.0,DF,10,9,807,0,0,0,0,1,0,0.1,0.2,0,10,1,0,24,16
toby alderweireld,29,4.0,DF,34,33,2922,0,0,0,0,3,0,1.1,0.6,1,31,12,0,107,97
christian benteke,27,12.0,FW,16,9,814,1,1,0,0,1,0,3.4,0.8,0,13,3,0,33,42
ivan cavaleiro,24,7.0,"FW,MF",23,6,693,3,1,0,0,1,0,2.2,1.5,0,11,1,0,48,0
beram kayal,30,17.0,MF,18,9,940,1,1,0,0,4,0,0.4,1.1,0,17,4,0,36,0
tom cleverley,28,11.0,MF,13,4,478,1,0,0,0,2,0,0.2,0.1,0,7,3,0,25,33
oumar niasse,28,13.0,FW,18,12,994,0,0,0,0,0,0,3.9,0.8,0,26,10,0,60,3
shane duffy,26,17.0,DF,35,35,3087,5,1,0,0,4,1,3.1,0.3,0,55,7,0,115,44
marcos rojo,28,6.0,DF,5,2,212,0,0,0,0,2,0,0.2,0.0,1,5,0,0,2,3
olivier giroud,31,3.0,FW,27,7,847,2,4,0,0,1,0,4.6,2.2,0,5,6,0,55,68
kurt zouma,23,8.0,DF,32,29,2612,2,2,0,0,4,1,1.5,0.4,0,39,10,0,112,62
deandre yedlin,25,13.0,DF,29,28,2473,1,2,0,0,6,1,1.2,2.0,1,41,5,0,63,26
serge aurier,25,4.0,DF,8,6,564,0,2,0,0,1,0,0.1,1.0,0,9,2,0,24,124
yan valery,19,16.0,DF,23,20,1712,2,1,0,0,4,1,0.7,0.2,0,30,3,0,54,18
nampalys mendy,26,9.0,MF,31,23,2092,0,0,0,0,5,0,0.1,0.2,0,29,7,0,58,11
matt targett,22,16.0,DF,16,13,1186,1,3,0,0,2,0,0.5,2.3,0,25,0,0,36,80
lucas torreira,22,5.0,MF,34,24,2382,2,2,0,0,7,1,1.5,1.2,0,38,5,0,78,46
bukayo saka,16,5.0,FW,1,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,71
paul dummett,26,13.0,DF,26,21,1990,0,0,0,0,1,0,0.3,0.7,0,27,7,0,67,44
calum chambers,23,19.0,"MF,DF",31,29,2588,2,0,0,0,9,0,2.3,0.9,0,52,5,0,60,42
miguel almiron,24,13.0,MF,10,9,759,0,0,0,0,0,0,1.5,0.6,0,11,3,0,28,109
jefferson lerma,23,14.0,MF,30,29,2506,2,0,0,0,12,0,1.3,1.1,1,49,9,0,75,65
pablo zabaleta,33,10.0,DF,26,23,2092,0,1,0,0,4,0,0.2,1.0,0,35,4,0,56,10
adama traore,22,7.0,"FW,MF",29,8,902,1,1,0,0,1,0,1.3,2.2,0,13,1,0,44,130
sokratis papastathopoulos,30,5.0,DF,25,25,2198,1,2,0,0,12,0,0.8,0.7,0,33,5,0,64,57
will norris,24,7.0,GK,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
ashley young,33,6.0,DF,30,28,2569,2,2,0,0,9,1,0.5,3.1,0,44,4,0,73,24
fabian delph,28,1.0,DF,11,8,725,0,1,0,0,1,1,0.1,0.3,0,9,3,0,29,24
ayoze perez,25,13.0,"MF,FW",37,34,2917,12,2,0,0,2,0,7.5,3.6,0,35,11,0,141,129
gerard deulofeu,24,11.0,"FW,MF",30,26,2066,10,5,0,0,3,0,8.0,4.1,0,29,9,0,133,88
hector bellerin,23,5.0,DF,19,18,1533,0,5,0,0,3,0,0.9,2.2,1,21,4,0,60,44
david de gea,27,6.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.0,0,54,7,123,120,143
jack wilshere,26,10.0,MF,8,4,392,0,1,0,0,2,0,0.2,0.6,0,10,1,0,17,8
dwight mcneil,18,15.0,MF,21,19,1591,3,5,0,0,2,0,2.0,3.4,0,25,5,0,75,123
mamadou sakho,28,12.0,DF,27,27,2416,0,0,0,0,2,0,0.4,0.2,0,35,9,0,88,11
danny ings,26,16.0,FW,24,23,1651,7,3,3,0,1,0,9.4,3.1,0,27,5,0,90,198
granit xhaka,25,5.0,"MF,DF",29,29,2498,4,2,0,0,10,0,2.0,3.4,0,37,7,0,90,73
laurent koscielny,32,5.0,DF,17,13,1331,3,0,0,0,1,0,1.4,0.2,0,23,3,0,62,0
angus gunn,22,16.0,GK,12,12,1080,0,0,0,0,0,0,0.0,0.0,0,18,3,33,47,29
aymeric laporte,24,1.0,DF,35,34,3057,3,3,0,0,3,0,3.0,0.8,0,21,18,0,177,63
marcus rashford,20,6.0,FW,33,26,2334,10,6,0,0,3,1,10.7,5.0,0,35,6,0,128,177
alexis sanchez,29,6.0,"FW,MF",20,9,880,1,3,0,0,3,0,1.5,3.0,0,10,2,0,47,0
ryan bertrand,28,16.0,DF,24,24,2160,1,0,0,0,8,0,1.2,1.7,0,42,6,0,56,75
willy boly,27,7.0,DF,36,36,3167,4,0,0,0,2,1,3.6,2.1,0,43,8,0,120,97
jordon ibe,22,14.0,"MF,DF",19,9,797,1,1,0,0,1,0,0.8,0.6,0,23,1,0,33,2
andriy yarmolenko,28,10.0,"MF,FW",9,5,459,2,0,0,0,2,0,1.1,0.8,0,6,1,0,27,70
issa diop,21,10.0,DF,33,33,2970,1,0,0,0,4,0,1.2,0.2,1,43,7,0,87,76
mark noble,31,10.0,MF,31,29,2291,5,5,4,0,6,1,3.7,1.9,0,31,7,0,99,105
fabian balbuena,26,10.0,DF,23,23,2013,1,0,0,0,2,0,2.1,0.2,0,32,5,0,61,40
steven defour,30,15.0,MF,6,6,448,0,0,0,0,0,0,0.0,0.1,0,14,0,0,10,0
marc albrighton,28,9.0,"FW,MF",27,18,1625,2,2,0,0,3,0,1.2,2.9,0,17,5,0,63,38
jose holebas,34,11.0,DF,28,27,2393,3,6,0,0,12,1,1.0,4.1,0,41,5,0,93,21
domingos quina,18,11.0,MF,8,3,338,1,0,0,0,0,0,0.2,0.1,0,5,0,0,17,4
willy caballero,36,3.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,0,2,3,13,13
michail antonio,28,10.0,"MF,FW",33,22,2103,6,4,0,0,3,0,7.1,4.4,0,30,7,0,118,111
