,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
304,david mcgoldrick,7,18,0,0,54,65
305,chris basham,13,37,0,0,46,123
306,jannik vestergaard,4,26,0,0,45,51
307,ryan bertrand,7,52,0,0,48,75
308,yan valery,1,20,0,0,46,18
309,jan bednarek,7,57,1,0,44,84
310,jack stephens,7,39,0,0,44,85
311,matt targett,5,40,0,0,43,80
312,maya yoshida,1,18,0,0,41,10
313,kayne ramsay,0,0,0,0,39,0
314,charlie austin,0,0,0,0,60,0
315,danny ings,6,44,0,0,76,198
316,michael obafemi,3,12,0,0,49,45
317,shane long,5,20,0,0,46,62
318,sam gallagher,0,0,0,0,45,0
319,fraser forster,0,0,0,0,42,0
320,alex mccarthy,7,35,0,79,45,104
321,angus gunn,2,25,0,30,42,29
322,nathan redmond,7,51,0,0,62,107
323,james ward-prowse,9,60,0,0,57,117
324,mohamed elyounoussi,0,0,0,0,52,0
325,stuart armstrong,7,25,0,0,52,98
326,mario lemina,0,0,0,0,46,0
327,pierre-emile højbjerg,7,51,0,0,48,75
328,tyreke johnson,0,0,0,0,44,0
329,callum slattery,0,0,0,0,44,0
330,oriol romeu vidal,5,38,0,0,43,51
331,ben davies,4,19,0,0,53,41
332,jan vertonghen,4,24,0,0,52,62
333,toby alderweireld,7,39,1,0,53,97
334,danny rose,5,28,0,0,53,47
335,davinson sanchez,4,37,0,0,53,64
336,kieran trippier,0,0,0,0,55,0
337,juan foyth,0,3,0,0,48,3
338,serge aurier,9,33,1,0,51,124
339,kyle walker-peters,2,12,0,0,44,32
340,harry kane,6,36,0,0,110,158
341,vincent janssen,0,0,0,0,45,0
342,hugo lloris,6,21,0,80,53,98
343,paulo gazzaniga,2,26,0,59,41,58
344,heung-min son,7,32,0,0,97,169
345,christian eriksen,1,18,0,0,86,48
346,bamidele alli,4,25,0,0,83,117
347,lucas rodrigues moura da silva,6,29,0,0,70,100
348,erik lamela,5,12,0,0,57,65
349,harry winks,6,31,0,0,52,52
350,victor wanyama,0,2,0,0,47,1
351,moussa sissoko,7,31,0,0,48,69
352,eric dier,3,23,0,0,48,36
353,luke amos,0,0,0,0,44,0
354,oliver skipp,0,1,0,0,42,7
355,jose holebas,2,28,0,0,46,21
356,christian kabasele,7,35,0,0,43,73
357,adam masina,6,31,0,0,43,66
358,adrian mariappa,3,33,1,0,41,26
359,francisco femenia far,5,46,0,0,42,54
360,craig cathcart,9,37,0,0,41,77
361,daryl janmaat,4,5,1,0,40,36
362,marc navarro,0,0,0,0,39,0
363,sebastian prodl,0,0,0,0,39,1
364,troy deeney,6,39,0,0,62,109
365,gerard deulofeu,8,33,0,0,61,88
366,andre gray,0,17,0,0,55,39
367,isaac success ajayi,0,3,0,0,47,4
368,ben foster,9,64,0,117,49,137
369,pontus dahlberg,0,0,0,0,42,0
370,abdoulaye doucoure,10,61,1,0,54,113
371,roberto pereyra,5,27,0,0,56,60
372,will hughes,5,46,0,0,53,62
373,tom cleverley,1,26,0,0,48,33
374,ken sema,0,0,0,0,47,0
375,etienne capoue,8,48,0,0,48,78
376,nathaniel chalobah,2,14,0,0,44,36
377,domingos quina,0,2,0,0,43,4
378,aaron cresswell,5,51,0,0,45,79
379,angelo ogbonna,7,44,1,0,45,81
380,arthur masuaku,2,18,0,0,41,26
381,pablo zabaleta,0,14,0,0,41,10
382,ryan fredericks,7,39,0,0,44,74
383,issa diop,4,54,0,0,43,76
384,fabian balbuena,3,24,0,0,43,40
385,winston reid,0,0,0,0,39,0
386,ben johnson,0,3,0,0,40,6
387,marko arnautovic,0,0,0,0,70,0
388,javier hernandez balcazar,0,4,0,0,60,9
389,alexandre nascimento costa silva,0,0,0,0,43,0
390,lukasz fabianski,5,34,0,72,49,83
391,michail antonio,3,30,0,0,71,111
392,felipe anderson pereira gomes,7,27,0,0,66,66
393,manuel lanzini,2,30,0,0,61,50
394,andriy yarmolenko,3,17,0,0,52,70
395,robert snodgrass,3,33,0,0,50,87
396,jack wilshere,0,5,0,0,46,8
397,declan rice,7,62,0,0,47,105
398,mark noble,7,44,0,0,49,105
399,carlos sanchez,0,2,0,0,43,7
400,grady diangana,0,0,0,0,43,0
401,pablo fornals,6,35,0,0,60,93
402,pedro obiang,0,0,0,0,45,0
403,matt doherty,12,31,0,0,65,167
404,jonathan castro otto,11,35,0,0,55,123
405,conor coady,13,40,0,0,51,118
406,ryan bennett,3,17,0,0,48,32
407,willy boly,12,15,0,0,49,97
408,ruben goncalo silva nascimento vinagre,3,6,0,0,41,32
409,romain saiss,10,34,0,0,47,103
410,max kilman,0,2,0,0,39,5
411,raul jimenez,15,36,0,0,80,194
412,diogo jota,10,28,0,0,60,105
413,rui pedro dos santos patricio,13,40,0,90,53,153
414,john ruddy,0,0,0,0,42,0
415,will norris,0,0,0,0,39,0
416,ruben diogo da silva neves,13,35,0,0,52,97
417,joao filipe iria santos moutinho,11,36,0,0,53,113
418,morgan gibbs-white,0,2,0,0,47,11
419,adama traore,7,33,0,0,56,130
420,helder costa,0,0,0,0,48,0
421,ivan cavaleiro,0,0,0,0,49,0
422,leander dendoncker,11,34,1,0,44,100
423,emiliano martinez,3,9,0,34,44,33
424,wesley moraes,6,31,0,0,54,67
425,jed steer,0,0,0,0,43,1
426,aaron lennon,0,15,0,0,46,15
427,christian pulisic,6,28,0,0,74,127
428,mateo kovacic,4,37,0,0,53,68
429,james justin,4,14,1,0,47,35
430,josip drmic,0,13,0,0,53,26
431,patrick roberts,0,2,0,0,50,3
432,simon moore,0,6,0,5,43,3
433,che adams,4,17,0,0,53,78
434,moussa djenepo,2,14,0,0,52,40
435,craig dawson,4,49,0,0,48,61
436,jose angel esmoris tasende,0,7,0,0,46,11
437,luke freeman,1,5,0,0,50,13
438,tanguy ndombele,1,17,0,0,58,45
439,tyrone mings,6,53,0,0,44,90
440,ezri konsa ngoyo,5,39,0,0,43,65
441,jack stacey,1,27,0,0,43,39
442,erik pieters,6,35,0,0,43,77
443,jay rodriguez,7,34,0,0,57,100
444,victor camarasa,0,0,0,0,45,1
445,youri tielemans,12,35,0,0,61,117
446,rodrigo hernandez,14,27,0,0,53,92
447,ralf fahrmann,0,1,0,1,44,1
448,phil jagielka,0,6,0,0,41,6
449,roberto jimenez gago,0,17,1,36,44,18
450,bjorn engels,3,32,0,0,43,42
451,adrian san miguel del castillo,2,10,0,18,40,27
452,sam byram,3,23,0,0,43,32
453,callum robinson,2,6,0,0,49,33
454,ravel morrison,0,0,0,0,45,1
455,sebastien haller,5,41,0,0,68,102
456,calum chambers,3,15,0,0,43,42
457,frederic guilbert,6,36,0,0,43,62
458,mahmoud ahmed ibrahim hassan,6,29,0,0,52,98
459,kurt zouma,7,37,1,0,47,62
460,tammy abraham,7,34,1,0,73,153
461,michy batshuayi,0,8,0,0,66,28
462,robert kenedy nunes do nascimento,0,0,0,0,52,0
463,mason mount,9,44,0,0,60,137
464,jordan ayew,12,45,0,0,51,132
465,rhian brewster,0,0,0,0,42,0
466,joelinton cassio apolinario de lira,9,46,0,0,55,78
467,daniel ceballos fernandez,7,21,0,0,52,57
468,douglas luiz soares de paulo,8,51,0,0,43,90
469,lovre kalinic,0,0,0,0,42,0
470,harry wilson,2,32,0,0,57,91
471,philip billing,5,41,0,0,49,68
472,dan burn,9,42,0,0,45,86
473,reece james,5,23,0,0,49,61
474,lewis gibson,0,0,0,0,42,0
475,mason holgate,5,34,0,0,42,71
476,jonas lossl,0,0,0,0,42,0
477,andy king,0,0,0,0,42,0
478,axel tuanzebe,0,3,0,0,44,7
479,jack colback,0,0,0,0,43,0
480,jacob murphy,0,0,0,0,47,0
481,philip heise,0,0,0,0,39,0
482,dean henderson,13,33,0,97,52,160
483,ben osborn,2,4,0,0,47,19
484,wesley hoedt,0,0,0,0,42,0
485,cedric soares,4,20,0,0,48,61
486,troy parrott,0,0,0,0,43,2
487,jesus vallejo lazaro,0,6,0,0,46,1
488,patrick cutrone,1,6,0,0,54,23
489,nicolas pepe,5,30,0,0,89,106
490,reiss nelson,2,7,0,0,53,30
491,joseph willock,1,16,0,0,47,41
492,marvelous nakamba,1,37,0,0,44,43
493,arnaut danjuma groeneveld,2,12,0,0,58,24
494,aaron ramsdale,5,62,0,128,44,126
495,adam webster,5,44,1,0,44,88
496,neal maupay,8,36,0,0,57,131
497,bailey peacock-farrell,0,0,0,0,43,0
498,gary cahill,7,35,0,0,43,70
499,georges-kevin nkoudou,0,0,0,0,50,1
500,moise kean,1,15,0,0,63,53
501,jean-philippe gbamin,1,0,0,0,48,4
502,jetro willems,3,24,0,0,43,64
503,rolando aarons,0,0,0,0,48,0
504,allan saint-maximin,8,22,0,0,52,92
505,oliver mcburnie,9,25,0,0,55,86
506,sofiane boufal,1,17,0,0,55,34
507,gabriel teodoro martinelli silva,2,9,0,0,42,39
508,kieran tierney,2,16,0,0,53,42
509,aaron mooy,6,33,0,0,47,80
510,djibril sidibe,5,30,0,0,50,74
511,dennis praet,2,17,0,0,52,54
512,joao pedro cavaco cancelo,5,11,0,0,51,45
513,emil krafth,3,23,0,0,43,37
514,andy carroll,2,10,0,0,54,34
515,ibrahim amadou,1,20,0,0,45,18
516,michael verrips,0,0,0,0,44,0
517,muhamed besi?,0,2,0,0,43,9
518,giovani lo celso,6,18,0,0,73,54
519,ryan sessegnon,0,5,0,0,54,9
520,danny welbeck,1,15,0,0,58,39
521,heurelho da silva gomes,0,0,0,0,43,0
522,ismaila sarr,6,35,0,0,59,107
523,albian ajeti,0,3,0,0,56,9
524,fikayo tomori,4,18,0,0,42,48
525,pedro lomba neto,1,12,0,0,49,57
526,andy lonergan,0,0,0,0,42,0
527,caoimhin kelleher,0,0,0,0,44,0
528,kevin danso,1,8,0,0,42,9
529,billy gilmour,1,3,0,0,41,9
530,daniel n’lundulu,0,0,0,0,44,0
531,aaron connolly,5,22,0,0,42,61
532,adam idah,0,9,0,0,44,13
533,matthew longstaff,1,11,0,0,45,27
534,jairo riedewald,0,9,0,0,45,22
535,steven alzate,3,18,0,0,44,33
536,tudor baluta,0,0,0,0,40,0
537,bukayo saka,7,18,0,0,47,71
538,dimitri foulquier,0,6,0,0,39,1
539,eric garcia,5,7,0,0,45,38
540,alfie whiteman,0,0,0,0,40,0
541,addji keaninkin marc-israel guehi,0,0,0,0,39,0
542,ezequiel schelotto,0,7,0,0,39,9
543,leon clarke,0,2,0,0,44,2
544,harry lewis,0,0,0,0,40,0
545,harvey elliott,0,0,0,0,45,2
546,brandon williams,5,11,0,0,38,51
547,dwight gayle,4,15,0,0,50,58
548,david martin,2,6,0,15,39,20
549,akin famewo,0,0,0,0,39,1
550,archie mair,0,0,0,0,40,0
551,michel vorm,0,0,0,0,42,0
552,stephen henderson,0,0,0,0,40,0
553,beni baningime,0,0,0,0,44,0
554,brandon austin,0,0,0,0,40,0
555,bernard ashley-seal,0,0,0,0,45,0
556,taylor perry,0,0,0,0,45,0
557,anthony gordon,0,6,0,0,45,17
558,scott carson,0,0,0,0,40,0
559,ayotomiwa dele-bashiru,0,0,0,0,44,0
560,christian saydee,0,0,0,0,45,0
561,gavin kilkenny,0,0,0,0,45,0
562,owen otasowie,0,0,0,0,45,0
563,luke cundle,0,0,0,0,45,0
564,nathan holland,0,1,0,0,44,2
565,curtis jones,1,1,0,0,45,13
566,mace goodridge,0,0,0,0,45,0
567,anthony driscoll-glennon,0,0,0,0,39,0
568,oumar niasse,0,2,0,0,45,3
569,mihai-alexandru dobre,0,0,0,0,44,0
570,neco williams,1,2,0,0,40,14
571,robert elliot,0,0,0,0,40,0
572,emile smith rowe,1,0,0,0,43,4
573,rhu-endly martina,0,0,0,0,40,0
574,sam woods,0,0,0,0,39,0
575,tyrick mitchell,0,4,0,0,40,4
576,brandon pierrick,0,0,0,0,45,2
577,james daly,0,0,0,0,45,0
578,jeremy ngakia,0,8,0,0,40,8
579,japhet tanganga,2,7,0,0,39,17
580,joseph anang,0,0,0,0,40,0
581,indiana vassilev,0,1,0,0,45,4
582,william smallbone,3,4,0,0,45,24
583,tyreece john-jules,0,0,0,0,44,0
584,tariq lamptey,3,8,0,0,41,26
585,oskar buur,0,0,0,0,40,0
586,jose reina,2,20,0,33,42,41
587,gedson carvalho fernandes,0,1,0,0,46,7
588,nya kirby,0,0,0,0,45,0
589,bernardo costa da rosa,0,0,0,0,45,0
590,goncalo bento soares cardoso,0,0,0,0,40,0
591,nathaniel phillips,0,0,0,0,39,0
592,takumi minamino,0,2,0,0,58,11
593,jack rodwell,0,0,0,0,45,1
594,joao pedro junqueira de jesus,0,1,0,0,48,3
595,ryan giles,0,0,0,0,39,0
596,abd-al-ali morakinyo olaposi koiki,0,0,0,0,40,0
597,filip benkovic,0,0,0,0,39,0
598,thomas allan,0,0,0,0,45,0
599,kelland watts,0,1,0,0,39,1
600,ondrej duda,3,9,0,0,44,24
601,lukas rupp,1,18,0,0,44,19
602,ignacio pussetto,0,3,0,0,46,6
603,darren randolph,0,5,0,6,39,3
604,giovanni mcgregor,0,0,0,0,45,0
605,bruno andre cavaco jordao,0,0,0,0,45,1
606,liam gibson,0,0,0,0,40,0
607,jack robinson,1,11,0,0,40,14
608,nabil bentaleb,2,16,0,0,47,19
609,mbwana samatta,4,18,0,0,51,29
610,valentino lazaro,0,13,0,0,53,19
611,richairo zivkovic,0,4,0,0,47,5
612,pablo mari,1,0,0,0,44,8
613,steven bergwijn,2,9,0,0,69,43
614,tomas soucek,1,18,1,0,48,41
615,josh brownhill,4,10,0,0,48,21
616,bruno miguel borges fernandes,9,6,0,0,90,117
617,sander berge,4,11,0,0,47,40
618,daniel castelo podence,3,0,0,0,49,25
619,josh martin,0,2,0,0,45,5
620,zech medley,0,0,0,0,40,0
621,borja gonzalez tomas,0,2,0,0,53,2
622,odion ighalo,0,0,0,0,59,11
623,panagiotis retsos,0,0,0,0,45,0
624,jarrod bowen,1,13,0,0,64,44
625,alexis mac allister,0,6,0,0,54,12
626,nathan tella,0,0,0,0,45,1
627,ki-jana hoever,0,0,0,0,39,0
628,joao manuel neves virginia,0,0,0,0,40,0
629,harvey white,0,0,0,0,45,0
630,faustino anjorin,0,0,0,0,45,1
631,nikola tavares,0,0,0,0,40,0
632,armando broja,0,0,0,0,45,1
633,jarrad branthwaite,1,6,0,0,40,11
634,jimmy dunne,0,0,0,0,40,0
635,bobby thomas,0,0,0,0,40,0
636,max thompson,0,0,0,0,45,1
637,lukas jensen,0,0,0,0,40,0
638,alexandre jankewitz,0,0,0,0,45,0
639,matt macey,0,0,0,0,40,0
640,matthew smith,0,0,0,0,40,0
641,taylor harwood-bellis,0,0,0,0,40,0
642,cole palmer,0,0,0,0,45,0
643,tommy doyle,0,0,0,0,45,1
644,jake vokins,0,1,0,0,40,2
645,adalberto penaranda,0,0,0,0,45,0
646,jordan thomas,0,0,0,0,40,1
