,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
647,alfie lewis,0,0,0,0,45,0
648,leonardo campana,0,0,0,0,45,0
649,josh benson,0,0,0,0,45,0
650,will ferry,0,0,0,0,45,0
651,dennis cirkin,0,0,0,0,40,0
652,jack young,0,0,0,0,45,0
653,joel mumbongo,0,0,0,0,45,0
654,lewis bate,0,0,0,0,45,0
655,luke thomas,1,4,0,0,40,15
656,kaine hayden,0,0,0,0,45,0
657,timothy fosu-mensah,1,1,0,0,45,7
658,george hirst,0,1,0,0,45,2
659,darnell johnson,0,0,0,0,40,0
660,jacob maddox,0,0,0,0,45,0
661,conor coventry,0,0,0,0,45,0
662,alex cochrane,0,0,0,0,40,0
663,john-kymani gordon,0,0,0,0,45,0
664,ellis simms,0,0,0,0,45,0
