,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
643,jonathan tomkinson,0,0,0,0,40,0
644,ajibola alese,0,0,0,0,40,0
645,ben nelson,0,0,0,0,40,0
646,lewis brunt,0,1,0,0,45,1
647,kasey mcateer,0,0,0,0,45,1
648,jonathan rowe,0,5,0,0,44,16
649,thomas dickson-peters,0,0,0,0,45,0
650,filip marschall,0,0,0,0,40,0
651,conrad egan-riley,0,0,0,0,40,1
652,armstrong oko-flex,0,0,0,0,44,0
653,ed turns,0,0,0,0,40,0
654,marc leonard,0,0,0,0,45,0
655,evan ferguson,0,1,0,0,45,1
656,marcelo de araujo pitaluga filho,0,0,0,0,40,0
657,kris moore,0,0,0,0,40,0
658,archie gray,0,0,0,0,45,0
659,brandon austin,0,0,0,0,40,0
660,jarell quansah,0,0,0,0,40,0
661,bruno andre cavaco jordao,0,0,0,0,45,0
662,myles peart-harris,0,0,0,0,45,0
663,kayky da silva chagas,0,0,0,0,50,1
664,charlie patino,0,0,0,0,45,0
665,dynel simeu,0,0,0,0,40,0
666,jon mccracken,0,0,0,0,40,0
667,thierry small,0,0,0,0,40,0
668,harvey white,0,0,0,0,44,0
669,kamil conteh,0,0,0,0,45,0
670,josh feeney,0,0,0,0,40,0
671,lewis hall,0,0,0,0,45,0
672,harvey vale,0,0,0,0,45,0
673,jonas lossl,0,5,0,2,45,2
674,nathan patterson,0,0,0,0,41,0
675,vitalii mykolenko,3,17,0,0,49,42
676,hassane kamara,3,37,0,0,45,38
677,samir caetano de souza santos,4,36,0,0,45,36
678,kieran trippier,1,5,0,0,49,28
679,edo kayembe,2,17,0,0,45,24
680,kgaogelo chauke,0,0,0,0,45,0
681,philippe coutinho correia,7,17,0,0,71,83
682,pierre ekwah,0,0,0,0,40,0
683,liam gibbs,0,0,0,0,45,0
684,kaine hayden,0,0,0,0,40,0
685,toti antonio gomes,0,6,0,0,44,6
686,dion sanderson,0,0,0,0,40,0
687,ryan giles,0,0,0,0,45,0
688,thomas mcgill,0,0,0,0,40,0
689,francisco jorge tomas oliveira,0,5,0,0,55,20
690,robert kenedy nunes do nascimento,0,0,0,0,45,4
691,robin olsen,0,3,0,2,40,1
692,omari hutchinson,0,0,0,0,45,0
693,salah-eddine oulad m’hand,0,0,0,0,45,0
694,mika biereth,0,0,0,0,45,0
695,ryan alebiosu,0,0,0,0,40,0
696,luis diaz,6,4,0,0,81,64
697,bruno guimaraes rodriguez moura,4,13,0,0,50,67
698,samuel kalu,1,6,0,0,49,7
699,christian eriksen,4,10,0,0,56,43
700,wout weghorst,6,20,0,0,62,55
701,dejan kulusevski,9,11,0,0,63,99
702,rodrigo bentancur,9,12,0,0,49,52
703,benjamin chrisene,0,0,0,0,45,0
704,liam delap,0,0,0,0,45,1
705,zach awe,0,0,0,0,40,0
706,hannibal mejbri,0,2,0,0,45,1
707,lucas de bolle,0,0,0,0,44,0
708,sam waller,0,0,0,0,40,0
709,tayo adaramola,0,0,0,0,40,0
710,daniel chesters,0,0,0,0,45,1
711,zak swanson,0,0,0,0,40,0
712,odeluga offiah,0,0,0,0,40,0
713,tommi o’reilly,0,0,0,0,45,0
714,alfie devine,0,0,0,0,45,0
715,abu kamara,0,0,0,0,45,0
716,tony springett,0,6,0,0,45,3
717,jamie bowden,0,0,0,0,45,0
718,isaac price,0,1,0,0,45,1
719,mazeed ogungbo,0,0,0,0,40,0
720,marcelo flores,0,0,0,0,45,0
721,miguel azeez,0,0,0,0,45,0
722,julian jeanvier,0,0,0,0,40,0
723,alejandro garnacho ferreyra,0,0,0,0,45,2
724,marcel lavinier,0,0,0,0,40,0
725,shaqai forde,0,0,0,0,45,0
726,dara costelloe,0,0,0,0,45,0
727,shola shoretire,0,0,0,0,45,1
728,alvaro fernandez,0,0,0,0,40,0
729,matthew craig,0,0,0,0,45,0
730,alex kirk,0,0,0,0,40,0
731,tyler dibling,0,0,0,0,45,0
732,tiago cukur,0,0,0,0,45,0
733,adrian blake,0,0,0,0,45,0
734,jack grieves,0,0,0,0,45,0
735,joseph mcglynn,0,0,0,0,45,0
736,anthony mancini,0,0,0,0,45,0
