,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
129,kepa arrizabalaga,2,2,0,11,45,19
130,n’golo kante,9,19,0,0,49,79
131,hakim ziyech,7,12,0,0,73,79
132,ruben loftus-cheek,5,21,0,0,54,52
133,andreas christensen,9,11,0,0,46,69
134,timo werner,5,17,0,0,85,62
135,benjamin chilwell,4,2,0,0,56,55
136,tammy abraham,0,0,0,0,65,0
137,christian pulisic,6,10,0,0,79,77
138,mason mount,11,25,0,0,77,169
139,ethan ampadu,0,0,0,0,45,0
140,callum hudson-odoi,6,8,0,0,53,49
141,kai havertz,10,18,0,0,79,112
142,reece james,7,22,1,0,65,141
143,edouard mendy,14,31,0,73,61,130
144,conor gallagher,11,38,0,0,60,140
145,billy gilmour,2,52,0,0,43,49
146,vicente guaita,11,33,0,83,46,119
147,james tomkins,0,11,0,0,43,17
148,james mcarthur,5,15,0,0,43,54
149,christian benteke,4,20,0,0,59,58
150,cheikhou kouyate,8,28,0,0,45,77
151,martin kelly,0,0,0,0,38,0
152,luka milivojevic,1,16,1,0,52,19
153,jordan ayew,9,31,0,0,58,77
154,wilfried zaha,11,34,0,0,69,150
155,jeffrey schlupp,8,19,0,0,54,86
156,jack butland,1,13,0,17,44,30
157,jairo riedewald,0,5,0,0,47,4
158,jaros?aw jach,0,0,0,0,42,0
159,jean-philippe mateta,5,14,0,0,53,61
160,eberechi eze,3,8,0,0,59,31
161,nathan ferguson,0,0,0,0,45,1
162,tyrick mitchell,10,43,0,0,45,109
163,fabian delph,3,6,0,0,42,18
164,gylfi sigurdsson,0,0,0,0,67,0
165,seamus coleman,7,50,1,0,49,79
166,james rodriguez,0,0,0,0,69,0
167,bernard anicio caldeira duarte,0,0,0,0,55,0
168,lucas digne,7,42,1,0,50,83
169,michael keane,8,54,2,0,46,102
170,jordan pickford,7,58,0,117,48,116
171,allan marques loureiro,6,38,0,0,43,58
172,andre filipe tavares gomes,0,19,0,0,49,18
173,abdoulaye doucoure,5,47,0,0,53,90
174,alex iwobi,6,38,0,0,58,78
175,yerry mina,2,10,0,0,49,24
176,tom davies,0,9,0,0,48,12
177,dominic calvert-lewin,3,31,0,0,77,64
178,mason holgate,5,42,1,0,42,62
179,ben godfrey,4,39,0,0,47,45
180,richarlison de andrade,7,46,0,0,76,125
181,joao virginia,0,0,0,0,40,0
182,pablo hernandez dominguez,0,0,0,0,55,0
183,francisco casilla cortes,0,0,0,0,45,0
184,liam cooper,5,26,0,0,44,60
185,luke ayling,2,66,0,0,43,55
186,mateusz klich,1,52,0,0,51,61
187,rodrigo moreno,5,37,0,0,63,85
188,stuart dallas,5,66,0,0,49,80
189,patrick bamford,0,14,0,0,77,28
190,diego llorente,5,44,0,0,45,77
191,kalvin phillips,3,25,0,0,47,39
192,helder wander sousa de azevedo e costa,0,0,0,0,54,1
193,tyler roberts,1,26,0,0,48,34
194,robin koch,1,40,0,0,43,23
195,ian carlo poveda-ocampo,0,0,0,0,45,0
196,raphael dias belloli,5,68,0,0,63,145
197,jamie shackleton,1,14,0,0,44,19
198,pascal struijk,1,53,0,0,43,35
199,illan meslier,5,79,0,143,48,106
200,kasper schmeichel,7,58,0,131,50,131
201,jonny evans,2,23,0,0,54,39
202,marc albrighton,2,24,0,0,52,40
203,nampalys mendy,2,15,0,0,43,24
204,danny ward,0,1,0,4,40,3
205,jamie vardy,4,27,1,0,103,133
206,dennis praet,0,0,0,0,49,0
207,ricardo domingos barbosa pereira,1,20,0,0,52,35
208,daniel amartey,5,40,0,0,40,55
209,timothy castagne,6,30,0,0,53,75
210,youri tielemans,6,42,0,0,64,120
211,ayoze perez,1,15,0,0,57,35
212,james maddison,5,41,0,0,69,181
213,kelechi iheanacho,1,25,0,0,70,80
214,hamza choudhury,1,4,0,0,44,8
215,harvey barnes,8,30,0,0,65,137
216,wilfred ndidi,5,26,0,0,48,41
217,caglar soyuncu,5,44,0,0,49,66
218,james justin,2,13,0,0,49,29
219,luke thomas,5,35,0,0,43,50
220,wesley fofana,1,7,0,0,43,17
221,james milner,4,6,0,0,49,38
222,jordan henderson,15,22,0,0,49,110
223,adrian san miguel del castillo,0,0,0,0,43,0
224,joel matip,17,21,0,0,53,170
225,thiago alcantara do nascimento,11,7,0,0,53,69
226,xherdan shaqiri,0,0,0,0,59,0
227,alex oxlade-chamberlain,3,7,0,0,58,42
228,roberto firmino,5,9,0,0,87,62
229,virgil van dijk,21,21,0,0,68,183
230,sadio mane,17,24,0,0,118,183
231,alisson ramses becker,20,24,1,75,61,176
232,fabio henrique tavares,15,18,0,0,54,97
233,mohamed salah,17,22,0,0,131,265
234,andrew robertson,17,20,0,0,73,186
235,divock origi,0,0,0,0,48,22
236,takumi minamino,0,1,0,0,51,28
237,trent alexander-arnold,18,22,0,0,84,208
238,joseph gomez,2,3,0,0,47,22
239,naby keita,8,6,0,0,50,65
240,diogo jota,14,19,0,0,83,175
241,nathaniel phillips,0,0,0,0,42,0
242,caoimhin kelleher,1,2,0,6,43,8
243,ibrahima konate,4,10,0,0,51,33
244,curtis jones,4,9,0,0,50,40
245,konstantinos tsimikas,4,6,0,0,37,42
246,neco williams,0,0,0,0,38,4
247,rhys williams,0,0,0,0,44,0
248,ben davies,0,0,0,0,40,0
249,kyle walker,10,14,0,0,54,85
250,ilkay gundogan,14,10,0,0,71,124
251,kevin de bruyne,13,22,0,0,121,196
252,john stones,9,6,0,0,52,70
253,benjamin mendy,0,1,0,0,52,3
254,riyad mahrez,7,14,0,0,86,135
255,raheem sterling,13,17,0,0,105,163
256,joao pedro cavaco cancelo,19,25,0,0,72,201
257,ederson santana de moraes,20,26,0,60,62,155
258,nathan ake,5,3,0,0,47,54
259,aymeric laporte,18,24,0,0,60,160
260,zack steffen,1,0,0,2,44,7
261,bernardo mota veiga de carvalho e silva,16,23,0,0,70,155
262,ruben santos gato alves dias,14,18,0,0,62,141
263,gabriel fernando de jesus,11,15,0,0,86,120
264,oleksandr zinchenko,5,9,0,0,53,59
265,phil foden,13,16,0,0,79,137
266,rodrigo hernandez,17,22,0,0,55,127
267,jack harrison,3,68,0,0,55,117
268,ferran torres,3,1,0,0,67,26
269,edinson cavani,1,10,0,0,84,34
270,david de gea,8,57,0,127,50,132
271,nemanja matic,2,26,0,0,43,52
272,paul pogba,2,22,0,0,74,65
273,harry maguire,7,43,1,0,54,69
274,frederico rodrigues de paula santos,7,31,1,0,49,93
275,luke shaw,3,24,0,0,50,46
276,jesse lingard,0,13,0,0,67,29
277,bruno miguel borges fernandes,8,54,0,0,116,151
278,anthony martial,0,3,0,0,76,14
279,alex nicolao telles,5,26,0,0,49,67
280,dean henderson,0,0,0,0,47,0
281,marcus rashford,2,28,0,0,94,63
282,donny van de beek,2,14,0,0,57,31
283,axel tuanzebe,1,10,0,0,44,14
284,victor lindelof,6,47,0,0,48,66
285,scott mctominay,8,37,0,0,54,68
286,eric bailly,0,4,1,0,49,2
287,daniel james,5,51,0,0,60,91
288,aaron wan-bissaka,3,35,0,0,51,41
289,mason greenwood,3,18,0,0,71,71
290,brandon williams,2,52,0,0,39,36
291,jonjo shelvey,6,30,0,0,53,63
292,matt ritchie,0,37,0,0,49,20
293,ciaran clark,0,27,0,0,44,14
294,karl darlow,0,15,0,24,45,20
295,martin dubravka,8,35,0,73,44,96
296,callum wilson,3,32,0,0,71,75
297,jeff hendrick,0,3,0,0,48,8
298,ryan fraser,5,23,0,0,51,78
299,jamaal lascelles,3,44,2,0,44,47
300,dwight gayle,0,0,0,0,52,7
301,paul dummett,1,1,0,0,45,7
302,javier manquillo,1,27,0,0,39,38
303,emil krafth,6,20,0,0,43,58
304,jacob murphy,2,35,0,0,46,62
305,fabian schar,6,32,0,0,41,88
306,isaac hayden,0,25,0,0,45,28
307,allan saint-maximin,9,54,0,0,67,116
308,miguel almiron,6,32,0,0,50,59
309,sean longstaff,2,29,0,0,43,48
310,joelinton cassio apolinario de lira,7,46,0,0,59,83
311,jamal lewis,1,4,0,0,42,10
312,matthew longstaff,0,0,0,0,45,0
313,michael mcgovern,0,0,0,0,39,0
314,tim krul,5,62,1,106,45,90
315,teemu pukki,6,79,0,0,61,142
316,marco stiepermann,0,0,0,0,50,0
317,lukas rupp,0,16,0,0,44,23
318,kenny mclean,6,62,0,0,49,69
319,grant hanley,6,70,0,0,44,71
320,onel hernandez,0,0,0,0,49,0
321,sam byram,2,27,0,0,44,20
322,jordan hugill,0,0,0,0,54,0
323,kieran dowell,2,24,0,0,51,41
324,christoph zimmermann,0,8,0,0,44,0
325,todd cantwell,0,15,0,0,53,10
326,max aarons,4,69,1,0,43,55
327,jacob sørensen,0,18,0,0,43,9
328,przemyslaw placheta,1,12,0,0,47,18
329,adam idah,1,11,0,0,48,36
330,josh martin,0,0,0,0,50,0
331,andrew omobamidele,0,9,0,0,39,14
332,theo walcott,0,8,0,0,58,12
333,fraser forster,3,35,0,68,44,57
334,alex mccarthy,5,27,0,44,43,55
335,oriol romeu vidal,7,52,0,0,45,88
336,nathan redmond,4,33,0,0,59,79
337,danny ings,10,26,0,0,77,106
338,jack stephens,1,19,0,0,44,12
339,stuart armstrong,3,30,0,0,58,57
340,jannik vestergaard,1,16,0,0,47,11
341,james ward-prowse,7,65,0,0,64,159
342,kyle walker-peters,6,49,0,0,48,82
343,jan bednarek,7,52,1,0,44,94
344,daniel n’lundulu,0,0,0,0,45,0
345,che adams,5,40,0,0,65,103
346,nathan tella,1,18,0,0,47,29
347,william smallbone,0,5,0,0,45,5
348,michael obafemi,0,0,0,0,45,0
349,ibrahima diallo,1,21,0,0,45,44
350,moussa djenepo,1,10,0,0,52,13
351,mohammed salisu,6,58,1,0,45,58
352,joe hart,0,0,0,0,45,0
353,hugo lloris,16,40,0,97,55,158
354,moussa sissoko,4,73,0,0,43,85
355,toby alderweireld,0,0,0,0,50,0
356,erik lamela,0,0,0,0,60,0
357,harry kane,14,40,0,0,125,192
358,serge aurier,0,0,0,0,49,0
359,heung-min son,18,30,0,0,112,258
360,matt doherty,3,11,0,0,45,67
361,eric dier,16,30,1,0,47,132
362,lucas rodrigues moura da silva,8,21,0,0,59,87
363,bamidele alli,3,23,0,0,62,35
364,ben davies,12,30,0,0,45,105
365,pierre-emile højbjerg,16,34,0,0,48,109
366,harry winks,1,15,0,0,44,33
367,davinson sanchez,10,16,0,0,42,93
368,ryan sessegnon,6,11,0,0,44,56
369,steven bergwijn,3,6,0,0,59,55
370,sergio reguilon,9,25,0,0,50,104
371,japhet tanganga,5,11,0,0,42,29
372,giovani lo celso,0,5,0,0,59,11
373,oliver skipp,8,13,0,0,44,34
374,joe rodon,0,3,0,0,42,3
375,tanguy ndombele,0,11,0,0,57,22
376,ben foster,4,49,0,70,42,81
377,danny rose,0,16,0,0,42,7
378,dan gosling,1,5,0,0,47,11
379,craig cathcart,3,55,0,0,42,50
380,troy deeney,0,1,0,0,54,2
381,tom cleverley,2,38,0,0,48,48
382,francisco femenia far,2,49,0,0,43,53
383,andre gray,0,0,0,0,54,0
384,christian kabasele,1,30,0,0,43,21
385,nathaniel chalobah,0,0,0,0,50,0
386,will hughes,4,16,0,0,47,34
387,william troost-ekong,0,30,0,0,43,18
388,stipe perica,0,0,0,0,45,0
389,daniel bachmann,0,28,0,47,40,25
390,adam masina,1,26,0,0,43,25
391,ken sema,2,16,0,0,52,26
392,philip zinckernagel,0,0,0,0,55,0
393,isaac success ajayi,0,0,0,0,50,0
394,ayotomiwa dele-bashiru,0,0,0,0,45,0
395,ashley fletcher,0,0,0,0,48,3
396,francisco sierralta,0,9,1,0,43,5
397,domingos quina,0,0,0,0,45,0
398,marc navarro,0,0,0,0,40,0
399,ismaila sarr,2,40,0,0,57,81
400,jeremy ngakia,2,19,0,0,42,28
401,ben wilmot,0,0,0,0,45,0
402,joseph hungbo,0,0,0,0,45,0
403,imran louza,3,38,0,0,52,31
404,joao pedro junqueira de jesus,2,35,0,0,54,60
405,kwadwo baah,0,0,0,0,43,0
406,mark noble,1,5,0,0,43,19
407,darren randolph,0,0,0,0,43,0
408,lukasz fabianski,8,50,0,114,50,136
409,angelo ogbonna,3,11,0,0,49,40
410,winston reid,0,0,0,0,39,0
411,aaron cresswell,7,38,0,0,54,115
412,andriy yarmolenko,1,4,0,0,50,25
413,michail antonio,7,43,0,0,73,140
414,craig dawson,6,43,0,0,49,90
415,ryan fredericks,0,6,0,0,44,7
416,manuel lanzini,4,29,0,0,56,92
417,arthur masuaku,1,12,0,0,44,29
418,vladimir coufal,6,36,1,0,47,70
419,said benrahma,9,27,0,0,59,138
420,jarrod bowen,8,46,0,0,69,206
421,declan rice,8,49,0,0,50,95
422,tomas soucek,6,46,0,0,57,114
423,pablo fornals,8,38,0,0,59,117
424,issa diop,2,19,0,0,42,30
425,ben johnson,3,18,0,0,39,48
426,joao filipe iria santos moutinho,11,40,0,0,49,96
427,rui pedro dos santos patricio,0,0,0,0,50,0
428,willy boly,1,20,0,0,49,17
429,conor coady,11,43,0,0,47,138
430,raul jimenez,11,32,0,0,75,101
431,romain saiss,11,30,0,0,48,109
432,fernando marcal,6,14,0,0,42,67
433,jonathan castro otto,2,22,0,0,45,38
434,leander dendoncker,5,29,0,0,46,76
435,adama traore,5,10,0,0,56,44
436,ruben diogo da silva neves,9,34,0,0,52,95
437,nelson cabral semedo,9,18,0,0,48,94
438,daniel castelo podence,9,12,0,0,55,70
439,max kilman,10,25,0,0,45,106
440,morgan gibbs-white,0,0,0,0,45,1
441,pedro lomba neto,0,14,0,0,62,22
442,owen otasowie,0,0,0,0,45,0
443,ki-jana hoever,1,5,0,0,39,14
444,andreas sondergaard,0,0,0,0,39,0
445,fabio silva,0,7,0,0,56,30
446,yerson mosquera valdelamar,0,0,0,0,44,0
447,danny welbeck,5,16,0,0,60,89
448,angus gunn,1,22,0,35,40,31
449,milot rashica,4,56,0,0,52,70
450,emmanuel dennis,3,60,0,0,58,134
451,nathan collins,5,26,0,0,43,55
452,john ruddy,0,3,0,4,43,3
453,fernando luiz rosa,3,12,0,0,47,45
454,matthew pollock,0,0,0,0,40,0
455,patson daka,3,20,0,0,70,70
456,ben gibson,6,57,0,0,44,53
457,dimitris giannoulis,4,27,0,0,44,39
458,boubakary soumare,2,27,0,0,48,36
459,juan mata,1,4,0,0,47,10
460,romain perraud,3,33,0,0,48,38
461,francisco machado mota de castro trincao,7,15,0,0,56,66
462,enock mwepu,3,13,0,0,59,58
463,hector junior firpo adames,1,49,1,0,47,22
464,michael olise,4,14,0,0,53,73
465,federico fernandez,0,12,0,0,43,11
466,nuno varela tavares,3,19,0,0,43,49
467,oghenekaro peter etebo,0,8,0,0,43,10
468,joshua king,3,47,0,0,56,87
469,adedapo awokoya-mebude,0,0,0,0,45,0
470,rayan ait nouri,7,26,0,0,41,87
471,pierre lees-melou,5,55,0,0,48,70
472,juan camilo hernandez suarez,1,34,1,0,49,62
473,ryan bertrand,0,7,0,0,46,4
474,joel ward,9,37,0,0,45,73
475,jose malheiro de sa,11,40,1,121,52,146
476,kjell scherpen,0,0,0,0,45,0
477,marc guehi,11,43,0,0,45,123
478,albert sambi lokonga,7,11,0,0,48,32
479,frank onyeka,3,19,0,0,49,35
480,wayne hennessey,0,6,0,8,45,4
481,asmir begovi?,1,8,0,11,40,13
482,andros townsend,3,30,0,0,52,66
483,kristoffer ajer,8,32,0,0,44,81
484,demarai gray,6,39,0,0,54,106
485,jadon sancho,6,28,0,0,89,91
486,pierluigi gollini,0,0,0,0,42,0
487,bryan gil salvatierra,0,1,0,0,57,9
488,joachim andersen,12,37,1,0,47,124
489,alphonse areola,0,1,0,2,47,2
490,kristoffer klaesson,0,0,0,4,43,2
491,tino livramento,7,42,0,0,42,80
492,leon bailey,2,13,0,0,63,37
493,nathaniel clyne,6,12,0,0,43,59
494,cristian romero,5,25,0,0,48,63
495,juraj kucka,2,34,1,0,55,54
496,aaron ramsey,0,0,0,0,44,0
497,jaden philogene-bidace,0,0,0,0,50,1
498,dominic thompson,0,3,0,0,44,3
499,shandon baptiste,2,15,0,0,49,35
500,florin andone,0,0,0,0,50,0
501,malang sarr,4,7,0,0,49,30
502,jonjoe kenny,1,24,0,0,43,21
503,anthony gordon,7,40,0,0,47,100
504,jean-philippe gbamin,0,2,0,0,44,3
505,kiernan dewsbury-hall,8,27,0,0,44,70
506,harvey elliott,2,2,0,0,53,12
507,cole palmer,1,0,0,0,45,9
508,samuel edozie,0,0,0,0,47,0
509,tom heaton,0,0,0,0,39,0
510,jose diogo dalot teixeira,5,29,0,0,42,54
511,andreas pereira,0,0,0,0,50,0
512,anthony elanga,4,17,0,0,48,59
513,freddie woodman,0,12,0,10,43,9
514,mark gillespie,0,0,0,0,39,0
515,bali mumba,0,3,0,0,39,0
516,joshua sargent,4,33,0,0,54,60
517,mohamed elyounoussi,8,35,0,0,54,90
518,armando broja,5,37,0,0,53,92
519,shane long,0,5,0,0,54,19
520,dane scarlett,0,0,0,0,45,1
521,frederik alves,0,0,0,0,40,0
522,conor coventry,0,0,0,0,45,0
523,patrick cutrone,0,0,0,0,50,0
524,yoane wissa,3,22,0,0,57,92
525,adam armstrong,4,31,0,0,57,57
526,carney chukwuemeka,0,6,0,0,45,16
527,trevoh chalobah,9,9,0,0,47,99
528,christos tzolis,0,9,0,0,48,16
529,romelu lukaku,7,14,0,0,114,87
530,folarin balogun,0,1,0,0,47,2
531,reiss nelson,0,1,0,0,50,1
532,karl hein,0,0,0,0,40,0
533,lewis richardson,0,0,0,0,44,0
534,bobby thomas,0,0,0,0,39,0
535,andi zeqiri,0,0,0,0,45,0
536,michal karbownik,0,0,0,0,40,0
537,taylor richards,0,0,0,0,45,2
538,moises caicedo,4,6,0,0,45,27
539,emerson palmieri dos santos,0,0,0,0,45,1
540,reece hannam,0,0,0,0,39,0
541,jesurun rak-sakyi,1,0,0,0,44,4
542,robert street,0,0,0,0,45,0
543,scott banks,0,0,0,0,45,0
544,jarrad branthwaite,0,17,0,0,40,7
545,nathan broadhead,0,0,0,0,45,0
546,yan valery,1,7,0,0,39,9
547,luke cundle,1,1,0,0,44,7
548,chem campbell,0,0,0,0,44,1
549,christian marques,0,0,0,0,40,0
550,sam greenwood,0,5,0,0,46,15
551,crysencio summerville,0,1,0,0,45,6
552,adam forshaw,2,41,0,0,45,38
553,ben woodburn,0,0,0,0,45,0
554,jamal baptiste,0,0,0,0,39,0
555,raphael varane,5,22,0,0,55,75
556,alvaro fernandez,1,24,1,49,45,31
557,ozan tufan,0,9,0,0,50,10
558,martin ødegaard,11,39,0,0,56,131
559,aaron ramsdale,12,39,0,90,51,135
560,haydon roberts,0,0,0,0,39,0
561,remi matthews,0,0,0,0,39,0
562,cody drameh,0,6,0,0,39,0
563,charlie cresswell,0,4,0,0,40,4
564,moise kean,0,0,0,0,60,1
565,owen dodgson,0,0,0,0,39,0
566,tommy doyle,0,0,0,0,45,0
567,lyanco evangelista silveira neves vojnovic,1,20,0,0,44,19
568,cameron archer,0,0,0,0,45,3
569,finley stevens,0,0,0,0,39,1
570,niels nkounkou,0,0,0,0,40,0
571,andy lonergan,0,0,0,0,39,0
572,arthur okonkwo,0,0,0,0,39,0
573,eldin jakupovic,0,0,0,0,39,0
574,robert elliot,0,0,0,0,40,0
575,aaron lennon,4,25,0,0,46,60
576,liam mccarron,0,1,0,0,44,1
577,joe gelhardt,1,25,0,0,47,43
578,maxwel cornet,5,24,0,0,58,104
579,cristiano ronaldo dos santos aveiro,8,41,0,0,122,159
580,ozan kabak,2,25,0,0,43,18
581,mathias normann,4,40,0,0,45,52
582,nikola vlasic,1,10,0,0,56,30
583,hee-chan hwang,7,22,0,0,54,81
584,marc cucurella,11,39,0,0,49,126
585,connor roberts,6,23,0,0,44,69
586,odsonne edouard,9,19,0,0,60,87
587,ademola lookman,2,31,0,0,59,76
588,emerson aparecido leite de souza junior,10,26,0,0,46,102
589,alex kral,0,0,0,0,44,1
590,takehiro tomiyasu,9,20,0,0,45,75
591,salomon rondon,2,16,0,0,60,30
592,saul niguez,1,6,0,0,49,16
593,scott carson,0,0,0,0,39,0
594,mathias jorgensen,1,10,0,0,45,18
595,jurgen locadia,0,0,0,0,44,1
596,viljami sinisalo,0,0,0,0,40,0
597,dilan markanday,0,0,0,0,45,0
598,tobi omole,0,0,0,0,39,0
599,joe white,0,0,0,0,44,0
600,nohan kenneh,0,0,0,0,44,-1
601,stuart mckinstry,0,0,0,0,43,1
602,ellis simms,1,0,0,0,45,2
603,luke mbete,0,0,0,0,39,0
604,joshua wilson-esbrand,0,0,0,0,39,0
605,romeo lavia,0,0,0,0,44,0
606,marcus bettinelli,0,0,0,0,40,0
607,lewis dobbin,0,1,0,0,45,2
608,leo fuhr hjelde,0,5,0,0,40,2
609,elliot anderson,0,0,0,0,45,0
610,lamare bogarde,0,0,0,0,40,0
611,louie moulden,0,0,0,0,40,0
612,jeremy sarmiento,0,2,0,0,45,5
613,charlie whitaker,0,0,0,0,45,0
614,paris maghoma,0,0,0,0,45,0
615,cieran slicker,0,0,0,0,40,0
616,harry tyrer,0,0,0,0,40,0
617,harrison ashby,0,1,0,0,40,1
618,nicolas nkoulou,0,2,0,0,44,5
619,matthew cox,0,0,0,0,40,0
620,tyler morton,0,1,0,0,45,1
621,james storer,0,0,0,0,40,0
622,cenk tosun,0,0,0,0,50,1
623,reece welch,0,0,0,0,40,0
624,lewis bate,0,4,0,0,45,3
625,kaide gordon,0,0,0,0,45,1
626,conor bradley,0,0,0,0,40,0
627,owen beck,0,0,0,0,40,0
628,maxwell haygarth,0,0,0,0,45,0
629,james mcatee,0,0,0,0,44,2
630,tyler onyango,0,0,0,0,45,3
631,jack jenkins,0,0,0,0,45,0
632,phil jones,0,3,0,0,45,4
633,james morris,0,0,0,0,40,0
634,sonny perkins,0,0,0,0,45,1
635,hugo bueno,0,0,0,0,40,0
636,amad diallo,0,0,0,0,50,0
637,harry lewis,0,0,0,0,39,0
638,tim iroegbunam,1,0,0,0,45,4
639,vontae daley-campbell,0,0,0,0,40,0
640,nathan young-coombes,0,0,0,0,45,1
641,willy caballero,0,5,0,6,42,2
642,vincent angelini,0,0,0,0,40,0
