,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
0,name,Clean Sheets,Conceded,Own Goals,Saves,Cost,Points
626,bobby clark,0,0,0,0,44,5
627,ben doak,0,0,0,0,43,1
628,james mcconnell,0,0,0,0,44,3
629,ross barkley,2,66,0,0,45,101
630,jacob brown,1,26,0,0,49,39
631,omari forson,0,2,0,0,44,7
632,tino livramento,2,27,0,0,40,45
633,alex murphy,0,0,0,0,39,2
634,lewis miley,1,29,0,0,45,44
635,george shelvey,0,0,0,0,39,0
636,josh powell,0,0,0,0,39,0
637,vini de souza costa,1,80,0,0,50,73
638,micky van de ven,5,38,0,0,44,81
639,dane scarlett,0,0,0,0,45,4
640,alejo veliz,0,2,0,0,54,11
641,edson alvarez velazquez,5,45,0,0,50,62
642,max aarons,2,35,0,0,44,28
643,alex scott,3,25,0,0,49,41
644,youssef ramalho chermiti,1,4,0,0,48,16
645,karl hein,0,0,0,0,40,0
646,joseph anang,0,0,0,0,40,0
647,aidan francis-clarke,0,0,0,0,40,0
648,thomas cannon,0,0,0,0,45,1
649,tyler onyango,0,0,0,0,44,1
650,jay stansfield,0,0,0,0,45,0
651,matthew dibley-dias,0,0,0,0,45,0
652,femi seriki,0,0,0,0,39,0
653,louie marsh,0,0,0,0,45,0
654,andre brooks,1,29,0,0,44,26
655,antwoine hackford,0,1,0,0,44,2
656,jesurun rak-sakyi,1,3,0,0,45,8
657,john-kymani gordon,0,0,0,0,45,0
658,lucas bergstrom,0,0,0,0,39,0
659,wilson odobert,2,48,0,0,50,82
660,jack harrison,11,26,0,0,55,92
661,adama traore,0,13,0,0,49,36
662,gustavo hamer,2,83,0,0,49,108
663,james ward-prowse,5,65,0,0,57,146
664,tim krul,0,0,0,0,44,0
665,tom davies,0,11,0,0,50,7
666,romeo lavia,0,0,0,0,49,1
667,wataru endo,6,16,0,0,54,47
668,radek vitek,0,0,0,0,40,0
669,filip marschall,0,0,0,0,40,0
670,bashir humphreys,0,0,0,0,40,0
671,nicolo zaniolo,2,13,0,0,54,34
672,tyler adams,0,3,0,0,49,5
673,hannes delcroix,0,25,0,0,40,7
674,aaron ramsey,0,17,0,0,50,18
675,konstantinos mavropanos,3,27,2,0,45,40
676,deivid washington de souza eugenio,0,1,0,0,45,2
677,jeremy doku,1,19,0,0,64,98
678,gonzalo montiel,1,11,0,0,44,28
679,eddie beach,0,0,0,0,40,0
680,diego manuel jadon da silva moreira,0,0,0,0,45,0
681,joseph johnson,0,5,0,0,40,0
682,luke harris,0,5,0,0,45,2
683,ethan brierley,0,0,0,0,45,0
684,daniel gore,0,0,0,0,45,1
685,oliwier zych,0,0,0,0,40,0
686,đorđe petrovic,5,38,0,75,47,71
687,timothy castagne,9,40,0,0,45,105
688,mohammed kudus,3,61,0,0,67,137
689,carlos baleba,2,28,0,0,45,34
690,norberto bercique gomes betuncal,2,20,0,0,57,50
691,steven benda,0,0,0,0,40,0
692,luke thomas,0,29,0,0,40,7
693,han-noah massengo,0,0,0,0,49,3
694,altay bayindir,0,0,0,0,39,0
695,murillo santiago costa dos santos,3,56,1,0,45,58
696,santiago bueno,0,18,0,0,45,13
697,enso gonzalez,0,0,0,0,50,1
698,clement lenglet,2,27,0,0,45,24
699,anssumane fati vieira,1,12,0,0,64,33
700,saman ghoddos,0,20,0,0,45,26
701,ashley phillips,0,0,0,0,40,0
702,jonny evans,4,24,0,0,40,49
703,nathan fraser,1,3,0,0,45,7
704,luis sinisterra,1,18,0,0,55,43
705,mike tresor,0,10,0,0,52,20
706,fode ballo-toure,0,1,0,0,45,5
707,ryan gravenberch,3,17,0,0,50,45
708,sofyan amrabat,2,15,0,0,50,26
709,odysseas vlachodimos,1,12,0,10,45,12
710,andrew omobamidele,0,15,1,0,45,11
711,nicolas dominguez,6,27,0,0,50,67
712,ibrahim sangare,4,16,0,0,49,25
713,divock origi,2,6,0,0,50,25
714,jean-ricner bellegarde,0,24,0,0,49,45
715,alfie gilchrist,1,6,0,0,40,20
716,ronnie stutter,0,0,0,0,45,0
717,alex matos,0,0,0,0,45,1
718,mackenzie hunt,0,0,0,0,45,0
719,ademola ola-adebomi,0,0,0,0,45,0
720,david ozoh,0,5,0,0,45,8
721,jamie donley,0,1,0,0,45,2
722,josh brooking,0,0,0,0,40,0
723,jadan raymond,0,0,0,0,45,0
724,ji-soo kim,0,0,0,0,40,0
725,luke chambers,0,0,0,0,40,0
726,andros townsend,3,27,0,0,50,61
727,callum scanlon,0,0,0,0,39,0
728,jayden luker,0,0,0,0,45,0
729,ryan one,0,2,0,0,44,1
730,jili buyabu,0,0,0,0,40,0
731,devan tanton,0,0,0,0,40,0
732,valintino adedokun,0,0,0,0,40,0
733,zack nelson,0,1,0,0,45,2
734,charles sagoe,0,0,0,0,45,0
735,reuell walters,0,0,0,0,40,0
736,bradley ibrahim,0,0,0,0,45,0
737,amadou diallo,0,0,0,0,45,1
738,ben parkinson,0,1,0,0,45,1
739,alfie dorrington,0,0,0,0,40,0
740,mark o’mahony,0,1,0,0,45,2
741,benicio baker-boaitey,0,1,0,0,45,4
742,treymaurice nyoni,0,0,0,0,45,0
743,myles peart-harris,0,0,0,0,45,3
744,michael ndiweni,0,0,0,0,44,1
745,ben jackson,0,0,0,0,40,0
746,joshua duffus,0,0,0,0,44,0
747,joe hugill,0,0,0,0,45,0
748,matthew whittingham,0,0,0,0,45,0
749,tawanda chirewa,0,2,0,0,44,8
750,justin hubner,0,0,0,0,40,0
751,vincent angelini,0,0,0,0,40,0
752,leigh kavanagh,0,0,0,0,40,0
753,yago de santiago alonso,0,0,0,0,45,0
754,luca barrington,0,0,0,0,45,0
755,marcelo de araujo pitaluga filho,0,0,0,0,40,0
756,conor bradley,3,7,1,0,41,50
757,leo castledine,0,0,0,0,45,0
758,sydie peck,0,0,0,0,44,1
759,jenson metcalfe,0,0,0,0,45,0
760,elijah campbell,0,0,0,0,40,0
761,mahamadou susoho,0,0,0,0,45,0
762,tayo adaramola,0,0,0,0,40,0
763,myles lewis-skelly,0,0,0,0,45,0
764,sam proctor,0,0,0,0,40,0
765,willy kambwala,0,10,0,0,39,5
766,tommi o’reilly,0,0,0,0,45,0
767,rhys bennett,0,0,0,0,40,0
768,owen hesketh,0,0,0,0,45,0
769,ty barnett,0,0,0,0,45,0
770,micah hamilton,0,0,0,0,45,0
771,ethan nwaneri,0,0,0,0,45,1
772,lewis orford,0,0,0,0,45,0
773,kaelan casey,0,0,0,0,40,1
774,ben brereton,0,37,0,0,50,62
775,timo werner,0,16,0,0,63,46
776,radu dragusin,1,7,0,0,42,14
777,james wright,0,0,0,0,40,0
778,jamie mcdonnell,0,0,0,0,45,0
779,detlef esapa osong,0,0,0,0,45,0
780,joe gardner,0,0,0,0,45,0
781,owen beck,0,0,0,0,45,1
782,kaide gordon,0,0,0,0,45,1
783,oliver scarles,0,0,0,0,40,0
784,callum marshall,0,0,0,0,45,0
785,cameron peupion,0,0,0,0,45,0
786,harvey griffiths,0,0,0,0,45,0
787,yerson mosquera,0,0,0,0,40,0
788,hakon valdimarsson,0,0,0,0,40,0
789,ivo grbic,0,25,0,37,45,15
790,cesare casadei,0,3,0,0,45,11
791,daniel munoz,5,22,0,0,45,56
792,kaine kesler-hayden,0,0,0,0,40,3
793,joe white,0,0,0,0,45,3
794,travis hernes,0,0,0,0,45,0
795,kristian sekularac,0,0,0,0,44,0
796,benjamin fredrick,0,0,0,0,40,0
797,daiki hashioka,0,21,2,0,40,4
798,romain faivre,0,1,0,0,50,4
799,noha lemina,0,0,0,0,50,0
800,giovanni reyna,0,3,0,0,46,13
801,max kinsey,0,0,0,0,40,0
802,morgan rogers,2,13,0,0,50,35
803,enes unal,1,9,0,0,50,40
804,lorenz assignon,0,32,0,0,40,25
805,maxime esteve,0,28,0,0,40,15
806,adam wharton,7,16,0,0,50,50
807,matz sels,1,27,0,37,45,34
808,rodrigo duarte ribeiro,0,0,0,0,45,4
809,joshua king,0,0,0,0,45,0
810,dominic sadi,0,0,0,0,45,1
811,lewis koumas,0,0,0,0,45,0
812,fabian mrozek,0,0,0,0,40,0
813,jacob wright,0,0,0,0,45,0
814,mauro bandeira,0,0,0,0,45,0
815,valentin barco,0,9,0,0,40,5
816,james sweet,0,0,0,0,40,0
817,joe gauci,0,0,0,0,39,0
818,ishe samuels-smith,0,0,0,0,40,0
819,ollie harrison,0,0,0,0,45,0
820,franco umeh-chibueze,0,0,0,0,45,0
821,billy blacker,0,0,0,0,45,0
822,oliver arblaster,0,28,1,0,45,19
823,jayden danns,0,0,0,0,43,1
824,kaden rodney,0,0,0,0,45,0
825,toby collyer,0,0,0,0,45,0
826,dovydas sasnauskas,0,0,0,0,40,0
827,sam curtis,0,0,0,0,40,1
828,george earthy,0,0,0,0,45,8
829,jimi tauriainen,0,0,0,0,45,1
830,axel piesold,0,0,0,0,45,0
831,wesley okoduwa,0,0,0,0,40,0
832,habeeb ogunneye,0,0,0,0,40,0
833,benjamin arthur,0,0,0,0,40,0
834,dermot mee,0,0,0,0,40,0
835,leon chiwome,0,4,0,0,45,5
836,amara nallo,0,0,0,0,40,0
837,josh acheampong,0,0,0,0,40,1
838,dominic dos santos martins,0,0,0,0,45,0
839,fletcher holman,0,0,0,0,45,0
840,lewis warrington,0,0,0,0,45,1
841,roshaun mathurin,0,0,0,0,44,0
842,samy chouchane,0,0,0,0,45,0
843,christian chigozie,0,0,0,0,40,0
844,odeluga offiah,0,3,0,0,40,4
845,harry amass,0,0,0,0,40,0
846,teddy sharman-lowe,0,0,0,0,40,0
847,taylan harris,0,0,0,0,45,0
848,michael dacosta gonzalez,0,0,0,0,45,0
849,ethan wheatley,0,0,0,0,45,3
850,tyrique george,0,0,0,0,45,0
851,kiano dyer,0,0,0,0,45,0
852,temple ojinnaka,0,0,0,0,45,0
853,finley munroe,0,0,0,0,40,1
854,callan mckenna,0,0,0,0,40,0
855,louis jackson,0,0,0,0,40,0
856,owen hampson,0,0,0,0,45,0
857,ted curd,0,0,0,0,40,0
858,zak sturge,0,0,0,0,40,0
859,mikey moore,0,0,0,0,45,2
860,noel atom,0,0,0,0,40,0
861,tyrese hall,0,0,0,0,45,0
862,billy crellin,0,0,0,0,40,0
863,yunus konak,0,0,0,0,45,0
864,kadan young,0,0,0,0,45,0
