,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
332,iversen,1,22,1,38,39,29
333,iwobi,9,56,0,0,49,126
334,j.ayew,8,41,0,0,52,104
335,jakupovic,0,0,0,0,40,0
336,james,2,17,0,0,58,44
337,james,1,18,0,0,59,45
338,janelt,8,28,0,0,55,85
339,jansson,2,14,0,0,42,29
340,jensen,10,40,0,0,48,132
341,jesus,9,23,0,0,81,125
342,jimenez,2,18,0,0,65,29
343,joelinton,11,26,0,0,60,115
344,john,0,0,0,0,39,0
345,johnson,7,54,0,0,55,122
346,johnson,2,13,0,0,44,29
347,johnstone,3,10,0,26,44,36
348,jones,4,15,0,0,49,52
349,jones,0,0,0,0,38,0
350,jonny,5,21,0,0,43,45
351,jorginho,9,23,0,0,57,79
352,joao felix,2,16,0,0,71,44
353,joao gomes,2,18,0,0,45,21
354,jurado,0,0,0,0,40,0
355,justin,5,25,0,0,41,45
356,kadan young,0,0,0,0,45,0
357,kalajdzic,0,0,0,0,53,1
358,kamaldeen,3,20,0,0,49,45
359,kamara,3,30,0,0,48,44
360,kane,11,62,0,0,115,263
361,kante,2,7,0,0,48,18
362,karius,0,0,0,0,39,0
363,keane,2,22,0,0,42,39
364,kebano,3,10,0,0,54,40
365,kehrer,5,34,1,0,43,67
366,keita,1,4,0,0,47,10
367,kelleher,0,4,0,6,39,2
368,kelly,5,38,0,0,43,60
369,kenedy,0,0,0,0,39,0
370,kesler hayden,0,0,0,0,40,0
371,kilman,11,56,0,0,43,109
372,kinsey-wellings,0,0,0,0,40,0
373,kiwior,2,6,0,0,40,26
374,klaesson,0,0,0,0,38,0
375,klich,0,5,0,0,46,12
376,knight,0,0,0,0,45,0
377,knockaert,0,0,0,0,47,0
378,koch,5,74,1,0,45,55
379,konate,7,22,1,0,49,49
380,kongolo,0,0,0,0,39,0
381,konsa,12,45,0,0,44,110
382,koulibaly,6,22,0,0,55,74
383,kouyate,2,23,0,0,44,35
384,kovacic,4,25,0,0,49,53
385,kovar,0,0,0,0,40,0
386,kozłowski,0,0,0,0,45,0
387,krafth,0,0,0,0,43,1
388,kristensen,2,53,0,0,47,51
389,kristiansen,0,21,0,0,45,16
390,kulusevski,8,40,0,0,78,96
391,kuol,0,0,0,0,45,0
392,kurzawa,0,4,0,0,43,2
393,lallana,5,10,0,0,48,47
394,lamptey,1,7,0,0,42,23
395,lanzini,0,5,0,0,50,17
396,laporte,4,10,0,0,56,40
397,larios,0,2,0,0,40,4
398,laryea,0,0,0,0,45,0
399,lascelles,0,5,0,0,43,3
400,lavia,4,50,0,0,45,57
401,lembikisa,0,1,0,0,40,1
402,lemina,5,28,0,0,45,35
403,lenglet,5,35,0,0,48,63
404,leno,8,51,0,144,46,142
405,lerma,7,67,1,0,47,101
406,lewis,0,1,0,0,44,2
407,lewis,2,8,0,0,38,29
408,lewis-potter,0,4,0,0,52,14
409,lindelof,6,16,0,0,41,57
410,lingard,5,17,0,0,54,33
411,lis,0,0,0,0,40,0
412,livramento,0,0,0,0,44,2
413,llorente,1,12,0,0,44,16
414,lloris,7,39,1,79,54,89
415,loftus-cheek,5,23,1,0,50,46
416,lolley,0,0,0,0,49,0
417,lonergan,0,0,0,0,40,0
418,lowe,0,0,0,0,52,2
419,lucas moura,0,5,0,0,58,17
420,luis diaz,4,11,0,0,78,62
421,lukic,0,10,0,0,45,15
422,lyanco,0,26,0,0,44,29
423,lyle taylor,0,0,0,0,41,0
424,mac allister,10,45,1,0,56,140
425,maddison,4,54,0,0,78,135
426,madueke,0,13,0,0,54,26
427,maguire,5,7,0,0,47,39
428,mahrez,6,23,0,0,75,126
429,mainoo,0,0,0,0,45,1
430,maitland-niles,3,31,0,0,48,38
431,malacia,7,14,0,0,42,62
432,mangala,5,24,0,0,49,50
433,manquillo,0,1,0,0,42,4
434,mara,0,10,0,0,53,32
435,march,10,40,0,0,52,147
436,marcondes,0,1,0,0,47,1
437,marquinhos,0,0,0,0,46,1
438,marschall,0,0,0,0,40,0
439,martial,7,8,0,0,63,66
440,martinelli,14,33,0,0,65,198
441,martinez,11,38,1,98,50,135
442,martinez,9,33,0,0,44,81
443,marcal-madivadua,0,0,0,0,45,0
444,masuaku,0,0,0,0,45,0
445,mateo joseph,0,0,0,0,45,3
446,mateta,3,10,0,0,51,41
447,matheus,11,38,0,0,48,80
448,matip,3,20,1,0,59,36
449,matthews,0,0,0,0,40,0
450,maupay,3,19,0,0,56,41
451,mbabu,0,7,0,0,43,7
452,mbe soh,0,0,0,0,42,0
453,mbete,0,0,0,0,39,0
454,mbeumo,10,39,0,0,57,150
455,mcallister,0,0,0,0,45,0
456,mcarthur,0,0,0,0,48,4
457,mcatee,0,0,0,0,45,0
458,mcateer,0,0,0,0,45,0
459,mccarthy,0,17,0,14,43,8
460,mcgill,0,0,0,0,40,0
461,mcginn,10,31,0,0,51,90
462,mckenna,5,32,0,0,44,40
463,mckennie,1,35,0,0,46,31
464,mcneil,5,46,0,0,52,126
465,mctominay,4,20,0,0,49,36
466,mee,12,40,0,0,48,143
467,mendy,1,14,0,25,48,24
468,mendy,0,13,0,0,42,30
469,mepham,5,52,2,0,43,43
470,meslier,5,67,0,94,44,90
471,mighten,0,0,0,0,49,1
472,miley,0,0,0,0,45,1
473,milivojevic,2,7,0,0,42,23
474,mills,0,0,0,0,43,0
475,milner,3,12,0,0,44,42
476,mina,1,9,0,0,43,33
477,mings,12,40,1,0,47,130
478,mitchell,8,40,0,0,44,93
479,mitoma,8,35,0,0,57,138
480,mitrovic,7,30,0,0,66,107
481,moder,0,0,0,0,44,0
482,monteiro,0,0,0,0,40,0
483,moore,3,34,0,0,49,57
484,moran,0,1,0,0,45,1
485,morgan,0,0,0,0,45,0
486,mosquera,0,0,0,0,39,0
487,mount,8,21,0,0,72,82
488,moutinho,6,28,0,0,46,56
489,mubama,0,0,0,0,45,3
490,mudryk,0,10,0,0,64,25
491,mundle,0,0,0,0,45,0
492,muniz,0,0,0,0,54,0
493,murphy,3,12,0,0,42,78
494,mwepu,0,4,0,0,53,11
495,mykolenko,7,46,0,0,41,75
496,n.williams,4,41,0,0,38,54
497,nakamba,0,0,0,0,43,0
498,navas,2,32,0,51,45,43
499,ndidi,1,39,0,0,48,41
500,nelson,1,3,0,0,47,42
501,neto,5,15,0,0,49,37
502,neto,6,39,0,100,45,93
503,neves,10,48,0,0,52,118
504,niakhate,2,22,0,0,43,25
505,nketiah,2,16,0,0,63,63
506,nkounkou,0,0,0,0,40,0
507,nwaneri,0,0,0,0,45,1
508,nørgaard,6,23,0,0,53,71
509,o’brien,1,14,0,0,47,22
510,o’reilly,0,0,0,0,45,0
511,o’reilly,0,0,0,0,45,0
512,offiah,0,3,0,0,40,1
513,ogbonna,4,19,0,0,44,44
514,ojeda,0,0,0,0,45,0
515,oko-flex,0,0,0,0,44,0
516,olakigbe,0,0,0,0,45,0
517,olise,8,38,0,0,53,132
518,olsen,1,8,0,11,39,10
519,onana,9,37,0,0,47,77
520,onomah,0,2,0,0,43,2
521,onuachu,1,7,0,0,53,14
522,onyeka,3,11,0,0,48,38
523,orsic,0,0,0,0,51,1
524,ortega,2,1,0,14,37,23
525,ouattara,1,23,0,0,50,49
526,ozoh,0,0,0,0,45,1
527,pablo mari,0,0,0,0,45,0
528,palhinha,9,43,1,0,49,83
529,palmer,1,4,0,0,42,19
530,panzo,0,0,0,0,40,0
531,paqueta,6,39,0,0,59,98
532,parkes,0,0,0,0,40,0
533,parrott,0,0,0,0,45,0
534,partey,11,28,0,0,47,86
535,patterson,2,22,0,0,39,31
536,patterson,0,0,0,0,45,0
537,payne,0,0,0,0,45,0
538,pearson,1,10,0,0,44,9
539,pedro porro,2,26,0,0,48,59
540,pellistri,0,1,0,0,43,4
541,perisic,6,44,0,0,53,94
542,perkins,0,0,0,0,45,0
543,perraud,4,35,1,0,40,71
544,perrone,0,1,0,0,44,1
545,peupion,0,2,0,0,45,1
546,phillips,1,3,0,0,48,14
547,phillips,0,1,0,0,38,3
548,phillips,0,0,0,0,45,0
549,philogene-bidace,0,0,0,0,45,0
550,pickford,8,57,0,124,44,124
551,pinnock,10,34,1,0,44,112
552,plain,0,0,0,0,40,0
553,plange,0,0,0,0,45,0
554,podence,6,31,0,0,51,92
555,pollock,0,0,0,0,45,0
556,pope,14,32,0,87,54,157
557,praet,2,10,0,0,48,34
558,price,0,0,0,0,45,0
559,pulisic,3,11,0,0,56,39
560,pepe,0,0,0,0,53,0
561,perez,1,5,0,0,47,19
562,r.sessegnon,1,15,0,0,44,35
563,r.williams,0,0,0,0,40,0
564,rak-sakyi,0,0,0,0,45,0
565,ramsay,0,0,0,0,39,0
566,ramsdale,14,43,0,94,48,143
567,ramsey,11,33,1,0,51,135
568,randolph,0,0,0,0,40,0
569,raphinha,0,0,0,0,70,0
570,rashford,13,39,0,0,72,205
571,raya,12,46,1,154,48,166
572,ream,8,44,0,0,45,98
573,redmond,0,0,0,0,53,1
574,reed,9,44,1,0,43,107
575,reguilon,0,0,0,0,42,0
576,renan lodi,5,48,0,0,43,56
577,revan,0,0,0,0,40,0
578,ricardo,0,11,0,0,42,20
579,rice,9,50,0,0,47,116
580,richards,0,0,0,0,45,0
581,richards,0,0,0,0,44,0
582,richards,1,11,0,0,44,13
583,richarlison,3,18,0,0,84,54
584,riedewald,0,0,0,0,42,6
585,ritchie,0,0,0,0,42,7
586,roberts,0,0,0,0,40,0
587,roberts,0,0,0,0,50,0
588,robertson,9,34,0,0,68,121
589,robertson,0,0,0,0,45,0
590,robinson,9,44,0,0,44,93
591,robles,0,11,0,16,40,7
592,roca,2,60,0,0,48,67
593,rodney,0,0,0,0,45,0
594,rodon,0,0,0,0,40,0
595,rodri,11,26,0,0,56,108
596,rodrigo,5,43,0,0,63,127
597,rodak,1,2,0,2,43,7
598,roerslev,5,12,0,0,43,48
599,romero,8,41,0,0,49,66
600,romeu,0,4,0,0,48,2
601,ronaldo,3,8,0,0,102,20
602,ronan,0,0,0,0,44,1
603,rondon,0,2,0,0,49,7
604,rothwell,3,15,0,0,49,33
605,rutter,0,9,0,0,50,15
606,s.armstrong,1,34,0,0,47,57
607,s.longstaff,13,18,0,0,43,93
608,sabitzer,5,7,0,0,47,25
609,sadi,0,0,0,0,45,0
610,saint-maximin,4,14,0,0,61,66
611,saka,12,42,0,0,80,202
612,salah,13,45,0,0,131,239
613,saliba,12,25,1,0,49,117
614,salisu,1,41,1,0,42,33
615,samba,0,0,0,0,45,0
616,sambi,2,8,0,0,43,23
617,samuels,0,0,0,0,40,0
618,samuels-smith,0,0,0,0,40,0
619,sancho,13,18,0,0,71,105
620,sanson,0,1,0,0,43,2
621,sarabia,3,9,0,0,49,27
622,sarmiento,1,2,0,0,45,16
623,sarr,0,0,0,0,50,0
624,sarr,0,11,0,0,42,14
625,saydee,0,0,0,0,45,0
626,scamacca,3,12,0,0,66,41
627,scarlett,0,0,0,0,45,0
628,scarpa,0,1,0,0,46,5
629,schade,3,7,0,0,49,29
630,scherpen,0,0,0,0,40,0
631,schlupp,9,38,0,0,47,89
632,schmeichel,0,0,0,0,50,0
633,schar,15,28,1,0,51,139
634,sekularac,0,0,0,0,45,0
635,semedo,8,43,0,0,50,75
636,semenyo,0,6,0,0,50,18
637,senesi,5,55,0,0,44,69
638,sergio gomez,1,6,0,0,44,21
639,shackleton,0,0,0,0,45,0
640,shaw,12,35,0,0,53,124
641,shelvey,1,11,0,0,48,16
642,shoretire,0,0,0,0,45,0
643,simms,0,4,0,0,45,17
644,sinisalo,0,0,0,0,40,0
645,sinisterra,0,23,0,0,65,53
646,skipp,4,28,0,0,43,43
647,smallbone,0,0,0,0,45,0
648,smith,7,58,0,0,43,74
649,smith,0,0,0,0,39,0
650,smith,0,0,0,0,44,0
651,smith,0,0,0,0,40,0
652,smith rowe,0,5,0,0,56,18
653,smithies,0,0,0,0,39,0
654,solanke,8,52,0,0,56,130
655,solomon,0,11,0,0,49,44
656,son,9,55,0,0,115,152
657,soucek,8,42,0,0,50,100
658,soumare,6,30,0,0,44,41
659,sousa,0,0,0,0,40,0
660,souttar,1,19,1,0,45,20
661,spence,0,0,0,0,41,4
662,stacey,0,10,0,0,42,6
663,stanislas,0,1,0,0,48,4
664,stansfield,0,2,0,0,45,7
665,steele,6,23,1,37,40,65
666,steffen,0,0,0,0,40,0
667,stephens,4,24,0,0,43,35
668,sterling,5,27,0,0,97,101
669,stevens,0,0,0,0,40,0
670,stones,7,17,1,0,56,93
671,strakosha,0,0,0,0,43,0
672,struijk,4,52,0,0,45,66
673,summerville,1,38,0,0,42,74
674,surridge,0,5,0,0,46,26
675,swinkels,0,0,0,0,40,0
676,sa,11,55,0,108,50,148
677,sanchez,6,30,0,48,44,82
678,sanchez,2,17,0,0,42,28
679,soyuncu,0,13,0,0,42,16
680,tanganga,0,5,0,0,38,4
681,targett,3,6,0,0,47,35
682,tarkowski,9,57,0,0,41,106
683,tavares,0,0,0,0,45,0
684,tavernier,5,37,0,0,47,94
685,tella,0,0,0,0,50,0
686,telles,0,0,0,0,50,0
687,tete,7,36,0,0,44,90
688,tete,0,15,0,0,49,27
689,thiago,2,23,0,0,51,30
690,thiago silva,6,32,0,0,54,80
691,thomas,2,20,1,0,39,28
692,thompson,0,0,0,0,40,0
693,tielemans,6,49,0,0,61,86
694,tierney,1,10,0,0,46,37
695,toffolo,2,17,0,0,43,30
696,tomiyasu,2,11,0,0,42,32
697,tomkins,0,10,0,0,39,8
698,toney,10,42,0,0,71,182
699,torreira,0,0,0,0,45,0
700,tosin,3,39,0,0,44,49
701,toti,4,14,0,0,39,43
702,townsend,0,0,0,0,54,0
703,traore,1,1,0,0,49,20
704,traore,0,9,0,0,43,14
705,travers,2,32,0,36,41,28
706,trevitt,0,0,0,0,44,0
707,trippier,16,31,1,0,60,198
708,trossard,8,38,0,0,66,154
709,tsimikas,4,11,0,0,43,48
710,turner,0,0,0,0,38,0
711,turns,0,0,0,0,40,0
712,undav,2,9,1,0,50,52
713,vale,0,0,0,0,45,0
714,valery,0,2,0,0,40,0
715,van de beek,0,3,0,0,51,8
716,van den berg,0,0,0,0,40,0
717,van dijk,11,36,0,0,66,127
718,van hecke,0,7,0,0,40,6
719,varane,10,22,1,0,48,77
720,vardy,4,38,0,0,91,82
721,veltman,10,29,0,0,46,95
722,vestergaard,0,0,0,0,38,0
723,vinagre,0,0,0,0,43,2
724,vinicius,1,20,0,0,54,72
725,vina,1,10,0,0,45,28
726,vlasic,0,0,0,0,50,0
727,w.fofana,2,24,0,0,43,37
728,wady,0,0,0,0,40,0
729,walcott,2,30,1,0,48,49
730,walker,7,20,0,0,47,69
731,walker-peters,3,58,0,0,44,56
732,walters,0,0,0,0,40,0
733,wan-bissaka,8,10,0,0,43,67
734,ward,8,35,0,0,44,78
735,ward,6,46,0,77,38,91
736,ward-prowse,4,72,1,0,61,142
737,warrington,0,0,0,0,44,0
738,watkins,13,40,0,0,73,175
739,webster,9,27,1,0,45,75
740,weghorst,4,11,0,0,54,24
741,welbeck,6,28,0,0,65,91
742,welch,0,0,0,0,40,0
743,wells-morrison,0,0,0,0,45,0
744,werner,0,0,0,0,79,0
745,white,15,35,0,0,50,156
746,white,0,0,0,0,44,1
747,whitworth,0,5,0,5,40,3
748,wickens,0,0,0,0,40,0
749,willian,9,22,0,0,55,116
750,willock,12,26,0,0,47,123
751,wilson,2,15,0,0,57,68
752,wilson,10,16,0,0,73,157
