,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
54,adam lallana,5,18,0,0,62,58
55,dale stephens,0,4,0,0,42,8
56,david button,0,2,0,4,39,2
57,pascal groß,10,28,0,0,58,116
58,shane duffy,0,0,0,0,43,0
59,davy propper,0,2,0,0,47,9
60,aaron mooy,0,0,0,0,50,0
61,dan burn,6,28,1,0,42,64
62,lewis dunk,11,40,1,0,48,130
63,martin montoya,0,0,0,0,45,0
64,florin andone,0,0,0,0,48,0
65,solomon march,7,25,0,0,49,69
66,adam webster,9,35,0,0,43,85
67,joel veltman,9,27,0,0,43,96
68,neal maupay,10,34,0,0,58,105
69,leandro trossard,12,30,0,0,55,132
70,mathew ryan,3,21,0,24,41,37
71,alireza jahanbakhsh,1,9,0,0,54,24
72,jose izquierdo,0,0,0,0,55,1
73,matthew clarke,0,0,0,0,44,0
74,ben white,12,44,0,0,45,104
75,bernardo fernandes da silva junior,0,3,0,0,39,5
76,yves bissouma,11,42,0,0,44,77
77,tariq lamptey,2,15,0,0,46,35
78,aaron connolly,1,17,0,0,52,38
79,steven alzate,5,17,0,0,41,35
80,alexis mac allister,5,14,0,0,53,48
81,james tarkowski,11,50,0,0,53,109
82,phil bardsley,0,8,0,0,44,2
83,erik pieters,3,19,1,0,43,50
84,jack cork,4,24,0,0,50,33
85,kevin long,1,13,0,0,43,14
86,jay rodriguez,4,25,0,0,57,54
87,ashley barnes,6,19,0,0,60,52
88,ben mee,10,41,0,0,47,102
89,ashley westwood,11,55,0,0,53,112
90,johann berg gudmundsson,3,24,0,0,54,50
91,chris wood,9,43,0,0,66,138
92,matthew lowton,10,47,0,0,44,103
93,matej vydra,3,24,0,0,48,62
94,ben gibson,0,0,0,0,39,0
95,robbie brady,7,6,0,0,50,44
96,nick pope,11,37,0,114,55,144
97,charlie taylor,8,42,0,0,44,83
98,josh brownhill,10,42,0,0,49,74
99,bailey peacock-farrell,0,14,0,10,40,3
100,dwight mcneil,11,50,0,0,57,113
101,willy caballero,0,3,0,0,46,1
102,cesar azpilicueta,13,20,0,0,58,113
103,olivier giroud,4,5,0,0,67,47
104,marcos alonso,5,13,0,0,56,57
105,jorge luiz frello filho,14,17,0,0,47,114
106,ross barkley,8,24,0,0,58,76
107,mateo kovacic,9,26,0,0,53,54
108,michy batshuayi,2,15,0,0,57,41
109,antonio rudiger,11,10,1,0,47,93
110,kurt zouma,9,25,0,0,53,108
111,emerson palmieri dos santos,1,0,0,0,47,7
112,kepa arrizabalaga,2,8,0,16,47,26
113,n’golo kante,10,24,0,0,49,62
114,hakim ziyech,10,7,0,0,79,70
115,ruben loftus-cheek,11,22,0,0,59,66
116,andreas christensen,8,17,0,0,47,61
117,timo werner,13,29,0,0,92,128
118,tammy abraham,5,12,0,0,71,69
119,christian pulisic,7,21,0,0,83,82
120,mason mount,14,32,0,0,73,147
121,fikayo tomori,0,2,0,0,47,0
122,callum hudson-odoi,6,5,0,0,57,59
123,reece james,9,29,0,0,51,112
124,billy gilmour,1,2,0,0,43,8
125,gary cahill,4,39,0,0,45,53
126,wayne hennessey,0,0,0,0,43,0
127,mamadou sakho,0,8,0,0,44,4
128,vicente guaita,8,64,0,107,48,124
129,james tomkins,2,12,0,0,44,18
130,james mcarthur,4,26,0,0,52,45
131,james mccarthy,2,15,0,0,43,26
132,christian benteke,5,34,0,0,55,106
133,cheikhou kouyate,8,56,0,0,48,82
134,joel ward,7,43,0,0,43,66
135,martin kelly,0,0,0,0,41,1
136,connor wickham,0,0,0,0,44,0
137,andros townsend,7,37,0,0,55,94
138,luka milivojevic,7,47,0,0,56,63
139,patrick van aanholt,4,36,0,0,54,54
140,jordan ayew,6,42,0,0,56,70
141,wilfried zaha,6,52,0,0,71,136
142,jeffrey schlupp,5,26,0,0,53,65
143,max meyer,0,0,0,0,47,0
144,jairo riedewald,4,39,0,0,44,64
145,nathan ferguson,0,0,0,0,38,0
146,tyrick mitchell,4,32,0,0,38,58
147,brandon pierrick,0,0,0,0,43,0
148,theo walcott,5,28,0,0,58,76
149,fabian delph,0,6,0,0,48,8
150,gylfi sigurdsson,10,29,0,0,68,122
151,jonas lossl,0,0,0,0,43,0
152,seamus coleman,8,19,0,0,49,81
153,cenk tosun,0,3,0,0,60,4
154,bernard anicio caldeira duarte,2,7,0,0,57,21
155,lucas digne,9,42,0,0,62,120
156,michael keane,11,43,0,0,50,127
157,jordan pickford,10,39,0,89,48,114
158,andre filipe tavares gomes,5,22,0,0,53,48
159,alex iwobi,5,21,0,0,59,65
160,jonjoe kenny,0,1,0,0,43,5
161,jean-philippe gbamin,0,1,0,0,50,1
162,yerry mina,6,22,0,0,55,79
163,tom davies,5,23,0,0,52,47
164,dominic calvert-lewin,11,39,0,0,75,165
165,mason holgate,9,32,0,0,48,80
166,richarlison de andrade,11,38,0,0,77,123
167,joao virginia,0,0,0,3,43,2
168,anthony gordon,0,0,0,0,43,3
169,moise kean,0,0,0,0,57,2
170,jarrad branthwaite,0,0,0,0,39,0
171,fabricio agosto ramirez,0,0,0,0,39,0
172,kevin mcdonald,0,0,0,0,47,0
173,maxime le marchand,0,1,0,0,41,1
174,stefan johansen,0,0,0,0,47,0
175,tom cairney,1,15,0,0,52,27
176,tim ream,0,13,0,0,42,10
177,anthony knockaert,0,0,0,0,50,0
178,michael hector,0,10,0,0,41,0
179,cyrus christie,0,0,0,0,42,0
180,neeskens kebano,0,3,0,0,47,6
181,bobby decordova-reid,9,32,0,0,53,88
182,joe bryan,0,17,0,0,45,27
183,marcus bettinelli,0,0,0,0,43,0
184,aleksandar mitrovi?,1,24,0,0,55,63
185,alfie mawson,0,0,0,0,43,0
186,marek rodak,0,5,0,4,43,2
187,ivan ricardo neves abreu cavaleiro,7,43,0,0,53,85
188,josh onomah,0,12,0,0,46,13
189,jean michael seri,0,0,0,0,46,0
190,aboubakar kamara,0,9,0,0,48,8
191,andre-frank zambo anguissa,6,40,0,0,44,76
192,zeze steven sessegnon,0,0,0,0,43,0
193,pablo hernandez dominguez,1,6,0,0,57,28
194,francisco casilla cortes,1,2,0,8,41,14
195,liam cooper,6,41,0,0,43,59
196,barry douglas,0,0,0,0,38,0
197,luke ayling,12,54,0,0,44,100
198,mateusz klich,8,44,0,0,52,99
199,adam forshaw,0,0,0,0,48,0
200,stuart dallas,12,53,0,0,55,171
201,ezgjan alioski,10,35,0,0,44,110
202,patrick bamford,10,50,0,0,66,194
203,jack harrison,11,45,0,0,56,160
204,kalvin phillips,9,34,0,0,49,67
205,helder wander sousa de azevedo e costa,3,23,1,0,50,63
206,tyler roberts,4,19,0,0,46,49
207,jay-roy grot,0,0,0,0,47,0
208,kamil miazek,0,0,0,0,40,0
209,ian carlo poveda-ocampo,0,5,0,0,42,14
210,jamie shackleton,1,11,0,0,48,17
211,pascal struijk,7,32,0,0,40,71
212,jordan stevens,0,0,0,0,43,0
213,illan meslier,11,52,1,140,48,154
214,leif davis,0,0,0,0,38,2
215,oliver casey,0,0,0,0,38,0
216,wes morgan,0,0,0,0,44,3
217,kasper schmeichel,11,50,1,88,54,128
218,christian fuchs,3,9,0,0,45,24
219,jonny evans,10,31,1,0,56,109
220,adrien silva,0,0,0,0,44,0
221,marc albrighton,4,22,0,0,52,78
222,matty james,0,0,0,0,43,0
223,danny ward,0,0,0,0,43,0
224,jamie vardy,8,44,0,0,102,184
225,dennis praet,3,11,0,0,52,37
226,ricardo domingos barbosa pereira,2,19,0,0,59,27
227,daniel amartey,0,12,0,0,39,19
228,youri tielemans,11,50,0,0,64,133
229,ayoze perez,5,21,0,0,60,58
230,demarai gray,0,0,0,0,51,1
231,james maddison,10,28,0,0,72,133
232,benjamin chilwell,12,23,0,0,59,139
233,kelechi iheanacho,5,23,0,0,62,110
234,hamza choudhury,2,2,0,0,46,14
235,harvey barnes,7,25,0,0,66,126
236,wilfred ndidi,7,31,0,0,48,79
237,filip benkovic,0,0,0,0,43,0
238,caglar soyuncu,5,30,0,0,53,59
239,james justin,9,25,0,0,48,101
240,luke thomas,1,18,0,0,41,26
241,james milner,4,10,0,0,53,44
242,konstantinos tsimikas,0,0,0,0,49,2
243,georginio wijnaldum,10,39,0,0,53,97
244,jordan henderson,4,23,0,0,54,56
245,adrian san miguel del castillo,1,9,0,10,42,11
246,joel matip,3,5,0,0,54,42
247,xherdan shaqiri,2,7,0,0,64,26
248,alex oxlade-chamberlain,0,6,0,0,63,21
249,roberto firmino,10,39,0,0,91,141
250,virgil van dijk,1,11,0,0,62,15
251,sadio mane,12,28,0,0,118,176
252,alisson ramses becker,10,32,0,84,60,140
253,fabio henrique tavares,11,29,0,0,54,71
254,mohamed salah,11,41,0,0,129,231
255,andrew robertson,12,42,0,0,73,161
256,divock origi,1,0,0,0,51,10
257,harry wilson,0,0,0,0,51,0
258,takumi minamino,2,18,0,0,60,48
259,trent alexander-arnold,10,40,0,0,78,160
260,joseph gomez,0,14,0,0,52,10
261,naby keita,2,8,0,0,52,15
262,rhian brewster,2,16,0,0,42,34
263,curtis jones,5,14,0,0,44,50
264,neco williams,1,1,0,0,38,11
265,harvey elliott,0,0,0,0,43,0
266,fernando luiz rosa,7,10,0,0,54,62
267,claudio bravo,0,0,0,0,45,0
268,sergio aguero,4,4,0,0,103,38
269,nicolas otamendi,0,0,0,0,49,0
270,kyle walker,9,20,0,0,61,91
271,ilkay gundogan,12,16,0,0,55,157
272,kevin de bruyne,12,17,0,0,118,141
273,john stones,14,12,0,0,51,128
274,benjamin mendy,5,10,0,0,59,63
275,riyad mahrez,11,22,0,0,81,145
276,raheem sterling,14,23,0,0,109,154
277,joao pedro cavaco cancelo,14,21,0,0,58,138
278,ederson santana de moraes,19,28,0,66,61,160
279,nathan ake,3,13,0,0,54,29
280,aymeric laporte,7,10,0,0,60,58
281,bernardo mota veiga de carvalho e silva,11,18,0,0,74,94
282,gabriel fernando de jesus,11,17,0,0,91,115
283,oleksandr zinchenko,8,14,0,0,55,69
284,phil foden,6,16,0,0,61,135
285,tommy doyle,0,0,0,0,44,0
286,rodrigo hernandez,13,27,0,0,53,91
287,ferran torres,7,13,0,0,70,95
288,eric garcia,0,12,0,0,47,6
289,sergio romero,0,0,0,0,49,0
290,juan mata,1,6,0,0,58,32
291,david de gea,9,32,0,59,53,91
292,chris smalling,0,0,0,0,49,0
293,odion ighalo,0,1,0,0,61,1
294,marcos rojo,0,0,0,0,48,0
295,nemanja matic,4,18,0,0,47,36
296,paul pogba,5,26,0,0,76,92
297,phil jones,0,0,0,0,48,0
298,harry maguire,13,36,0,0,55,124
299,frederico rodrigues de paula santos,12,25,0,0,53,69
300,luke shaw,10,33,1,0,55,124
301,jesse lingard,4,19,0,0,66,106
302,bruno miguel borges fernandes,13,36,0,0,113,244
303,anthony martial,4,23,0,0,86,75
304,andreas pereira,0,0,0,0,48,0
305,dean henderson,4,12,0,40,52,44
306,marcus rashford,12,39,0,0,96,174
307,axel tuanzebe,0,8,1,0,41,7
308,victor lindelof,10,30,0,0,48,102
309,scott mctominay,9,25,0,0,49,91
310,eric bailly,3,17,0,0,48,31
311,daniel james,4,7,0,0,62,43
312,timothy fosu-mensah,0,2,0,0,43,0
313,aaron wan-bissaka,13,36,0,0,58,144
314,jose diogo dalot teixeira,0,0,0,0,48,0
315,mason greenwood,7,23,0,0,73,106
316,tahith chong,0,0,0,0,44,0
317,james garner,0,0,0,0,44,0
318,brandon williams,0,3,0,0,42,5
319,teden mengi,0,0,0,0,39,0
320,andy carroll,1,8,0,0,51,30
321,jonjo shelvey,6,46,0,0,53,74
322,matt ritchie,3,22,1,0,49,52
323,federico fernandez,5,38,1,0,47,53
324,ciaran clark,3,35,1,0,45,46
325,karl darlow,4,43,0,88,49,80
326,martin dubravka,3,19,0,45,48,47
327,florian lejeune,0,0,0,0,43,0
328,jamaal lascelles,2,32,0,0,42,44
329,dwight gayle,0,9,0,0,59,31
330,christian atsu,0,0,0,0,52,0
331,paul dummett,3,20,0,0,44,40
332,javier manquillo,3,15,0,0,42,28
333,emil krafth,5,27,0,0,42,45
334,fabian schar,2,21,0,0,48,30
335,deandre yedlin,1,6,0,0,43,13
336,isaac hayden,4,33,0,0,46,40
337,rolando aarons,0,0,0,0,48,0
338,allan saint-maximin,7,26,0,0,52,85
339,miguel almiron,5,48,0,0,56,97
340,joelinton cassio apolinario de lira,3,36,0,0,57,74
341,yoshinori muto,0,0,0,0,48,0
342,kelland watts,0,0,0,0,39,0
343,billy sharp,0,15,0,0,55,39
344,david mcgoldrick,9,37,0,0,52,100
345,chris basham,2,51,0,0,46,51
346,john fleck,5,47,0,0,56,70
347,enda stevens,4,54,0,0,50,56
348,simon moore,0,0,0,0,43,0
349,oliver norwood,5,43,0,0,45,54
350,wes foderingham,0,0,0,0,43,0
351,george baldock,4,51,0,0,49,63
352,jack robinson,2,11,0,0,42,32
353,john egan,4,48,0,0,47,57
354,jack o’connell,0,3,0,0,47,3
355,john lundstram,3,41,0,0,48,48
356,ben osborn,4,29,0,0,47,51
357,oliver mcburnie,0,27,0,0,56,44
358,callum robinson,3,42,0,0,52,79
359,lys mousset,0,10,0,0,58,13
360,sander berge,0,23,0,0,49,31
361,shane long,1,6,0,0,51,12
362,ryan bertrand,8,51,0,0,50,78
363,alex mccarthy,7,57,0,93,44,94
364,oriol romeu vidal,6,25,0,0,45,52
365,nathan redmond,1,39,0,0,64,67
366,danny ings,6,40,0,0,84,131
367,jack stephens,4,39,0,0,46,41
368,stuart armstrong,8,56,0,0,55,115
369,jannik vestergaard,6,47,0,0,47,86
370,james ward-prowse,9,68,0,0,59,156
371,angus gunn,0,0,0,0,43,0
372,sofiane boufal,0,0,0,0,54,0
373,harrison reed,9,35,0,0,44,69
374,josh sims,0,0,0,0,43,0
375,kyle walker-peters,9,41,0,0,47,93
376,jan bednarek,9,62,1,0,47,94
377,che adams,7,51,0,0,57,137
378,yan valery,0,4,0,0,47,3
379,william smallbone,0,5,0,0,43,5
380,jake vokins,0,2,0,0,39,1
381,michael obafemi,0,2,0,0,46,4
382,moussa djenepo,3,27,0,0,54,46
383,hugo lloris,12,45,0,114,56,149
384,danny rose,0,0,0,0,47,0
385,moussa sissoko,5,22,0,0,47,44
386,toby alderweireld,10,25,1,0,54,88
387,erik lamela,1,17,0,0,57,28
388,harry kane,12,39,0,0,119,242
389,serge aurier,6,22,0,0,52,80
390,heung-min son,13,36,0,0,96,228
391,eric dier,8,34,0,0,46,77
392,lucas rodrigues moura da silva,4,18,0,0,64,80
393,paulo gazzaniga,0,0,0,0,43,0
394,bamidele alli,3,9,0,0,74,30
395,ben davies,4,16,0,0,45,52
396,pierre-emile højbjerg,12,45,0,0,49,107
397,harry winks,1,16,0,0,51,19
398,davinson sanchez,4,22,1,0,52,43
399,ryan sessegnon,0,0,0,0,47,0
400,steven bergwijn,5,15,0,0,70,55
401,gedson carvalho fernandes,0,0,0,0,47,0
402,japhet tanganga,2,8,0,0,49,14
403,giovani lo celso,5,10,0,0,69,35
404,oliver skipp,0,0,0,0,44,0
405,tanguy ndombele,12,24,0,0,59,99
406,juan foyth,0,0,0,0,43,0
407,kieran gibbs,0,25,0,0,43,5
408,hal robson-kanu,0,12,0,0,52,30
409,jake livermore,1,35,1,0,47,25
410,kamil grosicki,0,5,0,0,52,8
411,matt phillips,3,42,0,0,51,69
412,kyle bartley,5,53,0,0,44,79
413,romaine sawyers,1,42,1,0,46,33
414,ahmed el-sayed hegazy,1,0,0,0,41,6
415,charlie austin,0,5,0,0,51,5
416,kenneth zohore,0,0,0,0,48,0
417,sam johnstone,6,74,0,166,46,140
418,conor townsend,6,36,0,0,44,76
419,oluwasemilogo adesewo ibidapo ajayi,1,71,0,0,48,51
420,jonathan leko,0,0,0,0,45,0
421,kyle edwards,0,3,0,0,46,5
422,darnell furlong,6,63,1,0,45,79
423,sam field,0,2,0,0,48,3
424,oliver burke,1,21,0,0,41,46
425,dara o’shea,3,51,0,0,42,41
426,rekeem harper,0,2,0,0,43,2
427,mark noble,0,15,0,0,45,27
428,robert snodgrass,0,14,0,0,56,14
429,david martin,0,0,0,0,39,0
430,darren randolph,1,3,0,6,43,10
431,lukasz fabianski,10,44,0,102,50,133
432,angelo ogbonna,9,34,0,0,47,100
433,roberto jimenez gago,0,0,0,0,45,0
434,jack wilshere,0,0,0,0,49,0
435,aaron cresswell,11,41,0,0,57,153
436,andriy yarmolenko,1,7,0,0,55,17
437,michail antonio,6,25,0,0,67,118
438,ryan fredericks,1,9,0,0,42,28
439,manuel lanzini,1,5,0,0,64,28
440,felipe anderson pereira gomes,0,0,0,0,61,2
441,sebastien haller,3,12,0,0,61,41
442,arthur masuaku,4,15,0,0,43,42
443,fabian balbuena,4,19,0,0,41,39
444,jordan hugill,0,0,0,0,55,0
445,jarrod bowen,9,33,0,0,58,141
446,grady diangana,1,33,0,0,50,39
447,albian ajeti,0,0,0,0,55,0
448,declan rice,11,37,0,0,47,86
449,tomas soucek,11,47,1,0,52,147
450,pablo fornals,9,33,0,0,58,125
451,issa diop,2,22,1,0,43,42
452,ben johnson,1,10,0,0,39,25
453,john ruddy,0,1,0,3,43,4
454,joao filipe iria santos moutinho,6,40,0,0,51,73
455,rui pedro dos santos patricio,10,51,0,100,53,132
456,ryan bennett,0,0,0,0,44,0
457,matt doherty,4,15,0,0,56,47
458,willy boly,6,29,0,0,54,68
459,conor coady,10,51,0,0,49,106
460,raul jimenez,4,10,1,0,81,43
461,romain saiss,8,40,0,0,49,99
462,jonathan castro otto,1,4,0,0,54,16
463,leo bonatini,0,0,0,0,48,0
464,leander dendoncker,11,33,1,0,46,77
465,adama traore,7,41,0,0,60,94
466,ruben diogo da silva neves,8,42,0,0,51,104
467,oskar buur,0,0,0,0,39,1
468,diogo jota,4,15,0,0,69,86
469,daniel castelo podence,8,24,0,0,53,75
470,max kilman,5,11,0,0,38,58
471,ruben goncalo silva nascimento vinagre,0,7,0,0,41,1
472,matija sarkic,0,0,0,0,44,0
473,morgan gibbs-white,0,6,0,0,49,22
474,pedro lomba neto,9,38,0,0,55,124
475,bruno andre cavaco jordao,0,0,0,0,43,0
476,leonardo campana,0,0,0,0,47,0
477,luke freeman,0,0,0,0,50,0
478,willian borges da silva,3,17,0,0,75,78
479,mohammed salisu,0,19,0,0,43,14
480,sean longstaff,2,26,0,0,46,41
481,matheus pereira,6,58,0,0,54,153
482,joe hart,0,0,0,0,42,0
483,aaron ramsdale,5,63,0,146,46,123
484,antonee robinson,5,28,0,0,44,57
485,jeff hendrick,3,24,0,0,45,52
486,scott dann,2,24,0,0,42,39
487,matthew longstaff,1,8,0,0,48,10
488,mark gillespie,0,0,0,0,43,0
489,eberechi eze,6,51,0,0,58,125
490,thiago thiago,10,25,0,0,56,92
491,robin koch,4,21,0,0,43,38
492,rodrigo moreno,3,21,0,0,57,89
493,mario lemina,3,27,0,0,45,55
494,gabriel magalhaes,6,24,0,0,49,78
495,donny van de beek,0,12,0,0,66,32
496,matthew cash,11,35,0,0,50,89
497,jacob murphy,3,33,0,0,49,69
498,timothy castagne,6,37,0,0,58,94
499,cedric kipre,0,0,0,0,43,0
500,kai havertz,8,15,0,0,83,91
501,daniel ceballos fernandez,6,17,0,0,47,62
502,allan marques loureiro,7,30,0,0,52,47
503,christian walton,0,0,0,0,40,0
504,fabio silva,0,29,0,0,52,72
505,fernando marcal,1,9,0,0,47,19
506,callum wilson,5,37,0,0,65,134
507,ryan fraser,4,18,0,0,56,39
508,james rodriguez,5,27,0,0,77,101
509,ethan ampadu,2,41,1,0,43,44
510,jayden bogle,2,20,0,0,43,39
511,max lowe,0,10,0,0,42,9
512,abdoulaye doucoure,9,36,0,0,51,80
513,jamal lewis,3,37,0,0,40,44
514,ollie watkins,14,46,0,0,63,168
515,vitor ferreira,0,8,0,0,47,26
516,alphonse areola,9,48,0,116,45,124
517,kenny tete,5,27,0,0,43,50
518,nampalys mendy,4,25,0,0,42,41
519,jimmy dunne,0,6,0,0,38,9
520,bobby thomas,0,0,0,0,39,0
521,cameron carter-vickers,0,0,0,0,39,0
522,sam woods,0,0,0,0,40,0
523,fraser forster,2,11,0,20,40,30
524,nathan tella,2,11,0,0,43,36
525,denis odoi,0,10,0,0,42,1
526,mohamed naser el sayed elneny,5,20,0,0,42,50
527,matt macey,0,0,0,0,40,0
528,jason steele,0,0,0,0,39,0
529,phil jagielka,0,12,1,0,39,5
530,branislav ivanovic,2,19,0,0,44,20
531,thiago alcantara do nascimento,8,18,0,0,55,55
532,elia caprile,0,0,0,0,40,0
533,mateusz bogusz,0,0,0,0,43,0
534,ryan inniss,0,0,0,0,40,0
535,josh benson,1,7,0,0,44,10
536,anthony driscoll-glennon,0,0,0,0,39,0
537,adrian bernabe,0,0,0,0,45,0
538,zack steffen,0,1,0,1,44,2
539,liam delap,0,4,0,0,42,1
540,bertrand traore,11,31,0,0,58,135
541,cengiz under,0,5,0,0,57,16
542,sergio reguilon,8,31,1,0,55,89
543,gareth bale,5,12,0,0,92,113
544,conor gallagher,5,48,0,0,55,71
545,ki-jana hoever,0,11,0,0,44,13
546,nelson cabral semedo,9,45,1,0,51,109
547,runar alex runarsson,0,0,0,2,44,1
548,edouard mendy,16,25,0,57,53,140
549,diego llorente,4,12,0,0,44,50
550,jayson molumby,0,0,0,0,45,1
551,mace goodridge,0,0,0,0,45,0
552,cole palmer,0,0,0,0,44,0
553,meritan shabani,0,0,0,0,44,0
554,jacob ramsey,2,10,0,0,45,28
555,filip krovinovic,1,11,0,0,49,17
556,ruben santos gato alves dias,17,21,1,0,59,142
557,ademola lookman,10,33,0,0,47,107
558,vladimir coufal,9,43,0,0,48,128
559,niels nkounkou,0,1,0,0,40,2
560,caoimhin kelleher,1,1,0,6,45,10
561,wesley fofana,7,30,0,0,50,71
562,ola aina,8,36,0,0,43,102
563,rayan ait nouri,3,23,0,0,50,54
564,carlos vinicius alves morais,1,2,0,0,69,13
565,ibrahima diallo,3,22,0,0,45,31
566,ben godfrey,11,35,1,0,51,100
567,thomas partey,6,18,0,0,49,47
568,alex nicolao telles,1,11,0,0,53,25
569,edinson cavani,4,18,0,0,80,99
570,raphael dias belloli,9,34,0,0,56,133
571,joachim andersen,9,36,0,0,45,93
572,tosin adarabioyo,9,41,1,0,45,100
573,robin olsen,2,9,0,21,45,25
574,andi zeqiri,0,2,0,0,50,9
575,facundo pellistri,0,0,0,0,52,0
576,craig dawson,7,25,2,0,45,75
577,nathaniel clyne,2,22,0,0,45,28
578,stephen henderson,0,0,0,0,40,0
579,islam slimani,0,1,0,0,49,1
580,michael verrips,0,0,0,0,40,0
581,owen otasowie,0,6,0,0,45,9
582,karlan grant,3,26,0,0,56,41
583,will norris,0,4,0,2,40,3
584,joe rodon,2,12,0,0,49,27
585,terence kongolo,0,1,0,0,43,2
586,jack butland,0,2,0,3,45,2
587,said benrahma,3,19,0,0,59,73
588,danny welbeck,6,18,0,0,55,89
589,nathaniel phillips,7,11,0,0,42,68
590,daniel n’lundulu,0,1,0,0,45,13
591,max thompson,0,0,0,0,45,0
592,lewis richardson,0,0,0,0,45,2
593,karlo ziger,0,0,0,0,40,0
594,rhys williams,3,6,0,0,40,28
595,james trafford,0,0,0,0,40,0
596,ellis simms,0,0,0,0,45,0
597,robert sanchez,10,27,0,66,45,101
598,kayne ramsay,0,9,0,0,40,-3
599,jack jenkins,0,0,0,0,45,0
600,lee peltier,0,8,0,0,39,2
601,leighton clarkson,0,0,0,0,45,0
602,elliot anderson,0,0,0,0,45,1
603,kean bryan,2,17,1,0,39,29
604,lee grant,0,0,0,0,40,0
605,faustino anjorin,0,0,0,0,45,0
606,daniel langley,0,0,0,0,39,0
607,jake cain,0,0,0,0,45,0
608,scott carson,0,3,0,2,39,7
609,felix nmecha,0,0,0,0,45,0
610,theo corbeanu,0,0,0,0,44,1
611,taylor perry,0,0,0,0,44,0
612,anthony mancini,0,0,0,0,44,0
613,joel mumbongo,0,1,0,0,45,3
614,luke cundle,0,0,0,0,45,0
615,lewis richards,0,0,0,0,40,0
616,christian marques,0,0,0,0,39,0
617,andreas sondergaard,0,0,0,0,40,0
618,antwoine hackford,0,0,0,0,44,1
619,niall huggins,0,0,0,0,45,1
620,charlie cresswell,0,0,0,0,40,0
621,cheikh diaby,0,0,0,0,45,0
622,luke mbete,0,0,0,0,40,0
623,taylor harwood-bellis,0,0,0,0,40,0
624,kgaogelo chauke,0,0,0,0,44,0
625,harry lewis,0,0,0,0,40,0
626,patrick cutrone,0,0,0,0,59,2
627,percy tau,0,2,0,0,49,7
628,jakub moder,2,10,0,0,50,21
629,nigel lonwijk,0,0,0,0,39,0
630,reda khadra,0,0,0,0,45,1
631,teddy jenks,0,0,0,0,45,0
632,max sanders,0,0,0,0,45,0
633,jensen weir,0,0,0,0,45,0
634,will ferry,0,0,0,0,45,0
635,allan tchaptchet,0,3,0,0,40,0
636,caleb watts,0,0,0,0,45,2
637,frederik alves,0,0,0,0,40,0
638,ademipo odubeko,0,0,0,0,45,0
639,andy lonergan,0,0,0,0,40,0
640,amad diallo,0,3,0,0,54,8
641,jean-philippe mateta,0,4,0,0,53,15
642,willian jose da silva,5,13,0,0,68,40
643,alexandre jankewitz,0,9,0,0,45,-1
644,tyler onyango,0,0,0,0,45,0
645,martin ødegaard,3,12,0,0,56,40
646,kyron gordon,0,0,0,0,40,0
