,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
647,morgan sanson,1,4,0,0,55,10
648,mbaye diagne,4,17,0,0,60,57
649,hugo bueno,0,0,0,0,40,0
650,alfie devine,0,0,0,0,44,0
651,joshua king,0,2,0,0,50,11
652,ozan kabak,3,9,0,0,50,26
653,ben davies,0,0,0,0,47,0
654,okay yokuslu,4,20,0,0,45,34
655,ryan finnigan,0,0,0,0,45,0
656,iliman ndiaye,0,1,0,0,45,1
657,zak brunt,0,0,0,0,45,0
658,richard nartey,0,0,0,0,40,0
659,claudio gomes,0,0,0,0,45,0
660,vontae daley-campbell,0,0,0,0,40,0
661,thakgalo leshabela,0,0,0,0,44,1
662,thomas mcgill,0,0,0,0,39,0
663,michal karbownik,0,0,0,0,45,0
664,moises caicedo,0,0,0,0,50,0
665,josh maja,5,9,0,0,50,40
666,dane scarlett,0,0,0,0,45,1
667,joe gelhardt,0,0,0,0,45,0
668,conor coventry,0,0,0,0,45,0
669,jamal baptiste,0,0,0,0,40,0
670,frankie maguire,0,0,0,0,44,0
671,kaine hayden,0,0,0,0,45,0
672,carney chukwuemeka,0,0,0,0,45,2
673,shola shoretire,0,0,0,0,44,2
674,nathan trott,0,0,0,0,40,0
675,reece hannam,0,0,0,0,40,0
676,sidnei tavares,0,1,0,0,44,3
677,liam hughes,0,0,0,0,40,0
678,jakub ojrzynski,0,0,0,0,40,0
679,kyle john,0,0,0,0,40,0
680,nathan broadhead,0,0,0,0,45,1
681,ryan astley,0,0,0,0,40,0
682,harry tyrer,0,0,0,0,40,0
683,jaden philogene-bidace,0,0,0,0,44,1
684,shane flynn,0,0,0,0,45,0
685,gaetano berardi,1,0,0,0,40,8
686,nathan bishop,0,0,0,0,40,0
687,thanawat suengchitthawon,0,0,0,0,45,0
688,jesurun rak-sakyi,0,0,0,0,45,0
689,miguel azeez,0,0,0,0,45,0
690,reece welch,0,0,0,0,40,0
691,isaac price,0,0,0,0,45,0
692,sam greenwood,0,0,0,0,45,0
693,crysencio summerville,0,0,0,0,44,0
694,cody drameh,0,0,0,0,40,0
695,fabio carvalho,0,6,0,0,45,12
696,ben woodburn,0,0,0,0,45,0
697,billy koumetio,0,0,0,0,40,0
698,valentino livramento,0,0,0,0,40,0
699,daniel jebbison,2,2,0,0,45,12
700,caleb taylor,0,0,0,0,40,0
701,taylor gardner-hickman,0,0,0,0,45,0
702,anthony elanga,0,2,0,0,45,11
703,tawanda maswanhise,0,0,0,0,45,0
704,harry boyes,0,0,0,0,40,0
705,femi seriki,0,0,0,0,45,1
706,toby king,0,0,0,0,45,0
707,sylvester jasper,0,0,0,0,45,0
708,tyrese francois,0,1,0,0,45,1
709,tim iroegbunam,0,0,0,0,45,0
710,nile john,0,0,0,0,45,0
711,william osula,0,0,0,0,45,0
712,hannibal mejbri,0,0,0,0,45,1
