,Name,Clean Sheets,Goals Conceded,Own Goals,Saves,Cost,Points
55,ezequiel schelotto,0,0,0,0,38,0
56,leon balogun,0,10,0,0,42,15
57,anthony knockaert,3,41,0,0,52,74
58,dale stephens,5,46,0,0,43,65
59,beram kayal,4,17,0,0,44,36
60,solomon march,6,40,0,0,47,94
61,pascal groß,3,31,0,0,67,80
62,davy propper,4,45,0,0,48,72
63,jose heriberto izquierdo mena,3,10,0,0,59,31
64,glenn murray,4,45,0,0,61,129
65,tomer hemed,0,0,0,0,49,0
66,sam baldock,0,0,0,0,45,0
67,jurgen locadia,3,21,0,0,53,52
68,florin andone,2,14,0,0,50,38
69,david button,1,5,0,14,40,15
70,jason steele,0,0,0,0,39,0
71,bernardo fernandes da silva junior,2,29,0,0,42,39
72,yves bissouma,3,32,0,0,46,43
73,alireza jahanbakhsh,5,16,0,0,67,33
74,tom heaton,4,27,0,63,48,58
75,nick pope,0,0,0,0,48,0
76,matthew lowton,4,41,0,0,46,34
77,ben mee,8,68,2,0,46,81
78,stephen ward,1,6,0,0,47,7
79,james tarkowski,7,63,0,0,47,97
80,kevin long,1,9,0,0,41,16
81,charlie taylor,7,64,0,0,44,82
82,phil bardsley,4,27,1,0,42,33
83,johann berg gudmundsson,5,39,0,0,55,92
84,steven defour,0,14,0,0,53,10
85,jeff hendrick,4,44,0,0,52,73
86,robbie brady,1,17,0,0,54,20
87,ashley westwood,7,55,0,0,46,111
88,jonathan walters,0,0,0,0,47,0
89,jack cork,8,63,0,0,46,87
90,aaron lennon,3,22,0,0,49,41
91,sam vokes,2,20,0,0,53,48
92,ashley barnes,7,41,1,0,56,122
93,nahki wells,0,0,0,0,45,0
94,chris wood,7,49,0,0,63,131
95,anders lindegaard,0,0,0,0,43,0
96,joe hart,4,41,0,77,42,69
97,ben gibson,0,3,0,0,48,6
98,matej vydra,0,7,0,0,56,21
99,neil etheridge,10,69,0,141,46,154
100,alex smithies,0,0,0,0,42,0
101,sean morrison,9,63,0,0,47,97
102,sol bamba,7,52,0,0,44,95
103,bruno ecuele manga,10,67,0,0,44,97
104,matthew connolly,0,0,0,0,38,0
105,joe bennett,9,50,0,0,44,77
106,lee peltier,5,26,0,0,39,43
107,ashley darel jazz richards,0,4,0,0,39,2
108,greg halford,0,0,0,0,40,0
109,joe ralls,5,40,0,0,46,45
110,david junior hoilett,6,46,0,0,50,82
111,nathaniel mendez-laing,4,18,0,0,48,63
112,callum paterson,5,41,0,0,48,80
113,aron gunnarsson,6,40,0,0,44,65
114,anthony pilkington,0,0,0,0,44,0
115,loic damour,0,2,0,0,43,2
116,danny ward,0,14,0,0,43,22
117,josh murphy,7,32,0,0,48,76
118,kenneth zohore,2,19,0,0,46,33
119,omar bogle,0,0,0,0,45,0
120,gary madine,0,3,0,0,44,5
121,bobby reid,4,30,0,0,52,80
122,greg cunninghamm,1,17,0,0,41,9
123,thibaut courtois,0,0,0,0,55,0
124,willy caballero,2,0,0,3,47,13
125,cesar azpilicueta,16,39,0,0,64,158
126,gary cahill,0,0,0,0,50,2
127,marcos alonso,14,28,0,0,62,161
128,david luiz moreira marinho,16,36,0,0,58,164
129,victor moses,0,1,0,0,55,2
130,antonio rudiger,12,35,0,0,59,116
131,andreas christensen,3,7,0,0,50,22
132,davide zappacosta,1,0,0,0,50,9
133,emerson palmieri dos santos,2,11,0,0,52,22
134,eden hazard,12,35,0,0,110,238
135,cesc fabregas,0,2,0,0,62,6
136,willian borges da silva,11,25,0,0,71,108
137,pedro rodriguez ledesma,7,19,0,0,62,112
138,ross barkley,7,13,0,0,50,79
139,daniel drinkwater,0,0,0,0,46,0
140,tiemoue bakayoko,0,0,0,0,49,0
141,n’golo kante,14,38,0,0,49,116
142,ethan ampadu,0,0,0,0,44,0
143,callum hudson-odoi,2,5,0,0,42,18
144,ruben loftus-cheek,5,9,0,0,52,79
145,olivier giroud,6,5,0,0,77,55
146,alvaro morata,6,11,0,0,84,46
147,jorge luiz frello filho,16,37,0,0,46,96
148,tammy abraham,0,0,0,0,54,0
149,wayne hennessey,5,26,0,44,44,67
150,julian speroni,0,4,0,5,39,1
151,vicente guaita,7,23,0,64,43,81
152,james tomkins,10,37,0,0,43,86
153,scott dann,2,10,0,0,44,23
154,martin kelly,3,21,1,0,39,26
155,jeffrey schlupp,4,26,0,0,43,91
156,patrick van aanholt,12,46,0,0,55,140
157,mamadou sakho,9,35,0,0,49,88
158,jairo riedewald,0,0,0,0,43,0
159,aaron wan-bissaka,12,47,0,0,46,120
160,jason puncheon,1,9,0,0,41,15
161,james mcarthur,11,49,0,0,49,121
162,bakary sako,0,2,0,0,49,4
163,andros townsend,11,46,0,0,56,135
164,luka milivojevic,12,53,0,0,65,166
165,wilfried zaha,11,49,0,0,70,143
166,christian benteke,3,13,0,0,63,33
167,alexander sørloth,0,3,0,0,48,12
168,cheikhou kouyate,9,30,0,0,47,67
169,joel ward,0,14,0,0,43,13
170,jaroslaw jach,0,0,0,0,40,0
171,pape souare,0,0,0,0,42,1
172,connor wickham,0,1,0,0,49,9
173,sullay kaikai,0,0,0,0,43,0
174,max meyer,6,24,0,0,55,60
175,jordan pickford,14,46,0,94,49,161
176,maarten stekelenburg,0,0,0,0,39,0
177,leighton baines,0,6,0,0,50,7
178,seamus coleman,13,30,1,0,52,125
179,phil jagielka,2,4,0,0,43,22
180,ashley williams,0,0,0,0,45,0
181,mason holgate,0,9,0,0,43,5
182,jonjoe kenny,1,15,0,0,41,19
183,michael keane,13,39,0,0,48,129
184,cuco martina,0,0,0,0,45,0
185,theo walcott,6,33,0,0,59,101
186,yannick bolasie,0,0,0,0,58,0
187,james mccarthy,0,0,0,0,44,1
188,morgan schneiderlin,5,9,0,0,42,28
189,idrissa gueye,13,31,0,0,47,78
190,tom davies,2,19,0,0,50,26
191,ademola lookman,1,8,0,0,49,34
192,davy klaassen,0,0,0,0,60,0
193,gylfi sigurdsson,15,41,0,0,74,182
194,nikola vlasic,0,0,0,0,50,0
195,beni baningime,0,0,0,0,43,0
196,dominic calvert-lewin,8,26,0,0,54,92
197,oumar niasse,5,13,0,0,50,30
198,cenk tosun,1,17,0,0,64,56
199,richarlison de andrade,11,36,0,0,64,153
200,kevin mirallas,0,0,0,0,55,0
201,sandro ramirez,0,0,0,0,54,0
202,lucas digne,13,38,1,0,54,158
203,calum chambers,5,52,0,0,42,60
204,marcus bettinelli,0,20,0,20,42,15
205,tim ream,5,49,0,0,42,50
206,denis odoi,3,62,1,0,44,44
207,tom cairney,5,51,0,0,46,71
208,kevin mcdonald,0,27,0,0,42,17
209,ryan sessegnon,3,60,0,0,60,94
210,stefan johansen,0,12,0,0,50,11
211,floyd ayite,0,13,0,0,42,24
212,neeskens kebano,0,3,0,0,43,7
213,rui pedro da rocha fonte,0,0,0,0,44,0
214,aboubakar kamara,1,17,0,0,45,28
215,maxime le marchand,3,53,0,0,42,38
216,jean michael seri,3,54,0,0,49,72
217,cyrus christie,3,42,0,0,42,42
218,fabricio agosto ramirez,0,5,0,15,42,8
219,andre schurrle,2,43,0,0,55,75
220,aleksandar mitrovic,5,78,0,0,63,134
221,alfie mawson,1,26,0,0,47,19
222,ben hamer,0,21,0,24,39,9
223,jonas lossl,5,54,0,88,44,99
224,christopher schindler,5,72,0,0,42,76
225,chris lowe,1,55,0,0,44,49
226,tommy smith,1,37,0,0,44,9
227,mathias jorgensen,3,38,0,0,44,67
228,scott malone,0,0,0,0,40,0
229,florent hadergjonaj,4,36,0,0,43,50
230,terence kongolo,4,65,1,0,43,60
231,aaron mooy,3,48,0,0,50,76
232,rajiv van la parra,1,6,0,0,46,10
233,jonathan hogg,5,44,0,0,44,54
234,philip billing,5,43,0,0,45,63
235,tom ince,0,0,0,0,50,0
236,danny williams,1,1,0,0,45,6
237,abdelhamid sabiri,0,3,0,0,43,2
238,alex pritchard,7,40,0,0,48,69
239,ramadan sobhi,0,2,0,0,47,4
240,juninho bacuna,0,37,0,0,42,39
241,collin quaner,0,2,0,0,43,2
242,laurent depoitre,0,23,0,0,51,34
243,steve mounie,5,38,0,0,58,69
244,elias kachunga,1,30,0,0,48,29
245,erik durm,3,45,0,0,44,49
246,adama diakhaby,1,16,0,0,45,19
247,kasper schmeichel,10,48,0,90,50,120
248,eldin jakupovic,0,0,0,0,43,0
249,wes morgan,6,28,0,0,45,76
250,christian fuchs,0,5,0,0,41,3
251,danny simpson,1,4,0,0,42,12
252,yohan benalouane,0,0,0,0,39,0
253,benjamin chilwell,10,43,0,0,50,118
254,harry maguire,6,41,0,0,54,92
255,ricardo domingos barbosa pereira,10,45,0,0,53,146
256,jonny evans,8,26,0,0,48,77
257,marc albrighton,5,17,0,0,51,63
258,demarai gray,6,29,0,0,54,84
259,daniel amartey,1,9,0,0,43,15
260,wilfred ndidi,9,47,0,0,49,89
261,vicente iborra,0,4,0,0,47,9
262,matty james,0,0,0,0,44,0
263,hamza choudhury,4,4,0,0,43,20
264,adrien sebastian perruchet silva,0,1,0,0,47,3
265,fousseni diabate,0,1,0,0,46,1
266,james maddison,8,44,0,0,66,137
267,jamie vardy,11,36,0,0,90,174
268,shinji okazaki,0,4,0,0,51,25
269,kelechi iheanacho,1,16,0,0,57,58
270,danny ward,0,0,0,0,43,0
271,rachid ghezzal,1,13,0,0,50,28
272,simon mignolet,0,0,0,0,47,0
273,loris karius,0,0,0,0,49,0
274,dejan lovren,6,7,0,0,49,63
275,alberto moreno,0,2,0,0,41,4
276,nathaniel clyne,3,26,0,0,44,34
277,joseph gomez,7,4,0,0,48,55
278,joel matip,9,12,0,0,49,83
279,ragnar klavan,0,0,0,0,44,0
280,trent alexander-arnold,16,14,0,0,58,185
281,virgil van dijk,20,22,0,0,67,208
282,andrew robertson,21,20,0,0,67,213
283,alex oxlade-chamberlain,0,0,0,0,64,2
284,jordan henderson,12,14,0,0,53,76
285,adam lallana,3,3,0,0,69,23
286,sadio mane,19,21,0,0,103,231
287,georginio wijnaldum,18,16,0,0,55,108
288,mohamed salah,21,20,0,0,132,259
289,james milner,9,13,0,0,56,101
290,fabio henrique tavares,11,14,0,0,55,65
291,naby keita,10,8,0,0,71,67
292,roberto firmino,19,15,0,0,93,160
293,danny ings,5,27,0,0,54,90
294,dominic solanke,0,5,0,0,47,15
295,xherdan shaqiri,7,6,0,0,68,88
296,alisson ramses becker,21,22,0,76,59,176
297,daniel sturridge,2,5,0,0,56,34
298,riyad mahrez,4,9,0,0,82,102
299,ederson santana de moraes,20,23,0,58,57,169
300,claudio bravo,0,0,0,0,48,0
301,john stones,9,15,0,0,52,83
302,vincent kompany,6,7,0,0,52,58
303,nicolas otamendi,9,7,0,0,60,70
304,kyle walker,18,17,0,0,64,150
305,danilo luiz da silva,4,7,0,0,48,46
306,benjamin mendy,4,6,0,0,61,59
307,aymeric laporte,18,21,0,0,63,177
308,fabian delph,3,9,0,0,53,29
309,raheem sterling,17,19,0,0,117,234
310,david silva,16,14,0,0,85,143
311,fernando luiz rosa,12,15,0,0,53,79
312,kevin de bruyne,6,3,0,0,96,59
313,ilkay gundogan,13,15,0,0,54,113
314,leroy sane,9,14,0,0,93,156
315,bernardo mota veiga de carvalho e silva,15,22,0,0,78,154
316,phil foden,2,0,0,0,45,25
317,brahim diaz,0,0,0,0,47,0
318,oleksandr zinchenko,9,4,0,0,47,44
319,sergio aguero,17,15,0,0,120,201
320,gabriel fernando de jesus,2,11,0,0,99,79
321,david de gea,7,54,0,123,57,120
322,sergio romero,0,0,0,0,49,0
323,chris smalling,4,36,1,0,56,56
324,phil jones,3,17,0,0,51,43
325,luke shaw,6,39,0,0,51,91
326,marcos rojo,0,5,1,0,49,2
327,antonio valencia,2,5,0,0,64,17
328,matteo darmian,1,8,0,0,46,14
329,daley blind,0,0,0,0,50,0
330,eric bailly,1,13,0,0,50,16
331,victor lindelof,6,40,1,0,49,85
332,ashley young,4,44,0,0,57,73
333,jose diogo dalot teixeira,1,18,0,0,53,27
334,alexis sanchez,2,10,0,0,100,47
335,nemanja matic,6,37,0,0,50,59
336,juan mata,5,15,0,0,61,70
337,marouane fellaini,1,14,0,0,48,26
338,ander herrera,5,18,0,0,50,62
339,jesse lingard,3,26,0,0,67,78
340,anthony martial,5,25,0,0,72,122
341,paul pogba,8,43,0,0,86,179
342,scott mctominay,1,18,0,0,42,38
343,frederico rodrigues de paula santos,1,19,0,0,53,40
344,marcus rashford,6,35,0,0,73,128
345,romelu lukaku,4,38,0,0,107,115
346,andreas pereira,1,13,0,0,45,27
347,robert elliot,0,0,0,0,43,0
348,karl darlow,0,0,0,0,44,0
349,martin dubravka,11,48,0,96,50,131
350,deandre yedlin,5,41,1,0,45,63
351,ciaran clark,2,15,0,0,45,42
352,jamaal lascelles,10,36,0,0,47,95
353,paul dummett,7,27,0,0,44,67
354,florian lejeune,4,13,0,0,44,35
355,javier manquillo,4,16,0,0,43,53
356,chancel mbemba,0,0,0,0,40,0
357,matt ritchie,10,40,0,0,58,110
358,jonjo shelvey,5,13,0,0,53,39
359,mohamed diame,7,32,0,0,48,56
360,christian atsu,6,18,0,0,51,55
361,jacob murphy,1,8,0,0,47,16
362,mikel merino,0,0,0,0,50,0
363,isaac hayden,7,25,0,0,43,69
364,sung-yueng ki,4,20,0,0,47,38
365,dwight gayle,0,0,0,0,60,0
366,ayoze perez,11,35,0,0,61,141
367,jose luis mato sanmartin,1,15,0,0,47,30
368,robert kenedy nunes do nascimento,6,18,0,0,47,50
369,fabian schar,7,23,0,0,45,93
370,yoshinori muto,1,10,0,0,56,24
371,salomon rondon,9,31,0,0,59,148
372,alex mccarthy,4,44,0,78,43,73
373,fraser forster,0,3,0,3,42,2
374,ryan bertrand,6,42,0,0,48,56
375,maya yoshida,3,29,0,0,41,44
376,cedric soares,4,31,0,0,42,52
377,jack stephens,3,35,0,0,42,47
378,sam mcqueen,0,0,0,0,40,0
379,jan bednarek,3,37,0,0,40,49
380,wesley hoedt,4,24,2,0,42,29
381,steven davis,0,4,0,0,46,9
382,james ward-prowse,3,41,1,0,51,94
383,oriol romeu vidal,6,37,0,0,42,55
384,pierre-emile højbjerg,4,59,0,0,44,90
385,sofiane boufal,0,0,0,0,55,0
386,joshua sims,0,6,0,0,44,11
387,nathan redmond,9,58,0,0,55,137
388,mario lemina,4,37,0,0,47,50
389,stuart armstrong,5,26,0,0,51,75
390,mohamed elyounoussi,4,10,0,0,60,28
391,shane long,2,24,0,0,47,66
392,charlie austin,5,17,0,0,55,46
393,manolo gabbiadini,0,12,0,0,56,23
394,guido carrillo,0,0,0,0,55,0
395,angus gunn,3,18,0,33,43,47
396,jannik vestergaard,4,31,0,0,46,50
397,matt targett,0,25,0,0,42,36
398,hugo lloris,12,33,0,100,54,145
399,michel vorm,0,4,0,9,47,5
400,toby alderweireld,12,31,1,0,60,107
401,danny rose,8,16,0,0,58,86
402,jan vertonghen,6,23,0,0,59,67
403,ben davies,6,26,0,0,56,66
404,kieran trippier,10,23,1,0,60,118
405,kyle walker-peters,2,4,0,0,42,28
406,davinson sanchez,6,22,0,0,58,78
407,serge aurier,2,9,0,0,57,24
408,eric dier,5,18,0,0,47,56
409,mousa dembele,1,6,0,0,49,14
410,erik lamela,4,12,0,0,59,67
411,christian eriksen,8,37,0,0,92,161
412,bamidele alli,8,21,0,0,88,94
413,victor wanyama,3,4,0,0,49,24
414,heung-min son,10,23,0,0,86,159
415,harry winks,6,17,0,0,55,53
416,moussa sissoko,11,28,0,0,49,76
417,lucas rodrigues moura da silva,14,18,0,0,69,131
418,fernando llorente,2,8,1,0,51,41
419,harry kane,9,31,0,0,126,160
420,georges-kevin nkoudou,0,0,0,0,48,4
421,heurelho gomes,0,0,0,0,42,0
422,pontus dahlberg,0,0,0,0,43,0
423,younes kaboul,0,0,0,0,42,0
424,craig cathcart,6,54,2,0,45,93
425,sebastian prodl,0,0,0,0,42,1
426,jose holebas,5,41,0,0,48,93
427,miguel britos,0,5,0,0,43,3
428,christian kabasele,3,29,0,0,44,36
429,daryl janmaat,3,22,0,0,49,50
430,adrian mariappa,5,32,0,0,42,57
431,francisco femenia far,4,40,0,0,42,66
432,marvin zeegelaar,0,0,0,0,42,0
433,marc navarro,0,3,0,0,42,2
434,adam masina,2,20,0,0,43,26
435,nathaniel chalobah,0,7,0,0,44,10
436,tom cleverley,3,7,0,0,50,25
437,etienne capoue,8,48,0,0,48,79
438,abdoulaye doucoure,5,56,1,0,58,124
439,roberto pereyra,6,53,0,0,59,122
440,will hughes,7,39,0,0,49,87
441,gerard deulofeu,9,29,0,0,57,133
442,andre gray,4,23,0,0,59,83
443,troy deeney,5,44,0,0,58,116
444,stefano okaka,0,1,0,0,50,1
445,jerome sinclair,0,0,0,0,44,0
446,ben foster,7,59,0,128,46,129
447,ken sema,3,9,0,0,46,37
448,adrian san miguel del castillo,0,0,0,0,42,0
449,lukasz fabianski,7,55,0,148,47,143
450,winston reid,0,0,0,0,44,0
451,aaron cresswell,1,26,0,0,50,34
452,angelo ogbonna,2,36,0,0,42,48
453,sam byram,0,0,0,0,45,0
454,pablo zabaleta,4,35,0,0,43,56
455,declan rice,6,47,0,0,44,92
456,reece oxford,0,0,0,0,42,0
457,ryan fredericks,3,16,0,0,45,38
458,issa diop,7,43,1,0,42,87
459,arthur masuaku,4,29,0,0,42,49
460,mark noble,7,31,0,0,48,99
461,pedro obiang,2,21,0,0,42,43
462,manuel lanzini,2,12,0,0,64,31
463,michail antonio,7,30,0,0,68,118
464,edimilson fernandes,0,0,0,0,45,0
465,marko arnautovic,4,34,0,0,67,117
466,andy carroll,0,7,0,0,54,12
467,javier hernandez balcazar,6,20,0,0,61,86
468,jordan hugill,0,0,0,0,50,0
469,jack wilshere,1,10,0,0,48,17
470,andriy yarmolenko,1,6,0,0,67,27
471,fabian balbuena,5,32,0,0,42,61
472,felipe anderson pereira gomes,7,49,0,0,68,155
473,robert snodgrass,5,33,0,0,50,85
474,john ruddy,1,0,0,3,42,7
475,will norris,0,0,0,0,39,1
476,willy boly,8,43,0,0,47,120
477,barry douglas,0,0,0,0,50,0
478,matt doherty,8,41,1,0,53,144
479,romain saiss,3,17,0,0,42,47
480,ryan bennett,9,38,0,0,41,89
481,danny batth,0,0,0,0,40,0
482,roderick jefferson goncalves miranda,0,0,0,0,40,0
483,conor coady,9,46,3,0,45,94
484,ruben goncalo silva nascimento vinagre,1,9,0,0,43,24
485,diogo jota,10,29,0,0,63,139
486,ruben diogo da silva neves,8,43,0,0,49,104
487,ivan cavaleiro,1,11,0,0,52,48
488,helder costa,5,19,0,0,46,52
489,bright enobakhare,0,0,0,0,43,0
490,raul jimenez,12,40,0,0,69,181
491,bonatini lohner maia bonatini,0,0,0,0,46,10
492,morgan gibbs-white,4,12,0,0,43,37
493,rafa mir,0,0,0,0,45,0
494,rui pedro dos santos patricio,8,46,0,97,45,118
495,joao filipe iria santos moutinho,9,39,0,0,51,119
496,jonathan castro otto,8,39,0,0,43,103
497,martin montoya,3,41,0,0,43,45
498,domingos quina,0,5,0,0,44,17
499,luke amos,0,0,0,0,43,1
500,isaac success ajayi,2,21,0,0,45,42
501,victor camarasa,9,53,0,0,44,106
502,kepa arrizabalaga,14,39,0,82,54,142
503,mateo kovacic,9,19,0,0,57,64
504,jordan ayew,5,13,0,0,57,46
505,yerry mina,3,13,0,0,54,36
506,bernard anicio caldeira duarte,13,19,0,0,59,88
507,andre filipe tavares gomes,9,28,0,0,54,64
508,sergio rico,5,56,0,111,44,86
509,joe bryan,5,54,1,0,48,52
510,timothy fosu-mensah,1,18,1,0,45,14
511,andre-frank zambo anguissa,3,33,0,0,44,37
512,luciano vietto,1,21,0,0,53,47
513,isaac mbenza,0,25,0,0,59,38
514,filip benkovic,0,0,0,0,50,0
515,caglar soyuncu,0,4,0,0,48,9
516,federico fernandez,3,24,0,0,44,47
517,lucas perez,0,13,0,0,62,33
518,carlos sanchez,0,4,0,0,43,9
519,adama traore,1,13,0,0,51,44
520,leander dendoncker,3,21,0,0,43,48
521,ibrahima cisse,0,4,0,0,43,4
522,jon gorenc stankovic,2,20,0,0,39,24
523,lee grant,0,0,0,0,48,0
524,kortney hause,0,0,0,0,40,0
525,kurt zouma,10,39,0,0,50,112
526,nampalys mendy,7,29,0,0,43,58
527,kieran dowell,0,0,0,0,45,0
528,arijanet muric,0,0,0,0,45,0
529,jamie sterry,0,0,0,0,40,0
530,sean longstaff,3,9,0,0,45,26
531,dwight mcneil,5,25,0,0,44,75
532,kadeem harris,1,6,0,0,45,24
533,brian murphy,0,0,0,0,40,0
534,tyias browning,0,0,0,0,40,0
535,ryan schofield,0,0,0,0,40,0
536,paulo gazzaniga,1,2,0,11,45,13
537,alfie whiteman,0,0,0,0,40,0
538,grady diangana,2,13,0,0,45,25
539,oliver skipp,2,1,0,0,45,12
540,emiliano martinez,0,0,0,0,40,0
541,zeze steven sessegnon,0,0,0,0,40,0
542,divock origi,3,2,0,0,50,32
543,ben wilmot,0,2,0,0,40,1
544,emile smith-rowe,0,0,0,0,45,0
545,zech medley,0,0,0,0,40,0
546,joe powell,0,0,0,0,45,0
547,conor coventry,0,0,0,0,45,0
548,juan foyth,3,12,0,0,50,35
549,michael obafemi,0,3,0,0,50,13
550,edward nketiah,0,3,0,0,50,10
551,viktor gyokeres,0,0,0,0,45,0
552,frederick woodman,0,0,0,0,40,0
553,adalberto penaranda,0,0,0,0,50,0
554,ryan john giles,0,0,0,0,45,0
555,yan valery,3,30,0,0,41,54
556,josh knight,0,0,0,0,40,0
557,rafael camacho,0,1,0,0,50,1
558,ben white,0,0,0,0,40,0
559,timothy eyoma,0,0,0,0,40,0
560,alexandre nascimento costa silva,0,0,0,0,45,1
561,tyreke johnson,0,0,0,0,45,1
562,kayne ramsay,0,3,0,0,40,1
563,bukayo saka,0,0,0,0,45,1
564,abd-al-ali morakinyo olaposi koiki,0,0,0,0,40,0
565,joseph willock,1,1,0,0,45,4
566,angel gomes,0,1,0,0,50,2
567,max kilman,0,0,0,0,40,1
568,samir nasri,1,2,0,0,49,14
569,harvey barnes,1,16,0,0,55,43
570,callum slattery,0,1,0,0,45,4
571,max sanders,0,0,0,0,45,0
572,rhys healey,0,1,0,0,45,3
573,sam gallagher,0,1,0,0,45,4
574,ryan babel,3,26,0,0,56,75
575,joe tupper,0,0,0,0,40,0
576,callum roberts,0,0,0,0,45,0
577,kazaiah sterling,0,0,0,0,45,0
578,chris mepham,2,17,0,0,45,27
579,gonzalo higuain,5,15,0,0,90,53
580,denis suarez,0,1,0,0,57,4
581,carl jenkinson,0,3,0,0,45,4
582,dan burn,0,0,0,0,45,0
583,josh benson,0,0,0,0,45,0
584,peter crouch,0,3,0,0,44,8
585,leandro bacuna,1,14,0,0,43,17
586,lucas perri,0,0,0,0,40,0
587,karlan grant,1,23,0,0,50,45
588,miguel almiron,3,11,0,0,60,28
589,antonio barreca,0,0,0,0,41,1
590,youri tielemans,3,14,0,0,60,63
591,michy batshuayi,3,11,0,0,62,48
592,havard nordtveit,0,10,0,0,45,8
593,lazar markovic,0,1,0,0,47,1
594,alfie jones,0,0,0,0,40,0
595,cameron john,0,0,0,0,40,0
596,curtis jones,0,0,0,0,45,0
597,sam surridge,0,0,0,0,45,2
598,kyle taylor,0,0,0,0,45,0
599,joel coleman,0,1,0,2,40,2
600,demeaco duhaney,0,0,0,0,40,1
601,james garner,0,0,0,0,45,1
602,philippe sandler,0,0,0,0,40,0
603,tahith chong,0,1,0,0,45,2
604,ben johnson,0,1,0,0,40,2
605,matthew daly,0,1,0,0,45,2
606,sam woods,0,0,0,0,40,0
607,aaron rowe,0,1,0,0,45,2
608,mason greenwood,0,2,0,0,45,4
609,harvey elliott,0,1,0,0,40,2
610,george marsh,0,0,0,0,45,0
611,nathan holland,0,0,0,0,40,0
612,nnamdi ofoborh,0,0,0,0,45,0
613,vincent janssen,0,0,0,0,45,3
614,anthony driscoll-glennon,0,0,0,0,40,0
615,mark travers,1,5,0,9,40,9
616,jayson molumby,0,0,0,0,45,0
617,matt butcher,0,0,0,0,45,0
618,addji keaninkin marc-israel guehi,0,0,0,0,40,0
619,luke dreher,0,0,0,0,45,1
620,nikola tavares,0,0,0,0,40,0
621,luca de la torre,0,0,0,0,45,0
622,kelland watts,0,0,0,0,45,0
