,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
63,bernardo,BRA,"DF,MF",Brighton,25,3,2,206,0,0,0,0,0,0,0.4,0.1
64,ryan bertrand,ENG,DF,Southampton,30,29,29,"2,598",0,1,0,0,5,0,0.4,1.3
65,yves bissouma,MLI,MF,Brighton,23,36,35,"3,111",1,0,0,0,8,1,1.4,0.9
66,jayden bogle,ENG,"DF,MF",Sheffield Utd,20,16,12,"1,110",2,0,0,0,2,0,1.9,0.2
67,willy boly,CIV,DF,Wolves,29,21,21,"1,879",1,1,0,0,2,0,1.1,0.3
68,jarrod bowen,ENG,"FW,MF",West Ham,23,38,30,"2,562",8,5,0,0,0,0,7.1,5.0
69,robbie brady,IRL,MF,Burnley,28,19,12,"1,052",1,1,0,0,3,0,0.8,0.9
70,rhian brewster,ENG,"FW,MF",Sheffield Utd,20,27,12,"1,128",0,0,0,0,1,0,1.8,1.6
71,nathan broadhead,WAL,FW,Everton,22,1,0,3,0,0,0,0,0,0,0.0,0.0
72,josh brownhill,ENG,MF,Burnley,24,33,32,"2,813",0,1,0,0,2,0,1.9,0.7
73,joe bryan,ENG,"DF,MF",Fulham,26,16,7,669,1,0,0,0,2,0,0.6,0.3
74,kean bryan,ENG,DF,Sheffield Utd,23,13,12,"1,004",1,0,0,0,1,0,0.9,0.6
75,oliver burke,SCO,FW,Sheffield Utd,23,25,14,"1,269",1,1,0,0,2,0,2.1,2.2
76,dan burn,ENG,DF,Brighton,28,27,23,"2,061",1,0,0,0,5,0,1.5,0.8
77,,,,,,,,,,,,,,,,
78,jack butland,ENG,GK,Crystal Palace,27,1,1,90,0,0,0,0,0,0,0.0,0.0
79,david button,ENG,GK,West Brom,31,1,1,90,0,0,0,0,0,0,0.0,0.0
80,oskar buur,DEN,DF,Wolves,22,1,0,22,0,0,0,0,0,0,0.0,0.0
81,willy caballero,ARG,GK,Chelsea,38,1,1,90,0,0,0,0,0,0,0.0,0.0
82,gary cahill,ENG,DF,Crystal Palace,34,20,20,"1,800",1,1,0,0,3,0,0.7,0.6
83,tom cairney,SCO,MF,Fulham,29,10,9,759,1,1,0,0,2,0,0.5,1.1
84,dominic calvert-lewin,ENG,FW,Everton,23,33,32,"2,871",16,0,0,0,3,0,16.3,2.0
85,joao cancelo,POR,"DF,MF",Manchester City,26,28,27,"2,299",2,3,0,0,5,1,1.6,4.6
86,andy carroll,ENG,FW,Newcastle Utd,31,18,4,392,1,0,0,0,1,0,0.8,0.1
87,scott carson,ENG,GK,Manchester City,34,1,1,90,0,0,0,0,0,0,0.0,0.0
88,fabio carvalho,POR,"MF,FW",Fulham,17,4,3,255,1,0,0,0,0,0,1.2,0.4
89,matty cash,POL,DF,Aston Villa,22,28,28,"2,372",0,2,0,0,8,1,0.3,1.7
90,kiko casilla,ESP,GK,Leeds United,33,3,3,270,0,0,0,0,0,0,0.0,0.0
91,timothy castagne,BEL,DF,Leicester City,24,27,27,"2,345",2,3,0,0,1,0,1.1,2.2
92,jonny castro,ESP,"MF,DF",Wolves,26,7,7,495,0,0,0,0,0,0,0.1,0.1
93,ivan cavaleiro,POR,FW,Fulham,26,36,27,"2,472",3,0,1,2,2,0,6.4,2.7
94,edinson cavani,URU,FW,Manchester Utd,33,26,13,"1,375",10,3,0,0,4,0,8.0,2.2
95,dani ceballos,ESP,MF,Arsenal,23,25,17,"1,615",0,3,0,0,4,0,0.6,2.6
96,calum chambers,ENG,DF,Arsenal,25,10,8,753,0,2,0,0,0,0,0.4,1.1
97,ben chilwell,ENG,DF,Chelsea,23,27,27,"2,286",3,5,0,0,3,0,2.4,2.4
98,hamza choudhury,ENG,MF,Leicester City,22,10,4,316,0,0,0,0,1,0,0.4,0.0
99,andreas christensen,DEN,DF,Chelsea,24,17,15,"1,371",0,0,0,0,2,1,0.1,0.3
100,carney chukwuemeka,ENG,"MF,FW",Aston Villa,16,2,0,20,0,0,0,0,0,0,0.0,0.0
101,ciaran clark,IRL,DF,Newcastle Utd,30,22,21,"1,891",1,0,0,0,3,0,0.7,0.1
102,nathaniel clyne,ENG,DF,Crystal Palace,29,13,13,"1,145",0,1,0,0,2,0,0.2,0.2
103,,,,,,,,,,,,,,,,
104,conor coady,ENG,DF,Wolves,27,37,37,"3,303",1,0,0,0,5,0,1.0,0.2
105,seamus coleman,IRL,"DF,MF",Everton,31,25,18,"1,613",0,3,0,0,0,0,0.9,1.8
106,aaron connolly,IRL,FW,Brighton,20,17,9,791,2,1,0,0,0,0,4.0,0.2
107,liam cooper,SCO,DF,Leeds United,28,25,25,"2,185",1,0,0,0,4,1,1.8,0.0
108,theo corbeanu,CAN,FW,Wolves,18,1,0,9,0,0,0,0,0,0,0.0,0.0
109,jack cork,ENG,MF,Burnley,31,16,15,"1,350",0,0,0,0,2,0,0.2,0.6
110,helder costa,ANG,"MF,FW",Leeds United,26,22,13,"1,156",3,3,0,0,0,0,2.2,0.6
111,vladimir coufal,CZE,DF,West Ham,27,34,34,"3,054",0,7,0,0,3,0,1.3,5.5
112,aaron cresswell,ENG,DF,West Ham,30,36,36,"3,170",0,8,0,0,3,0,1.0,6.5
113,patrick cutrone,ITA,FW,Wolves,22,2,0,25,0,0,0,0,0,0,0.1,0.0
114,stuart dallas,NIR,"MF,DF",Leeds United,29,38,38,"3,409",8,2,0,0,7,0,4.2,1.8
115,scott dann,ENG,DF,Crystal Palace,33,15,15,"1,350",1,0,0,0,1,0,0.3,0.0
116,karl darlow,WAL,GK,Newcastle Utd,29,25,25,"2,250",0,0,0,0,3,0,0.0,0.0
117,ben davies,WAL,DF,Tottenham,27,20,14,"1,346",0,1,0,0,1,0,0.2,0.6
118,tom davies,ENG,MF,Everton,22,25,17,"1,423",0,1,0,0,3,0,0.2,0.9
119,keinan davis,ENG,"FW,MF",Aston Villa,22,15,1,277,1,1,0,0,0,0,1.5,0.6
120,leif davis,ENG,DF,Leeds United,20,2,0,33,0,0,0,0,0,0,0.0,0.0
121,craig dawson,ENG,DF,West Ham,30,22,22,"1,925",3,0,0,0,5,1,1.9,0.1
122,kevin de bruyne,BEL,MF,Manchester City,29,25,23,"1,997",6,12,2,3,1,0,9.3,8.0
123,liam delap,ENG,FW,Manchester City,17,1,0,40,0,0,0,0,0,0,0.0,0.0
124,fabian delph,ENG,"MF,DF",Everton,30,8,2,266,0,0,0,0,1,0,0.0,0.1
125,leander dendoncker,BEL,"MF,DF",Wolves,25,33,28,"2,503",1,0,0,0,4,0,3.1,0.7
126,mbaye diagne,SEN,FW,West Brom,28,16,14,"1,189",3,2,0,0,2,0,6.6,1.0
127,amad diallo,CIV,FW,Manchester Utd,18,3,2,166,0,1,0,0,0,0,0.0,0.5
128,ibrahima diallo,FRA,MF,Southampton,21,22,10,"1,020",0,0,0,0,3,0,0.5,0.6
129,,,,,,,,,,,,,,,,
130,grady diangana,COD,"MF,FW",West Brom,22,20,15,"1,235",1,0,0,0,0,0,1.1,0.2
131,ruben dias,POR,DF,Manchester City,23,32,32,"2,843",1,0,0,0,4,0,1.9,0.1
132,eric dier,ENG,DF,Tottenham,26,28,28,"2,520",0,0,0,0,3,0,1.2,0.3
133,lucas digne,FRA,"DF,MF",Everton,27,30,30,"2,681",0,7,0,0,2,1,0.5,5.2
134,issa diop,FRA,DF,West Ham,23,18,15,"1,381",2,0,0,0,3,0,0.5,0.0
135,moussa djenepo,MLI,MF,Southampton,22,27,15,"1,240",1,0,0,0,5,0,0.8,0.4
136,matt doherty,IRL,DF,Tottenham,28,17,13,"1,240",0,2,0,0,4,1,0.4,0.7
137,abdoulaye doucoure,MLI,MF,Everton,27,29,29,"2,443",2,3,0,0,6,0,2.3,2.0
138,martin dubravka,SVK,GK,Newcastle Utd,31,13,13,"1,170",0,0,0,0,0,0,0.0,0.0
139,paul dummett,WAL,DF,Newcastle Utd,28,15,14,"1,255",1,0,0,0,2,0,0.3,0.2
140,lewis dunk,ENG,DF,Brighton,28,33,33,"2,931",5,0,0,0,5,2,2.2,1.2
141,jimmy dunne,IRL,DF,Burnley,22,3,3,270,1,0,0,0,1,0,0.5,0.1
142,ederson,BRA,GK,Manchester City,26,36,36,"3,240",0,1,0,0,3,0,0.0,0.3
143,kyle edwards,ENG,"MF,FW",West Brom,22,5,1,118,0,0,0,0,0,0,0.1,0.0
144,john egan,IRL,DF,Sheffield Utd,27,31,30,"2,629",0,1,0,0,7,1,0.8,0.6
145,anthony elanga,SWE,FW,Manchester Utd,18,2,2,155,1,0,0,0,0,0,0.4,0.0
146,ahmed elmohamady,EGY,DF,Aston Villa,32,14,8,839,0,0,0,0,2,0,0.4,1.0
147,mohamed elneny,EGY,MF,Arsenal,28,23,17,"1,544",1,0,0,0,3,0,0.4,0.2
148,jonny evans,NIR,DF,Leicester City,32,28,28,"2,473",2,2,0,0,7,0,1.7,0.4
149,eberechi eze,ENG,MF,Crystal Palace,22,34,29,"2,559",4,6,0,0,3,0,2.2,3.9
150,łukasz fabianski,POL,GK,West Ham,35,35,35,"3,150",0,0,0,0,2,0,0.0,0.0
151,fabinho,BRA,"DF,MF",Liverpool,26,30,28,"2,567",0,0,0,0,6,0,0.3,0.3
152,bruno fernandes,POR,MF,Manchester Utd,25,37,35,"3,099",18,12,9,10,6,0,16.1,11.4
153,federico fernandez,ARG,DF,Newcastle Utd,31,24,24,"2,079",0,0,0,0,4,0,0.3,0.6
154,fernandinho,BRA,MF,Manchester City,35,21,12,"1,188",0,2,0,0,6,0,0.7,1.3
155,,,,,,,,,,,,,,,,
156,sam field,ENG,MF,West Brom,22,3,0,62,0,0,0,0,0,0,0.0,0.0
157,roberto firmino,BRA,FW,Liverpool,28,36,33,"2,838",9,7,0,0,2,0,11.3,5.6
158,will fish,ENG,FW,Manchester Utd,17,1,0,1,0,0,0,0,0,0,0.0,0.0
159,john fleck,SCO,MF,Sheffield Utd,28,31,29,"2,575",0,2,0,0,4,0,0.6,2.9
160,phil foden,ENG,"FW,MF",Manchester City,20,28,17,"1,616",9,5,0,0,0,0,5.0,3.6
161,wesley fofana,FRA,DF,Leicester City,19,28,27,"2,262",0,0,0,0,7,0,1.0,0.3
162,pablo fornals,ESP,"FW,MF",West Ham,24,33,31,"2,572",5,4,0,0,3,0,6.0,2.3
163,fraser forster,ENG,GK,Southampton,32,8,8,720,0,0,0,0,0,0,0.0,0.0
164,timothy fosu-mensah,NED,DF,Manchester Utd,22,1,1,80,0,0,0,0,1,0,0.0,0.3
165,tyrese francois,AUS,DF,Fulham,20,1,0,15,0,0,0,0,0,0,0.0,0.0
166,ryan fraser,SCO,"FW,MF",Newcastle Utd,26,18,9,928,0,2,0,0,2,1,0.9,2.0
167,fred,BRA,MF,Manchester Utd,27,30,27,"2,390",1,0,0,0,5,0,1.8,1.9
168,ryan fredericks,ENG,"DF,FW",West Ham,27,14,6,569,1,1,0,0,2,0,0.3,1.2
169,christian fuchs,AUT,DF,Leicester City,34,9,8,702,0,0,0,0,4,0,0.1,0.0
170,darnell furlong,ENG,DF,West Brom,24,35,32,"2,932",1,3,0,0,5,0,2.0,1.9
171,conor gallagher,ENG,MF,West Brom,20,30,28,"2,531",2,2,0,0,11,0,1.5,1.8
172,eric garcia,ESP,DF,Manchester City,19,6,3,383,0,0,0,0,0,0,0.1,0.0
173,dwight gayle,ENG,"FW,MF",Newcastle Utd,29,18,4,514,1,1,0,0,0,0,2.9,0.3
174,jean-philippe gbamin,CIV,MF,Everton,24,1,0,12,0,0,0,0,0,0,0.0,0.0
175,david de gea,ESP,GK,Manchester Utd,29,26,26,"2,295",0,0,0,0,0,0,0.0,0.0
176,anwar el ghazi,NED,FW,Aston Villa,25,28,17,"1,613",10,0,4,4,2,0,8.4,1.8
177,kieran gibbs,ENG,DF,West Brom,30,10,9,809,0,0,0,0,1,1,0.1,0.4
178,morgan gibbs-white,ENG,"MF,FW",Wolves,20,11,4,414,1,0,0,0,1,0,0.8,0.4
179,billy gilmour,SCO,MF,Chelsea,19,5,3,261,0,0,0,0,0,0,0.1,0.2
180,olivier giroud,FRA,FW,Chelsea,33,17,8,748,4,0,0,0,1,0,4.2,1.1
181,,,,,,,,,,,,,,,,
182,ben godfrey,ENG,DF,Everton,22,31,29,"2,685",0,2,0,0,4,0,1.0,0.8
183,andre gomes,POR,MF,Everton,27,28,17,"1,570",0,1,0,0,3,0,0.5,1.0
184,joe gomez,ENG,DF,Liverpool,23,7,6,590,0,0,0,0,0,0,0.0,0.0
185,anthony gordon,ENG,"FW,MF",Everton,19,3,1,88,0,0,0,0,0,0,0.0,0.0
186,karlan grant,ENG,"FW,MF",West Brom,22,21,14,"1,127",1,0,0,0,1,0,1.8,0.2
187,demarai gray,JAM,FW,Leicester City,24,1,0,19,0,0,0,0,0,0,0.1,0.0
188,jack grealish,ENG,"FW,MF",Aston Villa,24,26,24,"2,185",6,10,0,0,6,0,4.6,7.4
189,mason greenwood,ENG,FW,Manchester Utd,18,31,21,"1,822",7,2,0,0,2,0,6.0,2.2
190,pascal groß,GER,"MF,DF",Brighton,29,34,27,"2,484",3,8,3,4,3,0,4.9,5.2
191,kamil grosicki,POL,"MF,FW",West Brom,32,3,2,148,0,1,0,0,0,0,0.1,0.3
192,vicente guaita,ESP,GK,Crystal Palace,33,37,37,"3,330",0,0,0,0,2,0,0.0,0.0
193,ilkay gundogan,GER,MF,Manchester City,29,28,23,"2,029",13,2,1,2,1,0,9.0,3.5
194,antwoine hackford,ENG,DF,Sheffield Utd,16,1,0,11,0,0,0,0,0,0,0.1,0.0
195,sebastien haller,CIV,FW,West Ham,26,16,10,937,3,0,0,0,0,0,2.9,1.4
196,rekeem harper,ENG,MF,West Brom,20,2,0,32,0,0,0,0,0,0,0.0,0.0
197,jack harrison,ENG,"MF,FW",Leeds United,23,36,34,"2,847",8,8,0,0,2,0,5.8,6.5
198,kortney hause,ENG,DF,Aston Villa,25,7,7,630,1,0,0,0,2,0,1.0,0.0
199,kai havertz,GER,"MF,FW",Chelsea,21,27,18,"1,520",4,3,0,0,2,0,5.5,1.3
200,isaac hayden,ENG,"MF,DF",Newcastle Utd,25,24,22,"1,942",0,0,0,0,8,0,0.7,0.3
201,michael hector,JAM,DF,Fulham,28,4,3,263,0,0,0,0,2,0,0.1,0.0
202,ahmed hegazi,EGY,DF,West Brom,29,1,1,90,0,0,0,0,0,0,0.0,0.0
203,dean henderson,ENG,GK,Manchester Utd,23,13,12,"1,125",0,0,0,0,3,0,0.0,0.0
204,jordan henderson,ENG,"MF,DF",Liverpool,30,21,20,"1,704",1,1,0,0,0,0,1.3,1.5
205,jeff hendrick,IRL,MF,Newcastle Utd,28,22,17,"1,422",2,1,0,0,3,1,1.1,1.1
206,pablo hernandez,ESP,MF,Leeds United,35,16,3,427,0,2,0,0,1,0,1.1,0.7
207,,,,,,,,,,,,,,,,
208,son heung-min,KOR,FW,Tottenham,28,37,36,"3,114",17,10,1,1,0,0,9.7,8.4
209,ki-jana hoever,NED,"DF,MF",Wolves,18,12,5,577,0,0,0,0,1,0,0.0,0.2
210,rob holding,ENG,DF,Arsenal,24,30,28,"2,558",0,1,0,0,2,0,1.0,0.2
211,mason holgate,ENG,DF,Everton,23,28,26,"2,287",1,0,0,0,9,0,1.0,0.7
212,conor hourihane,IRL,MF,Aston Villa,29,4,3,225,1,1,0,0,0,0,0.7,0.6
213,callum hudson-odoi,ENG,"FW,DF",Chelsea,19,23,10,"1,059",2,3,0,0,0,0,1.3,2.8
214,niall huggins,WAL,DF,Leeds United,19,1,0,38,0,0,0,0,0,0,0.0,0.0
215,pierre højbjerg,DEN,MF,Tottenham,24,38,38,"3,420",2,4,0,0,9,0,1.1,1.6
216,odion ighalo,NGA,FW,Manchester Utd,31,1,0,10,0,0,0,0,0,0,0.0,0.0
217,kelechi iheanacho,NGA,FW,Leicester City,23,25,16,"1,459",12,2,0,1,1,0,8.2,3.7
218,danny ings,ENG,FW,Southampton,28,29,26,"2,173",12,4,2,2,1,0,8.5,2.1
219,branislav ivanovic,SRB,DF,West Brom,36,13,8,767,0,0,0,0,2,0,0.5,0.1
220,alex iwobi,NGA,"FW,MF",Everton,24,30,17,"1,542",1,2,0,0,0,0,0.9,1.9
221,jose izquierdo,COL,DF,Brighton,28,1,0,9,0,0,0,0,0,0,0.0,0.0
222,phil jagielka,ENG,DF,Sheffield Utd,37,10,6,526,0,0,0,0,1,1,0.0,0.0
223,alireza jahanbakhsh,IRN,"FW,MF",Brighton,26,21,6,528,0,1,0,0,3,0,1.5,3.0
224,daniel james,WAL,FW,Manchester Utd,22,15,11,910,3,1,0,0,3,0,2.2,0.9
225,reece james,ENG,DF,Chelsea,20,32,25,"2,373",1,2,0,0,3,0,1.6,3.5
226,alexandre jankewitz,SUI,MF,Southampton,18,2,1,3,0,0,0,0,0,1,0.0,0.0
227,daniel jebbison,ENG,FW,Sheffield Utd,16,4,3,284,1,0,0,0,0,0,1.1,0.0
228,gabriel jesus,BRA,FW,Manchester City,23,29,22,"2,063",9,4,0,0,2,0,8.7,2.7
229,raul jimenez,MEX,FW,Wolves,29,10,10,823,4,0,0,0,0,0,2.4,0.3
230,joelinton,BRA,"FW,MF",Newcastle Utd,23,31,23,"1,983",4,2,1,1,3,0,5.4,2.4
231,ben johnson,ENG,"DF,FW",West Ham,20,14,5,523,1,0,0,0,1,0,0.4,0.4
232,sam johnstone,ENG,GK,West Brom,27,37,37,"3,330",0,1,0,0,1,0,0.0,0.2
233,,,,,,,,,,,,,,,,
234,curtis jones,ENG,MF,Liverpool,19,24,13,"1,179",1,2,0,0,2,0,1.7,1.5
235,jorginho,ITA,MF,Chelsea,28,28,23,"2,010",7,1,7,9,2,0,7.3,1.7
236,willian jose,BRA,FW,Wolves,28,17,12,"1,110",1,0,0,0,0,0,1.6,1.2
237,diogo jota,POR,FW,Liverpool,23,19,12,"1,112",9,0,0,0,2,0,6.4,1.6
238,james justin,ENG,DF,Leicester City,22,23,23,"2,070",2,1,0,0,4,0,2.2,2.0
239,ozan kabak,TUR,DF,Liverpool,20,9,9,801,0,0,0,0,3,0,0.1,0.0
240,aboubakar kamara,MTN,"FW,MF",Fulham,25,11,2,315,0,0,0,0,1,1,0.5,0.3
241,harry kane,ENG,FW,Tottenham,27,35,35,"3,082",23,14,4,4,1,0,20.1,7.1
242,n'golo kante,FRA,MF,Chelsea,29,30,24,"2,146",0,2,0,0,7,0,0.6,1.3
243,moise kean,ITA,"FW,MF",Everton,20,2,0,15,0,0,0,0,0,0,0.0,0.0
244,michael keane,ENG,DF,Everton,27,35,33,"2,991",3,1,0,0,4,0,1.5,1.1
245,neeskens kebano,COD,"FW,MF",Fulham,28,5,1,119,0,0,0,0,0,0,0.3,0.0
246,naby keita,GUI,MF,Liverpool,25,10,7,520,0,0,0,0,1,0,0.4,0.6
247,caoimhin kelleher,IRL,GK,Liverpool,21,2,2,180,0,0,0,0,0,0,0.0,0.0
248,martin kelly,ENG,DF,Crystal Palace,30,1,0,2,0,0,0,0,0,0,0.0,0.0
249,jonjoe kenny,ENG,DF,Everton,23,4,1,79,0,0,0,0,0,0,0.0,0.0
250,reda khadra,GER,MF,Brighton,19,1,0,5,0,0,0,0,0,0,0.0,0.0
251,max kilman,ENG,DF,Wolves,23,18,14,"1,310",0,1,0,0,4,0,0.8,0.5
252,joshua king,NOR,"MF,FW",Everton,28,11,0,148,0,0,0,0,0,0,0.6,0.0
253,mateusz klich,POL,MF,Leeds United,30,35,28,"2,393",4,5,2,2,6,0,3.0,3.4
254,robin koch,GER,"DF,MF",Leeds United,24,17,13,"1,132",0,0,0,0,1,0,0.7,0.1
255,sead kolasinac,BIH,DF,Arsenal,27,1,1,90,0,0,0,0,0,0,0.0,0.0
256,terence kongolo,NED,DF,Fulham,26,1,1,90,0,0,0,0,0,0,0.0,0.0
257,ezri konsa,ENG,DF,Aston Villa,22,36,35,"3,196",2,0,0,0,3,0,2.4,0.1
258,cheikhou kouyate,SEN,DF,Crystal Palace,30,36,35,"3,121",1,0,0,0,4,0,0.7,1.0
259,,,,,,,,,,,,,,,,
260,mateo kovacic,CRO,MF,Chelsea,26,27,21,"1,815",0,1,0,0,4,0,1.0,1.7
261,emil krafth,SWE,DF,Newcastle Utd,25,16,14,"1,288",1,0,0,0,4,0,0.3,0.4
262,filip krovinovic,CRO,MF,West Brom,24,11,5,546,0,0,0,0,0,0,0.3,0.2
263,alexandre lacazette,FRA,FW,Arsenal,29,31,22,"1,923",13,2,3,3,3,0,11.7,2.2
264,adam lallana,ENG,"MF,FW",Brighton,32,30,16,"1,596",1,1,0,0,0,0,1.6,2.6
265,erik lamela,ARG,"FW,MF",Tottenham,28,23,5,717,1,0,0,0,6,1,1.1,1.0
266,tariq lamptey,GHA,"DF,MF",Brighton,19,11,11,886,1,1,0,0,4,1,0.7,0.8
267,manuel lanzini,ARG,"MF,FW",West Ham,27,17,5,566,1,1,0,0,1,0,1.0,0.9
268,aymeric laporte,ESP,DF,Manchester City,26,16,14,"1,344",0,0,0,0,1,0,0.8,0.4
