,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
271,ibrahima konate,FRA,DF,Liverpool,22,11,11,990,0,0,0,0,2,0,0.2,0.0
272,ezri konsa,ENG,DF,Aston Villa,23,29,29,"2,477",2,0,0,0,6,2,1.6,0.3
273,cheikhou kouyate,SEN,MF,Crystal Palace,31,27,23,"1,974",0,1,0,0,3,0,0.5,0.8
274,mateo kovacic,CRO,MF,Chelsea,27,25,16,"1,558",2,5,0,0,4,0,1.6,3.2
275,emil krafth,SWE,DF,Newcastle Utd,26,20,18,"1,634",0,1,0,0,5,0,0.3,1.0
276,alex kral,CZE,MF,West Ham,23,1,0,1,0,0,0,0,0,0,0.0,0.0
277,tim krul,NED,GK,Norwich City,33,29,29,"2,610",0,0,0,0,1,0,0.0,0.6
278,juraj kucka,SVK,MF,Watford,34,26,22,"1,920",1,1,0,0,5,1,3.2,0.9
279,dejan kulusevski,SWE,"MF,FW",Tottenham,21,18,14,"1,261",5,8,0,0,3,0,2.7,3.4
280,alexandre lacazette,FRA,FW,Arsenal,30,30,20,"1,782",4,7,2,3,0,0,8.4,3.0
281,adam lallana,ENG,MF,Brighton,33,24,18,"1,561",0,1,0,0,4,0,1.1,0.9
282,tariq lamptey,GHA,"DF,FW",Brighton,20,30,16,"1,561",0,2,0,0,4,0,0.8,2.6
283,manuel lanzini,ARG,"MF,FW",West Ham,28,30,19,"1,786",5,3,3,3,2,0,3.7,2.4
284,aymeric laporte,ESP,DF,Manchester City,27,33,33,"2,828",4,0,0,0,5,1,4.9,0.6
285,,,,,,,,,,,,,,,,
286,jamaal lascelles,ENG,DF,Newcastle Utd,27,26,22,"2,058",1,0,0,0,5,0,0.9,0.4
287,pierre lees-melou,FRA,MF,Norwich City,28,33,27,"2,265",1,0,0,0,5,0,1.6,1.9
288,aaron lennon,ENG,"MF,FW",Burnley,34,28,17,"1,551",2,0,0,0,2,0,1.1,0.5
289,bernd leno,GER,GK,Arsenal,29,4,4,360,0,0,0,0,0,0,0.0,0.0
290,jamal lewis,NIR,DF,Newcastle Utd,23,5,4,262,0,0,0,0,1,0,0.0,0.0
291,victor lindelof,SWE,DF,Manchester Utd,27,28,26,"2,355",0,2,0,0,4,0,0.2,0.6
292,jesse lingard,ENG,"FW,MF",Manchester Utd,28,16,2,367,2,0,0,0,1,0,0.6,0.3
293,valentino livramento,ENG,DF,Southampton,18,28,25,"2,202",1,1,0,0,2,0,1.4,2.7
294,diego llorente,ESP,DF,Leeds United,27,28,28,"2,340",3,0,0,0,7,0,1.0,0.1
295,hugo lloris,FRA,GK,Tottenham,34,38,38,"3,420",0,0,0,0,2,0,0.0,0.2
296,giovani lo celso,ARG,"MF,FW",Tottenham,25,9,2,238,0,0,0,0,0,0,0.6,0.7
297,jurgen locadia,CUW,"MF,FW",Brighton,27,1,0,23,0,0,0,0,0,0,0.2,0.0
298,ruben loftus-cheek,ENG,"MF,DF",Chelsea,25,24,13,"1,394",0,2,0,0,1,0,1.2,2.4
299,kevin long,IRL,DF,Burnley,30,6,4,410,0,0,0,0,1,0,0.2,0.0
300,shane long,IRL,FW,Southampton,34,13,3,308,1,0,0,0,1,0,0.9,0.1
301,sean longstaff,ENG,MF,Newcastle Utd,23,24,15,"1,464",1,1,0,0,1,0,0.7,0.8
302,ademola lookman,NGA,"FW,MF",Leicester City,23,26,16,"1,453",6,0,0,0,2,0,4.5,1.9
303,jonas lossl,DEN,GK,Brentford,32,2,2,180,0,0,0,0,0,0,0.0,0.0
304,imran louza,MAR,MF,Watford,22,20,17,"1,416",0,0,0,0,6,0,1.2,1.1
305,matthew lowton,ENG,DF,Burnley,32,25,20,"1,772",1,2,0,0,3,1,0.7,2.1
306,douglas luiz,BRA,MF,Aston Villa,23,34,31,"2,715",2,3,0,0,7,0,2.0,2.5
307,romelu lukaku,BEL,FW,Chelsea,28,26,16,"1,589",8,0,1,1,1,0,6.6,3.0
308,lyanco,BRA,DF,Southampton,24,15,9,911,0,0,0,0,2,0,0.3,0.1
309,alexis mac allister,ARG,"MF,FW",Brighton,22,33,22,"2,123",5,2,2,3,4,0,6.3,1.9
310,james maddison,ENG,"MF,FW",Leicester City,24,35,28,"2,459",12,8,0,0,3,0,7.5,5.1
311,,,,,,,,,,,,,,,,
312,gabriel magalhaes,BRA,DF,Arsenal,23,35,35,"3,063",5,0,0,0,8,1,3.2,0.7
313,harry maguire,ENG,DF,Manchester Utd,28,30,28,"2,515",1,0,0,0,9,1,1.9,0.1
314,riyad mahrez,ALG,FW,Manchester City,30,28,15,"1,498",11,5,4,5,0,0,10.1,4.2
315,ainsley maitland-niles,ENG,MF,Arsenal,23,8,2,268,0,0,0,0,0,0,0.1,0.3
316,sadio mane,SEN,FW,Liverpool,29,34,32,"2,819",16,2,0,0,5,0,17.2,5.2
317,javier manquillo,ESP,DF,Newcastle Utd,27,19,15,"1,257",1,2,0,0,5,0,0.3,0.3
318,fernando marcal,BRA,"MF,DF",Wolves,32,18,17,"1,449",0,0,0,0,3,0,0.4,0.6
319,solly march,ENG,"DF,FW",Brighton,27,31,17,"1,746",0,2,0,0,1,0,1.2,2.3
320,pablo mari,ESP,DF,Arsenal,27,2,2,180,0,0,0,0,1,0,0.1,0.1
321,anthony martial,FRA,FW,Manchester Utd,25,8,2,212,1,0,0,0,0,0,0.7,0.0
322,gabriel martinelli,BRA,"FW,MF",Arsenal,20,29,21,"1,860",6,6,1,1,3,1,7.3,4.3
323,emiliano martinez,ARG,GK,Aston Villa,28,36,36,"3,240",0,0,0,0,4,0,0.0,0.0
324,adam masina,MAR,DF,Watford,27,15,13,"1,077",0,1,0,0,0,0,0.3,0.7
325,arthur masuaku,COD,"DF,FW",West Ham,27,13,6,650,1,1,0,0,1,0,0.1,0.8
326,juan mata,ESP,MF,Manchester Utd,33,7,2,235,0,0,0,0,0,0,0.3,0.2
327,jean-philippe mateta,FRA,FW,Crystal Palace,24,22,13,"1,145",5,1,0,0,2,0,5.8,1.3
328,nemanja matic,SRB,MF,Manchester Utd,32,23,16,"1,382",0,4,0,0,3,0,0.2,2.0
329,joel matip,CMR,DF,Liverpool,29,31,31,"2,790",3,3,0,0,2,0,3.4,1.3
330,neal maupay,FRA,FW,Brighton,24,32,25,"2,276",8,2,1,2,7,0,8.7,2.4
331,bryan mbeumo,CMR,FW,Brentford,21,35,34,"2,905",4,7,1,1,4,0,9.3,3.7
332,james mcarthur,SCO,MF,Crystal Palace,33,21,15,"1,439",0,3,0,0,4,0,0.3,1.4
333,james mcatee,ENG,"MF,FW",Manchester City,18,2,0,20,0,0,0,0,0,0,0.1,0.0
334,kasey mcateer,IRL,FW,Leicester City,19,1,0,3,0,0,0,0,0,0,0.0,0.0
335,liam mccarron,SCO,FW,Leeds United,20,1,0,10,0,0,0,0,0,0,0.0,0.0
336,alex mccarthy,ENG,GK,Southampton,31,17,17,"1,530",0,0,0,0,1,0,0.0,0.0
337,,,,,,,,,,,,,,,,
338,john mcginn,SCO,MF,Aston Villa,26,35,35,"3,090",3,4,0,0,8,0,1.5,5.3
339,stuart mckinstry,SCO,MF,Leeds United,18,1,0,4,0,0,0,0,0,0,0.0,0.0
340,kenny mclean,SCO,MF,Norwich City,29,31,29,"2,706",1,0,0,0,3,0,1.8,0.8
341,dwight mcneil,ENG,MF,Burnley,21,38,35,"3,107",0,1,0,0,1,0,2.3,4.6
342,scott mctominay,SCO,MF,Manchester Utd,24,30,28,"2,387",1,1,0,0,9,0,1.4,1.5
343,ben mee,ENG,DF,Burnley,31,21,21,"1,839",3,0,0,0,3,0,2.3,1.0
344,hannibal mejbri,TUN,FW,Manchester Utd,18,2,1,68,0,0,0,0,2,0,0.1,0.0
345,benjamin mendy,FRA,DF,Manchester City,27,1,1,78,0,0,0,0,0,0,0.0,0.1
346,edouard mendy,SEN,GK,Chelsea,29,34,34,"3,060",0,0,0,0,3,0,0.0,0.0
347,nampalys mendy,SEN,MF,Leicester City,29,14,12,"1,032",0,0,0,0,3,0,0.0,0.0
348,illan meslier,FRA,GK,Leeds United,21,38,38,"3,384",0,0,0,0,2,0,0.0,0.0
349,luka milivojevic,SRB,MF,Crystal Palace,30,15,9,774,0,0,0,0,1,0,0.3,0.7
350,james milner,ENG,"MF,DF",Liverpool,35,24,9,853,0,1,0,0,2,0,0.4,2.2
351,yerry mina,COL,DF,Everton,26,13,11,846,0,0,0,0,3,0,0.3,0.0
352,takumi minamino,JPN,"FW,MF",Liverpool,26,11,1,186,3,0,0,0,1,0,1.6,0.5
353,tyrone mings,ENG,DF,Aston Villa,28,36,35,"3,189",1,3,0,0,11,0,1.6,1.6
354,tyrick mitchell,ENG,DF,Crystal Palace,21,36,35,"3,101",0,2,0,0,1,0,0.2,1.7
355,jakub moder,POL,MF,Brighton,22,28,19,"1,701",0,3,0,0,1,0,2.6,2.2
356,wesley moraes,BRA,FW,Aston Villa,24,1,0,1,0,0,0,0,0,0,0.0,0.0
357,tyler morton,ENG,MF,Liverpool,18,2,1,66,0,0,0,0,1,0,0.0,0.0
358,mason mount,ENG,MF,Chelsea,22,32,27,"2,363",11,10,1,1,4,0,8.0,6.7
359,lucas moura,BRA,"FW,MF",Tottenham,28,34,19,"1,775",2,6,0,0,4,0,2.7,5.0
360,joao moutinho,POR,MF,Wolves,34,35,34,"2,970",2,1,0,0,4,0,1.3,2.7
361,bali mumba,ENG,DF,Norwich City,19,1,0,45,0,0,0,0,0,0,0.0,0.0
362,jacob murphy,ENG,"FW,DF",Newcastle Utd,26,33,13,"1,473",1,2,0,0,4,0,2.2,2.6
363,,,,,,,,,,,,,,,,
364,enock mwepu,ZAM,MF,Brighton,23,18,12,996,2,4,0,0,2,0,2.1,1.6
365,vitaliy mykolenko,UKR,DF,Everton,22,13,12,"1,055",1,0,0,0,0,0,0.5,0.8
366,marvelous nakamba,ZIM,MF,Aston Villa,27,16,10,904,0,0,0,0,5,0,0.0,0.0
367,wilfred ndidi,NGA,"MF,DF",Leicester City,24,19,18,"1,618",0,0,0,0,4,0,0.7,0.0
368,tanguy ndombele,FRA,MF,Tottenham,24,9,6,484,1,1,0,0,1,0,0.4,0.4
369,reiss nelson,ENG,FW,Arsenal,21,1,0,20,0,0,0,0,0,0,0.1,0.0
370,pedro neto,POR,"FW,MF",Wolves,21,13,5,466,1,1,0,0,3,0,1.5,1.0
371,ruben neves,POR,MF,Wolves,24,33,31,"2,661",4,2,0,0,9,0,1.1,3.1
372,jeremy ngakia,ENG,DF,Watford,20,16,9,903,0,0,0,0,0,0,0.1,0.5
373,saul niguez,ESP,"DF,MF",Chelsea,26,10,5,480,0,0,0,0,1,0,0.3,0.5
374,eddie nketiah,ENG,FW,Arsenal,22,21,8,835,5,1,0,0,3,0,4.4,2.0
375,nicolas nkoulou,CMR,DF,Watford,31,3,2,168,0,0,0,0,0,0,0.0,0.0
376,mark noble,ENG,MF,West Ham,34,11,3,332,1,0,1,2,0,0,1.6,0.0
377,mathias normann,NOR,MF,Norwich City,25,23,20,"1,645",1,2,0,0,6,0,0.9,1.8
378,christian nørgaard,DEN,MF,Brentford,27,35,35,"3,054",3,4,0,0,8,0,3.8,3.3
379,angelo ogbonna,ITA,DF,West Ham,33,11,11,921,1,0,0,0,1,0,0.3,0.0
380,michael olise,FRA,"FW,MF",Crystal Palace,19,26,12,"1,141",2,5,0,0,4,0,1.7,3.9
381,robin olsen,SWE,GK,Aston Villa,31,1,1,90,0,0,0,0,0,0,0.0,0.0
382,andrew omobamidele,IRL,DF,Norwich City,19,5,4,382,1,0,0,0,1,0,0.2,0.0
383,tyler onyango,ENG,MF,Everton,18,3,0,28,0,0,0,0,0,0,0.0,0.0
384,frank onyeka,NGA,MF,Brentford,23,20,12,"1,045",0,0,0,0,4,0,0.8,0.2
385,divock origi,BEL,FW,Liverpool,26,7,0,133,3,0,0,0,0,0,1.5,0.0
386,alex oxlade-chamberlain,ENG,"MF,FW",Liverpool,27,17,9,785,2,1,0,0,0,0,1.3,1.1
387,cole palmer,ENG,"FW,MF",Manchester City,19,4,1,123,0,0,0,0,0,0,0.4,0.2
388,emerson palmieri,ITA,DF,Chelsea,26,1,0,5,0,0,0,0,0,0,0.0,0.0
389,,,,,,,,,,,,,,,,
390,thomas partey,GHA,MF,Arsenal,28,24,23,"2,028",2,1,0,0,6,0,2.8,1.0
391,nicolas pepe,CIV,"FW,MF",Arsenal,26,20,5,696,1,2,0,0,0,0,2.6,1.7
392,ricardo pereira,POR,DF,Leicester City,27,14,13,991,1,3,0,0,3,0,0.7,1.3
393,ayoze perez,ESP,"MF,FW",Leicester City,28,14,6,445,2,3,0,0,0,1,1.6,1.6
394,sonny perkins,ENG,MF,West Ham,17,1,0,4,0,0,0,0,0,0,0.0,0.0
395,romain perraud,FRA,DF,Southampton,23,20,18,"1,623",0,1,0,0,3,0,0.5,0.7
396,kalvin phillips,ENG,MF,Leeds United,25,20,18,"1,596",0,1,0,0,4,0,0.7,0.7
397,jaden philogene bidace,ENG,FW,Aston Villa,19,1,0,5,0,0,0,0,0,0,0.0,0.0
398,jordan pickford,ENG,GK,Everton,27,35,35,"3,150",0,0,0,0,2,0,0.0,0.1
399,erik pieters,NED,DF,Burnley,32,12,8,730,0,1,0,0,1,0,0.2,1.0
400,ethan pinnock,JAM,DF,Brentford,28,32,32,"2,694",1,1,0,0,1,0,1.2,1.2
401,daniel podence,POR,"FW,MF",Wolves,25,26,15,"1,484",2,3,0,0,2,0,2.0,3.9
402,paul pogba,FRA,"MF,FW",Manchester Utd,28,20,16,"1,349",1,9,0,0,7,1,2.6,3.5
403,nick pope,ENG,GK,Burnley,29,36,36,"3,240",0,0,0,0,1,0,0.0,0.1
404,isaac price,NIR,MF,Everton,17,1,0,14,0,0,0,0,0,0,0.1,0.0
405,teemu pukki,FIN,FW,Norwich City,31,37,37,"3,253",11,3,3,3,4,0,11.4,3.8
406,christian pulisic,USA,"MF,FW",Chelsea,22,22,13,"1,290",6,2,0,0,2,0,4.9,1.3
407,przemysław płacheta,POL,"FW,MF",Norwich City,23,12,6,504,0,0,0,0,1,0,0.4,0.8
408,jesurun rak sakyi,ENG,"FW,MF",Crystal Palace,18,2,1,80,0,0,0,0,0,0,0.0,0.0
409,aaron ramsdale,ENG,GK,Arsenal,23,34,34,"3,060",0,0,0,0,1,0,0.0,0.0
410,jacob ramsey,ENG,MF,Aston Villa,20,34,29,"2,467",6,1,0,0,6,0,4.0,1.9
411,raphinha,BRA,"FW,MF",Leeds United,24,35,34,"2,915",11,3,4,4,7,0,10.2,7.5
412,marcus rashford,ENG,"FW,MF",Manchester Utd,23,25,13,"1,235",4,2,0,0,2,0,2.9,2.1
413,milot rashica,KVX,"FW,MF",Norwich City,25,31,25,"2,229",1,2,0,0,0,0,2.6,2.1
414,david raya,ESP,GK,Brentford,25,24,24,"2,160",0,0,0,0,1,0,0.0,0.0
415,,,,,,,,,,,,,,,,
416,nathan redmond,ENG,"MF,FW",Southampton,27,27,20,"1,833",1,5,0,0,0,0,1.7,3.9
417,sergio reguilon,ESP,"DF,MF",Tottenham,24,25,22,"1,916",2,3,0,0,4,0,3.0,3.3
418,declan rice,ENG,MF,West Ham,22,36,35,"3,179",1,4,0,0,8,0,1.1,1.7
419,taylor richards,ENG,MF,Brighton,20,2,0,25,0,0,0,0,0,0,0.0,0.0
420,richarlison,BRA,FW,Everton,24,30,28,"2,523",10,5,3,3,9,0,9.2,3.6
421,jairo riedewald,NED,MF,Crystal Palace,24,3,1,118,0,0,0,0,0,0,0.0,0.1
422,matt ritchie,SCO,DF,Newcastle Utd,31,18,14,"1,337",0,2,0,0,5,0,0.7,2.0
423,connor roberts,WAL,DF,Burnley,25,21,19,"1,692",1,1,0,0,2,0,0.4,1.2
424,tyler roberts,WAL,"MF,FW",Leeds United,22,23,7,987,1,1,0,0,5,0,2.4,1.0
425,andrew robertson,SCO,DF,Liverpool,27,29,29,"2,537",3,10,0,0,5,1,1.4,5.6
426,joe rodon,WAL,DF,Tottenham,23,3,0,89,0,0,0,0,0,0,0.0,0.0
427,rodri,ESP,MF,Manchester City,25,33,33,"2,884",7,2,0,0,5,0,2.3,1.4
428,rodrigo,ESP,"MF,FW",Leeds United,30,31,27,"2,265",6,1,1,1,9,0,4.2,3.1
429,jay rodriguez,ENG,FW,Burnley,32,29,13,"1,382",2,2,0,0,3,0,4.8,2.1
430,mads roerslev,DEN,DF,Brentford,22,21,12,"1,240",1,1,0,0,1,0,0.4,0.6
431,cristian romero,ARG,DF,Tottenham,23,22,21,"1,844",1,0,0,0,8,0,0.5,0.3
432,oriol romeu,ESP,MF,Southampton,29,36,34,"2,889",2,2,0,0,9,0,1.4,2.9
433,cristiano ronaldo,POR,FW,Manchester Utd,36,30,27,"2,456",18,3,3,3,8,0,17.7,2.9
434,salomon rondon,VEN,FW,Everton,31,20,8,790,1,1,0,0,3,1,1.8,0.7
435,danny rose,ENG,DF,Watford,31,8,7,689,0,0,0,0,4,0,0.2,0.8
436,jon rowe,ENG,"FW,MF",Norwich City,18,13,0,223,0,1,0,0,0,0,0.3,0.5
437,john ruddy,ENG,GK,Wolves,34,2,1,135,0,0,0,0,0,0,0.0,0.0
438,antonio rudiger,GER,DF,Chelsea,28,34,34,"3,035",3,0,0,0,9,0,2.3,0.7
439,lukas rupp,GER,MF,Norwich City,30,19,7,769,0,0,0,0,0,0,0.7,1.4
440,jose sa,POR,GK,Wolves,28,37,37,"3,285",0,1,0,0,3,0,0.0,0.9
441,,,,,,,,,,,,,,,,
442,allan saint-maximin,FRA,"FW,MF",Newcastle Utd,24,35,31,"2,804",5,5,0,0,6,0,5.2,4.3
443,romain saiss,MAR,DF,Wolves,31,31,31,"2,705",2,0,0,0,6,0,2.7,0.3
444,bukayo saka,ENG,"FW,MF",Arsenal,19,38,36,"2,978",11,7,2,2,6,0,10.3,7.5
445,mohamed salah,EGY,FW,Liverpool,29,35,30,"2,762",23,13,5,6,1,0,22.7,10.0
446,mohammed salisu,GHA,DF,Southampton,22,34,33,"2,972",0,0,0,0,10,1,2.0,0.8
447,albert sambi lokonga,BEL,MF,Arsenal,21,19,12,"1,134",0,0,0,0,5,0,0.6,1.0
448,davinson sanchez,COL,DF,Tottenham,25,23,17,"1,631",2,0,0,0,4,0,2.1,0.3
449,robert sanchez,ESP,GK,Brighton,23,37,37,"3,329",0,0,0,0,3,1,0.0,0.4
450,jadon sancho,ENG,"FW,MF",Manchester Utd,21,29,20,"1,900",3,3,0,0,0,0,3.6,4.1
451,morgan sanson,FRA,MF,Aston Villa,26,10,3,356,0,0,0,0,0,0,0.0,0.0
452,samir santos,BRA,DF,Watford,26,19,19,"1,673",0,0,0,0,4,0,0.5,0.1
453,josh sargent,USA,"FW,MF",Norwich City,21,26,18,"1,572",2,1,0,0,1,0,2.5,0.9
454,jeremy sarmiento,ECU,"FW,MF",Brighton,19,5,1,48,0,0,0,0,0,0,0.0,0.0
455,ismaila sarr,SEN,"FW,MF",Watford,23,22,21,"1,861",5,2,0,1,2,0,4.8,2.9
456,malang sarr,FRA,DF,Chelsea,22,8,6,546,0,0,0,0,2,0,0.0,0.4
457,dane scarlett,ENG,MF,Tottenham,17,1,0,4,0,0,0,0,0,0,0.0,0.0
458,fabian schar,SUI,DF,Newcastle Utd,29,25,25,"2,158",2,2,0,0,4,0,1.2,1.1
459,jeffrey schlupp,GHA,"MF,FW",Crystal Palace,28,32,20,"1,851",4,1,0,0,1,0,3.4,1.6
460,kasper schmeichel,DEN,GK,Leicester City,34,37,37,"3,330",0,0,0,0,2,0,0.0,0.0
461,ken sema,SWE,"MF,FW",Watford,27,18,7,852,0,0,0,0,1,0,0.1,1.3
462,nelson semedo,POR,"MF,DF",Wolves,27,25,25,"2,131",0,1,0,0,1,0,1.6,1.3
463,ryan sessegnon,ENG,"DF,MF",Tottenham,21,15,13,"1,047",0,2,0,0,2,0,0.3,2.7
464,jamie shackleton,ENG,"DF,MF",Leeds United,21,14,7,709,0,0,0,0,4,0,0.2,0.0
465,luke shaw,ENG,DF,Manchester Utd,26,20,19,"1,601",0,3,0,0,8,0,0.1,3.6
466,jonjo shelvey,ENG,MF,Newcastle Utd,29,24,22,"1,983",2,1,0,0,7,1,0.9,1.0
467,,,,,,,,,,,,,,,,
468,shola shoretire,ENG,MF,Manchester Utd,17,1,0,16,0,0,0,0,0,0,0.0,0.0
469,francisco sierralta,CHI,DF,Watford,24,5,5,427,0,0,0,0,0,0,0.1,0.0
470,bernardo silva,POR,"MF,FW",Manchester City,26,35,33,"2,857",8,4,0,0,6,0,6.7,6.5
471,fabio silva,POR,FW,Wolves,19,22,6,572,0,0,0,0,0,0,1.8,0.2
472,thiago silva,BRA,DF,Chelsea,36,32,28,"2,650",3,0,0,0,2,0,0.9,0.2
473,ellis simms,ENG,FW,Everton,20,1,1,61,0,0,0,0,0,0,0.0,0.0
474,moussa sissoko,FRA,MF,Watford,31,36,36,"3,220",2,1,0,0,5,0,3.8,3.1
475,oliver skipp,ENG,MF,Tottenham,20,18,14,"1,350",0,0,0,0,6,0,0.2,0.7
476,william smallbone,IRL,"MF,FW",Southampton,21,4,2,133,0,0,0,0,0,0,0.1,0.0
477,emile smith rowe,ENG,"MF,FW",Arsenal,21,33,21,"1,921",10,2,0,0,1,0,6.0,2.0
478,cedric soares,POR,DF,Arsenal,29,21,16,"1,486",1,1,0,0,3,0,0.6,1.6
479,tomas soucek,CZE,MF,West Ham,26,35,34,"3,062",5,1,0,0,3,0,5.5,2.2
480,boubakary soumare,FRA,MF,Leicester City,22,19,12,"1,102",0,1,0,0,0,0,0.4,0.4
481,caglar soyuncu,TUR,DF,Leicester City,25,28,28,"2,497",1,0,0,0,5,0,1.0,0.1
482,tony springett,IRL,"MF,FW",Norwich City,18,3,1,141,0,0,0,0,1,0,0.2,0.5
483,jason steele,ENG,GK,Brighton,30,1,1,90,0,0,0,0,0,0,0.0,0.0
484,jed steer,ENG,GK,Aston Villa,28,1,1,90,0,0,0,0,0,0,0.0,0.0
485,zack steffen,USA,GK,Manchester City,26,1,1,90,0,0,0,0,0,0,0.0,0.0
486,dale stephens,ENG,MF,Burnley,32,3,1,124,0,0,0,0,1,0,0.0,0.0
487,jack stephens,ENG,DF,Southampton,27,11,9,811,0,0,0,0,3,0,0.0,0.3
488,raheem sterling,ENG,FW,Manchester City,26,30,23,"2,128",13,5,2,3,1,0,14.0,5.5
489,finley stevens,WAL,DF,Brentford,18,1,0,15,0,0,0,0,0,0,0.0,0.1
490,john stones,ENG,DF,Manchester City,27,14,12,"1,119",1,0,0,0,0,0,0.9,0.2
491,pascal struijk,NED,"DF,MF",Leeds United,21,29,22,"2,055",1,0,0,0,6,1,1.4,0.4
492,crysencio summerville,NED,"MF,FW",Leeds United,19,6,0,130,0,0,0,0,0,0,0.2,0.0
493,,,,,,,,,,,,,,,,
494,jakob sørensen,DEN,"MF,DF",Norwich City,23,10,6,604,0,0,0,0,0,0,0.5,0.0
495,japhet tanganga,ENG,DF,Tottenham,22,11,10,735,0,0,0,0,4,1,0.4,0.2
496,matt targett,ENG,DF,Aston Villa,25,17,17,"1,431",1,1,0,0,2,0,0.5,1.7
497,matt targett,ENG,DF,Newcastle Utd,25,16,16,"1,440",0,0,0,0,1,0,0.3,1.9
498,james tarkowski,ENG,DF,Burnley,28,35,35,"3,106",1,2,0,0,11,0,2.5,0.5
499,nuno tavares,POR,DF,Arsenal,21,22,13,"1,176",1,1,0,0,2,0,1.9,1.1
500,charlie taylor,ENG,DF,Burnley,27,31,30,"2,731",0,3,0,0,3,0,0.2,3.8
501,nathan tella,NGA,"MF,FW",Southampton,22,14,10,804,0,1,0,0,2,0,0.6,0.6
502,alex telles,BRA,DF,Manchester Utd,28,21,18,"1,660",0,4,0,0,1,0,0.4,1.9
503,luke thomas,ENG,DF,Leicester City,20,22,21,"1,912",0,1,0,0,2,0,0.1,1.3
504,dominic thompson,ENG,DF,Brentford,21,2,2,146,0,0,0,0,0,0,0.1,0.0
505,youri tielemans,BEL,MF,Leicester City,24,32,29,"2,631",6,4,2,2,3,0,4.4,4.2
506,kieran tierney,SCO,DF,Arsenal,24,22,22,"1,915",1,3,0,0,0,0,0.6,1.8
507,takehiro tomiyasu,JPN,DF,Arsenal,22,21,20,"1,679",0,1,0,0,2,0,0.6,1.0
508,james tomkins,ENG,DF,Crystal Palace,32,8,6,547,1,0,0,0,2,0,0.5,0.2
509,ivan toney,ENG,FW,Brentford,25,33,32,"2,909",12,5,5,5,8,0,11.4,5.8
510,ferran torres,ESP,FW,Manchester City,21,4,4,303,2,1,0,0,0,0,2.8,0.0
511,cenk tosun,TUR,MF,Everton,30,1,0,7,0,0,0,0,0,0,0.0,0.0
512,andros townsend,ENG,"MF,FW",Everton,30,21,17,"1,455",3,2,1,1,3,0,2.2,3.1
513,adama traore,ESP,"FW,MF",Wolves,25,20,10,"1,067",1,0,0,0,0,0,3.0,1.4
514,bertrand traore,BFA,"MF,FW",Aston Villa,25,9,1,220,0,0,0,0,0,0,0.3,0.0
515,trezeguet,EGY,FW,Aston Villa,26,1,0,11,0,0,0,0,0,0,0.0,0.0
516,francisco trincao,POR,"FW,MF",Wolves,21,28,16,"1,336",2,1,0,0,0,0,3.7,1.6
517,kieran trippier,ENG,DF,Newcastle Utd,30,6,5,429,2,0,0,0,0,0,0.2,0.3
518,william troost-ekong,NGA,DF,Watford,27,17,15,"1,390",0,0,0,0,3,0,0.1,0.1
519,,,,,,,,,,,,,,,,
520,leandro trossard,BEL,"FW,MF",Brighton,26,34,32,"2,805",8,3,1,1,2,0,6.7,4.8
521,kostas tsimikas,GRE,DF,Liverpool,25,13,9,877,0,2,0,0,3,0,0.6,2.7
522,axel tuanzebe,COD,DF,Aston Villa,23,9,6,508,0,0,0,0,1,0,0.1,0.0
523,ozan tufan,TUR,MF,Watford,26,7,4,334,0,0,0,0,0,0,0.6,0.3
524,christos tzolis,GRE,"FW,MF",Norwich City,19,14,3,336,0,0,0,0,0,0,0.4,0.7
525,yan valery,TUN,DF,Southampton,22,5,3,370,0,0,0,0,0,0,0.0,0.1
526,virgil van dijk,NED,DF,Liverpool,30,34,34,"3,060",3,1,0,0,3,0,2.0,1.5
527,raphael varane,FRA,DF,Manchester Utd,28,22,20,"1,831",1,1,0,0,0,0,0.7,0.2
528,jamie vardy,ENG,FW,Leicester City,34,25,20,"1,806",15,2,0,0,2,0,10.8,1.4
529,joel veltman,NED,DF,Brighton,29,34,33,"2,874",1,1,0,0,6,0,0.7,1.6
530,jannik vestergaard,DEN,DF,Leicester City,28,10,6,567,0,0,0,0,2,0,0.1,0.0
531,nikola vlasic,CRO,"FW,MF",West Ham,23,19,6,560,1,0,0,0,0,0,1.3,0.6
532,matej vydra,CZE,FW,Burnley,29,22,5,679,2,3,0,0,1,0,2.9,0.7
533,theo walcott,ENG,"MF,FW",Southampton,32,9,5,379,0,0,0,0,0,0,0.6,0.0
534,kyle walker,ENG,DF,Manchester City,31,20,20,"1,755",0,2,0,0,1,0,0.3,1.3
535,kyle walker-peters,ENG,DF,Southampton,24,32,29,"2,633",1,2,0,0,5,0,1.1,2.7
536,aaron wan-bissaka,ENG,DF,Manchester Utd,23,20,20,"1,793",0,0,0,0,2,0,0.3,0.9
537,danny ward,WAL,GK,Leicester City,28,1,1,90,0,0,0,0,0,0,0.0,0.0
538,joel ward,ENG,DF,Crystal Palace,31,28,27,"2,487",0,0,0,0,8,0,0.3,0.5
539,james ward-prowse,ENG,MF,Southampton,26,36,36,"3,215",10,5,4,4,3,1,5.4,6.5
540,ollie watkins,ENG,FW,Aston Villa,25,35,33,"2,952",11,2,1,1,7,0,11.6,3.4
