,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
22,kepa arrizabalaga,ESP,GK,Chelsea,26,4,4,360,0,0,0,0,0,0,0.0,0.0
23,harrison ashby,SCO,DF,West Ham,19,1,0,7,0,0,0,0,0,0,0.0,0.0
24,pierre-emerick aubameyang,GAB,FW,Arsenal,32,14,12,"1,037",4,1,0,2,3,0,5.9,1.0
25,,,,,,,,,,,,,,,,
26,jordan ayew,GHA,FW,Crystal Palace,29,31,23,"2,019",3,3,0,0,2,0,3.1,2.8
27,luke ayling,ENG,DF,Leeds United,29,26,26,"2,272",2,2,0,0,4,1,1.2,1.8
28,cesar azpilicueta,ESP,DF,Chelsea,31,27,24,"2,070",1,2,0,0,3,0,0.9,1.8
29,daniel bachmann,AUT,GK,Watford,27,12,12,"1,080",0,0,0,0,0,0,0.0,0.0
30,leon bailey,JAM,"FW,MF",Aston Villa,23,18,7,761,1,2,0,0,3,0,1.5,0.8
31,eric bailly,CIV,DF,Manchester Utd,27,4,3,217,0,0,0,0,1,0,0.0,0.0
32,folarin balogun,USA,FW,Arsenal,20,2,1,70,0,0,0,0,0,0,0.2,0.0
33,patrick bamford,ENG,FW,Leeds United,27,9,7,559,2,2,0,0,2,0,3.0,1.1
34,shandon baptiste,GRN,MF,Brentford,23,22,9,910,1,0,0,0,2,1,0.7,0.5
35,ross barkley,ENG,"MF,FW",Chelsea,27,6,1,179,1,0,0,0,0,0,1.0,0.5
36,ashley barnes,ENG,FW,Burnley,31,23,8,808,1,0,1,1,4,0,2.1,0.9
37,harvey barnes,ENG,"FW,MF",Leicester City,23,32,24,"2,101",6,10,0,0,2,0,5.6,4.6
38,lewis bate,ENG,MF,Leeds United,18,3,1,146,0,0,0,0,0,0,0.0,0.0
39,mads bech sørensen,DEN,DF,Brentford,22,11,9,835,0,0,0,0,3,0,0.1,0.4
40,jan bednarek,POL,DF,Southampton,25,31,30,"2,629",4,0,0,0,10,0,2.2,0.4
41,donny van de beek,NED,MF,Manchester Utd,24,8,0,75,1,0,0,0,0,0,0.5,0.4
42,donny van de beek,NED,MF,Everton,24,7,5,483,1,0,0,0,1,0,1.1,0.1
43,asmir begovic,BIH,GK,Everton,34,3,3,270,0,0,0,0,0,0,0.0,0.0
44,said benrahma,ALG,"FW,MF",West Ham,25,32,26,"2,168",8,6,0,0,0,0,4.8,3.7
45,rodrigo bentancur,URU,MF,Tottenham,24,17,16,"1,361",0,4,0,0,5,0,0.8,2.6
46,christian benteke,BEL,FW,Crystal Palace,30,25,11,"1,145",4,1,0,0,3,0,4.9,1.3
47,johann berg guðmundsson,ISL,MF,Burnley,30,18,13,"1,102",0,1,0,0,2,0,1.6,0.5
48,steven bergwijn,NED,"FW,MF",Tottenham,23,25,4,565,3,1,0,0,1,0,2.5,0.9
49,ryan bertrand,ENG,DF,Leicester City,31,4,4,337,0,0,0,0,1,0,0.0,0.0
50,mads bidstrup,DEN,MF,Brentford,20,4,0,41,0,0,0,0,0,0,0.0,0.0
51,,,,,,,,,,,,,,,,
52,yves bissouma,MLI,MF,Brighton,24,26,25,"2,111",1,2,0,0,10,0,0.9,0.8
53,willy boly,CIV,DF,Wolves,30,10,10,900,0,0,0,0,1,0,0.2,0.1
54,jarrod bowen,ENG,FW,West Ham,24,36,34,"2,983",12,10,0,0,6,0,11.9,6.1
55,jarrad branthwaite,ENG,DF,Everton,19,6,4,388,1,0,0,0,0,1,0.5,0.0
56,armando broja,ALB,FW,Southampton,19,32,21,"1,975",6,0,0,0,2,0,5.9,1.0
57,josh brownhill,ENG,MF,Burnley,25,35,32,"2,955",2,3,0,0,10,0,1.4,2.6
58,lewis brunt,ENG,MF,Leicester City,20,1,0,24,0,0,0,0,0,0,0.0,0.0
59,emi buendia,ARG,"MF,FW",Aston Villa,24,35,22,"1,899",4,6,0,0,1,0,3.4,5.8
60,dan burn,ENG,DF,Newcastle Utd,29,16,16,"1,440",0,1,0,0,4,0,0.7,0.4
61,dan burn,ENG,DF,Brighton,29,13,12,"1,022",1,0,0,0,4,0,1.6,0.5
62,jack butland,ENG,GK,Crystal Palace,28,9,8,765,0,0,0,0,0,0,0.0,0.0
63,sam byram,ENG,DF,Norwich City,27,15,11,"1,027",0,0,0,0,3,0,0.6,0.2
64,willy caballero,ARG,GK,Southampton,39,2,2,180,0,0,0,0,1,0,0.0,0.0
65,moises caicedo,ECU,MF,Brighton,19,8,8,660,1,1,0,0,2,0,0.8,0.3
66,dominic calvert-lewin,ENG,FW,Everton,24,17,15,"1,283",5,2,2,3,2,0,6.5,1.6
67,chem campbell,WAL,MF,Wolves,18,1,0,13,0,0,0,0,0,0,0.0,0.0
68,joao cancelo,POR,DF,Manchester City,27,36,36,"3,227",1,7,0,0,7,0,4.0,5.4
69,sergi canos,ESP,"DF,FW",Brentford,24,31,25,"2,083",3,2,0,0,8,1,3.0,1.7
70,todd cantwell,ENG,"FW,MF",Norwich City,23,8,5,441,0,0,0,0,2,0,0.1,0.1
71,matty cash,POL,DF,Aston Villa,23,38,38,"3,377",4,3,0,0,8,0,2.7,2.8
72,timothy castagne,BEL,DF,Leicester City,25,27,22,"2,127",1,0,0,0,1,0,0.7,1.5
73,jonny castro,ESP,DF,Wolves,27,13,10,"1,024",2,0,0,0,1,0,1.0,1.3
74,craig cathcart,NIR,DF,Watford,32,31,27,"2,396",0,1,0,0,3,0,0.2,1.2
75,edinson cavani,URU,FW,Manchester Utd,34,15,7,766,2,1,0,0,0,0,3.4,1.2
76,kayky chagas,BRA,FW,Manchester City,18,1,0,7,0,0,0,0,0,0,0.0,0.0
77,,,,,,,,,,,,,,,,
78,trevoh chalobah,ENG,DF,Chelsea,22,20,17,"1,449",3,1,0,0,2,0,1.1,0.3
79,calum chambers,ENG,DF,Arsenal,26,2,2,170,0,0,0,0,0,0,0.1,0.1
80,calum chambers,ENG,DF,Aston Villa,26,11,9,831,1,0,0,0,1,0,0.2,0.1
81,daniel chesters,ENG,MF,West Ham,19,1,0,1,0,0,0,0,0,0,0.0,0.0
82,ben chilwell,ENG,DF,Chelsea,24,7,6,542,3,1,0,0,0,0,0.9,0.8
83,chiquinho,POR,"DF,FW",Wolves,21,8,1,208,0,3,0,0,0,0,0.6,0.7
84,hamza choudhury,ENG,"DF,MF",Leicester City,23,6,4,285,0,0,0,0,1,0,0.0,0.0
85,andreas christensen,DEN,DF,Chelsea,25,19,17,"1,496",0,0,0,0,2,0,0.6,0.2
86,carney chukwuemeka,ENG,"MF,FW",Aston Villa,17,12,2,301,0,1,0,0,0,0,0.6,1.0
87,ciaran clark,IRL,DF,Newcastle Utd,31,13,12,"1,014",0,1,0,0,2,1,1.1,0.3
88,tom cleverley,ENG,MF,Watford,31,28,20,"1,616",0,2,0,0,2,0,0.7,2.1
89,nathaniel clyne,ENG,DF,Crystal Palace,30,16,15,"1,351",0,1,0,0,1,0,0.1,0.4
90,conor coady,ENG,DF,Wolves,28,38,38,"3,361",4,0,0,0,4,0,2.8,0.1
91,seamus coleman,IRL,DF,Everton,32,30,30,"2,656",1,0,0,0,4,0,1.2,0.8
92,nathan collins,IRL,DF,Burnley,20,19,18,"1,670",2,0,0,0,2,1,1.5,1.5
93,aaron connolly,IRL,"FW,MF",Brighton,21,4,1,156,0,0,0,0,0,0,0.4,0.1
94,liam cooper,SCO,DF,Leeds United,29,21,21,"1,814",0,1,0,0,5,0,0.4,0.1
95,jack cork,ENG,MF,Burnley,32,20,20,"1,670",1,0,0,0,4,0,0.7,0.3
96,maxwel cornet,CIV,"FW,MF",Burnley,24,26,21,"1,766",9,1,0,1,2,0,6.7,1.7
97,helder costa,ANG,MF,Leeds United,27,1,0,22,0,0,0,0,0,0,0.0,0.0
98,vladimir coufal,CZE,DF,West Ham,28,28,25,"2,209",0,4,0,0,5,1,0.8,2.1
99,philippe coutinho,BRA,"MF,FW",Aston Villa,29,19,16,"1,329",5,3,0,0,0,0,3.8,2.9
100,aaron cresswell,ENG,DF,West Ham,31,31,31,"2,726",2,3,0,0,3,0,1.1,3.2
101,charlie cresswell,ENG,DF,Leeds United,18,5,1,141,0,0,0,0,1,0,0.1,0.0
102,cucho,COL,"FW,MF",Watford,22,25,11,"1,147",5,2,0,0,3,0,2.5,1.9
103,,,,,,,,,,,,,,,,
104,marc cucurella,ESP,DF,Brighton,23,35,35,"3,089",1,1,0,0,6,0,0.7,2.7
105,luke cundle,ENG,MF,Wolves,19,4,2,180,0,0,0,0,0,0,0.0,0.2
106,patson daka,ZAM,FW,Leicester City,22,23,13,"1,159",5,3,0,0,2,0,4.2,2.0
107,stuart dallas,NIR,"DF,MF",Leeds United,30,34,34,"2,919",1,1,0,0,5,0,1.9,2.3
108,diogo dalot,POR,DF,Manchester Utd,22,24,19,"1,801",0,0,0,0,4,0,0.6,1.2
109,karl darlow,WAL,GK,Newcastle Utd,30,8,8,720,0,0,0,0,1,0,0.0,0.0
110,josh dasilva,ENG,"MF,FW",Brentford,22,9,2,257,0,0,0,0,0,1,0.1,0.1
111,ben davies,WAL,DF,Tottenham,28,29,28,"2,538",1,1,0,0,6,0,2.3,0.5
112,tom davies,ENG,MF,Everton,23,6,2,234,1,0,0,0,1,0,0.8,0.0
113,keinan davis,ENG,FW,Aston Villa,23,1,0,12,0,0,0,0,0,0,0.0,0.0
114,craig dawson,ENG,DF,West Ham,31,34,30,"2,754",2,2,0,0,5,1,3.0,1.0
115,kevin de bruyne,BEL,MF,Manchester City,30,30,25,"2,201",15,8,0,0,2,0,5.7,10.4
116,troy deeney,ENG,FW,Watford,33,2,0,25,0,0,0,0,0,0,0.1,0.1
117,liam delap,ENG,FW,Manchester City,18,1,0,10,0,0,0,0,0,0,0.0,0.0
118,fabian delph,ENG,MF,Everton,31,11,8,662,0,0,0,0,2,0,0.0,0.1
119,leander dendoncker,BEL,MF,Wolves,26,30,21,"1,950",2,2,0,0,4,0,2.2,1.1
120,emmanuel dennis,NGA,"FW,MF",Watford,23,33,30,"2,581",10,6,0,0,9,1,7.3,4.1
121,kiernan dewsbury-hall,ENG,MF,Leicester City,22,28,23,"2,105",1,2,0,0,4,0,1.2,2.7
122,ibrahima diallo,FRA,MF,Southampton,22,23,10,"1,023",0,2,0,0,1,0,0.4,1.0
123,ruben dias,POR,DF,Manchester City,24,29,27,"2,402",2,4,0,0,5,0,2.7,3.2
124,luis diaz,COL,FW,Liverpool,24,13,11,958,4,3,0,0,0,0,3.6,2.6
125,eric dier,ENG,DF,Tottenham,27,35,35,"3,071",0,0,0,0,1,0,1.2,1.1
126,lucas digne,FRA,DF,Aston Villa,28,16,16,"1,269",0,4,0,0,2,0,0.5,2.2
127,lucas digne,FRA,DF,Everton,28,13,13,"1,170",0,0,0,0,4,0,0.3,1.4
128,issa diop,FRA,DF,West Ham,24,13,10,963,0,1,0,0,0,0,0.1,0.4
129,,,,,,,,,,,,,,,,
130,moussa djenepo,MLI,MF,Southampton,23,12,5,457,0,0,0,0,3,0,1.5,0.3
131,lewis dobbin,ENG,"FW,MF",Everton,18,3,0,32,0,0,0,0,1,0,0.0,0.0
132,matt doherty,IRL,DF,Tottenham,29,15,9,875,2,4,0,0,0,0,2.5,2.0
133,abdoulaye doucoure,MLI,MF,Everton,28,30,29,"2,537",2,4,0,0,6,0,2.2,2.0
134,kieran dowell,ENG,"FW,MF",Norwich City,23,19,11,912,1,1,0,0,0,0,1.1,1.5
135,cody drameh,ENG,"DF,MF",Leeds United,19,3,1,128,0,0,0,0,1,0,0.0,0.0
136,martin dubravka,SVK,GK,Newcastle Utd,32,26,26,"2,340",0,0,0,0,1,0,0.0,0.0
137,shane duffy,IRL,DF,Brighton,29,18,15,"1,436",1,0,0,0,7,0,1.0,0.2
138,paul dummett,WAL,DF,Newcastle Utd,29,3,2,198,0,0,0,0,2,0,0.0,0.0
139,lewis dunk,ENG,DF,Brighton,29,29,29,"2,573",1,0,0,0,3,1,1.3,0.4
140,ederson,BRA,GK,Manchester City,27,37,37,"3,330",0,0,0,0,3,0,0.0,0.0
141,odsonne edouard,FRA,FW,Crystal Palace,23,28,18,"1,564",6,3,1,1,4,0,6.4,1.9
142,cj egan-riley,ENG,DF,Manchester City,18,1,0,4,0,0,0,0,0,0,0.0,0.0
143,anthony elanga,SWE,FW,Manchester Utd,19,21,14,"1,214",2,2,0,0,0,0,2.6,2.4
144,harvey elliott,ENG,MF,Liverpool,18,6,4,346,0,0,0,0,0,0,0.8,0.6
145,mohamed elneny,EGY,MF,Arsenal,29,14,8,806,0,2,0,0,1,0,0.2,0.4
146,mohamed elyounoussi,NOR,"MF,FW",Southampton,26,30,23,"2,042",4,2,0,0,4,0,5.5,2.3
147,emerson,BRA,"DF,MF",Tottenham,22,31,26,"2,286",1,1,0,0,5,0,1.5,2.2
148,christian eriksen,DEN,MF,Brentford,29,11,10,939,1,4,0,0,1,0,1.3,3.5
149,oghenekaro etebo,NGA,MF,Watford,25,9,4,401,0,0,0,0,3,0,0.1,0.1
150,jonny evans,NIR,DF,Leicester City,33,18,16,"1,348",1,1,0,0,3,0,0.6,0.8
151,eberechi eze,ENG,"MF,FW",Crystal Palace,23,13,6,605,1,1,0,0,1,0,0.4,0.9
152,łukasz fabianski,POL,GK,West Ham,36,37,37,"3,330",0,0,0,0,2,0,0.0,0.0
153,fabinho,BRA,MF,Liverpool,27,29,26,"2,314",5,1,2,2,7,0,3.9,1.3
154,kiko femenia,ESP,DF,Watford,30,27,26,"2,142",0,5,0,0,2,0,0.1,3.6
155,,,,,,,,,,,,,,,,
156,evan ferguson,IRL,MF,Brighton,16,1,0,23,0,0,0,0,0,0,0.0,0.0
157,nathan ferguson,ENG,DF,Crystal Palace,20,1,0,9,0,0,0,0,0,0,0.0,0.0
158,bruno fernandes,POR,MF,Manchester Utd,26,36,35,"3,111",10,6,0,2,10,0,9.7,9.0
159,alvaro fernandez,ESP,GK,Brentford,23,12,12,"1,080",0,0,0,0,0,0,0.0,0.0
160,federico fernandez,ARG,DF,Newcastle Utd,32,7,5,523,0,0,0,0,0,0,0.4,0.3
161,fernandinho,BRA,"MF,DF",Manchester City,36,19,10,964,2,1,0,0,1,0,1.6,1.0
162,roberto firmino,BRA,FW,Liverpool,29,20,10,990,5,4,0,0,3,0,4.7,1.7
163,junior firpo,DOM,"DF,MF",Leeds United,24,24,19,"1,711",0,2,0,0,11,0,0.9,1.9
164,ashley fletcher,ENG,FW,Watford,25,3,0,30,0,0,0,0,0,0,0.6,0.0
165,phil foden,ENG,FW,Manchester City,21,28,24,"2,128",9,5,0,0,1,0,9.4,6.3
166,wesley fofana,FRA,DF,Leicester City,20,7,7,630,0,0,0,0,2,0,0.4,0.0
167,pablo fornals,ESP,"FW,MF",West Ham,25,36,32,"2,795",6,3,0,0,4,0,4.6,6.3
168,adam forshaw,ENG,MF,Leeds United,29,22,17,"1,530",0,1,0,0,5,0,0.5,1.0
169,marcus forss,FIN,"FW,MF",Brentford,22,7,1,209,0,1,0,0,0,0,0.3,0.2
170,fraser forster,ENG,GK,Southampton,33,19,19,"1,710",0,0,0,0,1,0,0.0,0.0
171,ben foster,ENG,GK,Watford,38,26,26,"2,340",0,1,0,0,0,0,0.0,0.1
172,tariqe fosu,GHA,DF,Brentford,25,1,0,17,0,0,0,0,0,0,0.0,0.0
173,ryan fraser,SCO,"FW,MF",Newcastle Utd,27,27,18,"1,465",2,3,0,0,3,0,2.7,2.1
174,fred,BRA,MF,Manchester Utd,28,28,24,"2,028",4,4,0,0,5,0,1.3,2.2
175,ryan fredericks,ENG,DF,West Ham,28,7,3,307,0,0,0,0,1,0,0.0,0.1
176,leo fuhr hjelde,NOR,"MF,DF",Leeds United,17,2,0,150,0,0,0,0,0,0,0.0,0.0
177,conor gallagher,ENG,MF,Crystal Palace,21,34,33,"2,845",8,3,0,0,10,0,6.3,3.1
178,alejandro garnacho,ARG,"FW,MF",Manchester Utd,17,2,0,13,0,0,0,0,0,0,0.0,0.0
179,dwight gayle,ENG,"FW,DF",Newcastle Utd,30,8,0,38,0,0,0,0,1,0,0.6,0.3
180,jean-philippe gbamin,CIV,MF,Everton,25,3,1,67,0,0,0,0,0,0,0.0,0.0
181,,,,,,,,,,,,,,,,
182,david de gea,ESP,GK,Manchester Utd,30,38,38,"3,420",0,0,0,0,0,0,0.0,0.0
183,joe gelhardt,ENG,"FW,MF",Leeds United,19,20,5,746,2,2,0,0,4,0,3.0,1.6
184,anwar el ghazi,NED,"FW,MF",Aston Villa,26,9,4,386,1,1,1,1,2,0,1.1,0.4
185,anwar el ghazi,NED,"FW,MF",Everton,26,2,0,13,0,0,0,0,0,0,0.0,0.0
186,saman ghoddos,IRN,"MF,DF",Brentford,27,17,4,536,1,1,0,0,2,0,0.5,1.2
187,dimitris giannoulis,GRE,DF,Norwich City,25,18,14,"1,169",0,1,0,0,2,0,0.1,0.6
188,morgan gibbs-white,ENG,"DF,FW",Wolves,21,2,0,9,0,0,0,0,1,0,0.1,0.0
189,ben gibson,ENG,DF,Norwich City,28,28,28,"2,494",0,0,0,0,5,1,1.4,0.2
190,bryan gil,ESP,"FW,MF",Tottenham,20,9,0,94,0,0,0,0,0,0,0.1,0.1
191,billy gilmour,SCO,MF,Norwich City,20,24,21,"1,855",0,1,0,0,2,0,0.9,1.4
192,ben godfrey,ENG,DF,Everton,23,23,23,"2,029",0,0,0,0,6,0,1.4,0.8
193,andre gomes,POR,MF,Everton,28,14,7,619,0,1,0,0,3,0,0.7,0.2
194,toti gomes,POR,DF,Wolves,22,4,4,360,0,0,0,0,1,0,0.0,0.0
195,joe gomez,ENG,DF,Liverpool,24,8,4,331,0,1,0,0,2,0,0.0,0.8
196,charlie goode,ENG,DF,Brentford,25,6,4,450,0,0,0,0,3,0,0.1,1.0
197,anthony gordon,ENG,"MF,FW",Everton,20,35,25,"2,285",4,2,0,0,4,0,3.5,3.8
198,kaide gordon,ENG,FW,Liverpool,16,1,0,9,0,0,0,0,0,0,0.4,0.0
199,dan gosling,ENG,MF,Watford,31,4,2,166,1,0,0,0,0,0,0.2,0.0
200,demarai gray,JAM,"MF,FW",Everton,25,34,28,"2,338",5,4,0,0,3,0,4.0,3.6
201,jack grealish,ENG,FW,Manchester City,25,26,22,"1,914",3,3,0,0,3,0,5.3,6.0
202,mason greenwood,ENG,"FW,MF",Manchester Utd,19,18,16,"1,271",5,1,0,0,1,0,4.3,1.8
203,sam greenwood,ENG,"MF,FW",Leeds United,19,7,1,237,0,2,0,0,0,0,0.3,0.2
204,pascal groß,GER,"MF,DF",Brighton,30,29,24,"2,038",2,4,0,1,1,0,2.9,5.5
205,vicente guaita,ESP,GK,Crystal Palace,34,30,30,"2,655",0,0,0,0,2,0,0.0,0.0
206,marc guehi,ENG,DF,Crystal Palace,21,36,36,"3,222",2,1,0,0,4,0,2.5,1.3
207,,,,,,,,,,,,,,,,
208,bruno guimaraes,BRA,MF,Newcastle Utd,23,17,11,"1,034",5,1,0,0,4,0,3.1,1.1
209,ilkay gundogan,GER,MF,Manchester City,30,27,20,"1,857",8,4,0,0,1,0,9.0,4.9
210,angus gunn,SCO,GK,Norwich City,25,9,9,810,0,0,0,0,0,0,0.0,0.0
211,grant hanley,SCO,DF,Norwich City,29,33,33,"2,897",1,0,0,0,2,0,2.1,0.9
212,jack harrison,ENG,"FW,MF",Leeds United,24,35,32,"2,639",8,1,0,0,3,0,4.4,3.2
213,kortney hause,ENG,DF,Aston Villa,26,7,4,397,1,0,0,0,0,0,0.1,0.0
214,kai havertz,GER,"FW,MF",Chelsea,22,29,22,"1,809",8,3,0,0,3,0,8.7,2.2
215,isaac hayden,ENG,"MF,DF",Newcastle Utd,26,14,12,"1,002",1,0,0,0,5,0,0.4,0.0
216,hwang hee-chan,KOR,"FW,MF",Wolves,25,30,20,"1,816",5,1,0,0,2,0,4.4,1.3
217,jordan henderson,ENG,MF,Liverpool,31,35,29,"2,597",2,5,0,0,3,0,1.5,3.5
218,jeff hendrick,IRL,MF,Newcastle Utd,29,3,0,72,1,0,0,0,0,0,0.1,0.0
219,wayne hennessey,WAL,GK,Burnley,34,2,2,180,0,0,0,0,0,0,0.0,0.2
220,rico henry,ENG,DF,Brentford,24,34,33,"2,776",3,0,0,0,2,0,1.5,1.7
221,son heung-min,KOR,"MF,FW",Tottenham,29,35,35,"3,006",23,7,0,0,2,0,15.9,7.5
222,ki-jana hoever,NED,"DF,MF",Wolves,19,8,4,308,0,0,0,0,1,0,0.0,0.1
223,rob holding,ENG,DF,Arsenal,25,15,9,845,1,0,0,0,4,1,0.4,0.0
224,mason holgate,ENG,DF,Everton,24,25,23,"2,134",2,1,0,0,7,1,1.3,0.1
225,callum hudson-odoi,ENG,"MF,FW",Chelsea,20,15,11,962,1,2,0,0,1,0,2.5,2.1
226,will hughes,ENG,MF,Crystal Palace,26,16,13,"1,053",0,1,0,0,6,0,0.1,0.6
227,pierre højbjerg,DEN,MF,Tottenham,25,36,36,"3,196",2,2,0,0,3,0,1.9,2.3
228,adam idah,IRL,"FW,MF",Norwich City,20,17,6,625,1,1,0,0,0,0,2.3,0.6
229,kelechi iheanacho,NGA,FW,Leicester City,24,26,13,"1,264",4,5,0,0,1,0,3.6,2.5
230,danny ings,ENG,FW,Aston Villa,29,30,22,"1,898",7,6,1,1,4,0,7.1,1.6
231,tim iroegbunam,ENG,MF,Aston Villa,18,3,1,92,0,0,0,0,1,0,0.1,0.0
232,alex iwobi,NGA,"MF,DF",Everton,25,28,22,"2,035",2,2,0,0,1,0,2.3,2.6
233,,,,,,,,,,,,,,,,
234,daniel james,WAL,FW,Manchester Utd,23,2,2,126,0,0,0,0,0,0,0.2,0.3
235,daniel james,WAL,"FW,MF",Leeds United,23,32,29,"2,366",4,4,0,0,7,1,6.1,2.9
236,reece james,ENG,DF,Chelsea,21,26,22,"1,864",5,9,0,0,4,1,3.1,5.9
237,vitaly janelt,GER,MF,Brentford,23,31,27,"2,298",4,0,0,0,3,0,2.4,1.9
238,pontus jansson,SWE,DF,Brentford,30,37,37,"3,321",3,1,0,0,7,0,3.0,0.3
239,mathias jensen,DEN,MF,Brentford,25,31,19,"1,601",0,1,0,0,0,0,2.9,3.2
240,gabriel jesus,BRA,FW,Manchester City,24,28,21,"1,877",8,8,1,1,1,0,9.8,5.7
241,raul jimenez,MEX,FW,Wolves,30,34,30,"2,631",6,4,1,1,9,2,6.1,3.1
242,joao pedro,BRA,"FW,MF",Watford,19,28,15,"1,644",3,1,0,0,1,0,3.6,2.8
243,joelinton,BRA,"MF,FW",Newcastle Utd,24,35,30,"2,558",4,1,0,0,8,0,3.3,1.9
244,ben johnson,ENG,DF,West Ham,21,20,16,"1,397",1,0,0,0,1,0,0.2,0.6
245,curtis jones,ENG,MF,Liverpool,20,15,10,851,1,1,0,0,0,0,0.9,0.6
246,phil jones,ENG,DF,Manchester Utd,29,4,2,163,0,0,0,0,0,0,0.0,0.0
247,jorginho,ITA,MF,Chelsea,29,29,26,"2,273",6,2,6,7,5,0,5.8,2.7
248,diogo jota,POR,FW,Liverpool,24,35,27,"2,364",15,4,0,0,3,0,16.3,5.8
249,james justin,ENG,DF,Leicester City,23,13,11,998,0,0,0,0,0,0,0.3,1.0
250,mathias jørgensen,DEN,DF,Brentford,31,8,6,518,1,0,0,0,2,0,0.1,0.3
251,ozan kabak,TUR,DF,Norwich City,21,11,11,922,0,0,0,0,2,0,0.3,0.0
252,christian kabasele,BEL,DF,Watford,30,16,12,"1,193",0,0,0,0,0,0,0.9,0.2
253,samuel kalu,NGA,FW,Watford,23,4,2,222,0,0,0,0,0,0,0.4,0.1
254,hassane kamara,CIV,DF,Watford,27,19,18,"1,623",1,0,0,0,5,1,0.2,0.6
255,harry kane,ENG,FW,Tottenham,28,37,36,"3,232",17,9,4,4,5,0,18.6,9.1
256,n'golo kante,FRA,MF,Chelsea,30,26,21,"1,773",2,4,0,0,2,0,1.5,2.1
257,edo kayembe,COD,MF,Watford,23,13,9,799,0,0,0,0,0,0,0.1,0.3
258,moise kean,ITA,FW,Everton,21,1,0,1,0,0,0,0,0,0,0.0,0.0
259,,,,,,,,,,,,,,,,
260,michael keane,ENG,DF,Everton,28,32,31,"2,792",3,2,0,0,4,1,1.2,1.6
261,naby keita,GUI,MF,Liverpool,26,23,14,"1,173",3,1,0,0,3,0,2.2,1.9
262,caoimhin kelleher,IRL,GK,Liverpool,22,2,2,180,0,0,0,0,0,0,0.0,0.0
263,kenedy,BRA,DF,Chelsea,25,1,1,58,0,1,0,0,0,0,0.0,0.6
264,jonjoe kenny,ENG,DF,Everton,24,15,11,"1,018",0,1,0,0,3,1,0.2,0.8
265,max kilman,ENG,DF,Wolves,24,30,30,"2,687",1,0,0,0,3,0,1.1,0.2
266,joshua king,NOR,FW,Watford,29,32,27,"2,248",5,3,1,1,5,0,8.9,3.8
267,kristoffer klaesson,NOR,GK,Leeds United,20,1,0,36,0,0,0,0,0,0,0.0,0.0
268,mateusz klich,POL,MF,Leeds United,31,33,26,"2,073",1,2,0,0,5,0,2.8,2.2
269,robin koch,GER,"MF,DF",Leeds United,25,20,17,"1,574",0,0,0,0,3,0,0.8,0.4
270,sead kolasinac,BIH,DF,Arsenal,28,2,1,91,0,0,0,0,1,0,0.0,0.0
