,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
39,antonio barreca,ITA,DF,Newcastle Utd,23,1,0,5,0,0,0,0,0,0,0.0,0.0
40,michy batshuayi,BEL,FW,Crystal Palace,24,11,9,750,5,0,0,0,0,0,4.0,0.1
41,jan bednarek,POL,DF,Southampton,22,25,24,"2,151",0,1,0,0,7,0,0.8,0.7
42,asmir begovic,BIH,GK,Bournemouth,31,24,24,"2,160",0,0,0,0,0,0,0.0,0.0
43,hector bellerin,ESP,DF,Arsenal,23,19,18,"1,533",0,5,0,0,3,0,0.9,2.2
44,joe bennett,ENG,DF,Cardiff City,28,30,30,"2,639",0,1,0,0,5,0,0.5,0.9
45,ryan bennett,ENG,DF,Wolves,28,34,34,"3,060",1,0,0,0,12,0,1.3,1.0
46,christian benteke,BEL,FW,Crystal Palace,27,16,9,814,1,1,0,0,1,0,3.4,0.8
47,johann berg guðmundsson,ISL,MF,Burnley,27,29,19,"1,752",3,6,0,0,2,0,2.8,4.3
48,bernard,BRA,"FW,MF",Everton,25,34,25,"2,116",1,3,0,0,5,0,2.6,2.3
49,bernardo,BRA,DF,Brighton,23,22,19,"1,752",0,1,0,0,4,0,0.4,0.6
50,ryan bertrand,ENG,DF,Southampton,28,24,24,"2,160",1,0,0,0,8,0,1.2,1.7
51,,,,,,,,,,,,,,,,
52,marcus bettinelli,ENG,GK,Fulham,26,7,7,630,0,0,0,0,1,0,0.0,0.0
53,philip billing,DEN,MF,Huddersfield,22,27,25,"2,188",2,0,0,0,7,0,1.8,1.7
54,yves bissouma,MLI,MF,Brighton,21,28,17,"1,774",0,0,0,0,5,0,1.8,1.0
55,willy boly,CIV,DF,Wolves,27,36,36,"3,167",4,0,0,0,2,1,3.6,2.1
56,leo bonatini,BRA,FW,Wolves,24,7,0,135,0,1,0,0,0,0,1.3,0.1
57,gaetan bong,CMR,DF,Brighton,30,22,19,"1,808",0,0,0,0,0,0,0.1,0.5
58,artur boruc,POL,GK,Bournemouth,38,12,12,"1,080",0,0,0,0,2,0,0.0,0.0
59,robbie brady,IRL,MF,Burnley,26,16,6,720,0,1,0,0,3,1,0.6,1.4
60,miguel britos,URU,DF,Watford,33,3,2,185,0,0,0,0,0,0,0.0,0.0
61,david brooks,WAL,"MF,FW",Bournemouth,21,30,29,"2,261",7,5,0,0,3,0,6.0,5.0
62,bruno,ESP,DF,Brighton,37,14,14,"1,131",0,1,0,0,2,0,0.1,0.6
63,joe bryan,ENG,"DF,MF",Fulham,24,28,27,"2,345",0,1,0,0,5,0,0.7,3.5
64,david button,ENG,GK,Brighton,29,4,4,360,0,0,0,0,0,0,0.0,0.0
65,willy caballero,ARG,GK,Chelsea,36,2,2,180,0,0,0,0,0,0,0.0,0.0
66,gary cahill,ENG,DF,Chelsea,32,2,0,24,0,0,0,0,0,0,0.0,0.0
67,tom cairney,SCO,"MF,FW",Fulham,27,31,24,"2,194",1,1,0,0,0,0,1.1,2.6
68,dominic calvert-lewin,ENG,FW,Everton,21,35,19,"1,784",6,2,0,0,3,0,5.5,1.4
69,rafael camacho,POR,DF,Liverpool,18,1,0,1,0,0,0,0,0,0,0.0,0.0
70,victor camarasa,ESP,MF,Cardiff City,24,32,31,"2,569",5,4,1,1,6,0,4.0,3.8
71,etienne capoue,FRA,MF,Watford,30,33,33,"2,944",1,3,0,0,14,1,1.4,1.0
72,andy carroll,ENG,FW,West Ham,29,12,3,461,0,0,0,0,2,0,2.2,0.4
73,jonny castro,ESP,"DF,MF",Wolves,24,33,32,"2,771",1,1,0,0,6,0,2.0,1.6
74,craig cathcart,NIR,DF,Watford,29,36,35,"3,096",3,0,0,0,2,0,1.5,0.2
75,ivan cavaleiro,POR,"FW,MF",Wolves,24,23,6,693,3,1,0,0,1,0,2.2,1.5
76,petr cech,CZE,GK,Arsenal,36,7,7,584,0,0,0,0,0,0,0.0,0.0
77,,,,,,,,,,,,,,,,
78,nathaniel chalobah,ENG,MF,Watford,23,9,3,270,0,0,0,0,2,0,0.1,0.3
79,calum chambers,ENG,"MF,DF",Fulham,23,31,29,"2,588",2,0,0,0,9,0,2.3,0.9
80,ben chilwell,ENG,DF,Leicester City,21,36,36,"3,240",0,4,0,0,4,0,1.1,2.9
81,tahith chong,NED,FW,Manchester Utd,18,2,0,38,0,0,0,0,0,0,0.4,0.0
82,hamza choudhury,ENG,MF,Leicester City,20,9,7,595,0,0,0,0,0,0,0.5,0.4
83,andreas christensen,DEN,DF,Chelsea,22,8,6,617,0,0,0,0,1,0,0.0,0.0
84,cyrus christie,IRL,"DF,MF",Fulham,25,28,19,"1,948",0,1,0,0,7,0,0.4,1.2
85,ibrahima cisse,GUI,MF,Fulham,24,3,1,88,0,0,0,0,0,0,0.0,0.0
86,ciaran clark,IRL,DF,Newcastle Utd,28,11,9,858,3,0,0,0,1,0,0.5,0.1
87,tom cleverley,ENG,MF,Watford,28,13,4,478,1,0,0,0,2,0,0.2,0.1
88,nathaniel clyne,ENG,DF,Bournemouth,27,14,13,"1,143",0,1,0,0,2,0,0.1,0.1
89,nathaniel clyne,ENG,DF,Liverpool,27,4,1,111,0,0,0,0,0,0,0.1,0.0
90,conor coady,ENG,DF,Wolves,25,38,38,"3,420",0,0,0,0,5,0,0.0,0.0
91,joel coleman,ENG,GK,Huddersfield,22,1,1,90,0,0,0,0,0,0,0.0,0.0
92,seamus coleman,IRL,DF,Everton,29,29,29,"2,558",2,2,0,0,1,0,1.6,3.6
93,lewis cook,ENG,MF,Bournemouth,21,13,8,723,0,0,0,0,2,0,0.1,0.1
94,steve cook,ENG,DF,Bournemouth,27,31,31,"2,786",1,1,0,0,3,0,1.3,0.9
95,jack cork,ENG,MF,Burnley,29,37,37,"3,312",1,2,0,0,6,0,1.4,2.2
96,helder costa,ANG,"FW,MF",Wolves,24,25,16,"1,341",1,2,0,0,3,0,2.4,2.2
97,aaron cresswell,ENG,DF,West Ham,28,20,18,"1,589",0,1,0,0,1,0,0.5,1.1
98,peter crouch,ENG,FW,Burnley,37,6,0,92,0,0,0,0,1,0,0.6,0.0
99,greg cunningham,IRL,DF,Cardiff City,27,7,7,630,0,0,0,0,3,0,0.1,0.2
100,diogo dalot,POR,"DF,FW",Manchester Utd,19,16,12,"1,013",0,2,0,0,3,0,0.7,2.3
101,matty daly,ENG,MF,Huddersfield,17,2,0,75,0,0,0,0,0,0,0.0,0.0
102,loic damour,FRA,MF,Cardiff City,27,2,0,23,0,0,0,0,0,0,0.0,0.0
103,,,,,,,,,,,,,,,,
104,charlie daniels,ENG,DF,Bournemouth,31,21,17,"1,585",1,0,0,0,4,0,0.4,0.6
105,danilo,BRA,DF,Manchester City,27,11,9,807,1,0,0,0,1,0,0.4,0.2
106,scott dann,ENG,DF,Crystal Palace,31,10,7,663,0,1,0,0,1,0,0.2,0.7
107,matteo darmian,ITA,DF,Manchester Utd,28,6,5,443,0,0,0,0,0,0,0.0,0.1
108,ben davies,WAL,DF,Tottenham,25,27,20,"1,844",0,0,0,0,2,0,0.5,2.1
109,tom davies,ENG,MF,Everton,20,16,10,980,0,0,0,0,3,0,0.3,0.5
110,steven davis,NIR,MF,Southampton,33,3,1,98,0,1,0,0,0,0,0.0,0.5
111,kevin de bruyne,BEL,MF,Manchester City,27,19,11,975,2,2,0,0,2,0,1.4,5.7
112,troy deeney,ENG,FW,Watford,30,32,28,"2,545",9,5,1,1,4,1,9.5,4.6
113,jermain defoe,ENG,FW,Bournemouth,35,4,0,25,0,0,0,0,0,0,0.1,0.0
114,steven defour,BEL,MF,Burnley,30,6,6,448,0,0,0,0,0,0,0.0,0.1
115,fabian delph,ENG,DF,Manchester City,28,11,8,725,0,1,0,0,1,1,0.1,0.3
116,mousa dembele,BEL,MF,Tottenham,31,10,7,515,0,0,0,0,1,0,0.0,0.0
117,leander dendoncker,BEL,MF,Wolves,23,19,17,"1,467",2,0,0,0,1,0,3.4,1.2
118,laurent depoitre,BEL,FW,Huddersfield,29,23,10,"1,068",0,1,0,0,1,0,2.5,0.7
119,gerard deulofeu,ESP,"FW,MF",Watford,24,30,26,"2,066",10,5,0,0,3,0,8.0,4.1
120,fousseni diabate,MLI,FW,Leicester City,22,1,1,54,0,0,0,0,0,0,0.0,0.1
121,adama diakhaby,FRA,"FW,MF",Huddersfield,22,12,6,552,0,0,0,0,1,0,0.6,0.5
122,mohamed diame,SEN,MF,Newcastle Utd,31,29,24,"2,166",0,0,0,0,3,0,1.0,0.1
123,grady diangana,COD,"MF,FW",West Ham,20,17,6,609,0,1,0,0,0,0,0.5,1.2
124,eric dier,ENG,"MF,DF",Tottenham,24,20,18,"1,506",3,0,0,0,4,0,1.0,1.0
125,lucas digne,FRA,DF,Everton,25,35,33,"2,965",4,4,0,0,5,1,1.3,7.1
126,issa diop,FRA,DF,West Ham,21,33,33,"2,970",1,0,0,0,4,0,1.2,0.2
127,matt doherty,IRL,"DF,MF",Wolves,26,38,35,"3,144",4,5,0,0,5,0,4.4,5.1
128,abdoulaye doucoure,MLI,MF,Watford,25,35,34,"3,062",5,6,0,0,7,0,6.2,4.7
129,,,,,,,,,,,,,,,,
130,luke dreher,ENG,FW,Crystal Palace,19,1,0,1,0,0,0,0,0,0,0.0,0.0
131,martin dubravka,SVK,GK,Newcastle Utd,29,38,38,"3,420",0,0,0,0,1,0,0.0,0.0
132,shane duffy,IRL,DF,Brighton,26,35,35,"3,087",5,1,0,0,4,1,3.1,0.3
133,demeaco duhaney,ENG,DF,Huddersfield,19,1,1,45,0,0,0,0,0,0,0.0,0.0
134,paul dummett,WAL,DF,Newcastle Utd,26,26,21,"1,990",0,0,0,0,1,0,0.3,0.7
135,lewis dunk,ENG,DF,Brighton,26,36,36,"3,151",2,1,0,0,6,1,1.8,0.8
136,erik durm,GER,DF,Huddersfield,26,28,21,"2,055",0,1,0,0,0,0,0.4,0.6
137,bruno ecuele manga,GAB,DF,Cardiff City,30,38,37,"3,376",0,1,0,0,0,0,1.1,0.4
138,ederson,BRA,GK,Manchester City,24,38,38,"3,420",0,1,0,0,2,0,0.0,0.1
139,harvey elliott,ENG,MF,Fulham,15,2,0,20,0,0,0,0,0,0,0.1,0.0
140,mohamed elneny,EGY,MF,Arsenal,26,8,5,380,0,0,0,0,0,0,0.4,0.2
141,mohamed elyounoussi,NOR,MF,Southampton,23,16,8,793,0,0,0,0,0,0,2.1,1.1
142,christian eriksen,DEN,MF,Tottenham,26,35,30,"2,774",8,12,0,0,3,0,5.4,7.4
143,neil etheridge,PHI,GK,Cardiff City,28,38,38,"3,420",0,0,0,0,2,0,0.0,0.1
144,jonny evans,NIR,DF,Leicester City,30,24,21,"1,996",1,0,0,0,2,0,0.9,0.3
145,łukasz fabianski,POL,GK,West Ham,33,38,38,"3,420",0,0,0,0,0,0,0.0,0.1
146,fabinho,BRA,MF,Liverpool,24,28,21,"2,017",1,2,0,0,6,0,1.0,1.8
147,cesc fabregas,ESP,MF,Chelsea,31,6,1,180,0,0,0,0,1,0,0.1,0.2
148,fabricio,ESP,GK,Fulham,30,2,2,180,0,0,0,0,0,0,0.0,0.0
149,marouane fellaini,BEL,MF,Manchester Utd,30,14,6,752,0,1,0,0,1,0,0.4,0.4
150,kiko femenia,ESP,DF,Watford,27,29,22,"2,049",1,1,0,0,1,0,0.4,1.6
151,federico fernandez,ARG,DF,Newcastle Utd,29,19,17,"1,484",0,1,0,0,2,0,0.2,0.5
152,fernandinho,BRA,MF,Manchester City,33,29,27,"2,377",1,3,0,0,5,0,1.6,3.0
153,roberto firmino,BRA,"FW,MF",Liverpool,26,34,31,"2,607",12,6,1,1,0,0,13.6,5.5
154,phil foden,ENG,MF,Manchester City,18,13,3,335,1,0,0,0,0,0,2.1,0.9
155,,,,,,,,,,,,,,,,
156,fraser forster,ENG,GK,Southampton,30,1,1,90,0,0,0,0,0,0,0.0,0.0
157,ben foster,ENG,GK,Watford,35,38,38,"3,420",0,0,0,0,1,0,0.0,0.2
158,timothy fosu-mensah,NED,DF,Fulham,20,12,10,793,0,0,0,0,3,0,0.1,0.4
159,juan foyth,ARG,DF,Tottenham,20,12,10,888,1,0,0,0,3,1,0.7,0.8
160,simon francis,ENG,DF,Bournemouth,33,17,13,"1,229",0,2,0,0,1,0,0.1,0.6
161,ryan fraser,SCO,"MF,FW",Bournemouth,24,38,35,"3,166",7,14,0,0,2,0,4.7,13.4
162,fred,BRA,MF,Manchester Utd,25,17,13,"1,041",1,1,0,0,2,0,0.8,1.0
163,ryan fredericks,ENG,DF,West Ham,25,15,12,"1,086",1,0,0,0,5,0,0.5,0.5
164,christian fuchs,AUT,DF,Leicester City,32,3,2,207,0,0,0,0,0,0,0.1,0.2
165,manolo gabbiadini,ITA,"FW,MF",Southampton,26,12,4,476,1,0,0,0,0,0,1.2,0.4
166,sam gallagher,ENG,FW,Southampton,22,4,0,34,0,0,0,0,0,0,0.0,0.0
167,idrissa gana gueye,SEN,MF,Everton,28,33,32,"2,822",0,2,0,0,6,0,0.6,0.8
168,james garner,ENG,MF,Manchester Utd,17,1,0,1,0,0,0,0,0,0,0.0,0.0
169,paulo gazzaniga,ARG,GK,Tottenham,26,3,3,270,0,0,0,0,0,0,0.0,0.0
170,david de gea,ESP,GK,Manchester Utd,27,38,38,"3,420",0,0,0,0,1,0,0.0,0.0
171,rachid ghezzal,ALG,"FW,MF",Leicester City,26,19,8,743,1,0,0,0,3,0,1.4,1.7
172,morgan gibbs-white,ENG,"MF,FW",Wolves,18,26,5,663,0,1,0,0,1,0,1.1,1.3
173,ben gibson,ENG,DF,Burnley,25,1,1,62,1,0,0,0,1,0,0.7,0.0
174,olivier giroud,FRA,FW,Chelsea,31,27,7,847,2,4,0,0,1,0,4.6,2.2
175,andre gomes,POR,MF,Everton,25,27,24,"1,980",1,1,0,0,7,0,1.6,0.6
176,angel gomes,ENG,"MF,FW",Manchester Utd,17,2,0,27,0,0,0,0,0,0,0.1,0.0
177,joe gomez,ENG,DF,Liverpool,21,16,12,"1,063",0,0,0,0,2,0,0.3,0.4
178,jon gorenc stankovic,SVN,"MF,DF",Huddersfield,22,11,9,715,1,0,0,0,2,0,1.0,0.1
179,dan gosling,ENG,MF,Bournemouth,28,25,19,"1,739",2,1,0,0,8,0,1.9,1.5
180,karlan grant,ENG,FW,Huddersfield,20,13,9,877,4,0,0,0,0,0,3.6,0.3
181,,,,,,,,,,,,,,,,
182,andre gray,JAM,FW,Watford,27,29,13,"1,366",7,2,0,0,2,0,5.0,1.9
183,demarai gray,JAM,"FW,MF",Leicester City,22,34,23,"1,985",4,1,0,0,2,0,4.5,1.3
184,mason greenwood,ENG,FW,Manchester Utd,16,3,1,117,0,0,0,0,0,0,0.7,0.1
185,pascal groß,GER,"MF,FW",Brighton,27,25,24,"1,864",3,3,1,2,1,0,4.4,5.5
186,vicente guaita,ESP,GK,Crystal Palace,31,20,20,"1,754",0,0,0,0,2,0,0.0,0.0
187,matteo guendouzi,FRA,MF,Arsenal,19,33,23,"2,149",0,0,0,0,9,0,0.6,1.8
188,ilkay gundogan,GER,MF,Manchester City,27,31,23,"2,137",6,3,0,0,3,0,4.1,4.3
189,angus gunn,SCO,GK,Southampton,22,12,12,"1,080",0,0,0,0,0,0,0.0,0.0
190,aron gunnarsson,ISL,MF,Cardiff City,29,28,27,"2,266",1,1,0,0,5,0,2.0,1.6
191,florent hadergjonaj,KVX,"DF,MF",Huddersfield,24,24,19,"1,842",0,0,0,0,1,0,0.2,1.5
192,ben hamer,ENG,GK,Huddersfield,30,7,7,552,0,0,0,0,0,0,0.0,0.0
193,kadeem harris,ENG,MF,Cardiff City,25,13,3,375,1,0,0,0,1,0,0.5,0.4
194,joe hart,ENG,GK,Burnley,31,19,19,"1,710",0,0,0,0,0,0,0.0,0.1
195,isaac hayden,ENG,MF,Newcastle Utd,23,25,21,"1,859",1,4,0,0,3,1,0.9,2.3
196,eden hazard,BEL,FW,Chelsea,27,37,32,"2,923",16,15,4,4,2,0,10.5,10.0
197,rhys healey,WAL,FW,Cardiff City,23,3,0,52,0,0,0,0,0,0,0.0,0.1
198,tom heaton,ENG,GK,Burnley,32,19,19,"1,710",0,0,0,0,3,0,0.0,0.1
199,jordan henderson,ENG,MF,Liverpool,28,32,21,"1,987",1,3,0,0,2,1,1.5,1.8
200,jeff hendrick,IRL,"MF,FW",Burnley,26,32,25,"2,063",3,0,0,0,4,0,1.8,0.8
201,wayne hennessey,WAL,GK,Crystal Palace,31,18,17,"1,576",0,0,0,0,0,0,0.0,0.0
202,javier hernandez,MEX,FW,West Ham,30,25,14,"1,334",7,1,0,0,2,0,6.6,1.4
203,ander herrera,ESP,MF,Manchester Utd,28,22,16,"1,403",2,3,0,0,4,0,1.3,1.6
204,son heung-min,KOR,"FW,MF",Tottenham,26,31,23,"2,039",12,6,0,0,2,1,7.5,3.6
205,gonzalo higuain,ARG,FW,Chelsea,30,14,13,"1,085",5,0,0,0,0,0,4.9,1.3
206,wesley hoedt,NED,DF,Southampton,24,13,13,"1,170",0,0,0,0,2,0,0.4,0.0
207,,,,,,,,,,,,,,,,
208,jonathan hogg,ENG,MF,Huddersfield,29,29,29,"2,367",0,1,0,0,8,1,0.3,0.8
209,junior hoilett,CAN,"MF,FW",Cardiff City,28,32,23,"2,141",3,1,0,0,4,0,3.4,1.5
210,rob holding,ENG,DF,Arsenal,22,10,9,807,0,0,0,0,1,0,0.1,0.2
211,jose holebas,GRE,DF,Watford,34,28,27,"2,393",3,6,0,0,12,1,1.0,4.1
212,mason holgate,ENG,DF,Everton,21,5,4,408,0,0,0,0,1,0,0.0,0.0
213,callum hudson-odoi,ENG,FW,Chelsea,17,10,4,393,0,1,0,0,0,0,0.7,1.4
214,will hughes,ENG,MF,Watford,23,32,31,"2,418",2,4,0,0,5,0,2.5,2.6
215,emerson hyndman,USA,MF,Bournemouth,22,1,0,38,0,0,0,0,0,0,0.0,0.0
216,pierre højbjerg,DEN,MF,Southampton,22,31,31,"2,760",4,3,0,0,8,2,2.6,2.4
217,jordon ibe,ENG,"MF,DF",Bournemouth,22,19,9,797,1,1,0,0,1,0,0.8,0.6
218,vicente iborra,ESP,MF,Leicester City,30,8,3,229,0,0,0,0,0,0,0.1,0.1
219,kelechi iheanacho,NGA,"FW,MF",Leicester City,21,30,9,941,1,3,0,0,2,0,2.1,1.6
220,danny ings,ENG,FW,Southampton,26,24,23,"1,651",7,3,3,3,1,0,9.4,3.1
221,alex iwobi,NGA,"FW,MF",Arsenal,22,35,22,"1,970",3,6,0,0,0,0,3.5,7.0
222,jose izquierdo,COL,"MF,FW",Brighton,26,15,9,795,0,1,0,0,1,0,0.6,0.4
223,phil jagielka,ENG,DF,Everton,35,7,4,331,1,0,0,0,0,1,0.6,0.3
224,alireza jahanbakhsh,IRN,"FW,MF",Brighton,24,19,12,"1,020",0,0,0,0,2,0,0.8,0.2
225,daryl janmaat,NED,DF,Watford,29,18,17,"1,520",0,2,0,0,3,0,0.5,0.8
226,vincent janssen,NED,FW,Tottenham,24,3,0,39,0,0,0,0,0,0,0.4,0.0
227,carl jenkinson,ENG,DF,Arsenal,26,3,2,166,0,0,0,0,0,0,0.0,0.0
228,gabriel jesus,BRA,FW,Manchester City,21,29,8,"1,036",7,3,1,1,1,0,11.2,2.3
229,raul jimenez,MEX,FW,Wolves,27,38,36,"3,111",13,7,2,2,4,0,15.1,6.3
230,stefan johansen,NOR,MF,Fulham,27,12,4,417,0,0,0,0,4,0,0.1,0.1
231,ben johnson,ENG,DF,West Ham,18,1,1,62,0,0,0,0,0,0,0.0,0.0
232,tyreke johnson,ENG,MF,Southampton,19,1,0,1,0,0,0,0,0,0,0.0,0.0
233,,,,,,,,,,,,,,,,
234,phil jones,ENG,DF,Manchester Utd,26,18,15,"1,263",0,1,0,0,1,0,0.4,0.5
235,jorginho,ITA,MF,Chelsea,26,37,37,"3,156",2,0,1,1,8,0,1.4,3.2
236,joselu,ESP,FW,Newcastle Utd,28,16,5,596,2,0,0,0,1,0,1.6,0.0
237,diogo jota,POR,"FW,MF",Wolves,21,33,29,"2,355",9,5,0,0,11,0,8.8,5.3
238,mathias jørgensen,DEN,DF,Huddersfield,28,24,24,"2,147",3,1,0,0,6,0,1.4,0.3
239,christian kabasele,BEL,DF,Watford,27,21,19,"1,586",0,0,0,0,4,1,1.5,0.6
240,elias kachunga,COD,"FW,MF",Huddersfield,26,20,13,"1,182",0,0,0,0,2,0,0.9,0.2
241,aboubakar kamara,MTN,FW,Fulham,23,13,5,693,3,0,1,2,2,0,3.7,0.7
242,harry kane,ENG,FW,Tottenham,25,28,27,"2,424",17,4,4,4,5,0,14.4,4.0
243,n'golo kante,FRA,MF,Chelsea,27,36,36,"3,092",4,4,0,0,3,0,2.9,3.5
244,beram kayal,ISR,MF,Brighton,30,18,9,940,1,1,0,0,4,0,0.4,1.1
245,michael keane,ENG,DF,Everton,25,33,33,"2,969",1,2,0,0,2,0,2.3,1.4
246,neeskens kebano,COD,"FW,MF",Fulham,26,7,0,108,0,0,0,0,0,0,0.1,0.0
247,naby keita,GUI,"MF,FW",Liverpool,23,25,16,"1,390",2,1,0,0,0,0,2.0,1.0
248,martin kelly,ENG,DF,Crystal Palace,28,13,12,"1,111",0,0,0,0,2,0,0.4,0.0
249,kenedy,BRA,"MF,DF",Newcastle Utd,22,25,14,"1,348",1,1,0,1,1,0,2.2,0.7
250,jonjoe kenny,ENG,DF,Everton,21,10,8,791,0,1,0,0,1,0,0.1,0.6
251,max kilman,ENG,DF,Wolves,21,1,0,1,0,0,0,0,0,0,0.0,0.0
252,joshua king,NOR,"FW,MF",Bournemouth,26,35,34,"2,961",12,3,5,6,3,0,13.5,3.8
253,anthony knockaert,FRA,"MF,FW",Brighton,26,30,18,"1,837",2,6,0,0,4,1,2.1,3.6
254,sead kolasinac,BIH,"DF,MF",Arsenal,25,24,22,"1,887",0,5,0,0,5,0,0.4,6.0
255,vincent kompany,BEL,DF,Manchester City,32,17,13,"1,224",1,0,0,0,6,0,0.3,0.0
256,terence kongolo,NED,DF,Huddersfield,24,32,32,"2,716",1,1,0,0,4,0,1.3,1.1
257,laurent koscielny,FRA,DF,Arsenal,32,17,13,"1,331",3,0,0,0,1,0,1.4,0.2
258,cheikhou kouyate,SEN,MF,Crystal Palace,28,31,21,"1,899",0,2,0,0,3,0,1.1,1.1
259,,,,,,,,,,,,,,,,
260,mateo kovacic,CRO,MF,Chelsea,24,32,21,"1,735",0,2,0,0,3,0,2.2,1.7
261,rajiv van la parra,NED,"FW,MF",Huddersfield,27,5,5,405,0,0,0,0,0,0,0.2,0.1
262,alexandre lacazette,FRA,FW,Arsenal,27,35,27,"2,502",13,8,0,0,2,0,11.7,3.7
263,adam lallana,ENG,"MF,FW",Liverpool,30,13,5,468,0,0,0,0,1,0,0.3,0.5
264,erik lamela,ARG,"MF,FW",Tottenham,26,19,9,974,4,2,0,0,2,0,3.3,1.8
265,manuel lanzini,ARG,MF,West Ham,25,10,8,686,1,1,0,0,2,0,1.1,0.8
266,aymeric laporte,ESP,DF,Manchester City,24,35,34,"3,057",3,3,0,0,3,0,3.0,0.8
267,jamaal lascelles,ENG,DF,Newcastle Utd,24,32,32,"2,745",0,1,0,0,4,0,0.6,0.9
268,maxime le marchand,FRA,DF,Fulham,28,26,25,"2,250",0,1,0,0,5,0,0.3,0.7
269,florian lejeune,FRA,DF,Newcastle Utd,27,12,12,"1,054",0,0,0,0,0,0,0.4,0.4
