,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
270,mario lemina,GAB,MF,Southampton,24,21,18,"1,613",1,1,0,0,5,0,1.1,1.1
271,aaron lennon,ENG,MF,Burnley,31,16,14,"1,215",1,1,0,0,1,0,0.8,0.7
272,bernd leno,GER,GK,Arsenal,26,32,31,"2,836",0,0,0,0,0,0,0.0,0.0
273,jefferson lerma,COL,MF,Bournemouth,23,30,29,"2,506",2,0,0,0,12,0,1.3,1.1
274,stephan lichtsteiner,SUI,DF,Arsenal,34,14,10,938,0,0,0,0,3,0,0.0,0.1
275,victor lindelof,SWE,DF,Manchester Utd,24,30,29,"2,601",1,1,0,0,1,0,0.7,1.2
276,jesse lingard,ENG,"FW,MF",Manchester Utd,25,27,19,"1,663",4,2,1,1,3,0,4.7,2.7
277,fernando llorente,ESP,FW,Tottenham,33,20,6,694,1,4,0,0,2,0,3.4,1.6
278,hugo lloris,FRA,GK,Tottenham,31,33,33,"2,970",0,0,0,0,0,0,0.0,0.0
279,jurgen locadia,CUW,"FW,MF",Brighton,24,26,12,"1,236",2,0,0,0,1,0,2.7,1.0
280,ruben loftus-cheek,ENG,"MF,FW",Chelsea,22,24,6,998,6,2,0,0,0,0,2.8,0.8
281,kevin long,IRL,DF,Burnley,27,6,5,514,0,1,0,0,0,0,0.1,0.5
282,shane long,IRL,"FW,MF",Southampton,31,26,12,"1,272",5,1,0,0,3,0,4.6,1.6
283,sean longstaff,ENG,MF,Newcastle Utd,20,9,8,687,1,0,0,0,2,0,0.7,0.5
284,ademola lookman,NGA,"FW,MF",Everton,20,21,3,618,0,2,0,0,0,0,1.4,1.4
285,,,,,,,,,,,,,,,,
286,jonas lossl,DEN,GK,Huddersfield,29,31,30,"2,778",0,1,0,0,1,0,0.0,0.5
287,dejan lovren,CRO,DF,Liverpool,29,13,11,986,1,0,0,0,1,0,0.7,0.1
288,chris lowe,GER,"DF,MF",Huddersfield,29,29,23,"2,057",0,2,0,0,2,0,0.6,1.7
289,matthew lowton,ENG,DF,Burnley,29,21,19,"1,750",0,0,0,0,7,0,0.6,0.7
290,david luiz,BRA,DF,Chelsea,31,36,36,"3,238",3,2,0,0,3,0,2.6,2.9
291,romelu lukaku,BEL,FW,Manchester Utd,25,32,22,"2,136",12,0,0,0,4,0,10.5,2.2
292,james maddison,ENG,"MF,FW",Leicester City,21,36,35,"2,831",7,7,1,2,4,1,7.4,8.2
293,gary madine,ENG,"FW,MF",Cardiff City,27,5,0,37,0,0,0,0,0,0,0.0,0.0
294,harry maguire,ENG,DF,Leicester City,25,31,31,"2,596",3,0,0,0,6,1,2.4,0.8
295,riyad mahrez,ALG,"FW,MF",Manchester City,27,27,14,"1,343",7,4,0,1,0,0,5.5,4.6
296,ainsley maitland-niles,ENG,DF,Arsenal,20,16,11,987,1,1,0,0,2,1,0.9,0.9
297,sadio mane,SEN,FW,Liverpool,26,36,35,"3,077",22,1,0,0,2,0,15.1,4.5
298,javier manquillo,ESP,DF,Newcastle Utd,24,18,12,"1,101",0,3,0,0,2,0,0.1,0.7
299,solly march,ENG,"FW,MF",Brighton,24,35,30,"2,463",1,5,0,0,1,0,2.5,4.3
300,adrian mariappa,JAM,DF,Watford,31,26,20,"1,927",0,0,0,0,3,0,0.7,0.6
301,lazar markovic,SRB,MF,Fulham,24,1,0,45,0,0,0,0,0,0,0.0,0.0
302,anthony martial,FRA,FW,Manchester Utd,22,27,18,"1,621",10,2,1,1,2,0,6.2,2.9
303,adam masina,MAR,DF,Watford,24,14,11,"1,004",0,1,0,0,5,0,0.1,0.8
304,arthur masuaku,COD,DF,West Ham,24,23,19,"1,759",0,1,0,0,2,0,0.1,0.8
305,juan mata,ESP,"FW,MF",Manchester Utd,30,22,16,"1,289",3,2,0,0,3,0,1.6,2.9
306,nemanja matic,SRB,MF,Manchester Utd,29,28,28,"2,436",1,0,0,0,7,1,1.3,0.5
307,joel matip,CMR,DF,Liverpool,26,22,17,"1,537",1,0,0,0,3,0,0.7,0.2
308,konstantinos mavropanos,GRE,DF,Arsenal,20,4,3,148,0,0,0,0,1,0,0.1,0.3
309,alfie mawson,ENG,DF,Fulham,24,15,13,"1,131",0,0,0,0,2,0,0.1,0.1
310,isaac mbenza,BEL,"FW,MF",Huddersfield,22,22,10,986,1,1,0,0,1,0,1.0,0.9
311,,,,,,,,,,,,,,,,
312,james mcarthur,SCO,MF,Crystal Palace,30,38,36,"3,058",3,6,0,0,7,0,4.1,3.3
313,alex mccarthy,ENG,GK,Southampton,28,25,25,"2,250",0,0,0,0,1,0,0.0,0.0
314,james mccarthy,IRL,MF,Everton,27,1,0,15,0,0,0,0,0,0,0.0,0.0
315,kevin mcdonald,SCO,MF,Fulham,29,15,10,841,0,0,0,0,5,1,0.1,0.1
316,dwight mcneil,ENG,MF,Burnley,18,21,19,"1,591",3,5,0,0,2,0,2.0,3.4
317,scott mctominay,SCO,"MF,DF",Manchester Utd,21,16,9,867,2,0,0,0,1,0,1.5,0.0
318,ben mee,ENG,DF,Burnley,28,38,38,"3,420",0,2,0,0,9,0,1.6,1.1
319,nathaniel mendez-laing,GUA,"MF,FW",Cardiff City,26,20,11,985,4,1,1,1,0,0,2.3,1.5
320,benjamin mendy,FRA,DF,Manchester City,24,10,10,900,0,5,0,0,1,0,0.2,1.6
321,nampalys mendy,SEN,MF,Leicester City,26,31,23,"2,092",0,0,0,0,5,0,0.1,0.2
322,chris mepham,WAL,DF,Bournemouth,20,13,10,850,0,1,0,0,1,0,0.1,0.5
323,max meyer,GER,MF,Crystal Palace,22,29,15,"1,416",1,2,0,0,3,0,1.8,1.2
324,luka milivojevic,SRB,MF,Crystal Palace,27,38,38,"3,420",12,2,10,11,10,0,10.9,3.0
325,james milner,ENG,"MF,DF",Liverpool,32,31,19,"1,789",5,4,3,3,6,1,3.4,5.3
326,yerry mina,COL,DF,Everton,23,13,10,892,1,0,0,0,3,0,0.3,0.1
327,tyrone mings,ENG,DF,Bournemouth,25,5,2,143,0,0,0,0,0,0,0.0,0.1
328,aleksandar mitrovic,SRB,FW,Fulham,23,37,37,"3,280",11,3,1,1,7,0,14.1,3.2
329,henrikh mkhitaryan,ARM,"FW,MF",Arsenal,29,25,19,"1,641",6,4,0,0,1,0,5.0,6.2
330,nacho monreal,ESP,DF,Arsenal,32,22,21,"1,861",1,3,0,0,5,0,1.3,1.7
331,martin montoya,ESP,DF,Brighton,27,25,24,"2,167",0,1,0,0,4,0,0.2,1.2
332,aaron mooy,AUS,"MF,FW",Huddersfield,27,29,25,"2,330",3,1,1,1,4,0,2.8,2.6
333,alvaro morata,ESP,FW,Chelsea,25,16,11,941,5,0,0,0,3,0,6.1,0.2
334,alberto moreno,ESP,DF,Liverpool,26,2,2,154,0,0,0,0,0,0,0.0,0.1
335,wes morgan,JAM,DF,Leicester City,34,22,21,"1,925",3,0,0,0,3,2,1.8,0.2
336,sean morrison,ENG,DF,Cardiff City,27,34,34,"3,039",1,3,0,0,6,0,5.0,3.7
337,,,,,,,,,,,,,,,,
338,victor moses,NGA,FW,Chelsea,27,2,0,28,0,0,0,0,0,0,0.0,0.1
339,steve mounie,BEN,FW,Huddersfield,23,31,19,"1,778",2,3,0,0,1,1,5.8,1.9
340,lucas moura,BRA,"FW,MF",Tottenham,25,32,25,"2,121",10,0,0,0,3,0,6.3,1.5
341,lys mousset,FRA,FW,Bournemouth,22,24,1,368,1,0,0,0,1,0,1.4,0.3
342,joao moutinho,POR,MF,Wolves,31,38,35,"3,032",1,8,0,0,4,0,0.7,6.5
343,jacob murphy,ENG,"MF,DF",Newcastle Utd,23,9,3,302,0,1,0,0,0,0,0.1,0.6
344,josh murphy,ENG,"MF,FW",Cardiff City,23,29,22,"1,817",3,2,0,0,2,0,4.1,3.9
345,glenn murray,ENG,FW,Brighton,34,38,30,"2,508",13,1,4,4,5,0,11.4,1.3
346,shkodran mustafi,GER,DF,Arsenal,26,31,31,"2,611",2,0,0,0,9,0,1.5,0.6
347,yoshinori muto,JPN,"FW,MF",Newcastle Utd,26,17,5,524,1,0,0,0,1,0,0.9,0.8
348,georges-kevin n'koudou,CMR,FW,Tottenham,23,1,0,5,0,1,0,0,0,0,0.0,0.5
349,samir nasri,FRA,MF,West Ham,31,5,3,245,0,2,0,0,0,0,0.1,0.3
350,marc navarro,ESP,DF,Watford,23,2,1,84,0,0,0,0,0,0,0.0,0.0
351,wilfred ndidi,NGA,MF,Leicester City,21,38,37,"3,296",2,0,0,0,8,0,3.7,1.8
352,ruben neves,POR,MF,Wolves,21,35,34,"3,007",4,3,2,2,8,0,4.0,1.9
353,oumar niasse,SEN,FW,Cardiff City,28,13,12,931,0,0,0,0,0,0,3.4,0.6
354,oumar niasse,SEN,FW,Everton,28,5,0,63,0,0,0,0,0,0,0.5,0.2
355,eddie nketiah,ENG,"MF,FW",Arsenal,19,5,0,67,1,0,0,0,0,0,0.2,0.1
356,mark noble,ENG,MF,West Ham,31,31,29,"2,291",5,5,4,4,6,1,3.7,1.9
357,havard nordtveit,NOR,DF,Fulham,28,5,4,362,0,1,0,0,0,0,0.0,0.1
358,will norris,ENG,GK,Wolves,24,1,0,1,0,0,0,0,0,0,0.0,0.0
359,michael obafemi,IRL,FW,Southampton,18,6,1,137,1,1,0,0,1,0,1.7,0.4
360,pedro obiang,EQG,MF,West Ham,26,24,12,"1,128",0,1,0,0,0,0,0.6,1.0
361,denis odoi,GHA,DF,Fulham,30,31,29,"2,594",0,1,0,0,4,0,0.6,0.7
362,angelo ogbonna,ITA,DF,West Ham,30,24,20,"1,874",1,1,0,0,2,0,1.8,0.9
363,,,,,,,,,,,,,,,,
364,stefano okaka,ITA,"FW,MF",Watford,28,2,0,24,0,0,0,0,1,0,0.5,0.1
365,shinji okazaki,JPN,"MF,FW",Leicester City,32,21,1,288,0,1,0,0,0,0,0.6,0.1
366,divock origi,BEL,FW,Liverpool,23,12,4,371,3,1,0,0,0,0,2.2,0.2
367,nicolas otamendi,ARG,DF,Manchester City,30,18,14,"1,236",0,0,0,0,1,0,1.3,0.2
368,alex oxlade-chamberlain,ENG,MF,Liverpool,24,2,0,21,0,0,0,0,0,0,0.5,0.1
369,mesut ozil,GER,"MF,FW",Arsenal,29,24,20,"1,735",5,2,0,0,2,0,1.7,4.1
370,emerson palmieri,ITA,DF,Chelsea,23,10,7,663,0,0,0,0,0,0,0.3,0.3
371,sokratis papastathopoulos,GRE,DF,Arsenal,30,25,25,"2,198",1,2,0,0,12,0,0.8,0.7
372,callum paterson,SCO,"FW,MF",Cardiff City,23,27,21,"1,998",4,1,0,0,4,0,5.5,2.8
373,rui patricio,POR,GK,Wolves,30,37,37,"3,329",0,0,0,0,1,0,0.0,0.0
374,pedro,ESP,FW,Chelsea,31,31,21,"1,778",8,2,0,0,2,0,5.3,3.5
375,lee peltier,ENG,DF,Cardiff City,31,20,17,"1,544",0,0,0,0,4,0,0.0,0.1
376,andreas pereira,BRA,MF,Manchester Utd,22,15,6,599,1,1,0,0,5,0,0.3,0.9
377,ricardo pereira,POR,"DF,FW",Leicester City,24,35,35,"3,123",2,6,0,0,7,0,1.2,5.2
378,roberto pereyra,ARG,MF,Watford,27,33,33,"2,815",6,1,0,0,3,0,5.4,3.2
379,ayoze perez,ESP,"MF,FW",Newcastle Utd,25,37,34,"2,917",12,2,0,0,2,0,7.5,3.6
380,lucas perez,ESP,"FW,MF",West Ham,29,15,4,475,3,0,0,0,0,0,1.3,0.8
381,jordan pickford,ENG,GK,Everton,24,38,38,"3,420",0,0,0,0,1,0,0.0,0.0
382,paul pogba,FRA,MF,Manchester Utd,25,35,34,"3,006",13,9,7,10,6,0,15.0,4.7
383,alex pritchard,ENG,"MF,FW",Huddersfield,25,30,26,"2,081",2,0,0,0,2,0,2.7,1.8
384,sebastian prodl,AUT,DF,Watford,31,1,0,13,0,0,0,0,0,0,0.0,0.0
385,davy propper,NED,MF,Brighton,26,30,30,"2,546",1,1,0,0,2,0,0.9,1.3
386,jason puncheon,ENG,MF,Crystal Palace,32,5,0,13,0,0,0,0,0,0,0.0,0.0
387,jason puncheon,ENG,MF,Huddersfield,32,6,5,382,0,0,0,0,1,0,0.3,0.5
388,collin quaner,GER,FW,Huddersfield,27,2,0,39,0,0,0,0,0,0,0.0,0.1
389,,,,,,,,,,,,,,,,
390,domingos quina,POR,MF,Watford,18,8,3,338,1,0,0,0,0,0,0.2,0.1
391,joe ralls,ENG,MF,Cardiff City,24,28,22,"1,959",0,0,0,1,4,1,1.6,3.2
392,aaron ramsey,WAL,MF,Arsenal,27,28,14,"1,331",4,6,0,0,0,0,3.4,2.0
393,kayne ramsey,ENG,DF,Southampton,17,1,1,90,0,0,0,0,0,0,0.0,0.0
394,marcus rashford,ENG,FW,Manchester Utd,20,33,26,"2,334",10,6,0,0,3,1,10.7,5.0
395,tim ream,USA,DF,Fulham,30,26,25,"2,047",0,0,0,0,1,0,0.0,0.1
396,nathan redmond,ENG,"MF,FW",Southampton,24,38,36,"3,270",6,4,0,0,3,0,7.6,4.7
397,bobby reid,JAM,"FW,MF",Cardiff City,25,27,16,"1,424",5,2,1,1,0,0,3.8,1.2
398,declan rice,ENG,MF,West Ham,19,34,34,"3,003",2,0,0,0,4,0,1.2,0.4
399,jazz richards,WAL,"DF,MF",Cardiff City,27,4,0,132,0,0,0,0,0,0,0.0,0.0
400,richarlison,BRA,"FW,MF",Everton,21,35,32,"2,665",13,1,0,0,5,1,9.4,2.0
401,diego rico,ESP,"DF,MF",Bournemouth,25,12,5,612,0,0,0,0,1,0,0.2,1.1
402,sergio rico,ESP,GK,Fulham,24,29,29,"2,610",0,0,0,0,1,0,0.0,0.1
403,matt ritchie,SCO,"DF,MF",Newcastle Utd,28,36,35,"2,928",2,8,1,2,9,0,5.1,5.3
404,andrew robertson,SCO,DF,Liverpool,24,36,36,"3,216",0,11,0,0,4,0,0.7,7.2
405,marcos rojo,ARG,DF,Manchester Utd,28,5,2,212,0,0,0,0,2,0,0.2,0.0
406,oriol romeu,ESP,MF,Southampton,26,31,25,"2,136",1,0,0,0,11,0,0.9,1.0
407,salomon rondon,VEN,FW,Newcastle Utd,28,32,30,"2,603",11,7,0,0,1,0,10.4,3.0
408,danny rose,ENG,DF,Tottenham,28,26,20,"1,798",0,3,0,0,5,0,0.7,2.2
409,aaron rowe,ENG,FW,Huddersfield,17,2,1,69,0,0,0,0,0,0,0.0,0.0
410,john ruddy,ENG,GK,Wolves,31,1,1,90,0,0,0,0,0,0,0.0,0.0
411,antonio rudiger,GER,DF,Chelsea,25,33,33,"2,871",1,0,0,0,7,0,2.5,0.6
412,mathew ryan,AUS,GK,Brighton,26,34,34,"3,060",0,0,0,0,2,0,0.0,0.0
413,abdelhamid sabiri,MAR,FW,Huddersfield,21,2,1,48,0,0,0,0,0,0,0.0,0.0
414,romain saiss,MAR,"MF,DF",Wolves,28,19,12,"1,149",2,0,0,0,7,0,1.4,0.6
415,,,,,,,,,,,,,,,,
416,bukayo saka,ENG,FW,Arsenal,16,1,0,8,0,0,0,0,0,0,0.0,0.0
417,mamadou sakho,FRA,DF,Crystal Palace,28,27,27,"2,416",0,0,0,0,2,0,0.4,0.2
418,bakary sako,MLI,FW,Crystal Palace,30,4,0,29,0,0,0,0,0,0,0.0,0.0
419,mohamed salah,EGY,FW,Liverpool,26,38,37,"3,250",22,8,3,3,1,0,20.2,9.4
420,alexis sanchez,CHI,"FW,MF",Manchester Utd,29,20,9,880,1,3,0,0,3,0,1.5,3.0
421,carlos sanchez,COL,MF,West Ham,32,7,2,245,0,0,0,0,0,0,0.1,0.1
422,davinson sanchez,COL,DF,Tottenham,22,23,22,"1,942",1,1,0,0,2,0,1.4,0.4
423,leroy sane,GER,FW,Manchester City,22,31,21,"1,867",10,10,0,0,1,0,6.7,7.4
424,fabian schar,SUI,DF,Newcastle Utd,26,24,22,"1,999",4,1,0,0,12,0,1.9,0.7
425,christopher schindler,GER,DF,Huddersfield,28,37,37,"3,260",1,0,0,0,5,1,1.1,0.2
426,jeffrey schlupp,GHA,"MF,FW",Crystal Palace,25,30,18,"1,670",4,1,0,0,1,0,3.2,1.2
427,kasper schmeichel,DEN,GK,Leicester City,31,38,38,"3,420",0,0,0,0,3,0,0.1,0.4
428,morgan schneiderlin,FRA,MF,Everton,28,14,10,834,0,1,0,0,2,0,0.1,0.4
429,andre schurrle,GER,"FW,MF",Fulham,27,24,21,"1,641",6,0,0,0,2,0,3.6,1.9
430,ken sema,SWE,"MF,FW",Watford,24,17,9,754,1,2,0,0,1,0,0.8,0.6
431,jean seri,CIV,MF,Fulham,27,32,27,"2,244",1,2,0,0,6,0,0.9,4.8
432,ryan sessegnon,ENG,"FW,DF",Fulham,18,35,26,"2,300",2,6,0,0,0,0,4.0,3.8
433,xherdan shaqiri,SUI,"FW,MF",Liverpool,26,24,11,"1,064",6,3,0,0,2,0,3.9,1.6
434,luke shaw,ENG,DF,Manchester Utd,23,29,29,"2,591",1,4,0,0,11,0,1.4,3.9
435,jonjo shelvey,ENG,MF,Newcastle Utd,26,16,10,948,1,1,0,0,1,0,0.9,1.7
436,gylfi sigurðsson,ISL,MF,Everton,28,38,36,"3,117",13,6,2,5,3,0,10.7,6.9
437,adrien silva,POR,MF,Leicester City,29,2,1,88,0,0,0,0,0,0,0.0,0.0
438,bernardo silva,POR,"MF,FW",Manchester City,23,36,31,"2,854",7,7,0,0,3,0,7.4,7.8
439,david silva,ESP,MF,Manchester City,32,33,28,"2,401",6,8,0,0,2,0,7.8,8.5
440,xande silva,POR,FW,West Ham,21,1,0,18,0,0,0,0,0,0,0.1,0.0
441,,,,,,,,,,,,,,,,
442,danny simpson,ENG,DF,Leicester City,31,6,3,292,0,0,0,0,0,0,0.0,0.0
443,jack simpson,ENG,DF,Bournemouth,21,6,4,403,0,0,0,0,0,0,0.1,0.0
444,josh sims,ENG,MF,Southampton,21,7,2,212,0,1,0,0,0,0,0.6,0.7
445,moussa sissoko,FRA,"MF,FW",Tottenham,28,29,27,"2,330",0,3,0,0,2,0,0.9,2.5
446,oliver skipp,ENG,MF,Tottenham,17,8,2,220,0,0,0,0,0,0,0.1,0.0
447,callum slattery,ENG,MF,Southampton,19,3,1,112,0,0,0,0,0,0,0.1,0.0
448,chris smalling,ENG,DF,Manchester Utd,28,24,24,"2,127",1,0,0,0,1,0,1.2,0.2
449,adam smith,ENG,"DF,MF",Bournemouth,27,25,25,"2,066",1,1,0,0,5,1,0.5,0.6
450,tommy smith,ENG,DF,Huddersfield,26,15,13,"1,141",0,0,0,0,2,1,0.1,0.4
451,robert snodgrass,SCO,MF,West Ham,30,33,25,"2,220",2,5,0,0,10,0,2.3,5.6
452,cedric soares,POR,DF,Southampton,26,18,16,"1,495",1,2,0,0,4,0,0.3,1.0
453,ramadan sobhi,EGY,"FW,MF",Huddersfield,21,4,0,79,0,0,0,0,0,0,0.0,0.2
454,dominic solanke,ENG,"FW,MF",Bournemouth,20,10,2,347,0,1,0,0,0,0,1.0,0.4
455,pape souare,SEN,DF,Crystal Palace,28,1,0,1,0,0,0,0,0,0,0.0,0.0
456,caglar soyuncu,TUR,DF,Leicester City,22,6,4,372,0,0,0,0,1,0,0.1,0.0
457,julian speroni,ARG,GK,Crystal Palace,39,1,1,90,0,0,0,0,0,0,0.0,0.0
458,junior stanislas,ENG,"MF,FW",Bournemouth,28,23,11,"1,031",2,3,1,1,1,0,3.1,2.0
459,dale stephens,ENG,MF,Brighton,29,30,29,"2,485",1,1,0,0,6,1,0.3,0.7
460,jack stephens,ENG,DF,Southampton,24,24,19,"1,700",1,0,0,0,4,0,1.0,0.2
461,raheem sterling,ENG,FW,Manchester City,23,34,31,"2,771",17,9,0,0,3,0,13.7,9.6
462,john stones,ENG,DF,Manchester City,24,24,20,"1,764",0,0,0,0,1,0,0.3,0.2
463,daniel sturridge,ENG,"FW,MF",Liverpool,28,18,4,509,2,1,0,0,1,0,1.2,0.8
464,denis suarez,ESP,"MF,FW",Arsenal,24,4,0,71,0,0,0,0,0,0,0.0,0.0
465,isaac success,NGA,"FW,MF",Watford,22,30,9,"1,052",1,1,0,0,4,0,3.5,2.8
466,ki sung-yueng,KOR,MF,Newcastle Utd,29,18,14,"1,302",0,1,0,0,2,0,0.3,1.0
467,,,,,,,,,,,,,,,,
468,andrew surman,ENG,MF,Bournemouth,31,18,16,"1,439",0,0,0,0,2,0,0.3,0.4
469,sam surridge,ENG,"MF,FW",Bournemouth,20,2,0,13,0,0,0,0,0,0,0.3,0.0
470,alexander sørloth,NOR,FW,Crystal Palace,22,12,0,185,0,0,0,0,0,0,0.5,0.9
471,matt targett,ENG,DF,Southampton,22,16,13,"1,186",1,3,0,0,2,0,0.5,2.3
472,james tarkowski,ENG,DF,Burnley,25,35,35,"3,086",3,1,0,0,8,0,3.3,0.3
473,charlie taylor,ENG,DF,Burnley,24,38,35,"3,243",0,1,0,0,2,0,0.2,1.5
474,youri tielemans,BEL,MF,Leicester City,21,13,13,"1,086",3,4,0,0,2,0,1.8,2.5
475,james tomkins,ENG,DF,Crystal Palace,29,29,29,"2,560",1,1,0,0,5,0,1.4,0.9
476,lucas torreira,URU,MF,Arsenal,22,34,24,"2,382",2,2,0,0,7,1,1.5,1.2
477,cenk tosun,TUR,FW,Everton,27,25,10,"1,059",3,3,0,0,3,0,5.0,0.9
478,andros townsend,ENG,"FW,MF",Crystal Palace,27,38,34,"3,009",6,4,0,0,1,0,4.6,3.6
479,adama traore,ESP,"FW,MF",Wolves,22,29,8,902,1,1,0,0,1,0,1.3,2.2
480,mark travers,IRL,GK,Bournemouth,19,2,2,180,0,0,0,0,0,0,0.0,0.0
481,kieran trippier,ENG,DF,Tottenham,27,27,26,"2,276",1,3,0,0,2,0,0.5,4.1
482,antonio valencia,ECU,DF,Manchester Utd,32,6,5,466,0,0,0,0,2,0,0.1,0.5
483,yan valery,TUN,DF,Southampton,19,23,20,"1,712",2,1,0,0,4,1,0.7,0.2
484,virgil van dijk,NED,DF,Liverpool,27,38,38,"3,384",4,2,0,0,1,0,3.1,1.4
485,jamie vardy,ENG,FW,Leicester City,31,34,30,"2,726",18,4,4,5,3,1,18.3,5.1
486,jan vertonghen,BEL,DF,Tottenham,31,22,22,"1,911",1,0,0,0,4,1,1.0,0.2
487,jannik vestergaard,DEN,DF,Southampton,25,23,23,"2,027",0,0,0,0,2,0,0.7,0.6
488,luciano vietto,ARG,"FW,MF",Fulham,24,20,10,986,1,4,0,0,1,0,2.9,2.1
489,ruben vinagre,POR,"DF,MF",Wolves,19,17,7,710,0,0,0,0,1,0,0.5,0.8
490,sam vokes,WAL,FW,Burnley,28,20,10,915,3,0,0,0,0,0,2.4,1.3
491,michel vorm,NED,GK,Tottenham,34,2,2,180,0,0,0,0,0,0,0.0,0.0
492,matej vydra,CZE,FW,Burnley,26,13,3,318,1,1,0,0,1,0,1.8,0.5
493,,,,,,,,,,,,,,,,
494,theo walcott,ENG,"FW,MF",Everton,29,37,24,"2,119",5,2,0,0,1,0,5.7,2.7
495,kyle walker,ENG,DF,Manchester City,28,33,30,"2,779",1,1,0,0,3,0,0.8,1.9
496,kyle walker-peters,ENG,DF,Tottenham,21,6,4,376,0,3,0,0,1,0,0.3,0.5
497,aaron wan-bissaka,ENG,DF,Crystal Palace,20,35,35,"3,134",0,3,0,0,4,1,0.5,2.1
498,victor wanyama,KEN,MF,Tottenham,27,13,4,516,1,0,0,0,2,0,1.0,0.1
499,danny ward,ENG,FW,Cardiff City,26,14,4,445,1,0,0,0,0,0,0.6,0.3
500,joel ward,ENG,DF,Crystal Palace,28,7,6,552,1,0,0,0,1,0,0.6,0.1
501,stephen ward,IRL,DF,Burnley,32,3,3,228,0,0,0,0,1,0,0.1,0.0
502,james ward-prowse,ENG,"MF,DF",Southampton,23,26,21,"1,945",7,0,1,1,4,0,3.4,3.2
503,danny welbeck,ENG,"FW,MF",Arsenal,27,8,1,153,1,1,0,0,0,0,0.8,0.3
504,ashley westwood,ENG,MF,Burnley,28,34,31,"2,824",2,7,0,0,5,0,1.9,4.8
505,connor wickham,ENG,"FW,MF",Crystal Palace,25,6,0,67,0,1,0,0,0,0,0.4,0.3
506,georginio wijnaldum,NED,MF,Liverpool,27,35,32,"2,725",3,0,0,0,3,0,3.0,1.8
507,danny williams,USA,MF,Huddersfield,29,5,1,96,0,0,0,0,1,0,0.0,0.0
508,willian,BRA,FW,Chelsea,29,32,26,"2,097",3,6,0,0,2,0,4.2,5.4
509,joe willock,ENG,"MF,FW",Arsenal,18,2,1,64,0,0,0,0,0,0,0.1,0.0
510,ben wilmot,ENG,"MF,DF",Watford,18,2,0,28,0,0,0,0,0,0,0.0,0.0
511,jack wilshere,ENG,MF,West Ham,26,8,4,392,0,1,0,0,2,0,0.2,0.6
512,callum wilson,ENG,FW,Bournemouth,26,30,29,"2,528",14,9,1,2,3,0,13.4,5.4
513,harry winks,ENG,MF,Tottenham,22,26,17,"1,597",1,0,0,0,4,0,1.0,0.3
514,chris wood,NZL,FW,Burnley,26,38,29,"2,588",10,2,0,0,2,0,8.8,3.8
515,granit xhaka,SUI,"MF,DF",Arsenal,25,29,29,"2,498",4,2,0,0,10,0,2.0,3.4
516,andriy yarmolenko,UKR,"MF,FW",West Ham,28,9,5,459,2,0,0,0,2,0,1.1,0.8
517,deandre yedlin,USA,DF,Newcastle Utd,25,29,28,"2,473",1,2,0,0,6,1,1.2,2.0
518,maya yoshida,JPN,DF,Southampton,29,17,17,"1,518",0,1,0,0,0,0,1.9,0.5
519,,,,,,,,,,,,,,,,
520,ashley young,ENG,DF,Manchester Utd,33,30,28,"2,569",2,2,0,0,9,1,0.5,3.1
521,pablo zabaleta,ARG,DF,West Ham,33,26,23,"2,092",0,1,0,0,4,0,0.2,1.0
522,wilfried zaha,CIV,FW,Crystal Palace,25,34,34,"3,036",10,5,0,0,9,1,5.7,4.8
523,andre-frank zambo anguissa,CMR,MF,Fulham,22,22,16,"1,517",0,0,0,0,2,1,0.8,0.2
524,davide zappacosta,ITA,DF,Chelsea,26,4,1,128,0,0,0,0,0,0,0.1,0.1
525,oleksandr zinchenko,UKR,DF,Manchester City,21,14,14,"1,151",0,3,0,0,1,0,0.2,1.5
526,kenneth zohore,DEN,FW,Cardiff City,24,19,7,753,1,1,0,0,1,0,1.7,1.1
