,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
76,etienne capoue,FRA,MF,Watford,31,30,30,"2,627",0,3,0,0,8,0,0.8,3.3
77,,,,,,,,,,,,,,,,
78,andy carroll,ENG,FW,Newcastle Utd,30,19,4,632,0,4,0,0,1,0,1.2,1.4
79,jonny castro,ESP,"MF,DF",Wolves,25,35,33,"2,887",2,2,0,0,4,0,1.6,1.3
80,craig cathcart,NIR,DF,Watford,30,29,28,"2,488",0,0,0,0,7,0,0.2,0.1
81,dani ceballos,ESP,MF,Arsenal,22,24,18,"1,692",0,2,0,0,1,0,0.6,1.8
82,nathaniel chalobah,ENG,MF,Watford,24,22,10,930,0,1,0,0,1,0,0.5,1.3
83,calum chambers,ENG,DF,Arsenal,24,14,13,"1,102",1,1,0,0,5,0,0.8,1.6
84,ben chilwell,ENG,DF,Leicester City,22,27,27,"2,373",3,3,0,0,3,0,1.0,3.9
85,tahith chong,NED,"FW,DF",Manchester Utd,19,3,0,37,0,0,0,0,0,0,0.1,0.0
86,hamza choudhury,ENG,MF,Leicester City,21,20,10,893,1,1,0,0,4,1,0.4,0.1
87,andreas christensen,DEN,DF,Chelsea,23,21,21,"1,751",0,0,0,0,5,0,0.5,0.9
88,ciaran clark,IRL,DF,Newcastle Utd,29,14,14,"1,186",2,0,0,0,3,0,1.3,0.0
89,leon clarke,ENG,"FW,MF",Sheffield Utd,34,2,0,35,0,0,0,0,0,0,0.5,0.0
90,tom cleverley,ENG,MF,Watford,29,18,11,971,1,0,0,0,2,0,2.1,0.7
91,conor coady,ENG,DF,Wolves,26,38,38,"3,420",0,0,0,0,5,0,0.0,0.5
92,seamus coleman,IRL,DF,Everton,30,27,21,"1,839",0,1,0,0,5,1,0.9,1.7
93,aaron connolly,IRL,FW,Brighton,19,24,14,"1,258",3,1,0,0,0,0,4.0,0.5
94,lewis cook,ENG,"MF,FW",Bournemouth,22,27,14,"1,352",0,0,0,0,5,0,0.3,0.5
95,steve cook,ENG,DF,Bournemouth,28,29,28,"2,428",1,0,0,0,6,1,0.7,0.5
96,jack cork,ENG,MF,Burnley,30,30,30,"2,613",0,0,0,0,1,0,2.0,1.1
97,aaron cresswell,ENG,DF,West Ham,29,31,31,"2,727",3,0,0,0,7,0,1.4,3.2
98,patrick cutrone,ITA,FW,Wolves,21,12,3,297,2,0,0,0,0,0,2.2,0.3
99,diogo dalot,POR,"DF,MF",Manchester Utd,20,4,1,67,0,0,0,0,0,0,0.3,0.0
100,charlie daniels,ENG,DF,Bournemouth,32,2,2,126,0,0,0,0,0,0,0.0,0.1
101,arnaut danjuma,NED,MF,Bournemouth,22,14,6,630,0,0,0,0,0,0,1.2,0.2
102,scott dann,ENG,DF,Crystal Palace,32,16,14,"1,266",0,1,0,0,0,0,0.8,0.4
103,,,,,,,,,,,,,,,,
104,kevin danso,AUT,DF,Southampton,20,6,3,277,0,1,0,0,2,1,0.1,0.2
105,ben davies,WAL,DF,Tottenham,26,18,16,"1,431",0,0,0,0,6,0,0.2,0.9
106,tom davies,ENG,MF,Everton,21,30,23,"2,027",1,0,0,0,8,0,1.6,0.5
107,keinan davis,ENG,FW,Aston Villa,21,18,4,548,0,0,0,0,0,0,2.7,0.2
108,craig dawson,ENG,DF,Watford,29,29,26,"2,361",2,0,0,0,6,0,3.0,0.5
109,kevin de bruyne,BEL,MF,Manchester City,28,35,32,"2,791",13,20,2,2,3,0,7.3,20.0
110,troy deeney,ENG,FW,Watford,31,27,26,"2,225",10,2,5,6,3,0,10.5,3.5
111,fabian delph,ENG,MF,Everton,29,16,13,"1,190",0,0,0,0,5,1,0.1,0.4
112,leander dendoncker,BEL,"MF,DF",Wolves,24,38,32,"2,795",4,0,0,0,5,0,1.8,0.7
113,gerard deulofeu,ESP,FW,Watford,25,28,25,"2,098",4,5,1,1,3,0,6.3,4.1
114,eric dier,ENG,"DF,MF",Tottenham,25,19,15,"1,344",0,2,0,0,5,0,0.9,0.4
115,lucas digne,FRA,DF,Everton,26,35,35,"3,030",0,7,0,0,6,0,1.5,6.3
116,issa diop,FRA,DF,West Ham,22,32,31,"2,766",3,1,0,0,8,0,1.5,1.2
117,moussa djenepo,MLI,"MF,DF",Southampton,21,18,10,928,2,2,0,0,4,1,2.4,1.9
118,matt doherty,IRL,"MF,DF",Wolves,27,36,32,"2,839",4,3,0,0,1,0,6.9,2.2
119,abdoulaye doucoure,MLI,MF,Watford,26,37,36,"3,156",4,2,0,0,9,0,5.2,3.9
120,tommy doyle,ENG,MF,Manchester City,17,1,0,16,0,0,0,0,0,0,0.0,0.0
121,danny drinkwater,ENG,MF,Aston Villa,29,4,4,259,0,0,0,0,1,0,0.1,0.0
122,danny drinkwater,ENG,MF,Burnley,29,1,1,58,0,0,0,0,0,0,0.0,0.0
123,josip drmic,SUI,FW,Norwich City,26,21,5,647,1,0,0,0,0,1,3.1,1.1
124,martin dubravka,SVK,GK,Newcastle Utd,30,38,38,"3,420",0,0,0,0,0,0,0.0,0.0
125,ondrej duda,SVK,MF,Norwich City,24,10,9,724,0,0,0,0,0,0,0.5,1.5
126,shane duffy,IRL,DF,Brighton,27,19,12,"1,238",1,0,0,0,2,0,1.2,0.2
127,paul dummett,WAL,DF,Newcastle Utd,27,16,14,"1,228",0,0,0,0,2,0,0.1,0.2
128,lewis dunk,ENG,DF,Brighton,27,36,36,"3,230",3,3,0,0,9,0,4.5,1.5
129,,,,,,,,,,,,,,,,
130,ederson,BRA,GK,Manchester City,25,35,35,"3,071",0,0,0,0,3,1,0.0,0.1
131,john egan,IRL,DF,Sheffield Utd,26,36,36,"3,187",2,0,0,0,5,1,2.7,0.4
132,harvey elliott,ENG,DF,Liverpool,16,2,0,8,0,0,0,0,0,0,0.0,0.0
133,ahmed elmohamady,EGY,DF,Aston Villa,31,18,11,"1,031",1,1,0,0,1,0,0.2,2.8
134,bjorn engels,BEL,DF,Aston Villa,24,17,15,"1,447",1,0,0,0,1,0,1.0,0.3
135,christian eriksen,DEN,"MF,FW",Tottenham,27,20,10,"1,097",2,2,0,0,5,0,1.9,1.9
136,jonny evans,NIR,DF,Leicester City,31,38,38,"3,383",1,1,0,0,8,1,3.7,0.7
137,łukasz fabianski,POL,GK,West Ham,34,25,25,"2,117",0,0,0,0,1,0,0.0,0.0
138,fabinho,BRA,MF,Liverpool,25,28,22,"2,079",2,3,0,0,6,0,0.4,1.6
139,ralf fahrmann,GER,GK,Norwich City,30,1,1,21,0,0,0,0,0,0,0.0,0.0
140,akin famewo,ENG,MF,Norwich City,20,1,0,1,0,0,0,0,0,0,0.0,0.0
141,kiko femenia,ESP,DF,Watford,28,28,26,"2,237",0,0,0,0,5,0,0.1,1.4
142,bruno fernandes,POR,MF,Manchester Utd,24,14,14,"1,186",8,7,4,4,2,0,6.2,2.5
143,gedson fernandes,POR,"MF,DF",Tottenham,20,7,0,68,0,0,0,0,0,0,0.0,0.1
144,federico fernandez,ARG,DF,Newcastle Utd,30,32,29,"2,620",2,2,0,0,8,0,1.4,1.2
145,fernandinho,BRA,DF,Manchester City,34,30,26,"2,397",0,1,0,0,9,2,1.0,0.4
146,roberto firmino,BRA,FW,Liverpool,27,38,34,"2,988",9,8,0,0,0,0,14.0,6.5
147,john fleck,SCO,MF,Sheffield Utd,27,30,28,"2,516",5,2,0,0,8,0,3.1,3.4
148,phil foden,ENG,"FW,MF",Manchester City,19,23,9,901,5,2,0,0,0,0,3.3,1.2
149,pablo fornals,ESP,"MF,FW",West Ham,23,36,24,"2,172",2,5,0,0,3,0,2.3,2.5
150,ben foster,ENG,GK,Watford,36,38,38,"3,420",0,0,0,0,1,0,0.1,0.0
151,timothy fosu-mensah,NED,DF,Manchester Utd,21,3,2,136,0,0,0,0,1,0,0.1,0.1
152,dimitri foulquier,FRA,"DF,MF",Watford,26,3,1,59,0,0,0,0,0,0,0.0,0.0
153,juan foyth,ARG,DF,Tottenham,21,4,1,68,0,0,0,0,1,0,0.0,0.0
154,simon francis,ENG,DF,Bournemouth,34,15,10,969,0,0,0,0,5,1,0.1,0.2
155,,,,,,,,,,,,,,,,
156,ryan fraser,SCO,"MF,FW",Bournemouth,25,28,21,"2,067",1,4,0,0,2,0,3.7,3.9
157,fred,BRA,MF,Manchester Utd,26,29,23,"2,163",0,0,0,0,8,0,1.7,2.1
158,ryan fredericks,ENG,DF,West Ham,26,27,25,"2,237",0,3,0,0,7,0,0.1,2.6
159,kieron freeman,WAL,FW,Sheffield Utd,27,2,0,7,0,0,0,0,0,0,0.0,0.0
160,luke freeman,ENG,MF,Sheffield Utd,27,11,3,366,0,0,0,0,2,0,0.1,0.2
161,christian fuchs,AUT,DF,Leicester City,33,11,8,772,0,0,0,0,0,0,0.2,0.1
162,eric garcia,ESP,DF,Manchester City,18,13,8,793,0,0,0,0,1,0,0.5,0.2
163,james garner,ENG,MF,Manchester Utd,18,1,0,9,0,0,0,0,0,0,0.0,0.0
164,dwight gayle,ENG,FW,Newcastle Utd,28,20,10,850,4,2,0,0,2,0,4.3,0.8
165,paulo gazzaniga,ARG,GK,Tottenham,27,18,17,"1,613",0,0,0,0,1,0,0.0,0.3
166,jean-philippe gbamin,CIV,MF,Everton,23,2,1,136,0,0,0,0,0,0,0.0,0.0
167,david de gea,ESP,GK,Manchester Utd,28,38,38,"3,420",0,0,0,0,2,0,0.0,0.0
168,anwar el ghazi,NED,"FW,MF",Aston Villa,24,34,26,"2,051",4,4,1,1,3,0,6.2,2.7
169,morgan gibbs-white,ENG,"MF,FW",Wolves,19,7,1,129,0,0,0,0,0,0,0.1,0.1
170,billy gilmour,SCO,MF,Chelsea,18,6,2,194,0,0,0,0,0,0,0.0,0.1
171,olivier giroud,FRA,FW,Chelsea,32,18,12,993,8,0,0,0,1,0,7.3,0.9
172,ben godfrey,ENG,DF,Norwich City,21,30,30,"2,644",0,0,0,0,3,1,0.7,0.1
173,andre gomes,POR,MF,Everton,26,19,17,"1,458",0,1,0,0,6,0,0.2,1.1
174,angel gomes,ENG,MF,Manchester Utd,18,2,0,21,0,0,0,0,0,0,0.0,0.1
175,joe gomez,ENG,DF,Liverpool,22,28,22,"2,004",0,0,0,0,7,0,0.0,0.2
176,anthony gordon,ENG,"MF,FW",Everton,18,11,4,440,0,1,0,0,0,0,0.3,0.4
177,dan gosling,ENG,MF,Bournemouth,29,24,14,"1,264",3,1,0,0,3,0,2.9,1.1
178,andre gray,JAM,FW,Watford,28,23,7,755,2,0,0,0,1,0,2.4,1.8
179,demarai gray,JAM,"MF,FW",Leicester City,23,21,3,622,2,3,0,1,1,0,2.8,2.1
180,jack grealish,ENG,"FW,MF",Aston Villa,23,36,36,"3,233",8,6,0,1,8,0,6.8,7.4
181,,,,,,,,,,,,,,,,
182,mason greenwood,ENG,FW,Manchester Utd,17,31,12,"1,320",10,1,0,0,0,0,2.9,1.0
183,pascal groß,GER,"MF,FW",Brighton,28,29,22,"1,796",2,4,0,0,4,0,1.6,5.3
184,vicente guaita,ESP,GK,Crystal Palace,32,35,35,"3,150",0,0,0,0,1,0,0.0,0.0
185,matteo guendouzi,FRA,MF,Arsenal,20,24,19,"1,748",0,1,0,0,6,0,0.8,1.1
186,frederic guilbert,FRA,"DF,MF",Aston Villa,24,25,22,"2,041",0,2,0,0,7,0,0.3,1.5
187,ilkay gundogan,GER,MF,Manchester City,28,31,21,"2,020",2,1,1,2,7,0,4.0,2.1
188,angus gunn,SCO,GK,Southampton,23,10,10,900,0,0,0,0,0,0,0.0,0.0
189,sebastien haller,CIV,FW,West Ham,25,32,24,"2,266",7,1,0,0,1,0,8.0,2.5
190,grant hanley,SCO,DF,Norwich City,27,15,14,"1,262",0,0,0,0,4,0,0.6,0.0
191,kortney hause,ENG,DF,Aston Villa,24,18,17,"1,545",1,0,0,0,3,0,2.5,0.5
192,isaac hayden,ENG,MF,Newcastle Utd,24,29,26,"2,223",1,2,0,0,4,1,1.2,2.3
193,tom heaton,ENG,GK,Aston Villa,33,20,20,"1,794",0,0,0,0,0,0,0.0,0.0
194,dean henderson,ENG,GK,Sheffield Utd,22,36,36,"3,240",0,0,0,0,2,0,0.1,0.0
195,jordan henderson,ENG,MF,Liverpool,29,30,26,"2,238",4,5,0,0,2,0,1.1,3.1
196,jeff hendrick,IRL,MF,Burnley,27,24,22,"1,931",2,2,0,0,8,0,1.7,1.6
197,wayne hennessey,WAL,GK,Crystal Palace,32,3,3,270,0,0,0,0,0,0,0.0,0.0
198,javier hernandez,MEX,FW,West Ham,31,2,1,107,1,0,0,0,0,0,1.0,0.0
199,onel hernandez,CUB,"FW,MF",Norwich City,26,26,14,"1,384",1,2,0,0,0,0,2.2,0.9
200,son heung-min,KOR,FW,Tottenham,27,30,28,"2,476",11,10,0,1,0,2,8.9,6.4
201,george hirst,ENG,"MF,DF",Leicester City,20,2,0,11,0,0,0,0,0,0,0.1,0.0
202,rob holding,ENG,DF,Arsenal,23,8,6,581,0,0,0,0,1,0,0.2,0.0
203,jose holebas,GRE,DF,Watford,35,14,11,"1,025",0,0,0,0,5,0,0.3,0.7
204,mason holgate,ENG,DF,Everton,22,27,24,"2,054",0,3,0,0,5,0,1.7,0.7
205,nathan holland,ENG,MF,West Ham,21,2,0,33,0,0,0,0,0,0,0.0,0.0
206,conor hourihane,IRL,MF,Aston Villa,28,27,18,"1,534",3,5,0,0,4,0,1.7,6.0
207,,,,,,,,,,,,,,,,
208,callum hudson-odoi,ENG,"FW,MF",Chelsea,18,22,7,863,1,5,0,0,1,0,1.9,2.0
209,will hughes,ENG,MF,Watford,24,30,27,"2,252",1,1,0,0,9,0,2.3,2.1
210,pierre højbjerg,DEN,MF,Southampton,23,33,30,"2,752",0,1,0,0,5,0,3.2,1.8
211,jordon ibe,ENG,DF,Bournemouth,23,2,0,50,0,0,0,0,0,0,0.0,0.0
212,adam idah,IRL,"FW,MF",Norwich City,18,12,1,228,0,0,0,0,0,0,1.0,0.0
213,odion ighalo,NGA,FW,Manchester Utd,30,11,0,101,0,0,0,0,0,0,1.9,0.1
214,kelechi iheanacho,NGA,FW,Leicester City,22,20,12,960,5,3,0,0,1,0,6.0,2.6
215,danny ings,ENG,FW,Southampton,27,38,32,"2,804",22,2,1,2,3,0,16.2,2.7
216,alex iwobi,NGA,"MF,FW",Everton,23,25,19,"1,596",1,0,0,0,0,0,2.5,1.9
217,phil jagielka,ENG,DF,Sheffield Utd,36,6,2,244,0,0,0,0,0,0,0.0,0.0
218,alireza jahanbakhsh,IRN,"FW,MF",Brighton,25,10,3,311,2,0,0,0,0,0,0.6,0.6
219,daniel james,WAL,FW,Manchester Utd,21,33,26,"2,287",3,6,0,0,4,0,3.1,3.9
220,matty james,ENG,MF,Leicester City,28,1,0,6,0,0,0,0,0,0,0.0,0.0
221,reece james,ENG,DF,Chelsea,19,24,16,"1,515",0,2,0,0,1,0,0.8,2.7
222,daryl janmaat,NED,DF,Watford,30,8,7,607,0,1,0,0,1,0,0.3,0.5
223,gabriel jesus,BRA,FW,Manchester City,22,34,21,"2,030",14,7,0,1,3,0,18.2,3.2
224,raul jimenez,MEX,FW,Wolves,28,38,37,"3,236",17,6,4,4,3,0,16.6,7.0
225,joao pedro,BRA,"FW,MF",Watford,17,3,0,25,0,0,0,0,0,0,0.0,0.0
226,joelinton,BRA,FW,Newcastle Utd,22,38,32,"2,683",2,2,0,0,7,0,5.5,2.9
227,ben johnson,ENG,DF,West Ham,19,3,3,270,0,0,0,0,0,0,0.0,0.1
228,curtis jones,ENG,MF,Liverpool,18,6,1,126,1,0,0,0,0,0,0.4,0.0
229,phil jones,ENG,DF,Manchester Utd,27,2,2,135,0,0,0,0,0,0,0.1,0.0
230,bruno jordao,POR,FW,Wolves,20,1,0,7,0,0,0,0,0,0,0.0,0.1
231,jorginho,ITA,MF,Chelsea,27,31,27,"2,379",4,2,3,3,10,0,3.2,2.8
232,jota,ESP,"FW,MF",Aston Villa,28,10,4,335,0,1,0,0,0,0,0.3,0.6
233,,,,,,,,,,,,,,,,
234,diogo jota,POR,FW,Wolves,22,34,27,"2,284",7,1,0,0,4,0,11.5,2.7
235,james justin,ENG,"DF,MF",Leicester City,21,13,11,"1,012",0,1,0,0,1,0,0.3,1.0
236,christian kabasele,BEL,DF,Watford,28,27,26,"2,250",0,2,0,0,3,2,0.9,0.9
237,harry kane,ENG,FW,Tottenham,26,29,29,"2,587",18,2,2,2,4,0,12.5,3.3
238,n'golo kante,FRA,MF,Chelsea,28,22,20,"1,732",3,0,0,0,4,0,1.4,1.5
239,moise kean,ITA,FW,Everton,19,29,6,852,2,2,0,0,1,0,4.0,2.0
240,michael keane,ENG,DF,Everton,26,31,28,"2,559",2,0,0,0,3,0,1.9,0.7
241,naby keita,GUI,MF,Liverpool,24,18,9,815,2,3,0,0,1,0,1.6,2.7
242,lloyd kelly,ENG,DF,Bournemouth,20,8,7,639,0,0,0,0,2,0,0.0,0.3
243,martin kelly,ENG,DF,Crystal Palace,29,19,17,"1,549",0,1,0,0,0,0,0.1,0.8
244,max kilman,ENG,DF,Wolves,22,3,2,185,0,0,0,0,0,0,0.0,0.0
245,joshua king,NOR,"FW,MF",Bournemouth,27,26,24,"2,011",6,4,3,3,0,0,6.5,4.1
246,timm klose,SUI,DF,Norwich City,31,7,7,585,0,0,0,0,0,0,0.2,0.0
247,jonathan kodjia,CIV,FW,Aston Villa,29,6,0,117,0,0,0,0,1,0,0.1,0.1
248,sead kolasinac,BIH,DF,Arsenal,26,26,19,"1,701",0,2,0,0,4,0,0.4,1.3
249,ezri konsa,ENG,DF,Aston Villa,21,25,24,"2,039",1,2,0,0,3,0,1.5,1.0
250,cheikhou kouyate,SEN,"MF,DF",Crystal Palace,29,35,29,"2,528",1,1,0,0,4,0,2.7,0.9
251,mateo kovacic,CRO,MF,Chelsea,25,31,23,"2,073",1,3,0,0,8,0,0.9,1.8
252,emil krafth,SWE,DF,Newcastle Utd,24,17,11,"1,020",0,1,0,0,0,0,0.3,0.6
253,tim krul,NED,GK,Norwich City,31,36,36,"3,240",0,0,0,0,4,0,0.0,0.0
254,alexandre lacazette,FRA,FW,Arsenal,28,30,22,"1,874",10,4,0,0,8,0,8.1,2.9
255,adam lallana,ENG,"MF,FW",Liverpool,31,15,3,382,1,1,0,0,1,0,0.8,0.6
256,erik lamela,ARG,"MF,FW",Tottenham,27,25,12,"1,215",2,1,0,0,3,0,2.9,1.1
257,tariq lamptey,GHA,DF,Chelsea,18,1,0,32,0,0,0,0,0,0,0.0,0.1
258,tariq lamptey,GHA,DF,Brighton,18,8,7,588,0,1,0,0,2,0,0.1,1.0
259,,,,,,,,,,,,,,,,
260,henri lansbury,ENG,MF,Aston Villa,28,10,2,195,0,0,0,0,0,0,0.1,0.1
261,manuel lanzini,ARG,"MF,FW",West Ham,26,24,14,"1,379",0,2,0,0,1,0,2.2,2.2
262,aymeric laporte,ESP,DF,Manchester City,25,15,14,"1,097",1,0,0,0,1,0,0.5,0.1
263,jamaal lascelles,ENG,DF,Newcastle Utd,25,24,24,"2,076",1,0,0,0,5,0,0.5,0.2
264,valentino lazaro,AUT,"DF,MF",Newcastle Utd,23,13,4,480,1,0,0,0,0,1,0.4,0.2
265,moritz leitner,GER,MF,Norwich City,26,9,7,685,0,0,0,0,1,0,0.3,0.3
266,florian lejeune,FRA,DF,Newcastle Utd,28,6,4,442,2,0,0,0,0,0,1.2,0.0
267,aaron lennon,ENG,MF,Burnley,32,16,4,496,0,0,0,0,4,0,0.0,0.1
268,bernd leno,GER,GK,Arsenal,27,30,30,"2,649",0,0,0,0,2,0,0.0,0.0
269,jefferson lerma,COL,MF,Bournemouth,24,33,31,"2,703",1,2,0,0,13,1,1.2,1.4
