,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
270,rajiv van la parra,NED,"FW,MF",Huddersfield,26,33,26,"2,137",3,0,1,1,3,1,3.1,0.9
271,alexandre lacazette,FRA,FW,Arsenal,26,32,26,"2,202",14,4,2,2,1,0,13.7,4.4
272,freddie ladapo,ENG,FW,Crystal Palace,24,1,0,17,0,0,0,0,0,0,0.0,0.0
273,adam lallana,ENG,"MF,FW",Liverpool,29,12,1,308,0,0,0,0,1,0,1.5,0.4
274,erik lamela,ARG,"FW,MF",Tottenham,25,25,7,843,2,2,0,0,4,0,3.4,2.0
275,manuel lanzini,ARG,"MF,FW",West Ham,24,27,23,"2,042",5,6,0,1,4,0,3.9,4.1
276,aymeric laporte,ESP,DF,Manchester City,23,9,9,806,0,0,0,0,1,0,0.1,0.1
277,jamaal lascelles,ENG,DF,Newcastle Utd,23,33,32,"2,928",3,0,0,0,5,0,1.1,0.7
278,florian lejeune,FRA,DF,Newcastle Utd,26,24,24,"2,103",0,2,0,0,3,0,0.6,1.5
279,mario lemina,GAB,MF,Southampton,23,25,20,"1,720",1,1,0,0,2,0,0.8,0.7
280,aaron lennon,ENG,MF,Burnley,30,14,13,"1,118",0,2,0,0,2,0,0.6,0.8
281,aaron lennon,ENG,"FW,MF",Everton,30,15,9,793,0,0,0,0,0,0,0.2,0.2
282,victor lindelof,SWE,DF,Manchester Utd,23,17,13,"1,285",0,0,0,0,1,0,0.0,0.3
283,jesse lingard,ENG,"MF,FW",Manchester Utd,24,33,20,"1,817",8,5,0,0,2,0,7.1,2.8
284,jake livermore,ENG,MF,West Brom,27,34,30,"2,674",2,2,0,0,5,0,2.3,1.9
285,,,,,,,,,,,,,,,,
286,fernando llorente,ESP,"FW,MF",Tottenham,32,16,1,238,1,0,0,0,1,0,1.0,0.2
287,hugo lloris,FRA,GK,Tottenham,30,36,36,"3,240",0,0,0,0,1,0,0.0,0.0
288,jurgen locadia,CUW,"FW,MF",Brighton,23,6,3,224,1,1,0,0,0,0,1.1,0.1
289,ruben loftus-cheek,ENG,MF,Crystal Palace,21,24,21,"1,874",2,3,0,0,1,0,3.5,3.2
290,joe lolley,ENG,"FW,MF",Huddersfield,24,6,2,221,1,0,0,0,1,0,0.1,0.1
291,kevin long,IRL,DF,Burnley,26,16,16,"1,440",1,2,0,0,1,0,1.2,1.3
292,shane long,IRL,FW,Southampton,30,30,15,"1,582",2,1,0,0,6,0,3.7,1.3
293,ademola lookman,NGA,"FW,MF",Everton,19,7,1,159,0,0,0,0,0,0,0.1,0.5
294,jonas lossl,DEN,GK,Huddersfield,28,38,38,"3,420",0,1,0,0,1,0,0.0,0.6
295,dejan lovren,CRO,DF,Liverpool,28,29,24,"2,127",2,1,0,0,4,0,1.4,1.3
296,chris lowe,GER,DF,Huddersfield,28,23,19,"1,588",0,0,0,0,1,0,0.4,0.4
297,matthew lowton,ENG,DF,Burnley,28,26,25,"2,295",0,3,0,0,1,0,0.1,1.6
298,david luiz,BRA,"DF,MF",Chelsea,30,10,9,840,1,0,0,0,4,1,0.9,0.0
299,romelu lukaku,BEL,FW,Manchester Utd,24,34,33,"2,867",16,7,0,1,4,0,13.2,4.7
300,dodi lukebakio,BEL,"MF,FW",Watford,19,1,0,16,0,0,0,0,0,0,0.0,0.1
301,levi lumeka,ENG,FW,Crystal Palace,18,1,0,26,0,0,0,0,0,0,0.1,0.0
302,harry maguire,ENG,DF,Leicester City,24,38,38,"3,420",2,4,0,0,7,0,2.8,4.1
303,riyad mahrez,ALG,"MF,FW",Leicester City,26,36,34,"2,950",12,10,0,0,2,0,6.5,7.2
304,ainsley maitland-niles,ENG,"DF,MF",Arsenal,19,15,8,914,0,0,0,0,1,0,0.2,0.9
305,scott malone,ENG,DF,Huddersfield,26,22,12,"1,119",0,1,0,0,3,0,0.5,0.5
306,sadio mane,SEN,FW,Liverpool,25,29,28,"2,190",10,7,0,0,3,1,10.6,5.4
307,eliaquim mangala,FRA,DF,Everton,26,2,2,134,0,0,0,0,0,0,0.1,0.0
308,eliaquim mangala,FRA,DF,Manchester City,26,9,4,488,0,0,0,0,0,0,0.1,0.0
309,javier manquillo,ESP,DF,Newcastle Utd,23,21,20,"1,758",0,1,0,0,2,0,0.1,1.3
310,solly march,ENG,"MF,FW",Brighton,23,36,18,"1,851",1,1,0,0,3,0,1.5,1.4
311,,,,,,,,,,,,,,,,
312,adrian mariappa,JAM,DF,Watford,30,28,24,"2,210",0,0,0,0,4,0,0.7,0.2
313,joao mario,POR,MF,West Ham,24,13,12,"1,022",2,1,0,0,0,0,1.7,1.4
314,anthony martial,FRA,FW,Manchester Utd,21,30,18,"1,582",9,5,1,1,1,0,6.3,5.1
315,cuco martina,CUW,DF,Everton,27,21,20,"1,830",0,2,0,0,2,0,0.1,1.4
316,bruno martins indi,NED,DF,Stoke City,25,17,14,"1,243",0,0,0,0,3,0,1.0,0.1
317,arthur masuaku,COD,DF,West Ham,23,27,21,"1,870",0,3,0,0,5,0,0.3,2.0
318,juan mata,ESP,FW,Manchester Utd,29,28,23,"1,922",3,5,0,0,1,0,3.7,4.5
319,nemanja matic,SRB,MF,Manchester Utd,28,36,35,"3,118",1,1,0,0,6,0,0.7,1.6
320,joel matip,CMR,DF,Liverpool,25,25,22,"1,997",1,0,0,0,3,0,1.9,0.3
321,konstantinos mavropanos,GRE,DF,Arsenal,19,3,3,195,0,0,0,0,0,1,0.0,0.0
322,alfie mawson,ENG,DF,Swansea City,23,38,38,"3,420",2,1,0,0,3,0,1.9,0.6
323,eric maxim choupo-moting,CMR,"FW,MF",Stoke City,28,30,26,"2,314",5,5,0,0,3,0,5.9,3.1
324,chancel mbemba,COD,DF,Newcastle Utd,22,9,7,672,0,0,0,0,0,0,0.0,0.5
325,james mcarthur,SCO,MF,Crystal Palace,29,33,27,"2,431",5,1,0,0,5,0,3.7,2.2
326,gareth mcauley,NIR,DF,West Brom,37,9,5,458,0,0,0,0,0,0,0.0,0.0
327,oliver mcburnie,SCO,"FW,MF",Swansea City,21,11,2,276,0,1,0,0,0,0,0.4,0.7
328,alex mccarthy,ENG,GK,Southampton,27,18,18,"1,620",0,0,0,0,2,0,0.0,0.0
329,james mccarthy,IRL,MF,Everton,26,4,3,205,0,0,0,0,0,0,0.1,0.0
330,james mcclean,IRL,"MF,FW",West Brom,28,30,14,"1,406",1,0,0,0,7,0,1.8,0.8
331,sam mcqueen,ENG,"DF,MF",Southampton,22,7,1,148,0,0,0,0,0,0,0.0,0.2
332,scott mctominay,SCO,MF,Manchester Utd,20,13,7,634,0,0,0,0,2,0,0.0,0.0
333,ben mee,ENG,DF,Burnley,27,29,29,"2,610",0,0,0,0,5,0,1.9,0.5
334,benjamin mendy,FRA,"DF,FW",Manchester City,23,7,4,363,0,1,0,0,2,0,0.1,0.8
335,mikel merino,ESP,MF,Newcastle Utd,21,24,14,"1,347",1,1,0,0,4,0,0.6,0.9
336,per mertesacker,GER,DF,Arsenal,32,6,4,366,1,0,0,0,0,0,0.2,0.0
337,,,,,,,,,,,,,,,,
338,roque mesa,ESP,MF,Swansea City,28,11,9,754,0,0,0,0,3,0,0.2,0.2
339,simon mignolet,BEL,GK,Liverpool,29,19,19,"1,710",0,0,0,0,3,0,0.0,0.0
340,luka milivojevic,SRB,MF,Crystal Palace,26,36,35,"3,080",10,1,7,8,8,0,8.2,1.0
341,james milner,ENG,MF,Liverpool,31,32,16,"1,775",0,3,0,0,3,0,1.1,3.2
342,tyrone mings,ENG,DF,Bournemouth,24,4,3,201,0,0,0,0,1,0,0.0,0.1
343,kevin mirallas,BEL,"FW,MF",Everton,29,5,2,138,0,0,0,0,1,0,0.2,0.1
344,aleksandar mitrovic,SRB,FW,Newcastle Utd,22,6,0,95,1,0,0,0,0,0,1.2,0.2
345,henrikh mkhitaryan,ARM,"FW,MF",Arsenal,28,11,9,794,2,4,0,0,0,0,1.5,2.8
346,henrikh mkhitaryan,ARM,"MF,FW",Manchester Utd,28,15,11,922,1,5,0,0,2,0,0.8,3.0
347,nacho monreal,ESP,DF,Arsenal,31,28,26,"2,243",5,2,0,0,3,0,1.7,2.6
348,aaron mooy,AUS,MF,Huddersfield,26,36,34,"3,067",4,3,1,1,4,0,3.0,4.0
349,alvaro morata,ESP,FW,Chelsea,24,31,24,"2,061",11,6,0,0,7,0,13.0,3.1
350,alberto moreno,ESP,DF,Liverpool,25,16,14,"1,266",0,0,0,0,1,0,0.5,0.8
351,wes morgan,JAM,DF,Leicester City,33,32,32,"2,817",0,0,0,0,4,0,1.6,0.4
352,james morrison,SCO,MF,West Brom,31,4,2,207,1,0,0,0,0,0,1.0,0.1
353,victor moses,NGA,"DF,MF",Chelsea,26,28,25,"2,110",3,3,0,0,3,0,3.0,2.4
354,steve mounie,BEN,FW,Huddersfield,22,28,21,"1,855",7,1,0,0,2,0,5.2,1.8
355,lucas moura,BRA,"FW,MF",Tottenham,24,6,2,210,0,1,0,0,0,0,0.2,0.3
356,lys mousset,FRA,"FW,MF",Bournemouth,21,23,4,596,2,0,0,0,1,0,1.2,0.8
357,jacob murphy,ENG,"MF,FW",Newcastle Utd,22,25,13,"1,148",1,1,0,0,0,0,1.8,1.3
358,jamie murphy,SCO,MF,Brighton,27,4,1,168,0,0,0,0,0,0,0.1,0.0
359,glenn murray,ENG,FW,Brighton,33,35,25,"2,192",12,0,4,6,9,0,11.9,1.6
360,charly musonda jr.,BEL,FW,Chelsea,20,3,0,37,0,0,0,0,0,0,0.2,0.5
361,shkodran mustafi,GER,DF,Arsenal,25,27,25,"2,273",3,1,0,0,6,0,0.8,1.3
362,boaz myhill,WAL,GK,West Brom,34,1,1,90,0,0,0,0,1,0,0.0,0.0
363,,,,,,,,,,,,,,,,
364,georges-kevin n'koudou,CMR,MF,Tottenham,22,1,0,1,0,0,0,0,0,0,0.0,0.0
365,georges-kevin n'koudou,CMR,"MF,FW",Burnley,22,8,2,228,0,0,0,0,1,0,0.1,0.0
366,luciano narsingh,NED,"FW,MF",Swansea City,26,18,5,625,1,0,0,0,0,0,0.8,1.1
367,kyle naughton,ENG,DF,Swansea City,28,34,34,"3,030",0,2,0,0,1,0,0.4,0.5
368,badou ndiaye,SEN,MF,Stoke City,26,13,13,"1,138",2,1,0,0,5,0,1.6,0.3
369,wilfred ndidi,NGA,MF,Leicester City,20,33,33,"2,898",0,3,0,0,8,4,2.1,0.6
370,reiss nelson,ENG,"FW,MF",Arsenal,17,3,2,145,0,0,0,0,0,0,0.1,0.0
371,julien ngoy,BEL,MF,Stoke City,19,1,0,20,0,0,0,0,0,0,0.0,0.0
372,oumar niasse,SEN,FW,Everton,27,22,10,"1,087",8,2,0,0,2,0,7.0,1.4
373,eddie nketiah,ENG,FW,Arsenal,18,3,0,20,0,1,0,0,0,0,0.1,0.0
374,lukas nmecha,GER,FW,Manchester City,18,2,0,16,0,0,0,0,0,0,0.0,0.0
375,mark noble,ENG,MF,West Ham,30,29,28,"2,400",4,0,2,2,6,0,2.4,1.8
376,allan nyom,CMR,DF,West Brom,29,29,25,"2,310",0,1,0,0,7,0,0.1,1.1
377,aiden o'neill,AUS,MF,Burnley,19,1,0,1,0,0,0,0,0,0,,
378,michael obafemi,IRL,FW,Southampton,17,1,0,9,0,0,0,0,0,0,0.4,0.0
379,pedro obiang,EQG,MF,West Ham,25,21,18,"1,563",2,0,0,0,3,0,0.4,0.4
380,angelo ogbonna,ITA,DF,West Ham,29,32,32,"2,880",1,0,0,0,3,0,0.7,0.5
381,stefano okaka,ITA,FW,Watford,27,15,3,453,1,1,0,0,2,0,1.8,0.4
382,shinji okazaki,JPN,"FW,MF",Leicester City,31,27,17,"1,324",6,2,0,0,2,0,6.7,2.0
383,martin olsson,SWE,DF,Swansea City,29,36,36,"3,149",0,1,0,0,7,0,0.9,0.8
384,divock origi,BEL,FW,Liverpool,22,1,0,10,0,0,0,0,0,0,0.0,0.0
385,david ospina,COL,GK,Arsenal,28,5,4,381,0,0,0,0,0,0,0.0,0.0
386,nicolas otamendi,ARG,DF,Manchester City,29,34,33,"2,967",4,0,0,0,9,0,2.7,0.9
387,reece oxford,ENG,MF,West Ham,18,1,0,5,0,0,0,0,0,0,0.0,0.0
388,alex oxlade-chamberlain,ENG,DF,Arsenal,23,3,3,241,0,0,0,0,0,0,0.3,0.5
389,,,,,,,,,,,,,,,,
390,alex oxlade-chamberlain,ENG,"MF,FW",Liverpool,23,32,14,"1,493",3,7,0,0,3,0,2.2,3.8
391,mesut ozil,GER,"MF,FW",Arsenal,28,26,24,"2,163",4,8,0,0,4,0,4.4,8.7
392,kasey palmer,JAM,"MF,FW",Huddersfield,20,4,1,170,0,0,0,0,2,0,0.1,0.1
393,emerson palmieri,ITA,DF,Chelsea,22,5,3,280,0,1,0,0,0,0,0.1,0.0
394,pedro,ESP,"MF,FW",Chelsea,30,31,17,"1,523",4,2,0,0,1,0,3.0,1.3
395,roberto pereyra,ARG,"MF,FW",Watford,26,32,18,"1,624",5,2,0,0,3,0,3.3,3.0
396,ayoze perez,ESP,"MF,FW",Newcastle Utd,24,36,28,"2,492",8,5,0,0,3,0,6.2,4.7
397,matt phillips,SCO,"MF,DF",West Brom,26,30,23,"2,093",2,2,0,0,3,0,2.4,4.1
398,jordan pickford,ENG,GK,Everton,23,38,38,"3,420",0,0,0,0,0,0,0.0,0.1
399,jeremy pied,FRA,DF,Southampton,28,2,2,180,0,1,0,0,0,0,0.0,0.2
400,erik pieters,NED,DF,Stoke City,28,31,30,"2,718",0,1,0,0,5,0,0.1,1.5
401,paul pogba,FRA,MF,Manchester Utd,24,27,25,"2,148",6,10,0,0,5,1,7.7,4.5
402,nick pope,ENG,GK,Burnley,25,35,34,"3,115",0,0,0,0,3,0,0.0,0.5
403,alex pritchard,ENG,"MF,FW",Huddersfield,24,14,12,998,1,1,0,0,1,0,1.2,1.9
404,sebastian prodl,AUT,DF,Watford,30,21,17,"1,570",0,0,0,0,5,0,0.6,0.2
405,davy propper,NED,MF,Brighton,25,35,35,"3,119",0,4,0,0,2,1,1.9,1.4
406,marc pugh,ENG,"MF,FW",Bournemouth,30,20,11,985,0,0,0,0,2,0,1.3,0.5
407,jason puncheon,ENG,MF,Crystal Palace,31,10,6,645,0,0,0,0,5,0,1.2,0.5
408,collin quaner,GER,"FW,MF",Huddersfield,26,26,13,"1,280",0,4,0,0,4,0,1.4,2.5
409,sandro ramirez,ESP,"FW,MF",Everton,22,8,3,278,0,0,0,0,0,0,0.5,0.0
410,aaron ramsey,WAL,MF,Arsenal,26,24,21,"1,846",7,8,0,0,0,0,6.1,5.4
411,angel rangel,ESP,DF,Swansea City,34,4,2,156,0,0,0,0,0,0,0.0,0.1
412,marcus rashford,ENG,"FW,MF",Manchester Utd,19,35,17,"1,813",7,5,0,0,3,0,5.2,3.8
413,nathan redmond,ENG,"FW,MF",Southampton,23,31,22,"1,945",1,3,0,0,3,0,2.2,3.6
414,winston reid,NZL,DF,West Ham,29,17,17,"1,452",0,0,0,0,5,0,0.3,0.3
415,,,,,,,,,,,,,,,,
416,declan rice,ENG,"DF,MF",West Ham,18,26,15,"1,430",0,0,0,0,1,0,0.2,0.1
417,richarlison,BRA,"FW,MF",Watford,20,38,32,"2,823",5,4,0,0,4,0,10.3,3.4
418,jairo riedewald,NED,"MF,DF",Crystal Palace,20,12,4,442,0,0,0,0,0,0,0.0,0.0
419,matt ritchie,SCO,"MF,FW",Newcastle Utd,27,35,32,"2,804",3,5,0,0,6,0,3.1,6.0
420,connor roberts,WAL,DF,Swansea City,21,4,3,268,0,0,0,0,0,0,0.0,0.0
421,andrew robertson,SCO,DF,Liverpool,23,22,22,"1,940",1,5,0,0,2,0,0.5,4.1
422,hal robson-kanu,WAL,"FW,MF",West Brom,28,21,8,827,2,0,0,0,2,1,2.4,0.4
423,jay rodriguez,ENG,"FW,MF",West Brom,28,37,31,"2,812",7,1,1,1,2,0,8.4,1.6
424,marcos rojo,ARG,DF,Manchester Utd,27,9,8,640,0,0,0,0,6,0,0.2,0.1
425,sergio romero,ARG,GK,Manchester Utd,30,1,1,90,0,0,0,0,0,0,0.0,0.0
426,oriol romeu,ESP,MF,Southampton,25,34,34,"2,897",1,0,0,0,11,0,2.6,1.4
427,salomon rondon,VEN,FW,West Brom,27,36,32,"2,767",7,3,0,0,4,0,7.0,2.8
428,wayne rooney,ENG,"MF,FW",Everton,31,31,27,"2,268",10,2,3,6,5,0,8.6,2.2
429,danny rose,ENG,DF,Tottenham,27,10,9,800,0,1,0,0,4,0,0.6,0.6
430,liam rosenior,ENG,DF,Brighton,33,3,1,164,0,0,0,0,0,0,0.1,0.0
431,wayne routledge,ENG,"MF,FW",Swansea City,32,15,4,429,0,0,0,0,1,0,0.4,0.4
432,antonio rudiger,GER,DF,Chelsea,24,27,25,"2,338",2,1,0,0,4,0,1.7,0.4
433,mathew ryan,AUS,GK,Brighton,25,38,38,"3,420",0,0,0,0,0,0,0.0,0.0
434,abdelhamid sabiri,MAR,MF,Huddersfield,20,5,2,220,0,1,0,0,1,0,0.3,0.1
435,henri saivet,SEN,MF,Newcastle Utd,26,1,1,83,1,0,0,0,0,0,0.1,0.0
436,diafra sakho,SEN,FW,West Ham,27,14,0,306,2,0,0,0,2,0,1.4,0.1
437,mamadou sakho,FRA,DF,Crystal Palace,27,19,18,"1,600",1,2,0,0,1,0,1.2,1.1
438,bakary sako,MLI,"FW,MF",Crystal Palace,29,16,4,478,3,0,0,0,0,0,1.9,1.1
439,mohamed salah,EGY,FW,Liverpool,25,36,34,"2,907",32,10,1,2,1,0,24.1,7.5
440,renato sanches,POR,MF,Swansea City,19,12,9,702,0,0,0,0,1,0,0.5,0.3
441,,,,,,,,,,,,,,,,
442,alexis sanchez,CHI,"MF,FW",Arsenal,28,19,17,"1,503",7,3,1,1,4,0,8.1,4.9
443,alexis sanchez,CHI,"FW,MF",Manchester Utd,28,12,12,"1,043",2,3,0,1,1,0,2.7,2.4
444,davinson sanchez,COL,DF,Tottenham,21,31,29,"2,534",0,0,0,0,1,1,0.5,0.1
445,leroy sane,GER,FW,Manchester City,21,32,27,"2,419",10,15,0,0,4,0,5.8,6.8
446,ezequiel schelotto,ITA,DF,Brighton,28,20,15,"1,318",0,0,0,0,3,0,0.2,0.6
447,christopher schindler,GER,DF,Huddersfield,27,37,37,"3,265",0,1,0,0,7,2,1.1,2.3
448,jeffrey schlupp,GHA,"DF,MF",Crystal Palace,24,24,21,"1,745",0,1,0,0,3,0,1.2,1.0
449,kasper schmeichel,DEN,GK,Leicester City,30,33,33,"2,965",0,0,0,0,3,0,0.0,0.1
450,morgan schneiderlin,FRA,MF,Everton,27,30,24,"2,130",0,0,0,0,5,2,0.4,0.2
451,xherdan shaqiri,SUI,"MF,FW",Stoke City,25,36,36,"3,039",8,7,0,1,5,0,5.0,7.1
452,luke shaw,ENG,DF,Manchester Utd,22,11,8,790,0,0,0,0,2,0,0.4,0.4
453,ryan shawcross,ENG,DF,Stoke City,29,27,27,"2,371",1,1,0,0,2,0,2.5,0.3
454,jonjo shelvey,ENG,MF,Newcastle Utd,25,30,25,"2,270",1,3,0,0,3,3,2.4,2.5
455,gylfi sigurðsson,ISL,"MF,FW",Everton,27,27,25,"2,259",4,3,0,0,2,0,3.0,3.9
456,adrien silva,POR,MF,Leicester City,28,12,9,761,0,1,0,0,3,0,0.3,0.8
457,bernardo silva,POR,"FW,MF",Manchester City,22,35,15,"1,533",6,4,0,0,0,0,3.8,2.8
458,david silva,ESP,MF,Manchester City,31,29,28,"2,430",9,11,0,0,5,0,7.2,8.4
459,danny simpson,ENG,DF,Leicester City,30,28,27,"2,306",0,0,0,0,4,0,0.2,0.1
460,jack simpson,ENG,DF,Bournemouth,20,1,1,71,0,0,0,0,0,0,0.0,0.0
461,josh sims,ENG,"FW,MF",Southampton,20,6,1,163,0,0,0,0,0,0,0.6,0.1
462,jerome sinclair,ENG,"MF,FW",Watford,20,4,0,31,0,0,0,0,0,0,0.0,0.0
463,moussa sissoko,FRA,"MF,FW",Tottenham,27,32,15,"1,386",1,1,0,0,3,0,2.2,2.2
464,islam slimani,ALG,FW,Leicester City,29,12,2,249,1,1,0,0,0,0,1.5,0.2
465,islam slimani,ALG,FW,Newcastle Utd,29,4,1,132,0,0,0,0,1,0,0.0,0.4
466,chris smalling,ENG,DF,Manchester Utd,27,29,28,"2,536",4,0,0,0,4,0,1.7,0.2
467,,,,,,,,,,,,,,,,
468,adam smith,ENG,"DF,MF",Bournemouth,26,27,22,"2,071",1,3,0,0,6,0,0.5,1.6
469,tommy smith,ENG,DF,Huddersfield,25,24,21,"1,904",0,1,0,0,7,0,0.2,1.8
470,cedric soares,POR,DF,Southampton,25,32,32,"2,794",0,3,0,0,3,0,0.7,3.1
471,ramadan sobhi,EGY,"MF,FW",Stoke City,20,24,12,"1,238",2,0,0,0,2,0,1.2,1.0
472,dominic solanke,ENG,FW,Liverpool,19,21,5,596,1,1,0,0,0,0,3.5,2.6
473,pape souare,SEN,DF,Crystal Palace,27,1,0,9,0,0,0,0,0,0,0.0,0.0
474,julian speroni,ARG,GK,Crystal Palace,38,11,11,990,0,0,0,0,0,0,0.0,0.0
475,kostas stafylidis,GRE,"DF,MF",Stoke City,23,5,4,335,0,0,0,0,0,0,0.1,0.0
476,junior stanislas,ENG,"MF,FW",Bournemouth,27,19,17,"1,286",5,2,1,1,1,0,3.9,1.9
477,dale stephens,ENG,MF,Brighton,28,36,36,"3,240",0,3,0,0,6,0,1.2,2.3
478,jack stephens,ENG,DF,Southampton,23,22,22,"1,980",2,0,0,0,6,1,1.3,0.2
479,raheem sterling,ENG,FW,Manchester City,22,33,29,"2,587",18,11,1,1,4,2,16.2,7.3
480,john stones,ENG,DF,Manchester City,23,18,16,"1,302",0,0,0,0,0,0,0.8,0.0
481,daniel sturridge,ENG,FW,West Brom,27,6,2,118,0,0,0,0,0,0,0.1,0.2
482,daniel sturridge,ENG,FW,Liverpool,27,9,5,431,2,1,0,0,0,0,2.3,0.8
483,ki sung-yueng,KOR,MF,Swansea City,28,25,21,"1,868",2,2,0,0,2,0,0.9,1.5
484,andrew surman,ENG,MF,Bournemouth,30,25,20,"1,856",2,5,0,0,2,0,1.2,1.0
485,markus suttner,AUT,DF,Brighton,30,14,13,"1,179",0,0,0,0,0,0,0.1,0.3
486,lasse sørensen,DEN,MF,Stoke City,17,1,1,75,0,0,0,0,0,0,0.0,0.1
487,alexander sørloth,NOR,FW,Crystal Palace,21,4,4,360,0,0,0,0,0,0,0.5,0.5
488,dusan tadic,SRB,"MF,FW",Southampton,28,36,34,"2,791",6,3,1,1,4,0,5.8,5.7
489,matt targett,ENG,DF,Southampton,21,2,2,166,0,0,0,0,0,0,0.0,0.1
490,james tarkowski,ENG,DF,Burnley,24,31,31,"2,790",0,0,0,0,5,0,1.4,0.8
491,charlie taylor,ENG,DF,Burnley,23,11,10,950,0,0,0,0,3,0,0.0,0.2
492,james tomkins,ENG,DF,Crystal Palace,28,28,27,"2,387",3,0,0,0,8,0,2.2,0.1
493,,,,,,,,,,,,,,,,
494,cenk tosun,TUR,FW,Everton,26,14,12,986,5,0,0,0,0,0,2.8,1.4
495,yaya toure,CIV,MF,Manchester City,34,10,1,236,0,2,0,0,1,0,0.4,0.9
496,andros townsend,ENG,"FW,MF",Crystal Palace,26,36,35,"3,120",2,7,0,0,3,0,3.0,7.2
497,kieran trippier,ENG,DF,Tottenham,26,24,21,"1,914",0,5,0,0,1,0,0.4,4.2
498,axel tuanzebe,COD,FW,Manchester Utd,19,1,0,1,0,0,0,0,0,0,0.0,0.0
499,josh tymon,ENG,DF,Stoke City,18,3,2,163,0,0,0,0,0,0,0.0,0.0
500,leonardo ulloa,ARG,FW,Leicester City,31,4,0,22,0,0,0,0,0,0,0.1,0.3
501,leonardo ulloa,ARG,FW,Brighton,31,10,2,267,1,0,0,0,0,0,0.7,0.2
502,antonio valencia,ECU,DF,Manchester Utd,31,31,31,"2,740",3,1,0,0,7,0,0.5,1.2
503,virgil van dijk,NED,DF,Southampton,26,12,11,994,0,0,0,0,0,0,0.9,1.0
504,virgil van dijk,NED,DF,Liverpool,26,14,14,"1,260",0,0,0,0,1,0,1.2,1.2
505,jamie vardy,ENG,FW,Leicester City,30,37,37,"3,247",20,1,5,6,3,0,16.1,3.0
506,jan vertonghen,BEL,DF,Tottenham,30,36,36,"3,203",0,0,0,0,4,0,1.0,0.8
507,nikola vlasic,CRO,"MF,FW",Everton,19,12,7,576,0,0,0,0,0,0,0.3,0.8
508,sam vokes,WAL,FW,Burnley,27,30,7,998,4,1,0,0,3,0,2.8,1.3
509,michel vorm,NED,GK,Tottenham,33,1,1,90,0,0,0,0,0,0,0.0,0.0
510,molla wague,MLI,DF,Watford,26,6,5,438,1,0,0,0,0,0,0.4,0.0
511,theo walcott,ENG,"FW,MF",Arsenal,28,6,0,69,0,0,0,0,0,0,0.0,0.0
512,theo walcott,ENG,FW,Everton,28,14,13,"1,152",3,3,0,0,2,0,2.5,2.4
513,kyle walker,ENG,DF,Manchester City,27,32,32,"2,785",0,6,0,0,3,2,0.6,4.6
514,kyle walker-peters,ENG,DF,Tottenham,20,3,2,189,0,2,0,0,0,0,0.0,1.2
515,jonathan walters,IRL,FW,Burnley,33,3,0,39,0,0,0,0,0,0,0.2,0.0
516,aaron wan-bissaka,ENG,DF,Crystal Palace,19,7,7,627,0,0,0,0,1,0,0.0,0.2
517,victor wanyama,KEN,MF,Tottenham,26,18,8,846,1,0,0,0,2,0,0.5,0.2
518,joel ward,ENG,DF,Crystal Palace,27,19,19,"1,613",0,1,0,0,4,0,0.2,0.9
519,,,,,,,,,,,,,,,,
520,stephen ward,IRL,DF,Burnley,31,28,28,"2,460",1,1,0,0,1,0,0.3,1.4
521,james ward-prowse,ENG,"FW,MF",Southampton,22,30,20,"1,716",3,3,0,0,3,0,2.2,2.8
522,ben watson,ENG,MF,Watford,32,8,6,456,0,0,0,0,1,0,0.1,0.2
523,danny welbeck,ENG,"FW,MF",Arsenal,26,28,12,"1,194",5,2,0,0,1,0,5.5,1.4
524,nahki wells,BER,"FW,MF",Burnley,27,9,0,55,0,0,0,0,0,0,0.6,0.0
525,ashley westwood,ENG,MF,Burnley,27,19,12,"1,111",0,1,0,0,2,0,0.6,1.0
526,dean whitehead,ENG,MF,Huddersfield,35,4,0,71,0,0,0,0,0,0,0.0,0.0
527,georginio wijnaldum,NED,MF,Liverpool,26,33,27,"2,387",1,2,0,0,1,0,2.8,1.2
528,ashley williams,WAL,DF,Everton,32,24,20,"1,834",1,0,0,0,3,1,0.8,0.3
529,danny williams,USA,MF,Huddersfield,28,20,11,"1,124",0,0,0,0,2,0,0.4,0.2
530,willian,BRA,"MF,FW",Chelsea,28,36,20,"1,890",6,7,1,1,1,0,5.5,5.3
531,joe willock,ENG,MF,Arsenal,17,2,1,82,0,0,0,0,0,0,0.1,0.0
532,jack wilshere,ENG,MF,Arsenal,25,20,12,"1,193",1,3,0,0,6,0,1.1,2.6
533,callum wilson,ENG,FW,Bournemouth,25,28,23,"1,981",8,2,0,0,0,0,7.6,1.5
534,kevin wimmer,AUT,DF,Stoke City,24,17,14,"1,323",0,0,0,0,5,0,0.1,0.2
535,harry winks,ENG,MF,Tottenham,21,16,9,774,0,1,0,0,0,0,0.1,0.5
536,chris wood,NZL,FW,Burnley,25,24,20,"1,624",10,1,0,0,1,0,7.0,0.6
537,ben woodburn,WAL,FW,Liverpool,17,1,0,7,0,0,0,0,0,0,0.0,0.0
538,granit xhaka,SUI,MF,Arsenal,24,38,37,"3,260",1,7,0,0,10,0,2.4,3.4
