,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
32,leighton baines,ENG,DF,Everton,32,22,22,"1,909",2,3,2,2,1,0,2.1,1.9
33,tiemoue bakayoko,FRA,MF,Chelsea,22,29,24,"2,126",2,2,0,0,4,2,3.2,1.2
34,sam baldock,ENG,FW,Brighton,28,2,0,32,0,0,0,0,0,0,0.0,0.0
35,beni baningime,COD,MF,Everton,18,8,1,198,0,0,0,0,1,0,0.0,0.0
36,phil bardsley,SCO,DF,Burnley,32,13,13,"1,125",0,0,0,0,5,0,0.0,0.3
37,ross barkley,ENG,MF,Chelsea,23,2,2,129,0,0,0,0,0,0,0.8,0.1
38,ashley barnes,ENG,FW,Burnley,27,36,21,"2,165",9,0,0,0,10,0,6.7,1.6
39,harvey barnes,ENG,"MF,FW",Leicester City,19,3,0,10,0,0,0,0,0,0,0.1,0.0
40,gareth barry,ENG,MF,West Brom,36,25,22,"1,923",1,1,0,0,4,0,1.6,1.4
41,kyle bartley,ENG,DF,Swansea City,26,5,2,235,0,0,0,0,2,0,0.1,0.3
42,michy batshuayi,BEL,FW,Chelsea,23,12,3,360,2,1,0,0,0,0,1.1,0.1
43,moritz bauer,AUT,"DF,MF",Stoke City,25,15,15,"1,306",0,0,0,0,4,0,0.2,0.9
44,jan bednarek,POL,DF,Southampton,21,5,5,426,1,0,0,0,1,0,0.2,0.0
45,asmir begovic,BIH,GK,Bournemouth,30,38,38,"3,420",0,0,0,0,2,0,0.0,0.0
46,hector bellerin,ESP,DF,Arsenal,22,35,34,"3,051",2,3,0,0,5,0,2.2,3.9
47,yohan benalouane,TUN,DF,Leicester City,30,1,1,90,0,0,0,0,0,0,0.1,0.0
48,christian benteke,BEL,FW,Crystal Palace,26,31,24,"2,240",3,5,1,2,6,0,10.2,2.9
49,saido berahino,BDI,FW,Stoke City,23,15,3,494,0,1,0,1,0,0,2.0,0.6
50,johann berg guðmundsson,ISL,MF,Burnley,26,35,32,"2,833",2,8,0,0,2,0,3.5,4.7
51,,,,,,,,,,,,,,,,
52,ryan bertrand,ENG,DF,Southampton,27,35,35,"3,135",0,4,0,0,2,0,1.7,3.1
53,muhamed besic,BIH,MF,Everton,24,2,0,46,0,0,0,0,0,0,0.0,0.0
54,philip billing,DEN,MF,Huddersfield,21,16,8,764,0,0,0,0,3,0,0.2,0.5
55,mame biram diouf,SEN,"FW,DF",Stoke City,29,35,30,"2,596",6,2,0,0,6,0,6.5,1.9
56,daley blind,NED,"DF,MF",Manchester Utd,27,7,4,362,0,0,0,0,0,0,0.1,0.2
57,jeremie boga,CIV,MF,Chelsea,20,1,1,17,0,0,0,0,0,0,0.0,0.0
58,yannick bolasie,COD,FW,Everton,28,16,11,851,1,0,0,0,0,0,1.5,0.7
59,gaetan bong,CMR,DF,Brighton,29,25,25,"2,236",0,0,0,0,2,0,0.1,0.5
60,wilfried bony,CIV,FW,Swansea City,28,15,8,707,2,0,0,0,2,0,1.6,0.2
61,sofiane boufal,MAR,"FW,MF",Southampton,23,26,11,"1,219",2,2,0,0,1,0,1.7,1.8
62,robbie brady,IRL,MF,Burnley,25,15,15,"1,277",1,2,0,0,3,0,1.2,2.1
63,claudio bravo,CHI,GK,Manchester City,34,3,2,226,0,0,0,0,0,0,0.0,0.0
64,miguel britos,URU,DF,Watford,32,12,10,797,1,0,0,0,3,1,0.8,0.4
65,leon britton,ENG,MF,Swansea City,34,5,4,302,0,0,0,0,1,0,0.0,0.0
66,izzy brown,ENG,"MF,FW",Brighton,20,13,4,311,0,0,0,0,0,0,0.1,0.8
67,bruno,ESP,DF,Brighton,36,25,23,"2,016",0,0,0,0,3,0,0.1,0.6
68,chris brunt,NIR,"MF,DF",West Brom,32,26,22,"1,920",0,7,0,0,5,0,1.8,4.3
69,oliver burke,SCO,"FW,MF",West Brom,20,15,2,367,0,2,0,0,0,0,0.5,0.5
70,jack butland,ENG,GK,Stoke City,24,35,35,"3,150",0,0,0,0,0,0,0.0,0.0
71,sam byram,ENG,"DF,MF",West Ham,23,5,2,248,0,0,0,0,1,0,0.3,0.1
72,willy caballero,ARG,GK,Chelsea,35,3,3,270,0,0,0,0,0,0,0.0,0.0
73,yohan cabaye,FRA,MF,Crystal Palace,31,31,28,"2,376",0,1,0,0,7,0,2.3,4.1
74,gary cahill,ENG,DF,Chelsea,31,27,24,"2,086",0,0,0,0,1,1,0.5,0.1
75,dominic calvert-lewin,ENG,FW,Everton,20,32,18,"1,882",4,6,0,0,4,0,4.9,2.6
76,geoff cameron,USA,"DF,MF",Stoke City,32,20,17,"1,525",0,0,0,0,2,0,0.3,0.1
77,,,,,,,,,,,,,,,,
78,tyrese campbell,ENG,FW,Stoke City,17,4,0,79,0,0,0,0,0,0,0.2,0.0
79,emre can,GER,MF,Liverpool,23,26,24,"2,091",3,4,0,0,8,0,1.8,3.0
80,etienne capoue,FRA,MF,Watford,29,23,18,"1,542",1,0,0,0,3,0,0.8,0.6
81,michael carrick,ENG,MF,Manchester Utd,36,2,1,109,0,0,0,0,0,0,0.5,0.1
82,andre carrillo,PER,"FW,MF",Watford,26,28,16,"1,540",1,2,0,0,2,0,2.3,2.8
83,guido carrillo,ARG,FW,Southampton,26,7,5,450,0,1,0,0,0,0,0.7,0.4
84,andy carroll,ENG,FW,West Ham,28,16,7,751,3,0,0,0,6,2,1.8,0.5
85,tom carroll,ENG,MF,Swansea City,25,37,28,"2,570",0,4,0,0,3,0,0.9,4.1
86,craig cathcart,NIR,DF,Watford,28,7,5,523,0,0,0,0,1,0,0.1,0.0
87,petr cech,CZE,GK,Arsenal,35,34,34,"3,039",0,0,0,0,1,0,0.0,0.0
88,nacer chadli,BEL,"FW,MF",West Brom,27,5,2,260,1,0,0,0,1,0,0.2,0.1
89,nathaniel chalobah,ENG,MF,Watford,22,6,5,447,0,0,0,0,1,0,0.8,0.0
90,calum chambers,ENG,DF,Arsenal,22,12,10,866,0,0,0,0,1,0,1.4,0.1
91,ben chilwell,ENG,DF,Leicester City,20,24,20,"1,853",0,2,0,0,2,2,0.2,2.4
92,hamza choudhury,ENG,"MF,DF",Leicester City,19,8,4,378,0,1,0,0,1,0,0.0,0.4
93,andreas christensen,DEN,DF,Chelsea,21,27,23,"2,086",0,0,0,0,0,0,0.9,0.1
94,lee chung-yong,KOR,"FW,MF",Crystal Palace,29,7,1,135,0,0,0,0,0,0,0.0,0.1
95,ciaran clark,IRL,DF,Newcastle Utd,27,20,19,"1,746",2,1,0,0,3,0,1.7,0.7
96,tom cleverley,ENG,MF,Watford,27,23,22,"1,902",1,2,0,1,2,2,1.9,1.6
97,sam clucas,ENG,MF,Swansea City,26,29,23,"2,044",3,1,0,0,2,0,2.6,1.3
98,nathaniel clyne,ENG,"DF,FW",Liverpool,26,3,2,174,0,0,0,0,1,0,0.1,0.1
99,seamus coleman,IRL,DF,Everton,28,12,12,"1,035",0,1,0,0,0,0,1.0,0.7
100,james collins,WAL,DF,West Ham,33,13,12,"1,050",1,0,0,0,3,0,0.3,0.2
101,lewis cook,ENG,MF,Bournemouth,20,29,25,"2,237",0,2,0,0,5,0,0.5,1.6
102,steve cook,ENG,DF,Bournemouth,26,34,31,"2,767",2,1,0,0,5,0,1.6,1.0
103,,,,,,,,,,,,,,,,
104,francis coquelin,FRA,"MF,DF",Arsenal,26,7,1,169,0,0,0,0,0,0,0.1,0.6
105,jack cork,ENG,MF,Burnley,28,38,38,"3,420",2,1,0,0,7,0,2.2,1.1
106,thibaut courtois,BEL,GK,Chelsea,25,35,35,"3,150",0,0,0,0,2,0,0.0,0.0
107,philippe coutinho,BRA,"MF,FW",Liverpool,25,14,13,"1,109",7,6,0,0,0,0,3.5,4.7
108,martin cranie,ENG,DF,Huddersfield,30,3,2,180,0,0,0,0,0,0,0.0,0.0
109,aaron cresswell,ENG,DF,West Ham,27,36,35,"3,069",1,3,0,0,7,0,0.8,3.2
110,peter crouch,ENG,FW,Stoke City,36,31,14,"1,567",5,2,0,0,4,0,4.2,2.8
111,josh cullen,IRL,MF,West Ham,21,2,0,8,0,0,0,0,0,0,0.0,0.0
112,charlie daniels,ENG,"DF,MF",Bournemouth,30,35,34,"3,002",1,3,0,0,0,0,0.6,2.2
113,danilo,BRA,DF,Manchester City,26,23,13,"1,349",3,2,0,0,2,0,1.1,0.2
114,scott dann,ENG,DF,Crystal Palace,30,17,16,"1,435",1,0,0,0,4,0,2.3,0.2
115,karl darlow,WAL,GK,Newcastle Utd,26,10,10,900,0,0,0,0,0,0,0.0,0.0
116,matteo darmian,ITA,DF,Manchester Utd,27,8,5,444,0,0,0,0,0,0,0.0,0.0
117,ben davies,WAL,DF,Tottenham,24,29,26,"2,324",2,6,0,0,3,0,1.1,3.2
118,tom davies,ENG,MF,Everton,19,33,20,"1,900",2,1,0,0,7,0,1.5,0.6
119,steven davis,NIR,MF,Southampton,32,23,17,"1,521",3,0,0,0,0,0,0.9,1.1
120,craig dawson,ENG,DF,West Brom,27,28,28,"2,510",2,0,0,0,6,0,2.3,1.2
121,kevin de bruyne,BEL,MF,Manchester City,26,37,36,"3,073",8,16,0,0,2,0,5.1,11.1
122,troy deeney,ENG,FW,Watford,29,29,20,"1,844",5,2,3,5,1,1,6.9,2.8
123,jermain defoe,ENG,FW,Bournemouth,34,24,11,"1,088",4,1,0,0,1,0,3.5,1.1
124,steven defour,BEL,MF,Burnley,29,24,24,"1,997",1,1,0,0,6,0,0.8,1.1
125,damien delaney,IRL,DF,Crystal Palace,36,2,1,96,0,0,0,0,0,0,0.0,0.0
126,fabian delph,ENG,DF,Manchester City,27,22,21,"1,741",1,2,0,0,2,0,0.3,1.2
127,mousa dembele,BEL,MF,Tottenham,30,28,21,"1,879",0,0,0,0,6,0,0.4,0.7
128,laurent depoitre,BEL,FW,Huddersfield,28,33,18,"1,820",6,1,0,0,1,0,3.7,1.4
129,,,,,,,,,,,,,,,,
130,mike van der hoorn,NED,DF,Swansea City,24,24,24,"1,944",1,0,0,0,4,0,1.0,0.6
131,gerard deulofeu,ESP,"FW,MF",Watford,23,7,5,435,1,0,0,0,0,0,0.5,0.6
132,fousseni diabate,MLI,"MF,FW",Leicester City,21,14,5,587,0,1,0,0,1,0,0.5,0.3
133,mohamed diame,SEN,MF,Newcastle Utd,30,31,23,"2,041",2,0,0,0,3,0,1.4,0.7
134,brahim diaz,MAR,"FW,DF",Manchester City,17,5,0,55,0,0,0,0,0,0,0.5,0.0
135,eric dier,ENG,"MF,DF",Tottenham,23,34,32,"2,824",0,2,0,0,4,0,2.0,1.7
136,abdoulaye doucoure,MLI,MF,Watford,24,37,37,"3,324",7,3,0,0,10,0,3.5,2.3
137,aleksandar dragovic,AUT,DF,Leicester City,26,11,7,769,0,0,0,0,2,0,0.1,0.0
138,danny drinkwater,ENG,MF,Chelsea,27,12,5,527,1,0,0,0,0,0,0.2,0.3
139,martin dubravka,SVK,GK,Newcastle Utd,28,12,12,"1,080",0,0,0,0,0,0,0.0,0.0
140,shane duffy,IRL,DF,Brighton,25,37,37,"3,292",0,1,0,0,8,0,2.3,1.1
141,paul dummett,WAL,DF,Newcastle Utd,25,20,19,"1,602",0,0,0,0,1,0,0.3,0.3
142,lewis dunk,ENG,DF,Brighton,25,38,38,"3,420",1,1,0,0,7,0,2.7,1.2
143,nathan dyer,ENG,"MF,FW",Swansea City,29,24,16,"1,307",0,0,0,0,2,0,0.9,0.8
144,ederson,BRA,GK,Manchester City,23,36,36,"3,194",0,0,0,0,1,0,0.0,0.1
145,tom edwards,ENG,"DF,MF",Stoke City,18,6,6,481,0,0,0,0,0,0,0.0,0.4
146,rob elliot,IRL,GK,Newcastle Utd,31,16,16,"1,440",0,0,0,0,0,0,0.0,0.0
147,mohamed elneny,EGY,MF,Arsenal,25,13,11,867,0,1,0,0,3,1,0.3,0.9
148,christian eriksen,DEN,"MF,FW",Tottenham,25,37,37,"3,218",10,10,0,0,0,0,7.0,11.6
149,jonny evans,NIR,DF,West Brom,29,28,26,"2,270",2,2,0,0,7,0,2.1,0.9
150,patrice evra,FRA,"DF,MF",West Ham,36,5,3,228,0,0,0,0,0,0,0.0,0.0
151,łukasz fabianski,POL,GK,Swansea City,32,38,38,"3,420",0,0,0,0,0,0,0.0,0.0
152,cesc fabregas,ESP,MF,Chelsea,30,32,25,"2,307",2,4,0,0,5,2,2.4,6.8
153,marouane fellaini,BEL,MF,Manchester Utd,29,16,5,683,4,0,0,0,1,0,3.5,0.2
154,kiko femenia,ESP,"DF,FW",Watford,26,23,19,"1,713",1,1,0,0,2,0,0.4,1.8
155,,,,,,,,,,,,,,,,
156,leroy fer,NED,MF,Swansea City,27,20,15,"1,397",1,1,0,0,5,0,1.6,1.0
157,edimilson fernandes,SUI,"MF,DF",West Ham,21,14,9,845,0,1,0,0,1,0,0.3,0.3
158,federico fernandez,ARG,DF,Swansea City,28,30,30,"2,676",1,1,0,0,5,0,0.7,0.7
159,fernandinho,BRA,MF,Manchester City,32,34,33,"2,881",5,3,0,0,7,0,2.1,2.8
160,sam field,ENG,MF,West Brom,19,10,7,537,1,0,0,0,3,0,0.5,0.2
161,roberto firmino,BRA,FW,Liverpool,25,37,32,"2,763",15,7,1,1,1,0,10.7,6.5
162,darren fletcher,SCO,MF,Stoke City,33,27,25,"2,219",1,1,0,0,0,0,0.4,1.6
163,phil foden,ENG,"MF,FW",Manchester City,17,5,0,49,0,1,0,0,0,0,0.0,0.3
164,jose fonte,POR,DF,West Ham,33,8,8,688,0,1,0,0,0,0,0.6,0.3
165,fraser forster,ENG,GK,Southampton,29,20,20,"1,800",0,0,0,0,0,0,0.0,0.0
166,ben foster,ENG,GK,West Brom,34,37,37,"3,330",0,0,0,0,2,0,0.0,0.1
167,timothy fosu-mensah,NED,DF,Crystal Palace,19,21,17,"1,596",0,0,0,0,2,0,0.2,0.3
168,simon francis,ENG,DF,Bournemouth,32,32,31,"2,705",0,1,0,0,9,2,0.6,1.5
169,ryan fraser,SCO,"MF,DF",Bournemouth,23,26,23,"2,004",5,3,0,0,0,0,1.8,3.3
170,christian fuchs,AUT,DF,Leicester City,31,25,21,"1,921",0,1,0,0,1,0,0.5,1.2
171,jay fulton,SCO,MF,Swansea City,23,2,0,19,0,0,0,0,1,0,0.0,0.0
172,ramiro funes mori,ARG,DF,Everton,26,4,1,121,0,0,0,0,1,0,0.0,0.0
173,manolo gabbiadini,ITA,FW,Southampton,25,28,11,"1,081",5,0,1,1,2,0,2.5,0.5
174,jesus gamez,ESP,DF,Newcastle Utd,32,2,1,98,0,0,0,0,0,0,0.1,0.2
175,idrissa gana gueye,SEN,MF,Everton,27,33,32,"2,751",2,1,0,0,7,2,1.5,0.8
176,dwight gayle,ENG,FW,Newcastle Utd,26,35,23,"1,958",6,3,0,0,3,0,8.3,2.0
177,paulo gazzaniga,ARG,GK,Tottenham,25,1,1,90,0,0,0,0,0,0,0.0,0.0
178,david de gea,ESP,GK,Manchester Utd,26,37,37,"3,330",0,0,0,0,0,0,0.0,0.0
179,kieran gibbs,ENG,DF,West Brom,27,33,32,"2,827",0,1,0,0,3,0,0.4,1.8
180,olivier giroud,FRA,FW,Arsenal,30,16,1,388,4,1,0,0,0,0,3.3,0.9
181,,,,,,,,,,,,,,,,
182,olivier giroud,FRA,FW,Chelsea,30,13,6,613,3,1,0,0,0,0,3.6,2.0
183,connor goldson,ENG,DF,Brighton,24,3,2,200,0,0,0,0,1,0,0.2,0.0
184,heurelho gomes,BRA,GK,Watford,36,24,24,"2,128",0,0,0,0,0,0,0.0,0.0
185,joe gomez,ENG,DF,Liverpool,20,23,21,"1,902",0,2,0,0,3,0,0.3,1.5
186,dan gosling,ENG,MF,Bournemouth,27,28,21,"1,947",2,1,0,0,8,0,2.1,0.9
187,lee grant,ENG,GK,Stoke City,34,3,3,270,0,0,0,0,0,0,0.0,0.0
188,andre gray,JAM,FW,Watford,26,31,16,"1,498",5,2,0,0,1,0,6.7,2.1
189,demarai gray,JAM,"MF,FW",Leicester City,21,35,17,"1,697",3,1,0,0,2,0,2.5,3.4
190,pascal groß,GER,"FW,MF",Brighton,26,38,35,"2,928",7,8,1,1,2,0,3.3,8.3
191,marko grujic,SRB,"MF,DF",Liverpool,21,3,0,16,0,0,0,0,0,0,0.0,0.0
192,ilkay gundogan,GER,MF,Manchester City,26,30,15,"1,517",4,1,1,1,3,0,3.0,1.7
193,florent hadergjonaj,KVX,"DF,MF",Huddersfield,23,23,19,"1,674",0,1,0,0,3,0,0.3,1.5
194,massadio haidara,MLI,FW,Newcastle Utd,24,1,0,4,0,0,0,0,0,0,0.0,0.0
195,ben hamer,ENG,GK,Leicester City,29,4,3,275,0,0,0,0,0,0,0.0,0.0
196,rekeem harper,ENG,MF,West Brom,17,1,0,21,0,0,0,0,0,0,0.0,0.1
197,joe hart,ENG,GK,West Ham,30,19,19,"1,710",0,1,0,0,0,0,0.0,0.7
198,isaac hayden,ENG,MF,Newcastle Utd,22,26,15,"1,374",1,0,0,0,7,0,1.0,0.6
199,eden hazard,BEL,"FW,MF",Chelsea,26,34,28,"2,422",12,4,2,2,2,0,7.7,6.4
200,tom heaton,ENG,GK,Burnley,31,4,4,305,0,0,0,0,0,0,0.0,0.0
201,michael hefele,GER,DF,Huddersfield,26,2,0,33,0,0,0,0,1,0,0.0,0.0
202,ahmed hegazi,EGY,DF,West Brom,26,38,38,"3,386",2,0,0,0,4,0,1.7,0.6
203,tomer hemed,ISR,FW,Brighton,30,16,9,849,2,2,0,0,0,0,1.9,0.1
204,jordan henderson,ENG,MF,Liverpool,27,27,25,"2,171",1,1,0,0,1,0,1.2,1.8
205,jeff hendrick,IRL,"FW,MF",Burnley,25,34,29,"2,331",2,2,0,0,1,0,2.0,2.7
206,wayne hennessey,WAL,GK,Crystal Palace,30,27,27,"2,430",0,0,0,0,1,0,0.0,0.5
207,,,,,,,,,,,,,,,,
208,javier hernandez,MEX,FW,West Ham,29,28,16,"1,548",8,0,0,0,3,0,5.0,1.3
209,ander herrera,ESP,MF,Manchester Utd,27,26,13,"1,268",0,2,0,0,5,0,0.4,1.6
210,son heung-min,KOR,FW,Tottenham,25,37,27,"2,317",12,6,0,0,0,0,10.2,6.2
211,wesley hoedt,NED,DF,Southampton,23,28,28,"2,520",0,1,0,0,7,0,1.3,0.5
212,jonathan hogg,ENG,MF,Huddersfield,28,30,29,"2,398",0,0,0,0,9,2,0.4,0.4
213,rob holding,ENG,DF,Arsenal,21,12,9,822,0,0,0,0,3,0,0.1,0.0
214,jose holebas,GRE,DF,Watford,33,28,26,"2,382",0,4,0,0,7,0,0.6,3.2
215,mason holgate,ENG,DF,Everton,20,15,13,"1,184",0,0,0,0,3,0,0.6,0.6
216,callum hudson-odoi,ENG,"FW,DF",Chelsea,16,2,0,29,0,0,0,0,0,0,0.1,0.0
217,will hughes,ENG,MF,Watford,22,15,11,990,2,3,0,0,0,0,0.6,1.5
218,jordan hugill,ENG,FW,West Ham,25,3,0,25,0,0,0,0,0,0,0.0,0.0
219,uwe hunemeier,GER,DF,Brighton,31,1,0,18,0,0,0,0,0,0,0.0,0.0
220,emerson hyndman,USA,MF,Bournemouth,21,1,1,58,0,0,0,0,0,0,0.0,0.0
221,pierre højbjerg,DEN,MF,Southampton,21,23,19,"1,670",0,0,0,0,6,0,1.0,0.6
222,jordon ibe,ENG,"MF,FW",Bournemouth,21,32,22,"1,995",2,6,0,0,1,0,3.0,3.3
223,vicente iborra,ESP,MF,Leicester City,29,19,17,"1,410",3,0,0,0,0,0,1.7,0.5
224,zlatan ibrahimovic,SWE,"MF,FW",Manchester Utd,35,5,1,106,0,0,0,0,0,0,0.2,0.1
225,kelechi iheanacho,NGA,"FW,MF",Leicester City,20,21,7,830,3,3,0,0,2,0,4.1,2.3
226,tom ince,ENG,"MF,FW",Huddersfield,25,33,27,"2,452",2,0,0,0,0,0,6.4,1.4
227,danny ings,ENG,FW,Liverpool,25,8,3,267,1,0,0,0,0,0,1.1,0.1
228,stephen ireland,IRL,"MF,FW",Stoke City,30,4,1,131,0,0,0,0,1,0,0.4,0.0
229,alex iwobi,NGA,"MF,FW",Arsenal,21,26,22,"1,830",3,5,0,0,1,0,3.9,3.5
230,jose izquierdo,COL,"MF,FW",Brighton,25,32,23,"1,984",5,3,0,0,2,0,3.8,2.2
231,phil jagielka,ENG,DF,Everton,34,25,23,"2,065",0,0,0,0,2,0,0.5,0.0
232,eldin jakupovic,SUI,GK,Leicester City,32,2,2,180,0,0,0,0,0,0,0.0,0.0
233,,,,,,,,,,,,,,,,
234,matty james,ENG,MF,Leicester City,26,13,11,993,0,0,0,0,2,0,1.3,0.1
235,daryl janmaat,NED,DF,Watford,28,23,21,"1,820",3,0,0,0,3,0,1.8,1.0
236,vincent janssen,NED,DF,Tottenham,23,1,0,1,0,0,0,0,0,0,0.0,0.0
237,jese,ESP,"FW,MF",Stoke City,24,13,8,614,1,1,0,0,0,0,0.9,0.7
238,gabriel jesus,BRA,FW,Manchester City,20,29,19,"1,668",13,3,0,2,6,0,13.8,2.1
239,glen johnson,ENG,DF,Stoke City,32,9,7,547,0,0,0,0,3,0,0.1,0.2
240,phil jones,ENG,DF,Manchester Utd,25,23,23,"1,973",0,0,0,0,2,0,0.4,0.1
241,joselu,ESP,FW,Newcastle Utd,27,30,19,"1,712",4,1,0,1,2,0,6.0,1.2
242,mathias jørgensen,DEN,DF,Huddersfield,27,38,38,"3,420",0,2,0,0,6,0,1.9,0.9
243,christian kabasele,BEL,DF,Watford,26,28,27,"2,330",2,0,0,0,5,0,0.7,0.1
244,younes kaboul,FRA,DF,Watford,31,2,2,150,0,0,0,0,0,0,0.0,0.0
245,elias kachunga,COD,"FW,MF",Huddersfield,25,19,17,"1,329",1,1,0,0,1,0,1.9,0.6
246,sullay kaikai,SLE,MF,Crystal Palace,21,1,0,14,0,0,0,0,0,0,0.0,0.0
247,harry kane,ENG,FW,Tottenham,24,37,35,"3,076",30,2,2,3,5,0,24.8,2.7
248,n'golo kante,FRA,MF,Chelsea,26,34,34,"2,994",1,1,0,0,3,0,0.8,2.9
249,loris karius,GER,GK,Liverpool,24,19,19,"1,710",0,0,0,0,1,0,0.0,0.0
250,orestis karnezis,GRE,GK,Watford,32,15,14,"1,292",0,0,0,0,0,0,0.0,0.0
251,beram kayal,ISR,MF,Brighton,29,19,8,745,0,0,0,0,2,0,0.2,0.5
252,michael keane,ENG,DF,Everton,24,30,29,"2,560",0,1,0,0,3,0,1.1,0.5
253,martin kelly,ENG,DF,Crystal Palace,27,15,12,"1,195",0,0,0,0,1,0,0.4,0.1
254,kenedy,BRA,"MF,DF",Newcastle Utd,21,13,13,"1,023",2,2,0,0,1,0,2.4,1.7
255,jonjoe kenny,ENG,DF,Everton,20,19,17,"1,590",0,1,0,0,2,0,0.1,1.5
256,andy king,WAL,MF,Leicester City,28,11,5,537,1,0,0,0,1,0,0.5,0.1
257,andy king,WAL,MF,Swansea City,28,11,9,715,2,1,0,0,1,0,1.0,0.2
258,joshua king,NOR,"FW,MF",Bournemouth,25,33,27,"2,453",8,3,2,2,3,0,6.5,4.9
259,,,,,,,,,,,,,,,,
260,davy klaassen,NED,"MF,FW",Everton,24,7,3,251,0,0,0,0,0,0,0.1,0.1
261,ragnar klavan,EST,DF,Liverpool,31,19,16,"1,451",1,0,0,0,0,0,0.9,0.2
262,anthony knockaert,FRA,"MF,FW",Brighton,25,33,27,"2,421",3,1,0,0,4,1,4.1,3.2
263,sead kolasinac,BIH,DF,Arsenal,24,27,25,"2,147",2,4,0,0,3,0,2.2,3.5
264,vincent kompany,BEL,DF,Manchester City,31,17,17,"1,394",1,1,0,0,6,0,0.8,0.5
265,terence kongolo,NED,DF,Huddersfield,23,13,11,"1,049",0,0,0,0,0,0,0.3,0.1
266,laurent koscielny,FRA,DF,Arsenal,31,25,25,"2,225",2,0,0,0,4,0,1.9,0.4
267,cheikhou kouyate,SEN,MF,West Ham,27,33,32,"2,799",2,3,0,0,5,0,2.7,1.1
268,bojan krkic,ESP,MF,Stoke City,26,1,1,71,0,0,0,0,0,0,0.0,0.0
269,grzegorz krychowiak,POL,MF,West Brom,27,27,20,"1,641",0,2,0,0,2,0,0.8,1.8
