,Name,Nationality,Position,Team,Age,Matches Played,Starts,Minutes,Goals,Assists,Penalties,Penalty Attempts,Yellow Cards,Red Cards,xG,xA
268,diogo jota,POR,FW,Liverpool,25,22,12,"1,131",7,4,0,0,2,0,6.5,2.1
269,hamed junior traore,CIV,"FW,MF",Bournemouth,22,7,5,427,0,0,0,0,0,0,0.9,1.1
270,james justin,ENG,DF,Leicester City,24,14,14,"1,252",0,0,0,0,0,0,0.3,0.3
271,mathias jørgensen,DEN,DF,Brentford,32,18,11,"1,103",0,0,0,0,2,0,0.9,0.2
272,sasa kalajdzic,AUT,FW,Wolves,25,1,1,45,0,0,0,0,0,0,0.3,0.0
273,boubacar kamara,FRA,MF,Aston Villa,22,24,21,"1,777",0,1,0,0,4,0,0.2,0.8
274,harry kane,ENG,FW,Tottenham,29,38,38,"3,405",30,3,5,6,6,0,21.4,7.0
275,n'golo kante,FRA,MF,Chelsea,31,7,6,518,0,1,0,0,1,0,0.3,1.9
276,michael keane,ENG,DF,Everton,29,12,10,985,1,2,0,0,0,0,1.3,0.7
277,neeskens kebano,COD,FW,Fulham,30,17,9,764,0,3,0,0,0,0,0.5,1.5
278,thilo kehrer,GER,DF,West Ham,25,27,25,"2,230",0,2,0,0,4,0,0.5,0.6
279,naby keita,GUI,MF,Liverpool,27,8,3,293,0,0,0,0,1,0,0.6,0.7
280,caoimhin kelleher,IRL,GK,Liverpool,23,1,1,90,0,0,0,0,0,0,0.0,0.0
281,lloyd kelly,ENG,DF,Bournemouth,23,23,23,"2,040",0,2,0,0,3,0,0.2,0.5
282,max kilman,ENG,DF,Wolves,25,37,37,"3,307",0,0,0,0,3,0,1.3,0.2
283,jakub kiwior,POL,DF,Arsenal,22,7,5,427,1,0,0,0,0,0,0.1,0.0
284,mateusz klich,POL,"MF,FW",Leeds United,32,14,0,280,0,0,0,0,2,0,0.2,0.2
285,,,,,,,,,,,,,,,,
286,robin koch,GER,DF,Leeds United,26,36,36,"3,175",0,0,0,0,7,0,1.5,0.4
287,ibrahima konate,FRA,DF,Liverpool,23,18,17,"1,552",0,0,0,0,5,0,1.1,0.1
288,ezri konsa,ENG,DF,Aston Villa,24,38,37,"3,322",0,0,0,0,6,0,1.1,1.3
289,kalidou koulibaly,SEN,DF,Chelsea,31,23,20,"1,800",2,1,0,0,7,1,0.9,0.4
290,cheikhou kouyate,SEN,MF,Nott'ham Forest,32,21,10,882,1,0,0,0,3,0,0.4,0.7
291,mateo kovacic,CRO,MF,Chelsea,28,27,17,"1,707",1,2,0,0,8,0,1.8,2.1
292,emil krafth,SWE,DF,Newcastle Utd,27,1,0,1,0,0,0,0,0,0,0.0,0.0
293,rasmus kristensen,DEN,DF,Leeds United,25,26,21,"1,960",3,1,0,0,4,0,0.8,1.0
294,dejan kulusevski,SWE,"MF,FW",Tottenham,22,30,23,"2,067",2,7,0,0,2,0,2.5,4.6
295,layvin kurzawa,FRA,DF,Fulham,29,3,2,135,0,0,0,0,1,0,0.0,0.0
296,adam lallana,ENG,"MF,FW",Brighton,34,16,12,722,2,1,0,0,0,0,0.9,1.0
297,tariq lamptey,GHA,DF,Brighton,21,20,3,453,0,0,0,0,1,0,0.2,0.2
298,manuel lanzini,ARG,"MF,FW",West Ham,29,10,2,252,1,0,0,0,0,0,0.5,0.2
299,aymeric laporte,ESP,DF,Manchester City,28,12,11,993,0,0,0,0,0,0,0.5,0.2
300,juan larios,ESP,DF,Southampton,18,5,2,152,0,0,0,0,0,0,0.0,0.0
301,jamaal lascelles,ENG,DF,Newcastle Utd,28,7,2,218,0,0,0,0,4,0,0.1,0.0
302,romeo lavia,BEL,MF,Southampton,18,29,26,"2,221",1,0,0,0,9,0,0.4,0.6
303,dexter lembikisa,JAM,DF,Wolves,18,1,0,23,0,0,0,0,0,0,0.0,0.0
304,mario lemina,GAB,MF,Wolves,28,19,17,"1,299",0,1,0,0,4,1,0.3,0.3
305,clement lenglet,FRA,DF,Tottenham,27,26,24,"2,019",0,2,0,0,4,0,1.0,0.6
306,bernd leno,GER,GK,Fulham,30,36,36,"3,240",0,0,0,0,3,0,0.0,0.0
307,jefferson lerma,COL,MF,Bournemouth,27,37,37,"3,252",5,0,0,0,7,0,2.6,2.3
308,jamal lewis,NIR,"DF,FW",Newcastle Utd,24,2,0,11,0,0,0,0,0,0,0.0,0.0
309,rico lewis,ENG,"DF,MF",Manchester City,17,14,10,903,0,0,0,0,1,0,0.2,1.5
310,keane lewis-potter,ENG,"FW,MF",Brentford,21,10,3,321,0,1,0,0,0,0,0.5,1.2
311,,,,,,,,,,,,,,,,
312,victor lindelof,SWE,DF,Manchester Utd,28,20,14,"1,365",0,0,0,0,1,0,0.3,0.1
313,jesse lingard,ENG,"FW,MF",Nott'ham Forest,29,17,12,923,0,0,0,0,1,0,1.0,0.7
314,valentino livramento,ENG,"DF,FW",Southampton,19,2,0,28,0,0,0,0,0,0,0.0,0.0
315,diego llorente,ESP,DF,Leeds United,28,8,7,649,0,0,0,0,1,0,0.7,0.0
316,hugo lloris,FRA,GK,Tottenham,35,25,25,"2,205",0,0,0,0,0,0,0.0,0.0
317,renan lodi,BRA,DF,Nott'ham Forest,24,28,26,"2,214",0,1,0,0,7,0,1.0,1.2
318,ruben loftus-cheek,ENG,"MF,DF",Chelsea,26,25,19,"1,536",0,1,0,0,1,0,0.8,1.5
319,sean longstaff,ENG,MF,Newcastle Utd,24,33,28,"2,518",1,4,0,0,2,0,3.6,3.3
320,jamal lowe,JAM,"MF,FW",Bournemouth,28,2,0,12,0,0,0,0,0,0,0.0,0.0
321,douglas luiz,BRA,MF,Aston Villa,24,37,33,"2,927",6,6,0,0,6,1,2.8,4.4
322,sasa lukic,SRB,MF,Fulham,25,12,4,412,0,0,0,0,1,0,0.1,0.0
323,lyanco,BRA,DF,Southampton,25,21,11,"1,180",1,1,0,0,4,0,0.6,0.5
324,alexis mac allister,ARG,MF,Brighton,23,35,31,"2,886",10,2,6,6,8,0,12.1,4.3
325,james maddison,ENG,"MF,FW",Leicester City,25,30,28,"2,480",10,9,1,2,10,0,8.7,9.3
326,noni madueke,ENG,FW,Chelsea,20,12,7,643,1,0,0,0,0,0,0.9,0.5
327,gabriel magalhaes,BRA,DF,Arsenal,24,38,38,"3,409",3,0,0,0,5,0,5.1,0.3
328,harry maguire,ENG,DF,Manchester Utd,29,16,8,767,0,0,0,0,4,0,0.3,0.0
329,riyad mahrez,ALG,"FW,MF",Manchester City,31,30,22,"1,920",5,10,1,1,2,0,5.6,7.0
330,kobbie mainoo,ENG,MF,Manchester Utd,17,1,0,11,0,0,0,0,0,0,0.0,0.0
331,ainsley maitland-niles,ENG,"DF,MF",Southampton,24,22,13,"1,407",0,0,0,0,3,0,0.0,0.7
332,tyrell malacia,NED,DF,Manchester Utd,22,22,14,"1,396",0,0,0,0,6,0,0.2,0.7
333,orel mangala,BEL,MF,Nott'ham Forest,24,27,20,"1,550",1,1,0,0,3,0,0.6,0.4
334,javier manquillo,ESP,DF,Newcastle Utd,28,4,0,37,0,0,0,0,0,0,0.0,0.0
335,sekou mara,FRA,"FW,MF",Southampton,20,22,4,555,1,2,0,0,1,0,1.0,0.8
336,solly march,ENG,"FW,DF",Brighton,28,33,31,"2,715",7,7,0,0,2,0,8.1,8.4
337,,,,,,,,,,,,,,,,
338,emiliano marcondes,DEN,MF,Bournemouth,27,1,0,9,0,0,0,0,0,0,0.0,0.0
339,marquinhos,BRA,MF,Arsenal,19,1,0,1,0,0,0,0,0,0,0.0,0.0
340,anthony martial,FRA,FW,Manchester Utd,26,21,11,978,6,2,1,1,0,0,6.2,1.4
341,gabriel martinelli,BRA,FW,Arsenal,21,36,34,"2,789",15,5,0,0,3,0,9.1,9.1
342,emiliano martinez,ARG,GK,Aston Villa,29,36,36,"3,139",0,0,0,0,7,0,0.0,0.3
343,lisandro martinez,ARG,DF,Manchester Utd,24,27,24,"2,114",1,0,0,0,6,0,0.5,0.3
344,pape matar sarr,SEN,"MF,FW",Tottenham,19,11,2,218,0,1,0,0,1,0,0.1,0.3
345,jean-philippe mateta,FRA,FW,Crystal Palace,25,29,6,770,2,0,0,0,3,0,3.4,0.6
346,joel matip,CMR,DF,Liverpool,30,14,12,"1,092",1,0,0,0,3,0,0.7,0.3
347,neal maupay,FRA,FW,Everton,25,27,11,"1,118",1,0,0,0,4,0,4.8,0.6
348,kevin mbabu,SUI,"DF,FW",Fulham,27,6,1,144,0,1,0,0,1,0,0.0,0.4
349,bryan mbeumo,CMR,FW,Brentford,22,38,36,"2,906",9,8,1,1,5,0,9.6,7.5
350,james mcarthur,SCO,MF,Crystal Palace,34,4,0,54,0,0,0,0,0,0,0.0,0.0
351,alex mccarthy,ENG,GK,Southampton,32,6,6,540,0,0,0,0,0,0,0.0,0.0
352,john mcginn,SCO,"MF,FW",Aston Villa,27,34,30,"2,693",1,3,0,0,7,0,2.4,2.6
353,scott mckenna,SCO,DF,Nott'ham Forest,25,20,19,"1,571",0,0,0,0,4,0,0.1,1.0
354,weston mckennie,USA,MF,Leeds United,23,19,16,"1,437",0,1,0,0,7,0,0.8,0.7
355,dwight mcneil,ENG,"FW,MF",Everton,22,36,28,"2,498",7,3,0,0,5,0,3.5,6.1
356,scott mctominay,SCO,MF,Manchester Utd,25,24,10,"1,160",1,0,0,0,8,0,1.9,0.6
357,ben mee,ENG,DF,Brentford,32,37,37,"3,269",3,1,0,0,2,0,3.1,1.3
358,edouard mendy,SEN,GK,Chelsea,30,10,9,855,0,0,0,0,1,0,0.0,0.0
359,nampalys mendy,SEN,MF,Leicester City,30,19,7,757,1,0,0,0,1,0,0.1,0.0
360,chris mepham,WAL,DF,Bournemouth,24,26,24,"2,199",0,0,0,0,7,0,0.7,0.2
361,illan meslier,FRA,GK,Leeds United,22,34,34,"3,060",0,0,0,0,3,0,0.1,0.0
362,alex mighten,ENG,FW,Nott'ham Forest,20,1,0,8,0,0,0,0,0,0,0.0,0.0
363,,,,,,,,,,,,,,,,
364,lewis miley,ENG,MF,Newcastle Utd,16,1,0,15,0,0,0,0,0,0,0.1,0.0
365,luka milivojevic,SRB,MF,Crystal Palace,31,18,5,512,0,0,0,0,2,0,0.3,0.2
366,james milner,ENG,"MF,DF",Liverpool,36,31,7,913,0,1,0,0,2,0,0.4,0.9
367,yerry mina,COL,DF,Everton,27,7,7,594,2,0,0,0,2,0,1.5,0.1
368,tyrone mings,ENG,DF,Aston Villa,29,35,35,"3,150",1,2,0,0,7,0,1.2,1.4
369,tyrick mitchell,ENG,DF,Crystal Palace,22,36,34,"2,891",0,2,0,0,5,1,0.6,1.2
370,kaoru mitoma,JPN,"FW,MF",Brighton,25,33,24,"2,318",7,5,0,0,0,0,8.1,6.4
371,aleksandar mitrovic,SRB,FW,Fulham,27,24,23,"2,008",14,1,4,8,7,0,14.9,2.3
372,kieffer moore,WAL,FW,Bournemouth,29,27,12,"1,279",4,0,0,0,1,0,4.4,0.3
373,andrew moran,IRL,FW,Brighton,18,1,0,12,0,0,0,0,0,0,0.0,0.0
374,alex moreno,ESP,DF,Aston Villa,29,19,14,"1,329",0,3,0,0,3,0,0.6,3.0
375,mason mount,ENG,"MF,FW",Chelsea,23,24,20,"1,648",3,2,0,0,4,0,2.0,3.0
376,lucas moura,BRA,"MF,DF",Tottenham,29,15,0,153,1,0,0,0,0,1,0.5,0.3
377,joao moutinho,POR,MF,Wolves,35,31,20,"1,780",0,2,0,0,3,0,1.3,2.6
378,divin mubama,ENG,FW,West Ham,17,3,0,38,0,0,0,0,0,0,0.0,0.0
379,mykhailo mudryk,UKR,"FW,MF",Chelsea,21,15,7,657,0,2,0,0,1,0,1.9,0.9
380,jacob murphy,ENG,FW,Newcastle Utd,27,36,14,"1,251",4,2,0,0,0,0,3.3,2.8
381,enock mwepu,ZAM,"FW,MF",Brighton,24,6,2,213,0,1,0,0,0,0,0.2,0.5
382,vitaliy mykolenko,UKR,DF,Everton,23,34,30,"2,655",0,0,0,0,4,0,0.5,1.2
383,keylor navas,CRC,GK,Nott'ham Forest,35,17,17,"1,529",0,0,0,0,2,0,0.0,0.0
384,wilfred ndidi,NGA,MF,Leicester City,25,27,19,"1,679",0,0,0,0,4,0,0.2,0.1
385,reiss nelson,ENG,FW,Arsenal,22,11,0,212,3,2,0,0,0,0,1.1,1.4
386,neto,BRA,GK,Bournemouth,33,27,27,"2,385",0,0,0,0,4,0,0.0,0.0
387,pedro neto,POR,"FW,MF",Wolves,22,18,13,964,0,0,0,0,1,0,1.1,2.1
388,ruben neves,POR,MF,Wolves,25,35,33,"3,019",6,1,3,3,12,0,5.2,1.6
389,,,,,,,,,,,,,,,,
390,moussa niakhate,SEN,DF,Nott'ham Forest,26,14,14,"1,163",0,0,0,0,1,0,0.6,0.1
391,eddie nketiah,ENG,FW,Arsenal,23,30,9,"1,089",4,1,0,0,3,0,8.2,1.1
392,matheus nunes,POR,MF,Wolves,23,34,30,"2,467",1,1,0,0,2,1,2.4,2.2
393,darwin nunez,URU,FW,Liverpool,23,29,19,"1,695",9,3,0,0,1,1,11.6,5.4
394,ethan nwaneri,ENG,FW,Arsenal,15,1,0,1,0,0,0,0,0,0,0.0,0.0
395,christian nørgaard,DEN,MF,Brentford,28,22,21,"1,763",1,3,0,0,6,0,1.6,3.1
396,lewis o'brien,ENG,MF,Nott'ham Forest,23,13,6,584,1,0,0,0,2,0,0.3,0.2
397,odeluga offiah,ENG,DF,Brighton,19,2,0,25,0,0,0,0,0,0,0.0,0.0
398,angelo ogbonna,ITA,DF,West Ham,34,16,13,"1,237",0,0,0,0,0,0,0.3,0.2
399,michael olise,FRA,"FW,MF",Crystal Palace,20,37,31,"2,749",2,11,0,0,2,0,2.9,8.7
400,robin olsen,SWE,GK,Aston Villa,32,4,2,281,0,0,0,0,0,0,0.0,0.0
401,amadou onana,BEL,MF,Everton,20,33,29,"2,488",1,2,0,0,9,0,3.0,2.6
402,josh onomah,ENG,MF,Fulham,25,2,0,15,0,0,0,0,0,0,0.0,0.0
403,paul onuachu,NGA,FW,Southampton,28,11,4,407,0,0,0,0,0,0,1.3,0.1
404,frank onyeka,NGA,MF,Brentford,24,21,8,848,0,2,0,0,0,0,1.0,0.6
405,mislav orsic,CRO,MF,Southampton,29,1,0,7,0,0,0,0,0,0,0.0,0.0
406,stefan ortega,GER,GK,Manchester City,29,3,3,270,0,0,0,0,0,0,0.0,0.0
407,dango ouattara,BFA,"MF,FW",Bournemouth,20,19,15,"1,241",1,3,0,0,1,0,3.6,2.5
408,alex oxlade-chamberlain,ENG,"FW,MF",Liverpool,28,9,4,335,1,0,0,0,0,0,1.2,0.6
409,david ozoh,ENG,FW,Crystal Palace,17,1,0,1,0,0,0,0,0,0,0.0,0.0
410,joao palhinha,POR,MF,Fulham,27,35,35,"3,108",3,0,0,0,14,0,2.9,0.4
411,cole palmer,ENG,"MF,FW",Manchester City,20,14,2,370,0,1,0,0,1,0,1.2,0.6
412,emerson palmieri,ITA,DF,West Ham,27,22,16,"1,320",1,0,0,0,2,0,0.8,0.9
413,lucas paqueta,BRA,MF,West Ham,24,28,27,"2,151",4,3,1,1,5,0,4.4,2.5
414,thomas partey,GHA,MF,Arsenal,29,33,28,"2,483",3,0,0,0,5,0,2.2,1.5
415,,,,,,,,,,,,,,,,
416,nathan patterson,SCO,"DF,MF",Everton,20,19,14,"1,279",0,0,0,0,3,0,0.5,0.4
417,ben pearson,ENG,MF,Bournemouth,27,7,3,286,0,0,0,0,1,0,0.0,0.0
418,facundo pellistri,URU,"FW,MF",Manchester Utd,20,4,0,64,0,0,0,0,0,0,0.0,0.0
419,andreas pereira,BRA,MF,Fulham,26,33,33,"2,692",4,6,1,1,8,0,7.3,5.2
420,ricardo pereira,POR,"DF,MF",Leicester City,28,10,5,454,1,1,0,0,2,0,0.1,0.6
421,ayoze perez,ESP,"MF,FW",Leicester City,29,8,3,382,0,1,0,0,0,0,1.1,1.5
422,ivan perisic,CRO,"DF,MF",Tottenham,33,34,23,"2,108",1,8,0,0,6,0,2.6,6.1
423,romain perraud,FRA,DF,Southampton,24,29,22,"1,835",2,2,0,0,4,0,1.3,1.9
424,maximo perrone,ARG,MF,Manchester City,19,1,0,19,0,0,0,0,0,0,0.0,0.0
425,cameron peupion,AUS,MF,Brighton,19,1,0,6,0,0,0,0,0,0,0.1,0.0
426,kalvin phillips,ENG,MF,Manchester City,26,12,2,300,0,0,0,0,1,0,0.3,0.2
427,nathaniel phillips,ENG,DF,Liverpool,25,2,1,66,0,0,0,0,0,0,0.0,0.0
428,jordan pickford,ENG,GK,Everton,28,37,37,"3,330",0,1,0,0,6,0,0.0,0.1
429,ethan pinnock,JAM,DF,Brentford,29,30,30,"2,700",3,0,0,0,0,0,3.0,1.0
430,daniel podence,POR,"FW,MF",Wolves,26,32,20,"1,771",6,0,0,0,5,0,3.9,2.5
431,nick pope,ENG,GK,Newcastle Utd,30,37,37,"3,261",0,0,0,0,3,1,0.0,0.1
432,pedro porro,ESP,"DF,MF",Tottenham,22,15,13,"1,131",3,3,0,0,0,0,1.8,3.0
433,dennis praet,BEL,"MF,FW",Leicester City,28,22,6,649,1,0,0,0,1,0,1.0,0.5
434,isaac price,NIR,MF,Everton,18,1,0,33,0,0,0,0,1,0,0.0,0.1
435,christian pulisic,USA,"FW,DF",Chelsea,23,24,8,821,1,1,0,0,1,0,1.7,0.7
436,aaron ramsdale,ENG,GK,Arsenal,24,38,38,"3,420",0,0,0,0,1,0,0.0,0.0
437,jacob ramsey,ENG,"MF,FW",Aston Villa,21,35,31,"2,636",6,7,0,0,5,0,5.0,5.1
438,marcus rashford,ENG,FW,Manchester Utd,24,35,32,"2,879",17,5,0,0,2,0,15.4,3.4
439,david raya,ESP,GK,Brentford,26,38,38,"3,420",0,0,0,0,1,0,0.1,0.1
440,tim ream,USA,DF,Fulham,34,33,33,"2,897",1,0,0,0,2,0,0.3,0.1
441,,,,,,,,,,,,,,,,
442,nathan redmond,ENG,DF,Southampton,28,1,0,1,0,0,0,0,0,0,0.0,0.0
443,harrison reed,ENG,MF,Fulham,27,37,35,"2,866",3,4,0,0,5,0,1.9,4.1
444,bobby reid,JAM,"FW,DF",Fulham,29,36,29,"2,475",4,1,0,0,8,0,3.9,1.7
445,declan rice,ENG,MF,West Ham,23,37,36,"3,273",4,1,0,1,5,0,2.4,3.2
446,chris richards,USA,DF,Crystal Palace,22,9,4,447,0,0,0,0,0,0,0.7,0.3
447,richarlison,BRA,"MF,FW",Tottenham,25,27,12,"1,010",1,3,0,0,3,0,3.3,2.2
448,jairo riedewald,NED,"DF,MF",Crystal Palace,25,6,0,64,0,0,0,0,0,0,0.1,0.0
449,matt ritchie,SCO,"FW,MF",Newcastle Utd,32,7,0,39,0,0,0,0,0,0,0.0,0.1
450,andrew robertson,SCO,DF,Liverpool,28,34,29,"2,583",0,8,0,0,3,0,1.3,6.1
451,antonee robinson,USA,DF,Fulham,24,35,35,"3,088",0,1,0,0,8,0,0.1,1.3
452,joel robles,ESP,GK,Leeds United,32,4,4,360,0,0,0,0,1,0,0.0,0.0
453,marc roca,ESP,MF,Leeds United,25,32,29,"2,315",1,2,0,0,7,0,2.1,2.9
454,marek rodak,SVK,GK,Fulham,25,2,2,180,0,0,0,0,0,0,0.0,0.0
455,rodri,ESP,MF,Manchester City,26,36,34,"2,911",2,6,0,0,5,0,4.6,4.1
456,rodrigo,ESP,"FW,MF",Leeds United,31,31,23,"1,935",13,1,1,1,6,0,8.0,1.8
457,mads roerslev,DEN,DF,Brentford,23,20,12,"1,108",0,0,0,0,0,0,0.3,1.2
458,cristian romero,ARG,DF,Tottenham,24,27,26,"2,364",0,1,0,0,11,1,1.5,1.2
459,oriol romeu,ESP,MF,Southampton,30,1,1,74,0,0,0,0,0,0,0.0,0.0
460,cristiano ronaldo,POR,FW,Manchester Utd,37,10,4,525,1,0,0,0,2,0,1.9,0.4
461,connor ronan,IRL,MF,Wolves,24,1,0,1,0,0,0,0,0,0,0.0,0.0
462,salomon rondon,VEN,FW,Everton,32,7,1,109,0,0,0,0,0,0,0.8,0.2
463,joe rothwell,ENG,MF,Bournemouth,27,20,12,"1,016",0,1,0,0,1,0,0.1,1.0
464,georginio rutter,FRA,"FW,MF",Leeds United,20,11,1,273,0,1,0,0,0,0,0.4,0.3
465,jose sa,POR,GK,Wolves,29,36,36,"3,240",0,0,0,0,2,0,0.0,0.0
466,marcel sabitzer,AUT,MF,Manchester Utd,28,11,7,627,0,1,0,0,1,0,0.7,0.9
467,,,,,,,,,,,,,,,,
468,allan saint-maximin,FRA,FW,Newcastle Utd,25,25,12,"1,120",1,5,0,0,1,0,1.6,4.6
469,bukayo saka,ENG,FW,Arsenal,20,38,37,"3,181",14,11,2,3,6,0,11.2,8.5
470,mohamed salah,EGY,FW,Liverpool,30,38,37,"3,290",19,12,2,4,2,0,21.6,7.2
471,william saliba,FRA,DF,Arsenal,21,27,27,"2,415",2,1,0,0,4,0,0.9,1.2
472,mohammed salisu,GHA,DF,Southampton,23,22,21,"1,973",0,1,0,0,5,0,1.5,0.6
473,albert sambi lokonga,BEL,MF,Arsenal,22,6,2,198,0,0,0,0,0,0,0.0,0.0
474,albert sambi lokonga,BEL,MF,Crystal Palace,22,9,6,536,0,0,0,0,2,0,0.2,0.0
475,davinson sanchez,COL,DF,Tottenham,26,18,8,858,0,0,0,0,1,0,0.6,0.4
476,robert sanchez,ESP,GK,Brighton,24,23,23,"2,070",0,0,0,0,2,0,0.0,0.0
477,jadon sancho,ENG,"FW,MF",Manchester Utd,22,26,21,"1,686",6,3,0,0,0,0,4.2,5.0
478,morgan sanson,FRA,MF,Aston Villa,27,2,0,11,0,0,0,0,0,0,0.0,0.0
479,pablo sarabia,ESP,"FW,MF",Wolves,30,13,9,765,1,0,0,0,3,0,3.1,0.8
480,jeremy sarmiento,ECU,MF,Brighton,20,9,1,176,0,1,0,0,1,0,0.3,0.2
481,gianluca scamacca,ITA,FW,West Ham,23,16,11,926,3,0,0,0,3,0,2.5,0.7
482,gustavo scarpa,BRA,"MF,FW",Nott'ham Forest,28,6,2,181,0,0,0,0,1,0,0.3,0.0
483,kevin schade,GER,FW,Brentford,20,18,7,732,0,1,0,0,2,0,2.1,1.1
484,fabian schar,SUI,DF,Newcastle Utd,30,36,36,"3,206",1,3,0,0,7,0,4.9,3.3
485,jeffrey schlupp,GHA,"MF,FW",Crystal Palace,29,34,30,"2,531",3,1,0,0,7,0,3.2,1.4
486,nelson semedo,POR,DF,Wolves,28,36,31,"2,632",0,1,0,0,11,1,0.4,0.7
487,antoine semenyo,GHA,"FW,MF",Bournemouth,22,11,2,258,1,0,0,0,0,0,0.3,0.1
488,marcos senesi,ARG,DF,Bournemouth,25,31,29,"2,491",2,0,0,0,7,0,1.6,0.5
489,ryan sessegnon,ENG,DF,Tottenham,22,17,9,813,2,0,0,0,4,0,1.6,1.1
490,luke shaw,ENG,DF,Manchester Utd,27,31,30,"2,552",1,2,0,0,8,0,1.1,3.6
491,jonjo shelvey,ENG,MF,Newcastle Utd,30,3,0,37,0,0,0,0,0,0,0.0,0.0
492,jonjo shelvey,ENG,MF,Nott'ham Forest,30,8,6,540,0,0,0,0,2,0,0.2,0.3
493,,,,,,,,,,,,,,,,
494,bernardo silva,POR,"MF,FW",Manchester City,27,34,24,"2,205",4,5,0,0,5,0,2.2,3.3
495,thiago silva,BRA,DF,Chelsea,37,27,26,"2,352",0,2,0,0,2,0,1.5,0.5
496,ellis simms,ENG,FW,Everton,21,11,2,228,1,0,0,0,0,0,0.9,0.1
497,luis sinisterra,COL,FW,Leeds United,23,19,13,867,5,0,0,0,3,1,3.7,0.4
498,oliver skipp,ENG,MF,Tottenham,21,23,18,"1,491",1,0,0,0,7,0,0.3,0.6
499,adam smith,ENG,DF,Bournemouth,31,37,34,"2,943",0,1,0,0,11,0,0.5,1.3
500,emile smith rowe,ENG,"MF,FW",Arsenal,22,12,0,172,0,2,0,0,0,0,0.3,0.7
501,cedric soares,POR,DF,Arsenal,30,2,0,29,0,0,0,0,0,0,0.0,0.0
502,cedric soares,POR,DF,Fulham,30,6,2,198,0,0,0,0,0,0,0.1,0.3
503,dominic solanke,ENG,"FW,MF",Bournemouth,24,33,32,"2,860",6,7,0,0,2,0,9.1,3.9
504,manor solomon,ISR,FW,Fulham,23,19,4,572,4,0,0,0,0,0,1.3,0.4
505,tomas soucek,CZE,MF,West Ham,27,36,32,"2,815",2,3,0,0,3,0,4.0,1.9
506,boubakary soumare,FRA,MF,Leicester City,23,26,20,"1,629",0,0,0,0,9,0,0.0,0.4
507,harry souttar,AUS,DF,Leicester City,23,12,11,992,0,1,0,0,2,0,1.4,0.2
508,caglar soyuncu,TUR,DF,Leicester City,26,7,6,529,1,0,0,0,2,0,0.4,0.1
509,djed spence,ENG,"FW,DF",Tottenham,21,4,0,7,0,0,0,0,0,0,0.1,0.0
510,jack stacey,ENG,DF,Bournemouth,26,10,3,299,0,0,0,0,2,0,0.1,0.0
511,junior stanislas,ENG,MF,Bournemouth,32,4,0,61,0,0,0,0,0,0,0.0,0.1
512,jay stansfield,ENG,FW,Fulham,19,3,1,87,0,0,0,0,0,0,0.3,0.1
513,jason steele,ENG,GK,Brighton,31,15,15,"1,350",0,1,0,0,1,0,0.0,0.1
514,jack stephens,ENG,DF,Southampton,28,2,0,46,0,0,0,0,0,0,0.0,0.0
515,jack stephens,ENG,DF,Bournemouth,28,15,13,"1,173",0,0,0,0,3,0,0.4,0.2
516,raheem sterling,ENG,"FW,MF",Chelsea,27,28,23,"1,891",6,3,0,0,4,0,6.2,4.6
517,john stones,ENG,"DF,MF",Manchester City,28,23,21,"1,846",2,2,0,0,2,0,1.0,1.4
518,pascal struijk,NED,DF,Leeds United,22,29,26,"2,200",2,1,0,0,5,0,1.4,2.4
519,,,,,,,,,,,,,,,,
520,kamaldeen sulemana,GHA,"FW,MF",Southampton,20,18,10,966,2,1,0,0,1,0,1.7,1.3
521,crysencio summerville,NED,FW,Leeds United,20,28,12,"1,426",4,2,0,0,4,0,2.9,1.6
522,sam surridge,ENG,FW,Nott'ham Forest,24,20,1,323,1,0,0,0,2,0,1.8,0.1
523,japhet tanganga,ENG,DF,Tottenham,23,4,2,146,0,0,0,0,0,0,0.0,0.0
524,matt targett,ENG,DF,Newcastle Utd,26,17,6,610,0,0,0,0,1,0,0.0,0.4
525,james tarkowski,ENG,DF,Everton,29,38,38,"3,420",1,1,0,0,6,0,3.1,2.9
526,marcus tavernier,ENG,"MF,FW",Bournemouth,23,23,19,"1,743",5,4,0,0,1,0,3.1,2.9
527,tete,BRA,FW,Leicester City,22,13,9,734,1,0,0,0,0,0,1.8,0.4
528,kenny tete,NED,DF,Fulham,26,31,29,"2,569",1,5,0,0,8,0,0.7,1.9
529,luke thomas,ENG,DF,Leicester City,21,17,11,"1,073",0,0,0,0,3,0,0.1,0.7
530,youri tielemans,BEL,MF,Leicester City,25,31,27,"2,344",3,2,1,2,4,0,2.5,4.7
531,kieran tierney,SCO,DF,Arsenal,25,27,6,795,0,1,0,0,0,0,0.3,0.3
532,harry toffolo,ENG,DF,Nott'ham Forest,26,19,9,940,0,0,0,0,2,0,0.3,0.8
533,takehiro tomiyasu,JPN,DF,Arsenal,23,21,6,663,0,1,0,0,2,0,0.2,0.6
534,james tomkins,ENG,DF,Crystal Palace,33,6,3,338,1,0,0,0,3,1,1.0,0.0
535,ivan toney,ENG,FW,Brentford,26,33,33,"2,951",20,4,6,7,9,0,18.7,5.1
536,adama traore,ESP,"FW,MF",Wolves,26,34,12,"1,496",2,1,0,0,2,0,1.4,3.7
537,bertrand traore,BFA,"FW,MF",Aston Villa,26,8,1,233,2,0,0,0,1,0,0.7,0.1
